trajectory,method,diffusivity_m2_s,cooling_rate_1_s,signal_sd_K,source_coupling,n_frames,n_observations,n_saturated,threshold_K,excess_field_rel_l2,hot_region_rel_l2,peak_true_K,peak_predicted_K,peak_absolute_error_K,posterior_sd_at_true_peak_K,true_peak_in_95,pointwise_95_coverage,hot_region_95_coverage,mean_crps_K,hot_region_crps_K,mean_95_interval_width_K,hot_region_95_interval_width_K,hot_region_interval_score_K,interval_calibration_scale,calibrated_true_peak_in_95,calibrated_hot_region_95_coverage,calibrated_hot_region_95_interval_width_K,calibrated_hot_region_interval_score_K,fixed_top_01_crps_K,fixed_top_01_mae_K,fixed_top_03_crps_K,fixed_top_03_mae_K,fixed_top_05_crps_K,fixed_top_05_mae_K,fixed_top_10_crps_K,fixed_top_10_mae_K,true_peak_location_crps_K,true_peak_location_mae_K,field_maximum_crps_K,forcing_multiplier,forcing_marginal_variance_K2
SpiralScanPath_13,diffusive stochastic forecast,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,117,3,296.4901280292387,0.3108260408419834,0.3336992836983191,335.7083806056465,334.82780241812833,0.8805781875181538,0.5650165643046773,True,0.9904038384646141,0.6842105263157895,0.1757763616363308,1.2581115970558459,1.8163553105309276,2.164621660126424,36.502905095558695,1.0,True,0.6842105263157895,2.164621660126424,36.502905095558695,3.1784708894285387,3.4951126023874965,1.2581115970558459,1.4131839780317212,0.8216681156509636,0.9233007168460349,0.49025508643529264,0.5504332203461041,0.5456097552972176,0.8805781875181538,0.5456097552971721,0.5,0.25819952199733276
SpiralScanPath_13,diffusive stochastic forecast,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,117,3,296.4901280292387,0.31229328298819103,0.33368947509863445,335.7083806056465,334.8139538210066,0.8944267846399043,0.7530495969115549,True,0.991203518592563,0.7105263157894737,0.21133112953237418,1.2444662378649283,2.503728885363043,2.8564983255109277,33.05694028185482,1.0,True,0.7105263157894737,2.8564983255109277,33.05694028185482,3.091474511366829,3.495573299253043,1.2444662378649283,1.4133883516492205,0.8276400509878648,0.9235021885717954,0.5094166080870721,0.5523626719252271,0.5762539898826725,0.8944267846399043,0.5762539898826908,1.0,0.5163990439946655
SpiralScanPath_13,diffusive stochastic forecast,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,117,3,296.4901280292387,0.31137730853251583,0.33046088947101354,335.7083806056465,334.8066211224861,0.9017594831603901,1.0298424873981775,True,0.9936025589764095,0.7894736842105263,0.2625242659762708,1.2129525024895944,3.4626512578569493,3.8082323277681156,28.401836986277413,1.0,True,0.7894736842105263,3.8082323277681156,28.401836986277413,2.947773492496912,3.4418226294097476,1.2129525024895944,1.3951433237557624,0.8303548210711805,0.9152523674043231,0.5352685966674188,0.5497939862312569,0.5462016468947846,0.9017594831603901,0.5462016468947621,2.0,1.032798087989331
SpiralScanPath_13,diffusive stochastic forecast,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,117,3,296.4901280292387,0.3100203276600952,0.3266477992930284,335.7083806056465,334.8006587990551,0.9077218065913826,1.4301015831572053,True,0.995201919232307,0.8421052631578947,0.340815018865477,1.1775446181833973,4.812921625777,5.178995780516097,24.440280055603747,1.0,True,0.8421052631578947,5.178995780516097,24.440280055603747,2.71323741131634,3.3725603950536014,1.1775446181833973,1.380175921407063,0.849334798753129,0.9206909674411161,0.586070292988588,0.5539582265736901,0.44561900401893384,0.9077218065913826,0.4456190040189466,4.0,2.065596175978662
SpiralScanPath_13,diffusive stochastic forecast,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,117,3,296.4901280292387,0.30862815338204513,0.32090869787397386,335.7083806056465,334.79836748745765,0.9100131181888287,2.003232972334307,True,0.9968012794882047,0.8947368421052632,0.45354420644531634,1.1879423126489743,6.732644474769147,7.381212664640893,20.29754782344691,1.0,True,0.8947368421052632,7.381212664640893,20.29754782344691,2.478090933006539,3.2229594967307267,1.1879423126489743,1.4041978966482769,0.9107217705790037,0.9855066741628716,0.6734348137309794,0.591714444985884,0.7304494553019063,0.9100131181888287,0.7304494553019256,8.0,4.131192351957324
SpiralScanPath_13,diffusive stochastic forecast,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,117,3,296.4901280292387,0.31144932065459735,0.32061297640778347,335.7083806056465,334.79247546835904,0.9159051372874387,2.8191259732366105,True,0.9976009596161536,0.9210526315789473,0.6161615775438581,1.2582914465544044,9.449876125778857,10.112275592695106,17.532886574578008,1.0,True,0.9210526315789473,10.112275592695106,17.532886574578008,2.406960221048221,3.204318853963822,1.2582914465544044,1.4130698028304434,1.0362424991005634,1.0270053272700028,0.8228024179150564,0.6168849740377557,0.7542605441372356,0.9159051372874387,0.7542605441372427,16.0,8.262384703914648
SpiralScanPath_13,diffusive stochastic forecast,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,117,3,296.4901280292387,0.31833480883671056,0.317842352911651,335.7083806056465,334.7912080601097,0.9171725455368005,3.9769408786896308,True,0.9988004798080767,0.9605263157894737,0.8533787400425239,1.3838904200299453,13.322742050473025,14.304788143956575,16.77348128757688,1.0,True,0.9605263157894737,14.304788143956575,16.77348128757688,2.1884590265592596,2.9551004225477757,1.3838904200299453,1.4637222359770665,1.2356269565439386,1.1479942611935166,1.046808556591194,0.6899342660746006,0.9872342468440083,0.9171725455368005,0.9872342468439985,32.0,16.524769407829297
SpiralScanPath_13,diffusive stochastic forecast,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,117,3,296.4901280292387,0.329872076299909,0.3183515843900195,335.7083806056465,334.78849838846753,0.9198822171789516,5.617200051356845,True,0.9996001599360256,1.0,1.1874904137826736,1.6127559995026288,18.765540330870714,19.733418654998413,19.733418654998413,1.0,True,1.0,19.733418654998413,19.733418654998413,2.2516120890866715,2.942616629264021,1.6127559995026288,1.4758056176390255,1.5134214162903457,1.2264509144764584,1.35928823411248,0.7370695149320178,1.4423075911629173,0.9198822171789516,1.4423075911628822,64.0,33.04953881565859
SpiralScanPath_13,diffusive stochastic forecast,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,117,3,296.4901280292387,0.38728854532950063,0.338319364253099,335.7083806056465,334.78879897949327,0.9195816261532173,7.938927578414475,True,1.0,1.0,1.6679735236581787,2.06343970021087,26.506035634437072,28.21474964278705,28.21474964278705,1.0,True,1.0,28.21474964278705,28.21474964278705,2.4571212011943855,2.648467296144975,2.06343970021087,1.6529103121740463,2.0392006513035104,1.5574981212088084,1.872507197334941,0.9324226439376848,1.9360108869874795,0.9195816261532173,1.80051470120479,128.0,66.09907763131719
SpiralScanPath_13,diffusive stochastic forecast,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,117,3,296.4901280292387,0.4470045944461246,0.38984314960065247,335.7083806056465,334.7894102878498,0.9189703177966635,11.223803411900494,True,1.0,1.0,2.3466215773079298,2.8242332274100144,37.44746037977767,39.52832827095888,39.52832827095888,1.0,True,1.0,39.52832827095888,39.52832827095888,3.06441694198344,2.658444976810599,2.8242332274100144,1.9684656979532118,2.7892174204147815,1.8788577770310173,2.6149522313468094,1.1174702935182197,2.491822570548562,0.9189703177966635,2.114051025534984,256.0,132.19815526263437
