forcing_multiplier,fixed_top_01_crps_K,mean_crps_K,excess_field_rel_l2,hot_region_95_coverage,hot_region_95_interval_width_K,forcing_marginal_variance_K2
32.0,2.4123836618784384,0.8545985319244368,0.37339809335138247,0.956140350877193,14.245085806408023,16.524769407829297
