trajectory,method,diffusivity_m2_s,cooling_rate_1_s,signal_sd_K,source_coupling,n_frames,n_observations,n_saturated,threshold_K,excess_field_rel_l2,hot_region_rel_l2,peak_true_K,peak_predicted_K,peak_absolute_error_K,posterior_sd_at_true_peak_K,true_peak_in_95,pointwise_95_coverage,hot_region_95_coverage,mean_crps_K,hot_region_crps_K,mean_95_interval_width_K,hot_region_95_interval_width_K,hot_region_interval_score_K,interval_calibration_scale,calibrated_true_peak_in_95,calibrated_hot_region_95_coverage,calibrated_hot_region_95_interval_width_K,calibrated_hot_region_interval_score_K,fixed_top_01_crps_K,fixed_top_01_mae_K,fixed_top_03_crps_K,fixed_top_03_mae_K,fixed_top_05_crps_K,fixed_top_05_mae_K,fixed_top_10_crps_K,fixed_top_10_mae_K,true_peak_location_crps_K,true_peak_location_mae_K,field_maximum_crps_K,family,run_index,role,fraction_saturated,forcing_multiplier,forcing_marginal_variance_K2,base_forcing_intensity_K2_per_s,displacement_m,crps_estimator,previous_n_saturated,previous_saturated_fraction,previous_clipped_hot_mae_K,previous_posterior_hot_mae_K,previous_posterior_hot_95_coverage
DiagonalScanPath_6,diffusion mean + RBF,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,117,3,295.76268867732483,0.4240090286443735,0.41812360145802213,331.21807173731014,329.90536177192325,1.3127099653868868,3.41982578945228,True,0.9984006397441023,0.9473684210526315,0.7377647500037998,1.6258251783727367,11.492428167575532,12.28748103823416,21.20750614147604,1.0,True,0.9473684210526315,12.28748103823416,21.20750614147604,2.665518600388066,3.600400311077091,1.6258251783727367,2.1423623350105427,1.3126365865478289,1.5091480589689206,1.0110761871146388,0.8662949819690692,3.8109736100308074,5.8326712305620845,0.8158858105267084,Diagonal,6,evaluation,0.03,32.0,,,0.0001453599391005502,unbiased_M_times_M_minus_1,79,0.03158736505397841,2.7201208277385236,2.283562412780356,0.7468354430379747
DiagonalScanPath_6,advective mean + RBF,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,117,3,295.76268867732483,0.4138073935413136,0.41296014452149027,331.21807173731014,329.9116109384688,1.3064607988413286,3.4198056037198534,True,0.998000799680128,0.9342105263157895,0.7373156002246359,1.6431978471999742,11.488684396293083,12.269097344010547,19.95697025947957,1.0,True,0.9342105263157895,12.269097344010547,19.95697025947957,2.7227743892464065,3.5804961489749063,1.6431978471999742,2.089252936219205,1.3270625197221977,1.4824067278755504,1.0234494911624263,0.8437738181866739,4.397627517200787,6.257653253475041,0.7838084021262368,Diagonal,6,evaluation,0.03,32.0,,,0.0001453599391005502,unbiased_M_times_M_minus_1,79,0.03158736505397841,2.7201208277385236,2.283562412780356,0.7468354430379747
DiagonalScanPath_6,diffusive stochastic forecast,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,117,3,295.76268867732483,0.43675718077983966,0.430755190184896,331.21807173731014,330.0463485270071,1.1717232103030142,4.099556141045793,True,0.998000799680128,0.9342105263157895,0.8610892822701778,1.761000315357021,13.53429084268201,14.66337340437451,20.77592093711755,1.0,True,0.9342105263157895,14.66337340437451,20.77592093711755,2.5581384848287434,3.523889487376673,1.761000315357021,2.320250476330242,1.4476987476938226,1.6404050014361378,1.1497649276262063,0.9329650696202673,3.2263532719633226,5.76082975054851,0.7993418606334344,Diagonal,6,evaluation,0.03,32.0,16.524769407829297,1077.1162951691497,0.0001453599391005502,unbiased_M_times_M_minus_1,79,0.03158736505397841,2.7201208277385236,2.283562412780356,0.7468354430379747
DiagonalScanPath_6,advective stochastic forecast,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,117,3,295.76268867732483,0.42640297034349167,0.42541415331938903,331.21807173731014,330.03760448433025,1.180467252979895,4.078876261185767,True,0.9984006397441023,0.9473684210526315,0.8597518921687177,1.7198575275623098,13.533711602053593,14.778988331171172,21.094119457738945,1.0,True,0.9473684210526315,14.778988331171172,21.094119457738945,2.6666074499892694,3.6250428059608057,1.7198575275623098,2.27110872016195,1.4192135786211382,1.6148795482084752,1.128084189976609,0.9113096959082726,3.552209655666572,6.205472754485982,0.7970901773503392,Diagonal,6,evaluation,0.03,32.0,16.524769407829297,1077.1162951691497,0.0001453599391005502,unbiased_M_times_M_minus_1,79,0.03158736505397841,2.7201208277385236,2.283562412780356,0.7468354430379747
DiagonalScanPath_7,diffusion mean + RBF,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,117,2,295.92680693793324,0.37827388561890135,0.37435106299091664,329.2427619913974,337.85134223323166,8.608580241834261,3.4196322519221654,False,0.998000799680128,0.9342105263157895,0.7294115717335561,1.5045396682955847,11.413770108058557,12.045068490034984,20.647314187887968,1.0,False,0.9342105263157895,12.045068490034984,20.647314187887968,2.7843438115026538,3.76206007426679,1.5045396682955847,1.7689237239756204,1.2155105848991614,1.2271479595696104,0.9664823791240168,0.7217906844338421,6.704500341609169,8.608580241834261,6.704500341609211,Diagonal,7,evaluation,0.03,32.0,,,0.000146120611009727,unbiased_M_times_M_minus_1,80,0.03198720511795282,2.846539173110377,2.5218178195117296,0.4875
DiagonalScanPath_7,advective mean + RBF,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,117,2,295.92680693793324,0.3791678433910936,0.38272893197682195,329.2427619913974,337.9675342231933,8.724772231795896,3.419632727086876,False,0.998000799680128,0.9342105263157895,0.7306831537256325,1.5540007755717407,11.421933417766995,11.960615168709275,22.116649284058226,1.0,False,0.9342105263157895,11.960615168709275,22.116649284058226,2.8847787859655942,3.87665039712487,1.5540007755717407,1.8570867949264394,1.2368397230901615,1.2573435424110435,0.978043943276728,0.7117588094135254,6.973036609611185,8.724772231795896,6.973036609611262,Diagonal,7,evaluation,0.03,32.0,,,0.000146120611009727,unbiased_M_times_M_minus_1,80,0.03198720511795282,2.846539173110377,2.5218178195117296,0.4875
DiagonalScanPath_7,diffusive stochastic forecast,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,117,2,295.92680693793324,0.37858659921776355,0.373813220783043,329.2427619913974,337.86136096803165,8.618598976634246,4.0774899109984295,False,0.9984006397441023,0.9473684210526315,0.8511963447614466,1.5639583796520835,13.44782454933388,14.457754810548085,19.203099484731972,1.0,False,0.9473684210526315,14.457754810548085,19.203099484731972,2.6542091641271166,3.6348860753354235,1.5639583796520835,1.8140423477650403,1.3021495715207432,1.2666691730307968,1.0722146653651767,0.7419366414400794,6.5549612436022695,8.618598976634246,6.554961243602282,Diagonal,7,evaluation,0.03,32.0,16.524769407829297,1077.1162951691497,0.000146120611009727,unbiased_M_times_M_minus_1,80,0.03198720511795282,2.846539173110377,2.5218178195117296,0.4875
DiagonalScanPath_7,advective stochastic forecast,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,117,2,295.92680693793324,0.37981601426717293,0.38261583624523354,329.2427619913974,337.973329985795,8.730567994397575,4.0805396187010325,True,0.9988004798080767,0.9605263157894737,0.8512702114958239,1.6262717865935143,13.4429588478621,14.399654330998672,19.204367267794897,1.0,True,0.9605263157894737,14.399654330998672,19.204367267794897,2.795583344499648,3.7498584495660774,1.6262717865935143,1.9014076948478214,1.3370878116470617,1.2953250309524103,1.0879611698231582,0.7312041498055651,5.970210673747774,8.730567994397575,5.970210673747816,Diagonal,7,evaluation,0.03,32.0,16.524769407829297,1077.1162951691497,0.000146120611009727,unbiased_M_times_M_minus_1,80,0.03198720511795282,2.846539173110377,2.5218178195117296,0.4875
DiagonalScanPath_8,diffusion mean + RBF,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,117,2,296.12149833303096,0.3797623426757166,0.36997365472246835,336.214847986714,344.47822433254817,8.26337634583416,3.419634282108638,False,0.998000799680128,0.9342105263157895,0.7367773133634241,1.5719234426562265,11.457536749096038,11.886350083692934,22.96120439905801,1.0,False,0.9342105263157895,11.886350083692934,22.96120439905801,2.82021915034288,3.596876463466948,1.5719234426562265,1.9099089249195569,1.2742804122009934,1.3737254149923466,0.9993267370865087,0.8013932146890059,6.207315401883909,8.26337634583416,6.207315401883918,Diagonal,8,calibration,0.03,32.0,,,0.00013654842899092135,unbiased_M_times_M_minus_1,77,0.03078768492602959,3.06156684424828,2.5942242004168845,0.5584415584415584
DiagonalScanPath_8,advective mean + RBF,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,117,2,296.12149833303096,0.38003815646253364,0.3769300257193256,336.214847986714,343.9716129518725,7.756764965158482,3.419634841468291,False,0.998000799680128,0.9342105263157895,0.736439089100825,1.607528799840811,11.45716603220939,12.168573139145048,22.649449274714282,1.0,False,0.9342105263157895,12.168573139145048,22.649449274714282,2.866474676160865,3.6461067321283123,1.607528799840811,1.9629591418250616,1.2944222285474918,1.4209072766852662,1.0014303089066319,0.8190110329148281,6.039414661261601,7.756764965158482,6.039414661261611,Diagonal,8,calibration,0.03,32.0,,,0.00013654842899092135,unbiased_M_times_M_minus_1,77,0.03078768492602959,3.06156684424828,2.5942242004168845,0.5584415584415584
