method,field_rel_l2,hot_region_rel_l2,peak_true,peak_pred,peak_abs_error,true_peak_x,true_peak_y,posterior_mean_at_true_peak,posterior_sd_at_true_peak,peak_ci_lower,peak_ci_upper,true_peak_in_95,shape,shape_label,obs_n,n_observations,n_saturated,actual_frac_saturated,selected_lengthscale,lengthscale,threshold,kernel,kernel_label,observation_seed,kernel_type,kernel_lengthscale,kernel_lengthscale_y
oracle true,0.06640971342060573,0.14848400272943185,1520.195695818044,1185.571115195386,334.62458062265796,0.6034482758620694,0.12068965517241415,1185.571115195386,254.18187847241762,687.3746333894476,1683.7675970013245,True,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.1,1.1,790.7890913339897,anisotropic_informed,global anisotropic,3,rbf,1.1,0.2
exact clipped,0.12092523988343043,0.2987807201544344,1520.195695818044,1002.3432653872245,517.8524304308195,0.6034482758620694,0.12068965517241415,825.6741694929609,39.20841233647386,748.8256813134722,902.5226576724497,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.1,1.1,790.7890913339897,path_aligned_fixed,path-aligned fixed,3,path_aligned,1.1,0.2
discard saturated,0.08436157519117787,0.17388399432763746,1520.195695818044,1294.5757971990101,225.61989861903385,0.6034482758620694,0.12068965517241415,1294.5757971990101,320.37050360049517,666.6496101420396,1922.5019842559807,True,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.1,1.1,790.7890913339897,path_aligned_fixed,path-aligned fixed,3,path_aligned,1.1,0.2
censored Laplace,0.10272156934175648,0.21972668977828483,1520.195695818044,1346.4079924627963,173.7877033552477,0.6034482758620694,0.12068965517241415,1346.4079924627963,319.06089543979704,721.0486374007941,1971.7673475247984,True,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.1,1.1,790.7890913339897,path_aligned_fixed,path-aligned fixed,3,path_aligned,1.1,0.2
censored sampled,0.10558451802954837,0.22767951146654783,1520.195695818044,1477.4498008073174,42.7458950107266,0.6034482758620694,0.12068965517241415,1477.4498008073174,247.6159857038996,1046.4757137374415,1929.0046356055911,True,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.1,1.1,790.7890913339897,path_aligned_fixed,path-aligned fixed,3,path_aligned,1.1,0.2
oracle true,0.06283467139547919,0.12487614142550262,1520.195695818044,1441.045794983856,79.14990083418797,0.6034482758620694,0.12068965517241415,1441.045794983856,39.20841233647386,1364.1973068043671,1517.8942831633449,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.1,1.1,790.7890913339897,path_aligned_fixed,path-aligned fixed,3,path_aligned,1.1,0.2
exact clipped,0.11021617987820308,0.28528830057478294,1520.195695818044,852.0227205068499,668.1729753111941,0.6034482758620694,0.12068965517241415,852.0227205068499,12.66706243368589,827.1952781368256,876.8501628768742,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,2.1,2.1,790.7890913339897,path_aligned_tuned,path-aligned tuned,3,path_aligned,2.1,0.45
discard saturated,0.11067936917778096,0.2811933784030439,1520.195695818044,912.2276303254788,607.9680654925652,0.6034482758620694,0.12068965517241415,912.2276303254788,34.76201704376757,844.0940769196943,980.3611837312633,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,2.1,2.1,790.7890913339897,path_aligned_tuned,path-aligned tuned,3,path_aligned,2.1,0.45
censored Laplace,0.08945696316154315,0.2225164115036224,1520.195695818044,971.9215959835598,548.2740998344842,0.6034482758620694,0.12068965517241415,971.9215959835598,28.031787751879644,916.9792919898757,1026.8638999772438,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,2.1,2.1,790.7890913339897,path_aligned_tuned,path-aligned tuned,3,path_aligned,2.1,0.45
censored sampled,0.09356500135789686,0.23345253374314445,1520.195695818044,956.2433496693168,563.9523461487272,0.6034482758620694,0.12068965517241415,950.7219382155499,26.963195806909983,901.132613742629,992.6738651892731,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,2.1,2.1,790.7890913339897,path_aligned_tuned,path-aligned tuned,3,path_aligned,2.1,0.45
oracle true,0.05505000248864186,0.11520809233830308,1520.195695818044,1263.2565479453829,256.9391478726611,0.6034482758620694,0.12068965517241415,1263.2565479453829,12.66706243368589,1238.4291055753586,1288.0839903154072,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,2.1,2.1,790.7890913339897,path_aligned_tuned,path-aligned tuned,3,path_aligned,2.1,0.45
exact clipped,0.11194513704485808,0.28780229833343257,1520.195695818044,854.5467040676871,665.6489917503569,0.6034482758620694,0.12068965517241415,854.5467040676871,15.150229227769325,824.8522547812591,884.241153354115,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,0.7,0.7,790.7890913339897,isotropic_fixed,isotropic fixed,4,rbf,0.7,
discard saturated,0.1537034275909218,0.405255933437184,1520.195695818044,731.199226772313,788.996469045731,0.6034482758620694,0.12068965517241415,625.8053991731525,62.75756288241455,502.80057592362004,748.810222422685,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,0.7,0.7,790.7890913339897,isotropic_fixed,isotropic fixed,4,rbf,0.7,
censored Laplace,0.10470240030529028,0.2653066742836821,1520.195695818044,912.5956530696549,607.6000427483891,0.6034482758620694,0.12068965517241415,912.5956530696549,27.927743438219302,857.857275930745,967.3340302085647,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,0.7,0.7,790.7890913339897,isotropic_fixed,isotropic fixed,4,rbf,0.7,
censored sampled,0.11445103561041331,0.28787370227197123,1520.195695818044,865.1529505532542,655.0427452647898,0.6034482758620694,0.12068965517241415,865.1529505532542,50.62630559468242,774.6719598010739,952.5301762674895,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,0.7,0.7,790.7890913339897,isotropic_fixed,isotropic fixed,4,rbf,0.7,
oracle true,0.06519059487598279,0.12431023290290041,1520.195695818044,1259.1113370070875,261.0843588109565,0.6034482758620694,0.12068965517241415,1259.1113370070875,15.150229227769325,1229.4168877206596,1288.8057862935154,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,0.7,0.7,790.7890913339897,isotropic_fixed,isotropic fixed,4,rbf,0.7,
exact clipped,0.11544012693834096,0.3045799558041068,1520.195695818044,836.7114530476232,683.4842427704208,0.6034482758620694,0.12068965517241415,803.0437697905385,254.18187847241762,304.8472879846,1301.240251596477,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.1,1.1,790.7890913339897,anisotropic_informed,global anisotropic,4,rbf,1.1,0.2
discard saturated,0.13529295571515643,0.3474411207519871,1520.195695818044,1035.7488074902712,484.44688832777274,0.6034482758620694,0.12068965517241415,682.8628606718015,258.8013944297129,175.61212758956424,1190.113593754039,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.1,1.1,790.7890913339897,anisotropic_informed,global anisotropic,4,rbf,1.1,0.2
censored Laplace,0.10842864340695196,0.26452084865562764,1520.195695818044,1037.5024592734355,482.69323654460845,0.6034482758620694,0.12068965517241415,859.3139502294337,254.72837655021758,360.0463321910072,1358.5815682678601,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.1,1.1,790.7890913339897,anisotropic_informed,global anisotropic,4,rbf,1.1,0.2
censored sampled,0.20470112830343476,0.2647489669673792,1520.195695818044,1141.5056978854966,378.6899979325474,0.6034482758620694,0.12068965517241415,864.5385827707393,206.87812384229807,472.584860977994,1237.0582433724028,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.1,1.1,790.7890913339897,anisotropic_informed,global anisotropic,4,rbf,1.1,0.2
oracle true,0.06640971342060573,0.14848400272943185,1520.195695818044,1185.571115195386,334.62458062265796,0.6034482758620694,0.12068965517241415,1185.571115195386,254.18187847241762,687.3746333894476,1683.7675970013245,True,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.1,1.1,790.7890913339897,anisotropic_informed,global anisotropic,4,rbf,1.1,0.2
exact clipped,0.12080741937296545,0.30182952211059605,1520.195695818044,1052.6238068860098,467.5718889320342,0.6034482758620694,0.12068965517241415,828.1705118750818,39.20841233647386,751.3220236955931,905.0190000545706,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.1,1.1,790.7890913339897,path_aligned_fixed,path-aligned fixed,4,path_aligned,1.1,0.2
discard saturated,0.07762334348791042,0.1561290501417341,1520.195695818044,1280.5054530449684,239.69024277307562,0.6034482758620694,0.12068965517241415,1280.5054530449684,320.37050360049517,652.5792659879978,1908.431640101939,True,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.1,1.1,790.7890913339897,path_aligned_fixed,path-aligned fixed,4,path_aligned,1.1,0.2
censored Laplace,0.11941916577585036,0.27020369845952236,1520.195695818044,1450.2257631326138,69.9699326854302,0.6034482758620694,0.12068965517241415,1339.2343335903083,305.624607638734,740.2101026183897,1938.258564562227,True,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.1,1.1,790.7890913339897,path_aligned_fixed,path-aligned fixed,4,path_aligned,1.1,0.2
censored sampled,0.126816722445866,0.2879818945072131,1520.195695818044,1531.1198874175705,10.924191599526466,0.6034482758620694,0.12068965517241415,1400.9577893936655,260.4370657944333,915.8268389864469,2057.396046641453,True,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.1,1.1,790.7890913339897,path_aligned_fixed,path-aligned fixed,4,path_aligned,1.1,0.2
oracle true,0.06283467139547919,0.12487614142550262,1520.195695818044,1441.045794983856,79.14990083418797,0.6034482758620694,0.12068965517241415,1441.045794983856,39.20841233647386,1364.1973068043671,1517.8942831633449,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.1,1.1,790.7890913339897,path_aligned_fixed,path-aligned fixed,4,path_aligned,1.1,0.2
exact clipped,0.1091007484149185,0.28383206175005526,1520.195695818044,861.538858274071,658.656837543973,0.6034482758620694,0.12068965517241415,861.538858274071,12.66706243368589,836.7114159040467,886.3663006440953,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,2.1,2.1,790.7890913339897,path_aligned_tuned,path-aligned tuned,4,path_aligned,2.1,0.45
discard saturated,0.10908836438855778,0.2765792685248938,1520.195695818044,934.4220364777806,585.7736593402634,0.6034482758620694,0.12068965517241415,934.4220364777806,34.76201704376757,866.2884830719961,1002.5555898835651,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,2.1,2.1,790.7890913339897,path_aligned_tuned,path-aligned tuned,4,path_aligned,2.1,0.45
censored Laplace,0.08616441138620683,0.21458989442177415,1520.195695818044,997.7152965998941,522.4803992181498,0.6034482758620694,0.12068965517241415,997.7152965998941,28.406475118853088,942.0386053669421,1053.391987832846,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,2.1,2.1,790.7890913339897,path_aligned_tuned,path-aligned tuned,4,path_aligned,2.1,0.45
censored sampled,0.08339518852141085,0.20360457675883903,1520.195695818044,1030.0568010568106,490.13889476123336,0.6034482758620694,0.12068965517241415,1030.0568010568106,39.68827985552715,957.459864274281,1078.2474950319206,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,2.1,2.1,790.7890913339897,path_aligned_tuned,path-aligned tuned,4,path_aligned,2.1,0.45
oracle true,0.05505000248864186,0.11520809233830308,1520.195695818044,1263.2565479453829,256.9391478726611,0.6034482758620694,0.12068965517241415,1263.2565479453829,12.66706243368589,1238.4291055753586,1288.0839903154072,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,2.1,2.1,790.7890913339897,path_aligned_tuned,path-aligned tuned,4,path_aligned,2.1,0.45
exact clipped,0.11254400318314702,0.2886843861485582,1520.195695818044,844.9520570336266,675.2436387844174,0.6034482758620694,0.12068965517241415,844.9520570336266,15.150229227769325,815.2576077471987,874.6465063200545,False,laser_path,moving-laser path,17,289,9,0.031141868512110725,0.7,0.7,790.7890913339897,isotropic_fixed,isotropic fixed,5,rbf,0.7,
discard saturated,0.15110520398036287,0.40003507076397,1520.195695818044,747.2595526554436,772.9361431626004,0.6034482758620694,0.12068965517241415,593.9768816239119,62.74855006987844,470.9897234869502,716.9640397608737,False,laser_path,moving-laser path,17,289,9,0.031141868512110725,0.7,0.7,790.7890913339897,isotropic_fixed,isotropic fixed,5,rbf,0.7,
censored Laplace,0.1061469899438128,0.2686366409698884,1520.195695818044,898.1400319227812,622.0556638952628,0.6034482758620694,0.12068965517241415,891.3394521727068,26.454723661453635,839.4881937962577,943.1907105491559,False,laser_path,moving-laser path,17,289,9,0.031141868512110725,0.7,0.7,790.7890913339897,isotropic_fixed,isotropic fixed,5,rbf,0.7,
censored sampled,0.11294866533631695,0.2858818812719727,1520.195695818044,869.2784473138787,650.9172485041653,0.6034482758620694,0.12068965517241415,854.7296258419698,32.307288470251656,801.622212889946,904.4790072525449,False,laser_path,moving-laser path,17,289,9,0.031141868512110725,0.7,0.7,790.7890913339897,isotropic_fixed,isotropic fixed,5,rbf,0.7,
oracle true,0.06519059487598279,0.12431023290290041,1520.195695818044,1259.1113370070875,261.0843588109565,0.6034482758620694,0.12068965517241415,1259.1113370070875,15.150229227769325,1229.4168877206596,1288.8057862935154,False,laser_path,moving-laser path,17,289,9,0.031141868512110725,0.7,0.7,790.7890913339897,isotropic_fixed,isotropic fixed,5,rbf,0.7,
exact clipped,0.11557490341618003,0.3039226411080083,1520.195695818044,827.5084353687511,692.6872604492929,0.6034482758620694,0.12068965517241415,807.7177264663973,254.18187847241762,309.52124466045876,1305.9142082723358,False,laser_path,moving-laser path,17,289,9,0.031141868512110725,1.1,1.1,790.7890913339897,anisotropic_informed,global anisotropic,5,rbf,1.1,0.2
discard saturated,0.1241990935508324,0.3294973210195849,1520.195695818044,803.3361141215354,716.8595816965086,0.6034482758620694,0.12068965517241415,760.8479533009171,258.7992772861875,253.60136981998966,1268.0945367818445,False,laser_path,moving-laser path,17,289,9,0.031141868512110725,1.1,1.1,790.7890913339897,anisotropic_informed,global anisotropic,5,rbf,1.1,0.2
censored Laplace,0.1042000131151062,0.26839287898700315,1520.195695818044,923.4437057178462,596.7519901001978,0.6034482758620694,0.12068965517241415,866.4015003388158,254.9577694096716,366.68427229585944,1366.1187283817721,False,laser_path,moving-laser path,17,289,9,0.031141868512110725,1.1,1.1,790.7890913339897,anisotropic_informed,global anisotropic,5,rbf,1.1,0.2
censored sampled,0.20574436603114574,0.24850705431576142,1520.195695818044,1049.1057199026768,471.0899759153672,0.6034482758620694,0.12068965517241415,978.3320325721891,253.77639188738002,472.52084852321235,1504.5024350556203,False,laser_path,moving-laser path,17,289,9,0.031141868512110725,1.1,1.1,790.7890913339897,anisotropic_informed,global anisotropic,5,rbf,1.1,0.2
oracle true,0.06640971342060573,0.14848400272943185,1520.195695818044,1185.571115195386,334.62458062265796,0.6034482758620694,0.12068965517241415,1185.571115195386,254.18187847241762,687.3746333894476,1683.7675970013245,True,laser_path,moving-laser path,17,289,9,0.031141868512110725,1.1,1.1,790.7890913339897,anisotropic_informed,global anisotropic,5,rbf,1.1,0.2
exact clipped,0.12017613677882188,0.29281031293637894,1520.195695818044,972.4740444840376,547.7216513340064,0.6034482758620694,0.12068965517241415,830.5273765713558,39.20841233647386,753.6788883918671,907.3758647508446,False,laser_path,moving-laser path,17,289,9,0.031141868512110725,1.1,1.1,790.7890913339897,path_aligned_fixed,path-aligned fixed,5,path_aligned,1.1,0.2
discard saturated,0.07642456904140218,0.13816340419134285,1520.195695818044,1242.1765765423447,278.01911927569927,0.6034482758620694,0.12068965517241415,1242.1765765423447,318.8048747137809,617.3190221033341,1867.0341309813552,True,laser_path,moving-laser path,17,289,9,0.031141868512110725,1.1,1.1,790.7890913339897,path_aligned_fixed,path-aligned fixed,5,path_aligned,1.1,0.2
censored Laplace,0.0931251862396691,0.18497612360534543,1520.195695818044,1215.7760083521653,304.4196874658787,0.6034482758620694,0.12068965517241415,1153.4062860739696,242.28916703285904,678.5195186895659,1628.2930534583734,True,laser_path,moving-laser path,17,289,9,0.031141868512110725,1.1,1.1,790.7890913339897,path_aligned_fixed,path-aligned fixed,5,path_aligned,1.1,0.2
censored sampled,0.09183871931632259,0.15989640419243623,1520.195695818044,1380.3929804852773,139.80271533276664,0.6034482758620694,0.12068965517241415,1380.3929804852773,185.68440143806626,1090.2478029089505,1783.6074966053943,True,laser_path,moving-laser path,17,289,9,0.031141868512110725,1.1,1.1,790.7890913339897,path_aligned_fixed,path-aligned fixed,5,path_aligned,1.1,0.2
oracle true,0.06283467139547919,0.12487614142550262,1520.195695818044,1441.045794983856,79.14990083418797,0.6034482758620694,0.12068965517241415,1441.045794983856,39.20841233647386,1364.1973068043671,1517.8942831633449,False,laser_path,moving-laser path,17,289,9,0.031141868512110725,1.1,1.1,790.7890913339897,path_aligned_fixed,path-aligned fixed,5,path_aligned,1.1,0.2
exact clipped,0.10933775766061005,0.2833253334390748,1520.195695818044,857.8827342466506,662.3129615713934,0.6034482758620694,0.12068965517241415,857.8827342466506,12.66706243368589,833.0552918766263,882.7101766166749,False,laser_path,moving-laser path,17,289,9,0.031141868512110725,2.1,2.1,790.7890913339897,path_aligned_tuned,path-aligned tuned,5,path_aligned,2.1,0.45
discard saturated,0.09432725391601743,0.23994812234749116,1520.195695818044,954.8582390987925,565.3374567192515,0.6034482758620694,0.12068965517241415,954.8582390987925,34.75969288875076,886.729241036841,1022.987237160744,False,laser_path,moving-laser path,17,289,9,0.031141868512110725,2.1,2.1,790.7890913339897,path_aligned_tuned,path-aligned tuned,5,path_aligned,2.1,0.45
censored Laplace,0.08590602563321971,0.21222097241140586,1520.195695818044,999.422713053882,520.772982764162,0.6034482758620694,0.12068965517241415,996.4447343873132,28.224121612904128,941.1254560260212,1051.7640127486054,False,laser_path,moving-laser path,17,289,9,0.031141868512110725,2.1,2.1,790.7890913339897,path_aligned_tuned,path-aligned tuned,5,path_aligned,2.1,0.45
censored sampled,0.08980911338069825,0.22365976732037954,1520.195695818044,976.0559725389173,544.1397232791267,0.6034482758620694,0.12068965517241415,976.0559725389173,22.877353653013195,937.5860423601187,1034.3371781518217,False,laser_path,moving-laser path,17,289,9,0.031141868512110725,2.1,2.1,790.7890913339897,path_aligned_tuned,path-aligned tuned,5,path_aligned,2.1,0.45
oracle true,0.05505000248864186,0.11520809233830308,1520.195695818044,1263.2565479453829,256.9391478726611,0.6034482758620694,0.12068965517241415,1263.2565479453829,12.66706243368589,1238.4291055753586,1288.0839903154072,False,laser_path,moving-laser path,17,289,9,0.031141868512110725,2.1,2.1,790.7890913339897,path_aligned_tuned,path-aligned tuned,5,path_aligned,2.1,0.45
exact clipped,0.11226786780533704,0.28960973944699786,1520.195695818044,854.3758791612803,665.8198166567637,0.6034482758620694,0.12068965517241415,854.3758791612803,15.150229227769325,824.6814298748524,884.0703284477082,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,0.7,0.7,790.7890913339897,isotropic_fixed,isotropic fixed,6,rbf,0.7,
discard saturated,0.15830716938777767,0.41665390147262804,1520.195695818044,714.6946198368518,805.5010759811922,0.6034482758620694,0.12068965517241415,611.5860869959437,62.75756288241455,488.5812637464112,734.5909102454762,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,0.7,0.7,790.7890913339897,isotropic_fixed,isotropic fixed,6,rbf,0.7,
censored Laplace,0.10420455069795911,0.26432986000655256,1520.195695818044,917.4380751701879,602.7576206478561,0.6034482758620694,0.12068965517241415,916.9414524334036,31.93153260810534,854.3556485215171,979.5272563452901,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,0.7,0.7,790.7890913339897,isotropic_fixed,isotropic fixed,6,rbf,0.7,
censored sampled,0.12001359189567799,0.3063183725969213,1520.195695818044,849.1529404039235,671.0427554141205,0.6034482758620694,0.12068965517241415,835.3693323079257,52.58069416189877,756.0545372438497,910.2990335932379,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,0.7,0.7,790.7890913339897,isotropic_fixed,isotropic fixed,6,rbf,0.7,
oracle true,0.06519059487598279,0.12431023290290041,1520.195695818044,1259.1113370070875,261.0843588109565,0.6034482758620694,0.12068965517241415,1259.1113370070875,15.150229227769325,1229.4168877206596,1288.8057862935154,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,0.7,0.7,790.7890913339897,isotropic_fixed,isotropic fixed,6,rbf,0.7,
exact clipped,0.11610116483897229,0.30602322531640985,1520.195695818044,832.2730253499998,687.9226704680442,0.6034482758620694,0.12068965517241415,802.532747638996,254.18187847241762,304.33626583305755,1300.7292294449346,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.1,1.1,790.7890913339897,anisotropic_informed,global anisotropic,6,rbf,1.1,0.2
discard saturated,0.14445304750381008,0.36697615538079437,1520.195695818044,1111.471263202906,408.7244326151381,0.6034482758620694,0.12068965517241415,684.1572173344551,258.8013944297129,176.90648425221787,1191.4079504166925,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.1,1.1,790.7890913339897,anisotropic_informed,global anisotropic,6,rbf,1.1,0.2
censored Laplace,0.11347213050880735,0.27039496431492377,1520.195695818044,1112.9826180467858,407.2130777712582,0.6034482758620694,0.12068965517241415,860.5025903413639,254.76561989790682,361.16197534146653,1359.8432053412612,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.1,1.1,790.7890913339897,anisotropic_informed,global anisotropic,6,rbf,1.1,0.2
censored sampled,0.2333501738044448,0.3209221592055255,1520.195695818044,1149.8113540322386,370.3843417858054,0.6034482758620694,0.12068965517241415,783.9029896501972,245.07764449174917,409.0844903104,1443.8515556660777,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.1,1.1,790.7890913339897,anisotropic_informed,global anisotropic,6,rbf,1.1,0.2
oracle true,0.06640971342060573,0.14848400272943185,1520.195695818044,1185.571115195386,334.62458062265796,0.6034482758620694,0.12068965517241415,1185.571115195386,254.18187847241762,687.3746333894476,1683.7675970013245,True,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.1,1.1,790.7890913339897,anisotropic_informed,global anisotropic,6,rbf,1.1,0.2
exact clipped,0.12095893003242332,0.2970920873241378,1520.195695818044,992.3354981651777,527.8601976528663,0.6034482758620694,0.12068965517241415,817.5569274166031,39.20841233647386,740.7084392371144,894.4054155960919,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.1,1.1,790.7890913339897,path_aligned_fixed,path-aligned fixed,6,path_aligned,1.1,0.2
discard saturated,0.075235443492484,0.13939310452959935,1520.195695818044,1359.749008974501,160.44668684354292,0.6034482758620694,0.12068965517241415,1359.749008974501,320.37050360049517,731.8228219175305,1987.6751960314716,True,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.1,1.1,790.7890913339897,path_aligned_fixed,path-aligned fixed,6,path_aligned,1.1,0.2
censored Laplace,0.10664355448832158,0.22536067424892392,1520.195695818044,1409.1476996613908,111.0479961566532,0.6034482758620694,0.12068965517241415,1409.1476996613908,319.2084831452887,783.4990726966249,2034.7963266261568,True,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.1,1.1,790.7890913339897,path_aligned_fixed,path-aligned fixed,6,path_aligned,1.1,0.2
censored sampled,0.11151825577352897,0.2319817140290884,1520.195695818044,1560.2494138525997,40.053718034555686,0.6034482758620694,0.12068965517241415,1560.2494138525997,254.72955283636858,1123.369111507255,2151.9607822225316,True,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.1,1.1,790.7890913339897,path_aligned_fixed,path-aligned fixed,6,path_aligned,1.1,0.2
oracle true,0.06283467139547919,0.12487614142550262,1520.195695818044,1441.045794983856,79.14990083418797,0.6034482758620694,0.12068965517241415,1441.045794983856,39.20841233647386,1364.1973068043671,1517.8942831633449,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.1,1.1,790.7890913339897,path_aligned_fixed,path-aligned fixed,6,path_aligned,1.1,0.2
exact clipped,0.10920550897150433,0.28268670970715143,1520.195695818044,864.287906639382,655.907789178662,0.6034482758620694,0.12068965517241415,864.287906639382,12.66706243368589,839.4604642693577,889.1153490094063,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,2.1,2.1,790.7890913339897,path_aligned_tuned,path-aligned tuned,6,path_aligned,2.1,0.45
discard saturated,0.10913352735896747,0.27637197962457877,1520.195695818044,933.1259269439018,587.0697688741421,0.6034482758620694,0.12068965517241415,933.1259269439018,34.76201704376757,864.9923735381174,1001.2594803496863,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,2.1,2.1,790.7890913339897,path_aligned_tuned,path-aligned tuned,6,path_aligned,2.1,0.45
censored Laplace,0.08603749323816352,0.21251910083330425,1520.195695818044,1001.4474204066247,518.7482754114193,0.6034482758620694,0.12068965517241415,1001.4474204066247,28.188990495547916,946.1969990353508,1056.6978417778987,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,2.1,2.1,790.7890913339897,path_aligned_tuned,path-aligned tuned,6,path_aligned,2.1,0.45
censored sampled,0.08573269774635109,0.21180123793533737,1520.195695818044,1001.8889955465229,518.3067002715211,0.6034482758620694,0.12068965517241415,1001.8889955465229,23.76277084954372,956.8859561802288,1044.0956162965142,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,2.1,2.1,790.7890913339897,path_aligned_tuned,path-aligned tuned,6,path_aligned,2.1,0.45
oracle true,0.05505000248864186,0.11520809233830308,1520.195695818044,1263.2565479453829,256.9391478726611,0.6034482758620694,0.12068965517241415,1263.2565479453829,12.66706243368589,1238.4291055753586,1288.0839903154072,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,2.1,2.1,790.7890913339897,path_aligned_tuned,path-aligned tuned,6,path_aligned,2.1,0.45
exact clipped,0.11176668088081347,0.29000911803076274,1520.195695818044,853.6594738015286,666.5362220165154,0.6034482758620694,0.12068965517241415,853.6594738015286,15.150229227769325,823.9650245151007,883.3539230879566,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,0.7,0.7,790.7890913339897,isotropic_fixed,isotropic fixed,7,rbf,0.7,
discard saturated,0.1599875176826275,0.4249482732560343,1520.195695818044,738.8497428024842,781.3459530155598,0.6034482758620694,0.12068965517241415,567.3923872330146,62.73812879308794,444.4256547985622,690.359119667467,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,0.7,0.7,790.7890913339897,isotropic_fixed,isotropic fixed,7,rbf,0.7,
censored Laplace,0.1058916955243696,0.2723624578374205,1520.195695818044,898.185822334003,622.009873484041,0.6034482758620694,0.12068965517241415,898.185822334003,26.354480744411266,846.5310400749569,949.8406045930491,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,0.7,0.7,790.7890913339897,isotropic_fixed,isotropic fixed,7,rbf,0.7,
censored sampled,0.11161207919581607,0.2837383433679042,1520.195695818044,884.2727893179497,635.9229065000943,0.6034482758620694,0.12068965517241415,884.2727893179497,63.49753525384272,765.3201242176309,982.5092042420393,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,0.7,0.7,790.7890913339897,isotropic_fixed,isotropic fixed,7,rbf,0.7,
oracle true,0.06519059487598279,0.12431023290290041,1520.195695818044,1259.1113370070875,261.0843588109565,0.6034482758620694,0.12068965517241415,1259.1113370070875,15.150229227769325,1229.4168877206596,1288.8057862935154,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,0.7,0.7,790.7890913339897,isotropic_fixed,isotropic fixed,7,rbf,0.7,
exact clipped,0.11530694321404378,0.30525780350611625,1520.195695818044,836.2593161175922,683.9363797004518,0.6034482758620694,0.12068965517241415,807.0253776468729,254.18187847241762,308.8288958409344,1305.2218594528115,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,anisotropic_informed,global anisotropic,7,rbf,1.1,0.2
discard saturated,0.13392839956986077,0.3574232684122204,1520.195695818044,833.9481740585237,686.2475217595203,0.6034482758620694,0.12068965517241415,684.3607758084698,258.7992685964969,177.11420935933592,1191.6073422576037,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,anisotropic_informed,global anisotropic,7,rbf,1.1,0.2
