trajectory,family,run_index,role,model,state_representation,propagation,gamma_mode,region_basis,stage,field_excess_rel_l2,overall_rmse_K,overall_mae_K,overall_signed_error_K,overall_crps_K,top_1pct_rmse_K,top_1pct_mae_K,top_1pct_signed_error_K,top_1pct_crps_K,top_1pct_coverage_95,top_1pct_interval_width_95_K,peak_absolute_error_K,mean_posterior_sd_K
DiagonalScanPath_8,Diagonal,8,development,hybrid previous state | mean-only | fixed gamma,hybrid previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n,0.3735719751025212,0.5975049320964853,0.20548932647461182,0.04078135068456312,0.22458195770400116,5.26303551500175,3.8166840212284203,-3.1226524469727703,3.4817642815295717,0.3076923076923077,2.7891043564545637,8.254771921416761,0.6584466608144847
DiagonalScanPath_8,Diagonal,8,development,hybrid previous state | moment-matched | fixed gamma,hybrid previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n,0.3707437444868688,0.5929813547015407,0.18418642693931414,0.05872838918104572,0.23134033797602602,5.249646363268982,3.8011296635641587,-3.1071203980270377,3.373652174204869,0.4230769230769231,4.493461356379918,8.244532961710945,0.7266320463930617
DiagonalScanPath_8,Diagonal,8,development,hybrid previous state | moment-matched | fixed gamma,hybrid previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n,0.3727657478395237,0.596215422181028,0.2052094587142643,0.04206417319743539,0.22305992161811075,5.2423818075678446,3.761662603513114,-3.0623180582131906,3.350226195400187,0.4230769230769231,3.9833944606465606,8.249947600270048,0.666665760683039
DiagonalScanPath_8,Diagonal,8,development,hybrid previous state | mean-only | development-recalibrated gamma,hybrid previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n,0.37003542718629917,0.5918484456270217,0.1839379067732595,0.058208799703240346,0.23263597639044217,5.237918959195752,3.7814279276672185,-3.1528969165658465,3.466308000890128,0.2692307692307692,2.7443242304384228,7.4875493808081615,0.7159318740849122
DiagonalScanPath_8,Diagonal,8,development,hybrid previous state | mean-only | development-recalibrated gamma,hybrid previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n,0.3728694916481759,0.5963813538929214,0.2052408063085571,0.04026176120675772,0.2243624530349906,5.251351139468249,3.796982285331482,-3.1684289655115774,3.4631825887125354,0.3076923076923077,2.7891043564545637,7.497788340513978,0.6584466608144847
DiagonalScanPath_8,Diagonal,8,development,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n,0.37003542718629917,0.5918484456270217,0.1839379067732595,0.058208799703240346,0.23114153406058946,5.237918959195752,3.7814279276672185,-3.1528969165658465,3.3563354274284096,0.4230769230769231,4.493461356379918,7.4875493808081615,0.7266320463930617
DiagonalScanPath_8,Diagonal,8,development,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n,0.37206647316486596,0.5950969762192198,0.20496093854820968,0.04154458371963,0.2228533945980403,5.230720407256812,3.741960867616176,-3.1080945767520016,3.3325943695729063,0.4230769230769231,3.9833944606465606,7.492964019367264,0.666665760683039
DiagonalScanPath_8,Diagonal,8,development,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n,0.42116046940693286,0.673619742502507,0.21114451485977273,-0.0636597060965578,0.26808765338354185,5.251834087084677,3.800985434573245,-3.1087885738526913,3.4858590716309203,0.2692307692307692,2.7443242304384228,8.240314488260708,0.7159318740849122
DiagonalScanPath_8,Diagonal,8,development,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n,0.42420325841226597,0.6784864925779551,0.2254918235464289,-0.08143147007764709,0.25938165057293533,5.266264792590573,3.8182721996384497,-3.125672126651066,3.4839627700930977,0.3076923076923077,2.7891043564545726,8.24974553118318,0.6584466608144847
DiagonalScanPath_8,Diagonal,8,development,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n,0.42116046940693286,0.673619742502507,0.21114451485977273,-0.0636597060965578,0.689366993064018,5.251834087084677,3.800985434573245,-3.1087885738526913,3.37433941713672,0.4230769230769231,4.504469644030416,8.240314488260708,2.6816701454777334
DiagonalScanPath_8,Diagonal,8,development,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n,0.47495979873787353,0.7596683937962727,0.40673409837211844,-0.10338567764404193,0.5873171800693467,5.221458834153135,3.750908375793059,-3.055770645581515,3.3519721712425548,0.38461538461538464,3.596667794026963,8.144890245747263,2.11984047450281
DiagonalScanPath_8,Diagonal,8,development,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n,0.4201770210364712,0.6720467785464932,0.21079910765965912,-0.06438186055825149,0.26776142995226837,5.236827137961308,3.7736028621986426,-3.172411334735439,3.4603218302512895,0.2692307692307692,2.7443242304384228,7.188216449850131,0.7159318740849122
DiagonalScanPath_8,Diagonal,8,development,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n,0.4232281486862923,0.6769268657605404,0.22514641634631521,-0.08215362453934083,0.25905331240649504,5.2513295623638045,3.790889627263845,-3.1892948875338116,3.4582080906208,0.3076923076923077,2.7891043564545726,7.197647492772603,0.6584466608144847
DiagonalScanPath_8,Diagonal,8,development,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n,0.4201770210364712,0.6720467785464932,0.21079910765965912,-0.06438186055825149,0.6890587941090571,5.236827137961308,3.7736028621986426,-3.172411334735439,3.3503028973406037,0.4230769230769231,4.504469644030416,7.188216449850131,2.6816701454777334
DiagonalScanPath_8,Diagonal,8,development,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n,0.4741251840478402,0.7583334799726159,0.4063886911720047,-0.10410783210573558,0.5870036629981246,5.2071556863801165,3.7235258034184495,-3.11939340646426,3.327524152936427,0.38461538461538464,3.596667794026963,7.092792207336629,2.11984047450281
DiagonalScanPath_8,Diagonal,8,development,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current forecast before Y_n,0.44947254739921244,0.7189031346350269,0.030238661206413137,0.027691921178005084,0.19263745935842508,7.045207018935745,2.6518275223506205,2.6518275223506205,2.5604452738360175,0.8076923076923077,2.7443242304384206,20.06265342512245,0.7159318740849122
DiagonalScanPath_8,Diagonal,8,development,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current posterior after Y_n,0.4523102433726085,0.7234418512757201,0.08305755295302425,0.03347100241443277,0.18439915116408606,7.0430698815706805,2.6631451891167703,2.6605273475472475,2.5628790243114685,0.8076923076923077,2.7602890079139355,20.047502308499872,0.6583411265008452
DiagonalScanPath_8,Diagonal,8,development,recalibrated oracle | exact previous state | development-recalibrated gamma,true previous state,exact state; innovation only,development-recalibrated gamma,current-frame truth,current forecast before Y_n,0.30884420592336476,0.49397692703792856,0.022393644440767878,0.005862106854824394,0.1846369733647011,4.827098672500402,1.8519837256219949,0.7285920783140118,1.756848816793028,0.8461538461538461,2.7443242304384206,9.555237220777883,0.7159318740849122
DiagonalScanPath_8,Diagonal,8,development,recalibrated oracle | exact previous state | development-recalibrated gamma,true previous state,exact state; innovation only,development-recalibrated gamma,current-frame truth,current posterior after Y_n,0.3127456935991261,0.5002171117523769,0.07512001179828041,0.011641188091252109,0.1764069593552313,4.821451386564216,1.8610415069666169,0.7372919035106411,1.7613398118669263,0.8461538461538461,2.7602890079139355,9.540086104155307,0.6583411265008452
HorizontalScanPath_1,Horizontal,1,evaluation,hybrid previous state | mean-only | fixed gamma,hybrid previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n,0.5490284554739928,0.47676226031548974,0.15372062019432248,0.06689446852039511,0.21607968862617283,4.107545022310559,2.708848580179633,-2.708848580179633,2.3566324201872915,0.46153846153846156,2.7406872566149767,12.892427997532423,0.7159318740849122
HorizontalScanPath_1,Horizontal,1,evaluation,hybrid previous state | mean-only | fixed gamma,hybrid previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n,0.5528430202220639,0.48007473072258383,0.1775164072274025,0.04833325095358878,0.20723283122668437,4.095424034539025,2.6902304952717246,-2.6902304952717246,2.368077313034522,0.4230769230769231,2.615470626316953,12.877555826107255,0.6575144304628701
HorizontalScanPath_1,Horizontal,1,evaluation,hybrid previous state | moment-matched | fixed gamma,hybrid previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n,0.5490284554739928,0.47676226031548974,0.15372062019432248,0.06689446852039511,0.21484593495188029,4.107545022310559,2.708848580179633,-2.708848580179633,2.2787227609403895,0.5384615384615384,3.6640441561323134,12.892427997532423,0.7234200462931903
HorizontalScanPath_1,Horizontal,1,evaluation,hybrid previous state | moment-matched | fixed gamma,hybrid previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n,0.552601087498723,0.4798646425370367,0.17752798501357311,0.048528434778012615,0.20602675995343722,4.09087103451455,2.683777468860952,-2.683777468860952,2.2945554788536167,0.5384615384615384,3.5361767843680765,12.872491994261225,0.6650974065937311
HorizontalScanPath_1,Horizontal,1,evaluation,hybrid previous state | mean-only | development-recalibrated gamma,hybrid previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n,0.5516878611653941,0.47907162015993304,0.15385153688804074,0.06676355182667686,0.2162069224624942,4.133310729195819,2.7214417590638393,-2.7214417590638393,2.3688713365195837,0.46153846153846156,2.7406872566149767,13.04732025297443,0.7159318740849122
HorizontalScanPath_1,Horizontal,1,evaluation,hybrid previous state | mean-only | development-recalibrated gamma,hybrid previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n,0.5554775018727448,0.4823624471679071,0.1776473239211208,0.04820233425987049,0.20735908403184627,4.1212003888507995,2.7028236741559337,-2.7028236741559337,2.3802218617156714,0.4230769230769231,2.615470626316953,13.032448081549205,0.6575144304628701
HorizontalScanPath_1,Horizontal,1,evaluation,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n,0.5516878611653941,0.47907162015993304,0.15385153688804074,0.06676355182667686,0.21497145303441945,4.133310729195819,2.7214417590638393,-2.7214417590638393,2.290796634956945,0.5384615384615384,3.6640441561323134,13.04732025297443,0.7234200462931903
HorizontalScanPath_1,Horizontal,1,evaluation,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n,0.5552349727025331,0.48215184104316117,0.17765890170729132,0.0483975180842944,0.20615119736681914,4.11665883159617,2.6963706477451543,-2.6963706477451543,2.3065254008100817,0.5384615384615384,3.5361767843680765,13.027384249703289,0.6650974065937311
HorizontalScanPath_1,Horizontal,1,evaluation,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n,0.5611699500360102,0.48730562347505163,0.12611236747660237,0.017739598649745458,0.21863412596900314,4.105252251044933,2.7109132464126797,-2.7109132464126797,2.3571895967782415,0.46153846153846156,2.740687256614975,12.891418598398161,0.7159318740849122
HorizontalScanPath_1,Horizontal,1,evaluation,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n,0.563366505379084,0.4892130559220052,0.14325984871264524,-0.0008333653093510505,0.20848325821536104,4.09480304157283,2.6948468292745793,-2.6948468292745793,2.3709929937352245,0.38461538461538464,2.615470626316953,12.877915946862458,0.6575144304628701
HorizontalScanPath_1,Horizontal,1,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n,0.5611699500360102,0.48730562347505163,0.12611236747660237,0.017739598649745458,0.6799976311066434,4.105252251044933,2.7109132464126797,-2.7109132464126797,2.276805164097701,0.5384615384615384,3.692902951501275,12.891418598398161,2.755257884388702
HorizontalScanPath_1,Horizontal,1,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n,0.6234136752272086,0.5413564815257371,0.2684874492232515,0.0034908088224352976,0.6515322476052754,4.053017604899363,2.6444126282118727,-2.6444126282118727,2.2624051511766843,0.5384615384615384,3.5061806829779525,12.78532117315649,2.5932642035085074
HorizontalScanPath_1,Horizontal,1,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n,0.5647914944540969,0.49045047996725166,0.12629432280579442,0.0175576433205534,0.2188109685426682,4.141120382769543,2.728415949424577,-2.728415949424577,2.3742004920373336,0.46153846153846156,2.740687256614975,13.106696501679949,0.7159318740849122
HorizontalScanPath_1,Horizontal,1,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n,0.5669656228442995,0.4923384374222695,0.14344180404183735,-0.0010153206385431534,0.208658982493023,4.130678308988931,2.7123495322864812,-2.7123495322864812,2.3878963175210934,0.38461538461538464,2.615470626316953,13.093193850144303,0.6575144304628701
HorizontalScanPath_1,Horizontal,1,evaluation,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n,0.5647914944540969,0.49045047996725166,0.12629432280579442,0.0175576433205534,0.6801710611964535,4.141120382769543,2.728415949424577,-2.728415949424577,2.293487804659827,0.5384615384615384,3.692902951501275,13.106696501679949,2.755257884388702
HorizontalScanPath_1,Horizontal,1,evaluation,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n,0.6266359017152465,0.5441545805465962,0.26866940455244365,0.003308853493243172,0.65170442403885,4.088902430846105,2.661915331223777,-2.661915331223777,2.27896719965246,0.5384615384615384,3.5061806829779525,13.00059907643822,2.5932642035085074
HorizontalScanPath_1,Horizontal,1,evaluation,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current forecast before Y_n,0.6662095230644385,0.5785193005810456,0.024319902650171595,0.022376004703312392,0.18646270159125497,5.673136107614608,2.1076784013208703,2.1076784013208703,2.0070710614432734,0.8076923076923077,2.7406872566149767,25.742750033928758,0.7159318740849122
HorizontalScanPath_1,Horizontal,1,evaluation,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current posterior after Y_n,0.6727961080812578,0.584238922449584,0.07319140972583478,0.029169498805768274,0.17650489820014922,5.679533501775729,2.1369701752981487,2.1369701752981487,2.0073898530605723,0.7692307692307693,2.615470626316953,25.753786506262998,0.6575144304628701
HorizontalScanPath_1,Horizontal,1,evaluation,recalibrated oracle | exact previous state | development-recalibrated gamma,true previous state,exact state; innovation only,development-recalibrated gamma,current-frame truth,current forecast before Y_n,0.49421352499269583,0.42916237747747255,0.018819623607291842,0.01687572566043264,0.18108563026074873,4.207983320162767,1.5785938672346294,1.5785938672346294,1.4898381615357297,0.8461538461538461,2.7406872566149767,19.235171799899206,0.7159318740849122
HorizontalScanPath_1,Horizontal,1,evaluation,recalibrated oracle | exact previous state | development-recalibrated gamma,true previous state,exact state; innovation only,development-recalibrated gamma,current-frame truth,current posterior after Y_n,0.5028127852602315,0.43662975502651424,0.06769113068295496,0.023669219762888452,0.17109914975653645,4.214489622995434,1.6078856412119014,1.6078856412119014,1.4873984354653562,0.8076923076923077,2.615470626316953,19.246208272233503,0.6575144304628701
HorizontalScanPath_2,Horizontal,2,evaluation,hybrid previous state | mean-only | fixed gamma,hybrid previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n,0.5608036385076713,0.4909638486661819,0.1572866221695654,0.05604528287844399,0.21450332707900746,4.351635218809813,2.9229841554849236,-2.833016023372144,2.5497274747906453,0.4230769230769231,2.7427906496095864,13.430071437249808,0.7159318740849122
HorizontalScanPath_2,Horizontal,2,evaluation,hybrid previous state | mean-only | fixed gamma,hybrid previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n,0.5664645305675224,0.4959197604359133,0.18323751106724565,0.02956660508557204,0.2076673076564278,4.332790186262792,2.9093660030320163,-2.817971837468224,2.574610058944546,0.38461538461538464,2.655348122856378,13.410793224628378,0.6576937353011829
HorizontalScanPath_2,Horizontal,2,evaluation,hybrid previous state | moment-matched | fixed gamma,hybrid previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n,0.5608036385076713,0.4909638486661819,0.1572866221695654,0.05604528287844399,0.21404246014007575,4.351635218809813,2.9229841554849236,-2.833016023372144,2.4876283286740537,0.5769230769230769,3.8685408568206365,13.430071437249808,0.7227159706992384
HorizontalScanPath_2,Horizontal,2,evaluation,hybrid previous state | moment-matched | fixed gamma,hybrid previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n,0.5670109546833734,0.4963981355185645,0.1832593072415583,0.029210693965716534,0.2072228081677215,4.33964153706886,2.9188923556522903,-2.8325727543482695,2.522482512166154,0.5384615384615384,3.7779323607128563,13.413258283435312,0.6646157021364962
HorizontalScanPath_2,Horizontal,2,evaluation,hybrid previous state | mean-only | development-recalibrated gamma,hybrid previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n,0.563267815602841,0.493121148989088,0.1574037342418138,0.05591528517801848,0.21461970063264374,4.3751813146098835,2.9348691851283357,-2.8449010530155565,2.5614588314037903,0.4230769230769231,2.7427906496095864,13.556104222166937,0.7159318740849122
HorizontalScanPath_2,Horizontal,2,evaluation,hybrid previous state | mean-only | development-recalibrated gamma,hybrid previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n,0.5689006671593863,0.4980525122850288,0.18335462313949408,0.029436607385146456,0.2077845866845725,4.356405684663164,2.921251032675433,-2.829856867111641,2.5864405030421995,0.34615384615384615,2.655348122856378,13.536826009545507,0.6576937353011829
HorizontalScanPath_2,Horizontal,2,evaluation,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n,0.563267815602841,0.493121148989088,0.1574037342418138,0.05591528517801848,0.21415882939455794,4.3751813146098835,2.9348691851283357,-2.8449010530155565,2.4993041829278484,0.5769230769230769,3.8685408568206365,13.556104222166937,0.7227159706992384
HorizontalScanPath_2,Horizontal,2,evaluation,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n,0.5694462263183183,0.4985301301283387,0.18337641931380672,0.029080696265291018,0.20734008701176201,4.36323311847633,2.930777385295703,-2.8444577839916816,2.534237881321497,0.5384615384615384,3.7779323607128563,13.53929106835244,0.6646157021364962
HorizontalScanPath_2,Horizontal,2,evaluation,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n,0.5869390011611925,0.5138444388649268,0.14258096998719652,0.0005757232026140975,0.22343607318066405,4.348920478424159,2.920854322496992,-2.829960222198799,2.547332286530687,0.4230769230769231,2.7427906496095864,13.4127889709859,0.7159318740849122
HorizontalScanPath_2,Horizontal,2,evaluation,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n,0.5854668752494001,0.5125556444389525,0.15577820469079098,-0.025866680654499954,0.2122430966478305,4.331446150291802,2.9089518319089245,-2.8170250146718603,2.5538443957812467,0.4230769230769231,2.6986492441937,13.394596760517175,0.6576975643961745
HorizontalScanPath_2,Horizontal,2,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n,0.5869390011611925,0.5138444388649268,0.14258096998719652,0.0005757232026140975,0.6923879566164097,4.348920478424159,2.920854322496992,-2.829960222198799,2.4842477479802287,0.5769230769230769,3.8901198292847643,13.4127889709859,2.8078630163396716
HorizontalScanPath_2,Horizontal,2,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n,0.647774013088484,0.5671033507881018,0.2851202193121605,-0.034068370972751956,0.6780298328499326,4.318169513691434,2.896719100000107,-2.7973572562072797,2.4929902866393885,0.5384615384615384,3.7658936503716083,13.361412021472233,2.7014705389252907
HorizontalScanPath_2,Horizontal,2,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n,0.5902142093501649,0.5167117683671388,0.1427437388828439,0.00039504514160191765,0.22359782025227296,4.3816808805150265,2.937372800162483,-2.84647869986429,2.5636376243208496,0.4230769230769231,2.7427906496095864,13.587956371088069,0.7159318740849122
HorizontalScanPath_2,Horizontal,2,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n,0.588745935998526,0.5154263467219924,0.1559409735864383,-0.026047358715512087,0.2124056233404822,4.364296573604351,2.925470309574411,-2.8335434923373466,2.5702141021968834,0.4230769230769231,2.6986492441937,13.569764160619286,0.6576975643961745
HorizontalScanPath_2,Horizontal,2,evaluation,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n,0.5902142093501649,0.5167117683671388,0.1427437388828439,0.00039504514160191765,0.6925492660842876,4.3816808805150265,2.937372800162483,-2.84647869986429,2.50043442614897,0.5769230769230769,3.8901198292847643,13.587956371088069,2.8078630163396716
HorizontalScanPath_2,Horizontal,2,evaluation,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n,0.6507287436304532,0.5696901133892094,0.28528298820780784,-0.034249049033764065,0.6781912412161232,4.351015932343098,2.913237577665591,-2.813875733872764,2.5092483355598794,0.5384615384615384,3.7658936503716083,13.536579421574345,2.7014705389252907
HorizontalScanPath_2,Horizontal,2,evaluation,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current forecast before Y_n,0.6366035984181083,0.5573240458742486,0.024366411848953596,0.022304620491362285,0.1860353161557214,5.460614676413809,2.0659219077481428,2.0659219077481428,1.9607314018897435,0.8076923076923077,2.7427906496095864,20.803381236994483,0.7159318740849122
HorizontalScanPath_2,Horizontal,2,evaluation,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current posterior after Y_n,0.6442023156054125,0.5639764553435099,0.07785453137207402,0.018201566632714286,0.17796874075836597,5.465485967612151,2.083348634971276,2.083348634971276,1.9713687111492957,0.8076923076923077,2.6744136758394594,20.817663905227278,0.657741565823324
HorizontalScanPath_2,Horizontal,2,evaluation,recalibrated oracle | exact previous state | development-recalibrated gamma,true previous state,exact state; innovation only,development-recalibrated gamma,current-frame truth,current forecast before Y_n,0.4695988037406066,0.4111172256782164,0.018904743004705377,0.016842951647114066,0.18079031438515739,4.029937753614293,1.5665892587557004,1.5665892587557004,1.4746174382797992,0.8461538461538461,2.7427906496095864,15.508292689405891,0.7159318740849122
HorizontalScanPath_2,Horizontal,2,evaluation,recalibrated oracle | exact previous state | development-recalibrated gamma,true previous state,exact state; innovation only,development-recalibrated gamma,current-frame truth,current posterior after Y_n,0.4796952326795035,0.4199562938818683,0.07239286252782579,0.012739897788466042,0.17270891979302413,4.035278363223311,1.5840159859788316,1.5840159859788316,1.4848993187290298,0.8461538461538461,2.6744136758394594,15.52257535763863,0.657741565823324
HorizontalScanPath_3,Horizontal,3,evaluation,hybrid previous state | mean-only | fixed gamma,hybrid previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n,0.5533349596283301,0.5001508862499805,0.15396205834070514,0.0372990595666259,0.21651152003944332,4.505805023443964,3.2784909805960467,-3.2784909805960467,2.900112307335467,0.23076923076923078,2.703751548170153,9.635842673363811,0.7159318740849122
HorizontalScanPath_3,Horizontal,3,evaluation,hybrid previous state | mean-only | fixed gamma,hybrid previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n,0.5634378626695374,0.5092827435849147,0.18449034579431137,0.018498200344534418,0.20965162707201604,4.5424739677309,3.3204681961314075,-3.3204681961314075,2.949329153773493,0.23076923076923078,2.6404724497519068,9.66556536529697,0.6575144304628701
HorizontalScanPath_3,Horizontal,3,evaluation,hybrid previous state | moment-matched | fixed gamma,hybrid previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n,0.5533349596283301,0.5001508862499805,0.15396205834070514,0.0372990595666259,0.21635369980547958,4.505805023443964,3.2784909805960467,-3.2784909805960467,2.860998040804167,0.2692307692307692,3.0788848183689024,9.635842673363811,0.7193982164721331
HorizontalScanPath_3,Horizontal,3,evaluation,hybrid previous state | moment-matched | fixed gamma,hybrid previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n,0.5634768825808204,0.5093180130774163,0.18449643502514265,0.01847133034754368,0.20946597803079509,4.5428512054459995,3.321191398479757,-3.321191398479757,2.9098894576681693,0.3076923076923077,3.0248809694652086,9.66582196528526,0.6610659300400248
HorizontalScanPath_3,Horizontal,3,evaluation,hybrid previous state | mean-only | development-recalibrated gamma,hybrid previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n,0.5557743793055913,0.5023558398540998,0.154069446600586,0.03716290386270074,0.21662644718722038,4.5294523888663685,3.290204508547563,-3.290204508547563,2.91173540979652,0.23076923076923078,2.703751548170153,9.788409599390661,0.7159318740849122
HorizontalScanPath_3,Horizontal,3,evaluation,hybrid previous state | mean-only | development-recalibrated gamma,hybrid previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n,0.5658444492390858,0.5114580198523049,0.18459773405419216,0.018362044640609212,0.20976777363025442,4.5660261886208175,3.3321817240829237,-3.3321817240829237,2.9609988904982796,0.23076923076923078,2.6404724497519068,9.818132291323934,0.6575144304628701
HorizontalScanPath_3,Horizontal,3,evaluation,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n,0.5557743793055913,0.5023558398540998,0.154069446600586,0.03716290386270074,0.21646906349316308,4.5294523888663685,3.290204508547563,-3.290204508547563,2.8725639967146797,0.2692307692307692,3.0788848183689024,9.788409599390661,0.7193982164721331
HorizontalScanPath_3,Horizontal,3,evaluation,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n,0.5658834400273923,0.5114932630210001,0.18460382328502356,0.018335174643618567,0.2095822279596165,4.566402677054121,3.332904926431273,-3.332904926431273,2.9214878913987317,0.3076923076923077,3.0248809694652086,9.818388891312111,0.6610659300400248
HorizontalScanPath_3,Horizontal,3,evaluation,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n,0.5713869156943926,0.5164677693022482,0.15505468810100143,-0.025384920348743848,0.22395558007106767,4.504199397091954,3.2797337977989924,-3.2797337977989924,2.9008718043583843,0.23076923076923078,2.703751548170153,9.631977103203326,0.7159318740849122
