region,n_pixels,rmse_K,mae_K,signed_error_K,posterior_sd_K,coverage_95,interval_width_95_K,positive_sd_fraction,zero_sd_nonzero_error_fraction,mean_z,rms_z,mean_abs_error_over_sd,median_abs_error_over_sd,fraction_abs_z_gt_1_96,crps_K,trajectory,family,run_index,role,model,state_representation,propagation,gamma_mode,region_basis,stage
above_camera_ceiling,76,2.565885243448771,1.5267287593630003,-0.6162418392724408,0.715931874084912,0.6710526315789473,2.756922265426538,1.0,0.0,0.8607548589174172,3.58397961639636,2.1325056400295495,0.9775000204144039,0.3026315789473684,1.306814482619366,SpiralScanPath_9,Spiral,9,evaluation,hybrid previous state | mean-only | development-recalibrated gamma,hybrid previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.226359369922562,3.245225788167928,-2.542819378371639,0.7159318740849122,0.3076923076923077,2.703130420856028,1.0,0.0,3.551761655565082,5.903298236755555,4.532869544767651,3.13666727614652,0.6538461538461539,2.9217944177123596,SpiralScanPath_9,Spiral,9,evaluation,hybrid previous state | mean-only | development-recalibrated gamma,hybrid previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
overall,2501,0.4932247606317385,0.19145095239261348,0.03315257717487709,0.6583460604237431,0.9888044782087165,2.514779682940124,1.0,0.0,-0.052001981620332635,0.7151163982708842,0.2937674373703654,0.16214967070562336,0.009996001599360257,0.21438744295264126,SpiralScanPath_9,Spiral,9,evaluation,hybrid previous state | mean-only | development-recalibrated gamma,hybrid previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.551696816855719,1.5252738233429644,-0.5814022544594554,0.6926441209052865,0.6710526315789473,2.648749761803776,1.0,0.0,0.8216758215641393,3.6236545987271818,2.1839874793560172,1.0778058828225616,0.2894736842105263,1.290843519437437,SpiralScanPath_9,Spiral,9,evaluation,hybrid previous state | mean-only | development-recalibrated gamma,hybrid previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.195580487056096,3.198422505837501,-2.504391129045683,0.7011269461217414,0.3076923076923077,2.681691918943174,1.0,0.0,3.560600581023849,5.952873325736142,4.560959400926659,3.0911701816267803,0.6153846153846154,2.852147106876565,SpiralScanPath_9,Spiral,9,evaluation,hybrid previous state | mean-only | development-recalibrated gamma,hybrid previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
overall,2501,0.4922982287896649,0.16841758409143767,0.057915184550779625,0.7233016647617041,0.9908036785285885,2.766324508583452,1.0,0.0,-0.08280851507671118,0.5822649646735886,0.22141014587652738,0.0944283411832723,0.008796481407437025,0.22369058203660216,SpiralScanPath_9,Spiral,9,evaluation,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.565885243448771,1.5267287593630003,-0.6162418392724408,0.9095727501435161,0.7236842105263158,3.5109071983045563,1.0,0.0,0.754965338969724,2.9357000955071895,1.7294779028212715,0.7496592352639871,0.2631578947368421,1.2873755926301798,SpiralScanPath_9,Spiral,9,evaluation,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.226359369922562,3.245225788167928,-2.542819378371639,0.8838879550529805,0.34615384615384615,3.33221549715288,1.0,0.0,2.9155503400077665,4.857916992342717,3.75452573779848,2.286894619596457,0.6153846153846154,2.874858874653238,SpiralScanPath_9,Spiral,9,evaluation,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n
overall,2501,0.495888844795231,0.19038596895561904,0.02818286207456563,0.6638724124360353,0.9904038384646141,2.536493373537631,1.0,0.0,-0.04861325531723056,0.6277064377648118,0.2805186987348221,0.16107572000876091,0.007996801279488205,0.2131068458009494,SpiralScanPath_9,Spiral,9,evaluation,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.5749409395952787,1.5073584935218356,-0.7295134409701308,0.8423137896900453,0.7236842105263158,3.250620462925608,1.0,0.0,0.8938677227930679,3.0743341190164792,1.813652546828248,0.7050872123464231,0.25,1.2652804553193837,SpiralScanPath_9,Spiral,9,evaluation,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.279367112818026,3.313795484067314,-2.631736763886006,0.83905285865963,0.34615384615384615,3.2468023240052424,1.0,0.0,3.153958357506585,5.10477556479519,3.9926261311836817,2.6404615221937915,0.6153846153846154,2.9115577724743082,SpiralScanPath_9,Spiral,9,evaluation,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n
overall,2501,0.5836907448232909,0.20495904688538918,-0.029675850509387047,0.7159318740849122,0.9680127948820472,2.737874828721465,1.0,0.0,0.04145066253310491,0.8152881104355788,0.2862828912979508,0.06157271878007129,0.02958816473410636,0.2617958908595283,SpiralScanPath_9,Spiral,9,evaluation,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.595100467845391,1.5877464051544734,-0.499284256614862,0.715931874084912,0.6710526315789473,2.756922265426538,1.0,0.0,0.6973907360292287,3.6247868851521514,2.2177339250105255,1.1990535981292367,0.3026315789473684,1.3491497935966188,SpiralScanPath_9,Spiral,9,evaluation,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.261240352480049,3.2927365014049226,-2.447576773920074,0.7159318740849122,0.3076923076923077,2.703130420856028,1.0,0.0,3.4187286004670634,5.952019328552271,4.5992316037243395,3.3517156577790117,0.6538461538461539,2.9695473712492393,SpiralScanPath_9,Spiral,9,evaluation,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n
overall,2501,0.578950984265267,0.21163682202056838,-0.05420579104645356,0.6583366293018379,0.9640143942423031,2.515011912849215,1.0,0.0,0.07400195102896599,0.8372229260333387,0.3219535739619621,0.09028521575694226,0.032387045181927226,0.24975664187654492,SpiralScanPath_9,Spiral,9,evaluation,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.57854815810298,1.5824601934158993,-0.46548637807559823,0.6923627069567161,0.6578947368421053,2.643193650311299,1.0,0.0,0.6452877817273077,3.6681443883706133,2.2731596570036148,1.2130519341189716,0.2894736842105263,1.3433158266269971,SpiralScanPath_9,Spiral,9,evaluation,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.228398825316243,3.243962134499128,-2.4071916254137,0.7007470337158229,0.23076923076923078,2.6666552601599935,1.0,0.0,3.423618112847763,6.0047691131124665,4.629717414765289,3.3116416446565506,0.6153846153846154,2.931372653628731,SpiralScanPath_9,Spiral,9,evaluation,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n
overall,2501,0.5836907448232909,0.20495904688538918,-0.029675850509387047,2.6259702262652533,0.9928028788484606,10.031631175835896,1.0,0.0,0.00918513331860567,0.5395365484666046,0.12469670361981675,0.015419598711546993,0.006797281087564974,0.669574921826147,SpiralScanPath_9,Spiral,9,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.595100467845391,1.5877464051544734,-0.499284256614862,1.0677299843794925,0.7894736842105263,4.124550303339023,1.0,0.0,0.6608152386230771,2.905290563614937,1.6618607189178949,0.7446855162708306,0.21052631578947367,1.3212318116033746,SpiralScanPath_9,Spiral,9,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.261240352480049,3.2927365014049226,-2.447576773920074,0.965928998889998,0.38461538461538464,3.651866514135363,1.0,0.0,2.7469937415475973,4.855598072224384,3.6731253086293125,2.4954020758853366,0.6153846153846154,2.902287778859958,SpiralScanPath_9,Spiral,9,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n
overall,2501,0.6544204697008082,0.3761705879118093,-0.059845317312001885,2.040568376253535,0.991203518592563,7.79291525531792,1.0,0.0,0.03011854459860473,0.6130590521120267,0.23224828471097447,0.1258991711166241,0.006797281087564974,0.5542731520792283,SpiralScanPath_9,Spiral,9,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.5841221765551947,1.5602562795429122,-0.5549470797088868,0.9218209329069074,0.75,3.5015273889880234,1.0,0.0,0.7571526689939961,3.161740575745294,1.8278726048130538,0.8442877923841552,0.21052631578947367,1.3024689817221426,SpiralScanPath_9,Spiral,9,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.2696144959172075,3.3089867662514987,-2.4939887868817436,0.8638846627170671,0.3076923076923077,3.2356425069525234,1.0,0.0,3.084337504705115,5.284195690234027,4.045296852132935,2.768056213012691,0.6153846153846154,2.935214465323627,SpiralScanPath_9,Spiral,9,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n
overall,2501,0.5829144578637153,0.20493389910504703,-0.030401011906215816,0.7159318740849122,0.9680127948820472,2.737874828721465,1.0,0.0,0.04246355415460961,0.8142038076022012,0.28624776535754726,0.06157271878007129,0.02958816473410636,0.261763519592475,SpiralScanPath_9,Spiral,9,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.589469428508332,1.5871932024922675,-0.5228734336827658,0.715931874084912,0.6710526315789473,2.756922265426538,1.0,0.0,0.7303396490777713,3.6169215567027706,2.2169612220729547,1.2270469077379378,0.3026315789473684,1.3483192517274225,SpiralScanPath_9,Spiral,9,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.252008356408558,3.294184756959079,-2.5134644435518045,0.7159318740849122,0.3076923076923077,2.703130420856028,1.0,0.0,3.5107592419522557,5.939124252350655,4.601254499486604,3.3517156577790117,0.6538461538461539,2.9698065517108145,SpiralScanPath_9,Spiral,9,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
overall,2501,0.5782590146199902,0.21161167424022628,-0.054930952443282305,0.6583366293018379,0.9640143942423031,2.515011912849215,1.0,0.0,0.07504549352914783,0.8360266909129316,0.32190187007662413,0.09028521575694226,0.032387045181927226,0.24972929487531212,SpiralScanPath_9,Spiral,9,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.5735443916053162,1.5819069907536942,-0.4890755551435014,0.6923627069567161,0.6578947368421053,2.643193650311299,1.0,0.0,0.6792389220812739,3.6593123752539185,2.271847837382865,1.201446162719658,0.2894736842105263,1.3426461837148242,SpiralScanPath_9,Spiral,9,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.220133973141965,3.2454103900532845,-2.4730792950454306,0.7007470337158229,0.23076923076923078,2.6666552601599935,1.0,0.0,3.517762385243879,5.990298674650501,4.630980387589345,3.3116416446565506,0.6153846153846154,2.932007365186535,SpiralScanPath_9,Spiral,9,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
overall,2501,0.5829144578637153,0.20493389910504703,-0.030401011906215816,2.6259702262652533,0.9928028788484606,10.031631175835894,1.0,0.0,0.010017190415621472,0.5381076462503375,0.12466275585824628,0.015419598711546993,0.006797281087564974,0.6695435773888329,SpiralScanPath_9,Spiral,9,evaluation,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.589469428508332,1.5871932024922675,-0.5228734336827658,1.0677299843794925,0.7894736842105263,4.1245503033390225,1.0,0.0,0.6879422847595279,2.8966466215259334,1.6609977707807706,0.7446855162708306,0.21052631578947367,1.3203920800842768,SpiralScanPath_9,Spiral,9,evaluation,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.252008356408558,3.294184756959079,-2.5134644435518045,0.965928998889998,0.38461538461538464,3.6518665141353606,1.0,0.0,2.8225810363330948,4.841488271554172,3.6743099926110765,2.4954020758853366,0.6153846153846154,2.9022798573269992,SpiralScanPath_9,Spiral,9,evaluation,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n
overall,2501,0.6538609198375059,0.37614544013146717,-0.06057047870883064,2.040568376253535,0.991203518592563,7.79291525531792,1.0,0.0,0.03100626691764958,0.6119192899861676,0.232211861760881,0.1258991711166241,0.006797281087564974,0.5542431051132005,SpiralScanPath_9,Spiral,9,evaluation,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.579568628543464,1.5597030768807059,-0.57853625677679,0.9218209329069074,0.75,3.5015273889880234,1.0,0.0,0.7860806269318013,3.1545651362945213,1.8269591168982402,0.8442877923841552,0.21052631578947367,1.3016785212232809,SpiralScanPath_9,Spiral,9,evaluation,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.262239193502228,3.3104350218056506,-2.559876456513474,0.8638846627170671,0.3076923076923077,3.2356425069525234,1.0,0.0,3.1648034540355434,5.272617412537469,4.0467193536389425,2.7268459251232686,0.6153846153846154,2.935388547129209,SpiralScanPath_9,Spiral,9,evaluation,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n
overall,2501,0.7478830080956778,0.03268923823237103,0.029230088790683714,0.7159318740849122,0.9968012794882047,2.737874828721465,1.0,0.0,-0.04082803105818546,1.0446287351734473,0.045659705085981356,3.516040156099611e-05,0.0027988804478208716,0.1937531180009483,SpiralScanPath_9,Spiral,9,evaluation,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,4.289653153239615,1.0073074981848136,0.9975191576378827,0.715931874084912,0.8947368421052632,2.756922265426538,1.0,0.0,-1.3933157521627164,5.991705787261605,1.406987919726763,0.08728636935877544,0.09210526315789473,1.028517641607991,SpiralScanPath_9,Spiral,9,evaluation,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,7.331639427659545,2.823827030151932,2.8190437959945314,0.7159318740849122,0.6923076923076923,2.703130420856028,1.0,0.0,-3.937586658783377,10.240694251852773,3.9442677891123137,0.5323501611521801,0.2692307692307692,2.6564321717310557,SpiralScanPath_9,Spiral,9,evaluation,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current forecast before Y_n
overall,2501,0.7507777417319605,0.08543107228887939,0.03712445733778981,0.6584211084402868,0.9972011195521792,2.5153167915478716,1.0,0.0,-0.05426320979024224,1.0705518745171811,0.13543869346786241,0.050536839865010105,0.0027988804478208716,0.18471102377199694,SpiralScanPath_9,Spiral,9,evaluation,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,4.27982725572883,1.0438067329123277,1.0343852369361457,0.6948833663101718,0.9078947368421053,2.6817039127572384,1.0,0.0,-1.4707770163642222,6.077047231702648,1.4842223497055063,0.2069095502458,0.09210526315789473,1.017493108128417,SpiralScanPath_9,Spiral,9,evaluation,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,7.313808475920119,2.8221064517174477,2.8172371663017546,0.7040963473389288,0.7307692307692307,2.7269773574768865,1.0,0.0,-3.9978774546762903,10.384615986171273,4.004708287417265,0.5432174377851322,0.2692307692307692,2.6377617970141123,SpiralScanPath_9,Spiral,9,evaluation,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current posterior after Y_n
overall,2501,0.4299986462451661,0.02301859051077843,0.00730937862850622,0.7159318740849122,0.9972011195521792,2.737874828721465,1.0,0.0,-0.010209600791763744,0.6006139156672982,0.0321519286177896,3.516040156099611e-05,0.0023990403838464614,0.18409862013403608,SpiralScanPath_9,Spiral,9,evaluation,recalibrated oracle | exact previous state | development-recalibrated gamma,true previous state,exact state; innovation only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.4662044555772717,0.6934273761477939,0.2844482251101494,0.715931874084912,0.9078947368421053,2.756922265426538,1.0,0.0,-0.3973118608159815,3.444747391264732,0.9685661460933233,0.08728636935877544,0.07894736842105263,0.712172447867191,SpiralScanPath_9,Spiral,9,evaluation,recalibrated oracle | exact previous state | development-recalibrated gamma,true previous state,exact state; innovation only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.210480627620308,1.895609218071229,0.8273430303793204,0.7159318740849122,0.7307692307692307,2.703130420856028,1.0,0.0,-1.155616980228477,5.881119112069216,2.6477508359215793,0.5323501611521801,0.23076923076923078,1.7251609827898307,SpiralScanPath_9,Spiral,9,evaluation,recalibrated oracle | exact previous state | development-recalibrated gamma,true previous state,exact state; innovation only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
overall,2501,0.43861429082665276,0.07621154281084973,0.01520374717561227,0.6584211084402868,0.9976009596161536,2.5153167915478716,1.0,0.0,-0.022718332416840306,0.633175584066015,0.12255889369063806,0.05062238878090944,0.0027988804478208716,0.17549425639952482,SpiralScanPath_9,Spiral,9,evaluation,recalibrated oracle | exact previous state | development-recalibrated gamma,true previous state,exact state; innovation only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.469893529610063,0.7430311687153275,0.3213143044084117,0.6948833663101718,0.9210526315789473,2.6817039127572384,1.0,0.0,-0.4444800290778657,3.5230466678530257,1.0640958434217036,0.21476533979525136,0.09210526315789473,0.7148278924568008,SpiralScanPath_9,Spiral,9,evaluation,recalibrated oracle | exact previous state | development-recalibrated gamma,true previous state,exact state; innovation only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.210695236718615,1.9021637033797298,0.8255364006865438,0.7040963473389288,0.8076923076923077,2.7269773574768865,1.0,0.0,-1.1520240604410281,6.000397502223299,2.703659092208822,0.5432174377851322,0.23076923076923078,1.7221887563395222,SpiralScanPath_9,Spiral,9,evaluation,recalibrated oracle | exact previous state | development-recalibrated gamma,true previous state,exact state; innovation only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
overall,2501,0.47528446943168373,0.16923041719746929,0.06744224749666734,0.7159318740849122,0.9888044782087165,2.739569885598369,1.0,0.0,-0.09420204622523685,0.66386829059564,0.2363778221409345,0.10257072076948263,0.011595361855257898,0.2235736518991084,SpiralScanPath_10,Spiral,10,evaluation,hybrid previous state | mean-only | fixed gamma,hybrid previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.457049967254631,1.5759150736179133,-0.20801677204531338,0.715931874084912,0.6710526315789473,2.753635612244377,1.0,0.0,0.2905538635379178,3.431960576409838,2.20120814656033,1.229750050435042,0.34210526315789475,1.3095527273164649,SpiralScanPath_10,Spiral,10,evaluation,hybrid previous state | mean-only | fixed gamma,hybrid previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,3.9639646832330055,3.084469592936907,-1.953615617076493,0.7159318740849122,0.2692307692307692,2.6828400697527637,1.0,0.0,2.728773068769371,5.536790338186374,4.308328354397416,2.8810858605776657,0.7307692307692307,2.719681585421124,SpiralScanPath_10,Spiral,10,evaluation,hybrid previous state | mean-only | fixed gamma,hybrid previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n
overall,2501,0.4790355624721533,0.1880427993992913,0.05371743311813437,0.6584288287200935,0.9880047980807677,2.518591997154816,1.0,0.0,-0.08229657965678687,0.6945522788353824,0.28706222213124066,0.15589247675822035,0.011995201919232307,0.2147119043332702,SpiralScanPath_10,Spiral,10,evaluation,hybrid previous state | mean-only | fixed gamma,hybrid previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.456307977458985,1.5674141612679664,-0.20950195008345934,0.6903784056153928,0.6447368421052632,2.635911846617907,1.0,0.0,0.2750251287996532,3.4924202163898084,2.2471731326400657,1.3008003020891992,0.35526315789473684,1.3073499679955767,SpiralScanPath_10,Spiral,10,evaluation,hybrid previous state | mean-only | fixed gamma,hybrid previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,3.9635756485307234,3.0853236640287665,-1.9426325270235645,0.7025461396453714,0.3076923076923077,2.6827451329749796,1.0,0.0,2.7473133057166406,5.6210911279981,4.387708762696386,2.904852166921244,0.7307692307692307,2.7276656808708575,SpiralScanPath_10,Spiral,10,evaluation,hybrid previous state | mean-only | fixed gamma,hybrid previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n
overall,2501,0.47528446943168373,0.16923041719746929,0.06744224749666734,0.7246555379478341,0.991203518592563,2.7724763986213383,1.0,0.0,-0.09789410985397275,0.5100346136406119,0.21718405094278606,0.10219699478685047,0.009196321471411436,0.2221475966318798,SpiralScanPath_10,Spiral,10,evaluation,hybrid previous state | moment-matched | fixed gamma,hybrid previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.457049967254631,1.5759150736179133,-0.20801677204531338,0.9527466312897684,0.7368421052631579,3.6466692395860942,1.0,0.0,0.12369378717827187,2.4574895255320617,1.6252826761426113,0.9194340558487295,0.27631578947368424,1.2658544174670547,SpiralScanPath_10,Spiral,10,evaluation,hybrid previous state | moment-matched | fixed gamma,hybrid previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,3.9639646832330055,3.084469592936907,-1.953615617076493,1.060557028784804,0.4230769230769231,3.956607083888665,1.0,0.0,1.8645641016848875,3.8935067804124768,3.0359752381902227,2.1747034274194927,0.6153846153846154,2.612823149544794,SpiralScanPath_10,Spiral,10,evaluation,hybrid previous state | moment-matched | fixed gamma,hybrid previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n
overall,2501,0.4764930584140192,0.18824675411691424,0.05592598981276548,0.664483216640537,0.989204318272691,2.542543865289037,1.0,0.0,-0.08806138594089434,0.5710535057802094,0.2719335146940974,0.15550721116893704,0.010395841663334666,0.21338534270692908,SpiralScanPath_10,Spiral,10,evaluation,hybrid previous state | moment-matched | fixed gamma,hybrid previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.4357151336268985,1.5651076483770516,-0.15643088564094698,0.8514805829873862,0.6973684210526315,3.277730547952407,1.0,0.0,0.07749777812297985,2.6818858886413834,1.78331245895048,1.1451796151745155,0.3157894736842105,1.2637615618200069,SpiralScanPath_10,Spiral,10,evaluation,hybrid previous state | moment-matched | fixed gamma,hybrid previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,3.9141240285398693,3.0333906692937878,-1.8566956758385165,0.9423088538603268,0.34615384615384615,3.6501447050382865,1.0,0.0,1.9596905212719784,4.231029190862663,3.295518121302406,2.2751418631666374,0.6538461538461539,2.593532323758611,SpiralScanPath_10,Spiral,10,evaluation,hybrid previous state | moment-matched | fixed gamma,hybrid previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n
overall,2501,0.47349975064221306,0.16912746114501487,0.06692061930765462,0.7159318740849122,0.9888044782087165,2.739569885598369,1.0,0.0,-0.09347344591018669,0.6613754293974264,0.23623401508864192,0.10257072076948263,0.011595361855257898,0.22348105165004784,SpiralScanPath_10,Spiral,10,evaluation,hybrid previous state | mean-only | development-recalibrated gamma,hybrid previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.4457488910263776,1.5728479380108458,-0.22486152625148972,0.715931874084912,0.6710526315789473,2.753635612244377,1.0,0.0,0.314082295244785,3.416175448470538,2.1969240299871045,1.2454361013047293,0.34210526315789475,1.3066518823453401,SpiralScanPath_10,Spiral,10,evaluation,hybrid previous state | mean-only | development-recalibrated gamma,hybrid previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,3.9438877833928623,3.077829786299984,-2.0005284626954256,0.7159318740849122,0.2692307692307692,2.6828400697527637,1.0,0.0,2.7943000376292164,5.508747307044891,4.299053999005138,2.8810858605776657,0.7307692307692307,2.7126638057827415,SpiralScanPath_10,Spiral,10,evaluation,hybrid previous state | mean-only | development-recalibrated gamma,hybrid previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
overall,2501,0.4772800733072963,0.18793984334683694,0.053195804929121675,0.6584288287200935,0.9880047980807677,2.518591997154816,1.0,0.0,-0.08154428354544163,0.6918941421867225,0.286903306592901,0.15589247675822035,0.011995201919232307,0.2146151848424948,SpiralScanPath_10,Spiral,10,evaluation,hybrid previous state | mean-only | development-recalibrated gamma,hybrid previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.445099378432129,1.5643470256609011,-0.22634670428963494,0.6903784056153928,0.6447368421052632,2.635911846617907,1.0,0.0,0.2993258194119709,3.4751032320908672,2.242399347463101,1.3083861616779147,0.35526315789473684,1.3043515376832926,SpiralScanPath_10,Spiral,10,evaluation,hybrid previous state | mean-only | development-recalibrated gamma,hybrid previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,3.9436359377794767,3.0786838573918462,-1.9895453726424994,0.7025461396453714,0.3076923076923077,2.6827451329749796,1.0,0.0,2.8144473308107774,5.5903423211455765,4.3776533842594345,2.904852166921244,0.7307692307692307,2.7205210701302622,SpiralScanPath_10,Spiral,10,evaluation,hybrid previous state | mean-only | development-recalibrated gamma,hybrid previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
overall,2501,0.47349975064221306,0.16912746114501487,0.06692061930765462,0.7246555379478341,0.991203518592563,2.7724763986213383,1.0,0.0,-0.09738463137892403,0.507235579897775,0.21702533233701407,0.10219699478685047,0.009196321471411436,0.2220482360248665,SpiralScanPath_10,Spiral,10,evaluation,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n
