model,state_representation,propagation,gamma_mode,field_excess_rel_l2_mean,field_excess_rel_l2_std,overall_rmse_K_mean,overall_rmse_K_std,overall_mae_K_mean,overall_mae_K_std,overall_signed_error_K_mean,overall_signed_error_K_std,overall_crps_K_mean,overall_crps_K_std,top_1pct_rmse_K_mean,top_1pct_rmse_K_std,top_1pct_mae_K_mean,top_1pct_mae_K_std,top_1pct_signed_error_K_mean,top_1pct_signed_error_K_std,top_1pct_crps_K_mean,top_1pct_crps_K_std,top_1pct_coverage_95_mean,top_1pct_coverage_95_std,top_1pct_interval_width_95_K_mean,top_1pct_interval_width_95_K_std,peak_absolute_error_K_mean,peak_absolute_error_K_std,mean_posterior_sd_K_mean,mean_posterior_sd_K_std,n_trajectories
hybrid previous state | mean-only | development-recalibrated gamma,hybrid previous state,mean-only,development-recalibrated gamma,0.4074160248689435,0.07568574762694527,0.4950799673880861,0.03058246019753776,0.18264864110511173,0.007915033279941633,0.03590832099783225,0.011045141880717969,0.21057405311959432,0.0037654246986365686,4.303988118870338,0.3656209626843655,3.160572327947086,0.39402179328416903,-2.6683607681726107,0.4084089509130246,2.8089840439981115,0.37832808762792824,0.2987179487179487,0.11187561470678291,2.671091474153996,0.03985587287466606,7.563157972874351,3.753621770084797,0.6582574279636646,0.0003831040758146119,30
hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,0.40754752526731397,0.07682134795861167,0.4950641443777778,0.03185671200512963,0.18277342644443706,0.008021517274487307,0.03623802705934178,0.011666817174696682,0.2098830844242251,0.004007498292748767,4.301713118550253,0.36901141165254037,3.1554833426025213,0.38842619805088646,-2.6563635451697363,0.4355749152245211,2.7500619016787735,0.38553210799841475,0.38974358974358975,0.15040356964453108,3.330478775720964,0.39043183677589155,7.582297859340437,3.7896120900081542,0.6632746651513071,0.0025594384572762176,30
coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,0.44003544641768466,0.0649437303010337,0.5387215640764919,0.04499516371766439,0.17717052948885834,0.028843909300700545,-0.051161144638214605,0.036276587852689536,0.227855025693698,0.017404773697982864,4.312233272481758,0.367291959614099,3.170444287706424,0.38947464852499486,-2.669494148030209,0.41935531257332653,2.8184904517675,0.3741197652379601,0.3038461538461538,0.12343697335293242,2.6631411303085715,0.043585480857685224,7.540761199837879,3.7188666832380552,0.6582668774649562,0.0003767009960602658,30
coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,0.5014733936904812,0.06946202051184867,0.614757350911913,0.05310152625343563,0.33556547223637884,0.04239426452827472,-0.05568454827538826,0.043080009737377155,0.5952382796019251,0.060940113126726474,4.3043275361540765,0.3743439753052538,3.15818588336592,0.3956723544261565,-2.651318966889533,0.451936387449214,2.760657824872566,0.3977117894446424,0.38846153846153847,0.15229657275273845,3.2916810913938037,0.3370588610094538,7.564987039754141,3.7423084750337785,2.276437216837618,0.2972084480516834,30
recalibrated oracle | exact previous state | development-recalibrated gamma,true previous state,exact state; innovation only,development-recalibrated gamma,0.3640456150961473,0.07062725539810791,0.44340553490192197,0.05187875084025111,0.07250679280646649,0.003301384993411558,0.014390308380015432,0.008887725292037307,0.17390121474135692,0.0019027724966566872,4.268314088803846,0.5183339558075988,1.7631770436527439,0.18250993169626029,1.0850425260185852,0.39821504812991915,1.6321424300299612,0.1718639380520561,0.8051282051282052,0.04031772069011242,2.6958767828411934,0.04446699843086871,13.330773243134303,4.837713665631512,0.6582487732505188,0.000357762776777528,30
