diffusivity,cooling_rate,signal_sd,source_coupling,fraction_saturated,nx,ny,observation_stride,previous_frame_offset,measurement_noise_sd,previous_noise_sd,current_noise_sd,length_multiplier,forcing_length_multiplier,quadrature_order,previous_samples,current_samples,seed,crps_estimator,full_posterior_representation,dataset_trajectory_count,development_trajectory_count,heldout_trajectory_count,previous_observation_set,coherent_previous_posterior,top_1pct_rule,sequential_residual
3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.1702227206133784,0.03,61,41,5,1,0.25,0.25,0.5,1.25,1.0,24,180,180,41,unbiased_M_times_M_minus_1,likelihood-reweighted finite Gaussian mixture,33,3,30,fixed stride plus every saturated pixel,joint latent RBF posterior with noisy unsaturated likelihood and censored likelihood,truth >= empirical 99th percentile,one-step advective propagation of centered previous draws plus finite-step innovation
