region,n_pixels,rmse_K,mae_K,signed_error_K,posterior_sd_K,coverage_95,interval_width_95_K,positive_sd_fraction,zero_sd_nonzero_error_fraction,mean_z,rms_z,mean_abs_error_over_sd,median_abs_error_over_sd,fraction_abs_z_gt_1_96,crps_K,trajectory,family,run_index,role,state_representation,stage,region_basis
unsaturated,2418,0.3308402951864951,0.2474553165991754,-0.04902998027485483,2.90406409734773,0.9966914805624483,11.12392819054697,1.0,0.0,0.008043386250594168,0.26914780287238393,0.12558322198338073,0.06905009044115556,0.0033085194375516956,0.6919072064764099,HorizontalScanPath_5,Horizontal,5,evaluation,coherent latent previous state,previous posterior,previous-frame truth
saturated,83,5.182604423058653,1.982267503786537,-1.5197826550816338,0.49141532129937826,0.6265060240963856,1.829881147009387,1.0,0.0,3.7413842494413023,12.78028420596573,4.689842398438973,1.392500624148214,0.3493975903614458,1.7997048332462378,HorizontalScanPath_5,Horizontal,5,evaluation,coherent latent previous state,previous posterior,previous-frame truth
previous_top_1pct,26,9.214074991181326,5.229640431858432,-5.229640431858432,0.4797639014343603,0.07692307692307693,1.7598746341246065,1.0,0.0,12.716576068202256,22.765485892666508,12.716576068202256,5.8088894379354965,0.9615384615384616,4.979215434751973,HorizontalScanPath_5,Horizontal,5,evaluation,coherent latent previous state,previous posterior,previous-frame truth
overall,2501,0.9903578845257073,0.2558239609430799,-0.062444173913746195,0.011644945880562432,0.01599360255897641,0.0443948754384141,0.031187524990004,0.968812475009996,4.497319055297118,11.475765489162024,5.064340090062362,1.7943381030339247,0.47435897435897434,0.25101529844908355,HorizontalScanPath_6,Horizontal,6,evaluation,hybrid previous state,previous posterior,previous-frame truth
unsaturated,2423,0.24865325857105827,0.1979372641057094,-0.005583818378978243,6.882818310778331e-13,0.0,0.0,0.0,1.0,,,,,,0.19793726410572862,HorizontalScanPath_6,Horizontal,6,evaluation,hybrid previous state,previous posterior,previous-frame truth
saturated,78,5.4339770815283295,2.0540222485962705,-1.8287600900771146,0.3733847390463967,0.5128205128205128,1.4234818393778674,1.0,0.0,4.497319055297118,11.475765489162024,5.064340090062362,1.7943381030339247,0.47435897435897434,1.89983680119202,HorizontalScanPath_6,Horizontal,6,evaluation,hybrid previous state,previous posterior,previous-frame truth
previous_top_1pct,26,9.373398922469288,5.214490167426048,-5.214490167426048,0.4111040255441382,0.07692307692307693,1.5720890934085066,1.0,0.0,12.386832154174686,19.71233642077687,12.386832154174686,5.932033585753791,0.9230769230769231,4.987101990827306,HorizontalScanPath_6,Horizontal,6,evaluation,hybrid previous state,previous posterior,previous-frame truth
overall,2501,1.0236327317131948,0.31696298896993796,-0.11579437746975298,2.845448037939517,0.9828068772491003,10.902506317756822,1.0,0.0,0.15598625645218225,2.0556358319247243,0.27580425679615267,0.07081701393452204,0.01679328268692523,0.7368261626390276,HorizontalScanPath_6,Horizontal,6,evaluation,coherent latent previous state,previous posterior,previous-frame truth
unsaturated,2423,0.3611980046633677,0.2611044466103092,-0.060654420975232264,2.925034544891232,0.9979364424267437,11.207535176462871,1.0,0.0,0.01575202493001525,0.24451818317025553,0.12117966561028538,0.06794588500767262,0.0020635575732562937,0.6994162859870817,HorizontalScanPath_6,Horizontal,6,evaluation,coherent latent previous state,previous posterior,previous-frame truth
saturated,78,5.435511769142654,2.052158477910714,-1.8286676413956975,0.37316462327278954,0.5128205128205128,1.4270585659009594,1.0,0.0,4.512236807454881,11.560017983960252,5.079078416326363,1.8300845290933168,0.47435897435897434,1.8989304078655005,HorizontalScanPath_6,Horizontal,6,evaluation,coherent latent previous state,previous posterior,previous-frame truth
previous_top_1pct,26,9.376194360540731,5.215351613746459,-5.215351613746459,0.40999777011840605,0.11538461538461539,1.572622522846053,1.0,0.0,12.47070721896752,19.864290482988874,12.47070721896752,5.56795235342558,0.9230769230769231,4.988194059637541,HorizontalScanPath_6,Horizontal,6,evaluation,coherent latent previous state,previous posterior,previous-frame truth
overall,2501,0.945482147714477,0.2629135026912865,-0.01607354885504608,0.030607619269246725,0.021591363454618154,0.10680269014397607,0.032387045181927226,0.9676129548180727,0.7729346457624431,4.324562705254261,2.210047066187059,1.1825618536904994,0.20987654320987653,0.25182789257410815,HorizontalScanPath_7,Horizontal,7,evaluation,hybrid previous state,previous posterior,previous-frame truth
unsaturated,2420,0.25169546435351925,0.2001083960457762,0.009457913156560338,7.003705869054587e-13,0.0,0.0,0.0,1.0,,,,,,0.20010839604578184,HorizontalScanPath_7,Horizontal,7,evaluation,hybrid previous state,previous posterior,previous-frame truth
saturated,81,5.070401519652876,2.139312985186778,-0.7788653768561267,0.945057478897422,0.6666666666666666,3.2976978771615326,1.0,0.0,0.7729346457624431,4.324562705254261,2.210047066187059,1.1825618536904994,0.20987654320987653,1.7970276653957082,HorizontalScanPath_7,Horizontal,7,evaluation,hybrid previous state,previous posterior,previous-frame truth
previous_top_1pct,26,8.7556335023665,4.3792717379338955,-4.299084822792491,0.9811411541979125,0.6153846153846154,3.2997018228353716,1.0,0.0,4.232535422099634,7.340739991872249,4.329478820333493,1.3329727495222157,0.4230769230769231,4.045311009641116,HorizontalScanPath_7,Horizontal,7,evaluation,hybrid previous state,previous posterior,previous-frame truth
overall,2501,0.9951393863985568,0.3359804692615277,-0.08686054811883617,2.86730879293547,0.9860055977608957,10.99691635852748,1.0,0.0,0.033012849734606255,0.8169476409264588,0.19670521461888726,0.07070940864624586,0.008796481407437025,0.7405169133894753,HorizontalScanPath_7,Horizontal,7,evaluation,coherent latent previous state,previous posterior,previous-frame truth
unsaturated,2420,0.40384032476799614,0.27569639546241864,-0.06354257803558462,2.9317050693390394,0.9975206611570248,11.254692090544507,1.0,0.0,0.008655348105291696,0.26767712372616126,0.12969693497562346,0.0685351348238053,0.002066115702479339,0.7052308026376032,HorizontalScanPath_7,Horizontal,7,evaluation,coherent latent previous state,previous posterior,previous-frame truth
saturated,81,5.069974236138179,2.137060204987996,-0.7835208888777097,0.9433706584090827,0.6419753086419753,3.2954685624632525,1.0,0.0,0.760730799647461,4.2972579549987575,2.1986809768003504,1.1836746341309266,0.20987654320987653,1.7947439259762736,HorizontalScanPath_7,Horizontal,7,evaluation,coherent latent previous state,previous posterior,previous-frame truth
previous_top_1pct,26,8.756144931421975,4.379029269999358,-4.3031674840345335,0.9824653228595627,0.6153846153846154,3.293159477895863,1.0,0.0,4.204260063462509,7.294883684922906,4.296936028618896,1.2776710377766598,0.4230769230769231,4.042751977196191,HorizontalScanPath_7,Horizontal,7,evaluation,coherent latent previous state,previous posterior,previous-frame truth
overall,2501,0.9407355706363907,0.2613587198333862,-0.028243837060803554,0.0217551050103862,0.020791683326669332,0.07988775196346064,0.03318672530987605,0.9668132746901239,1.5200978336765503,8.47330736040959,3.2468504429050564,1.4187234944171445,0.3132530120481928,0.2527951404667549,HorizontalScanPath_8,Horizontal,8,evaluation,hybrid previous state,previous posterior,previous-frame truth
unsaturated,2418,0.25365295879145805,0.20221225416819655,0.002226812247075156,6.901765575955063e-13,0.0,0.0,0.0,1.0,,,,,,0.20221225416821906,HorizontalScanPath_8,Horizontal,8,evaluation,hybrid previous state,previous posterior,previous-frame truth
saturated,83,4.979197478320558,1.984444912344575,-0.9159309458132219,0.6555363569796028,0.6265060240963856,2.407220092296567,1.0,0.0,1.5200978336765503,8.47330736040959,3.2468504429050564,1.4187234944171445,0.3132530120481928,1.726402599139761,HorizontalScanPath_8,Horizontal,8,evaluation,hybrid previous state,previous posterior,previous-frame truth
previous_top_1pct,26,8.765671102219759,4.497256694207716,-4.475263084794316,0.6795227037139122,0.38461538461538464,2.437717655820644,1.0,0.0,7.3960176847702614,14.937983166284484,7.419086247408478,2.4621459428471555,0.6923076923076923,4.189105540379051,HorizontalScanPath_8,Horizontal,8,evaluation,hybrid previous state,previous posterior,previous-frame truth
overall,2501,0.9868451147781985,0.330981694292919,-0.10180300900613756,2.851543699756021,0.9852059176329468,10.929209124022435,1.0,0.0,0.07070184089826646,1.5759895591675377,0.23990766517354012,0.06793729138188412,0.011995201919232307,0.7403410809357678,HorizontalScanPath_8,Horizontal,8,evaluation,coherent latent previous state,previous posterior,previous-frame truth
unsaturated,2418,0.39463507875749143,0.27414700815190624,-0.07409797044018415,2.9269043770040444,0.9983457402812241,11.221580675480835,1.0,0.0,0.02067428198408362,0.27700751457364414,0.1363557103433936,0.06480931763517395,0.0012406947890818859,0.7064113161893778,HorizontalScanPath_8,Horizontal,8,evaluation,coherent latent previous state,previous posterior,previous-frame truth
saturated,83,4.980758606445322,1.9867199001841105,-0.9089208795178886,0.6560964999280655,0.6024096385542169,2.4116860947885486,1.0,0.0,1.528131207819882,8.520917339293016,3.2566381082975657,1.4349615634285096,0.3253012048192771,1.728800974390837,HorizontalScanPath_8,Horizontal,8,evaluation,coherent latent previous state,previous posterior,previous-frame truth
previous_top_1pct,26,8.76660144715965,4.493103871449445,-4.470568689171774,0.6783248128220843,0.34615384615384615,2.431479400588122,1.0,0.0,7.426801208375806,15.026338310475191,7.450235227813473,2.477268582016312,0.6923076923076923,4.188441244528717,HorizontalScanPath_8,Horizontal,8,evaluation,coherent latent previous state,previous posterior,previous-frame truth
overall,2501,0.9721761697043502,0.2593722366963208,-0.043587536185884394,0.025238768606131057,0.020791683326669332,0.08514830078206542,0.029188324670131948,0.970811675329868,1.8055678749126043,6.979077377065737,2.6139013479721,1.138680974745311,0.273972602739726,0.25006899569698227,HorizontalScanPath_10,Horizontal,10,evaluation,hybrid previous state,previous posterior,previous-frame truth
unsaturated,2428,0.2504060380514338,0.20181738359009932,-0.00046659708068354987,6.882965392804123e-13,0.0,0.0,0.0,1.0,,,,,,0.20181738359010035,HorizontalScanPath_10,Horizontal,10,evaluation,hybrid previous state,previous posterior,previous-frame truth
saturated,73,5.504068306518821,2.1736624194621537,-1.4778017847807838,0.864687127154282,0.7123287671232876,2.917204113095145,1.0,0.0,1.8055678749126043,6.979077377065737,2.6139013479721,1.138680974745311,0.273972602739726,1.8549308339916304,HorizontalScanPath_10,Horizontal,10,evaluation,hybrid previous state,previous posterior,previous-frame truth
previous_top_1pct,26,9.145818375624431,4.810398858602302,-4.810398858602302,0.873954855364069,0.34615384615384615,3.0292204672999503,1.0,0.0,5.761148318086239,11.61101895809871,5.761148318086239,2.7171018730456873,0.6538461538461539,4.365049213060288,HorizontalScanPath_10,Horizontal,10,evaluation,hybrid previous state,previous posterior,previous-frame truth
overall,2501,1.027598986142949,0.34039517162180055,-0.11009100673276769,2.8629392850825757,0.9884046381447421,10.972382027738412,1.0,0.0,0.07323515809962378,1.2290448761500439,0.2073240998740922,0.0735226719572329,0.010795681727309077,0.7389901053318322,HorizontalScanPath_10,Horizontal,10,evaluation,coherent latent previous state,previous posterior,previous-frame truth
unsaturated,2428,0.4212195997162027,0.28541445703305185,-0.06894604273699728,2.9230010419048895,0.9962932454695222,11.214200538264372,1.0,0.0,0.021146545967584456,0.27286604770780665,0.1352552602184412,0.07119808275397392,0.002471169686985173,0.705542211659179,HorizontalScanPath_10,Horizontal,10,evaluation,coherent latent previous state,previous posterior,previous-frame truth
saturated,73,5.502384216732587,2.1690688020530584,-1.478583781824967,0.8652687978965683,0.726027397260274,2.929432115998266,1.0,0.0,1.805716668463891,7.0196494699048495,2.6043534517086218,1.148889727131162,0.2876712328767123,1.8514762126907645,HorizontalScanPath_10,Horizontal,10,evaluation,coherent latent previous state,previous posterior,previous-frame truth
previous_top_1pct,26,9.144330252615722,4.8085021976317295,-4.8085021976317295,0.8748054022643326,0.34615384615384615,3.0269272315224387,1.0,0.0,5.7517432294202555,11.681036145231113,5.7517432294202555,2.6497200150650406,0.6538461538461539,4.3643726594845305,HorizontalScanPath_10,Horizontal,10,evaluation,coherent latent previous state,previous posterior,previous-frame truth
overall,2501,0.9161878948199974,0.25638560388802806,-0.0463472410707666,0.016523630465916685,0.01759296281487405,0.05997294870414338,0.031187524990004,0.968812475009996,2.4149582594151573,8.519392481196688,3.7979247734540467,1.4552570717822837,0.41025641025641024,0.24918623072316093,HorizontalScanPath_11,Horizontal,11,evaluation,hybrid previous state,previous posterior,previous-frame truth
unsaturated,2423,0.24989981162618363,0.19912858643927173,-0.006149769713295657,6.937161921872763e-13,0.0,0.0,0.0,1.0,,,,,,0.19912858643929202,HorizontalScanPath_11,Horizontal,11,evaluation,hybrid previous state,previous posterior,previous-frame truth
saturated,78,4.9974658971769905,2.035023466430805,-1.2950456141368192,0.5298153819689329,0.5641025641025641,1.9229787783213153,1.0,0.0,2.4149582594151573,8.519392481196688,3.7979247734540467,1.4552570717822837,0.41025641025641024,1.8041820268746274,HorizontalScanPath_11,Horizontal,11,evaluation,hybrid previous state,previous posterior,previous-frame truth
previous_top_1pct,26,8.57197639280755,4.696538524479745,-4.665691386838826,0.5276449377112706,0.19230769230769232,1.96157263055327,1.0,0.0,8.602893032407842,14.563425032324357,8.637401836344653,4.2025594127007855,0.7692307692307693,4.425263963661984,HorizontalScanPath_11,Horizontal,11,evaluation,hybrid previous state,previous posterior,previous-frame truth
overall,2501,0.9707402603498065,0.34016826044678145,-0.1302964948228162,2.8555677347516455,0.9840063974410236,10.923834743495375,1.0,0.0,0.10560103706378893,1.5606319694866924,0.24750220986502283,0.07379058552907217,0.01479408236705318,0.7397101097681801,HorizontalScanPath_11,Horizontal,11,evaluation,coherent latent previous state,previous posterior,previous-frame truth
unsaturated,2423,0.41085246270605036,0.2857109325895449,-0.09278085057296244,2.93052346522836,0.9975237309120925,11.213795011219759,1.0,0.0,0.02983001165615737,0.2595419667406203,0.13175552446510533,0.07125067813099897,0.0020635575732562937,0.7054111630699923,HorizontalScanPath_11,Horizontal,11,evaluation,coherent latent previous state,previous posterior,previous-frame truth
saturated,78,4.997155837849318,2.031836278370936,-1.295686315558658,0.5271352354557546,0.5641025641025641,1.9164792473904602,1.0,0.0,2.459359941713676,8.717906511708561,3.843069116582972,1.453840124314826,0.41025641025641024,1.8051761078413733,HorizontalScanPath_11,Horizontal,11,evaluation,coherent latent previous state,previous posterior,previous-frame truth
previous_top_1pct,26,8.571510743186119,4.69506145881051,-4.66456293669355,0.523341978693441,0.19230769230769232,1.9530426044500604,1.0,0.0,8.72405657912408,14.905563847478383,8.758405959127602,4.339979513478032,0.7692307692307693,4.425506539355682,HorizontalScanPath_11,Horizontal,11,evaluation,coherent latent previous state,previous posterior,previous-frame truth
overall,2501,1.002060840016103,0.26951334446025593,-0.0662182788425685,0.012526724652787383,0.014394242303078768,0.04954630848378952,0.03438624550179928,0.9656137544982007,4.258482191711774,11.08019135856974,5.210617003803203,2.2941197151860484,0.5581395348837209,0.2642102198865143,HorizontalScanPath_12,Horizontal,12,evaluation,hybrid previous state,previous posterior,previous-frame truth
unsaturated,2415,0.25301956262345054,0.20436990546877284,-0.005732650992629905,7.084531578427546e-13,0.0,0.0,0.0,1.0,,,,,,0.2043699054687961,HorizontalScanPath_12,Horizontal,12,evaluation,hybrid previous state,previous posterior,previous-frame truth
saturated,86,5.234848904337671,2.09883200916295,-1.7647391074193328,0.36429463203384105,0.4186046511627907,1.44087578509253,1.0,0.0,4.258482191711774,11.08019135856974,5.210617003803203,2.2941197151860484,0.5581395348837209,1.9446097468491816,HorizontalScanPath_12,Horizontal,12,evaluation,hybrid previous state,previous posterior,previous-frame truth
previous_top_1pct,26,9.456692452463985,5.610575932014836,-5.610575932014836,0.3798378110629502,0.0,1.5378742261992215,1.0,0.0,13.389534118360228,19.899845588325483,13.389534118360228,8.555058856540949,1.0,5.40324503195926,HorizontalScanPath_12,Horizontal,12,evaluation,hybrid previous state,previous posterior,previous-frame truth
overall,2501,1.0575121363685076,0.3481040516943945,-0.1722677317305681,2.845298430605014,0.9772091163534586,10.88494432116719,1.0,0.0,0.17915026492125,2.0585488181396063,0.3064129755280276,0.06930220015240464,0.021191523390643743,0.7526686018498233,HorizontalScanPath_12,Horizontal,12,evaluation,coherent latent previous state,previous posterior,previous-frame truth
unsaturated,2415,0.42685846850262926,0.2857741924640474,-0.11546035358620364,2.9335415103179967,0.9979296066252588,11.221036096957663,1.0,0.0,0.03411590036075772,0.2657521307037009,0.13264864418460653,0.06676661550784979,0.0016563146997929607,0.710286546760409,HorizontalScanPath_12,Horizontal,12,evaluation,coherent latent previous state,previous posterior,previous-frame truth
saturated,86,5.235073399604833,2.09841347077914,-1.767498176133361,0.3673096223857902,0.3953488372093023,1.4470182917022087,1.0,0.0,4.251917595311819,11.011483585085085,5.185957861508979,2.2471241660366887,0.5697674418604651,1.9428158465118628,HorizontalScanPath_12,Horizontal,12,evaluation,coherent latent previous state,previous posterior,previous-frame truth
previous_top_1pct,26,9.456880600739883,5.60928130720678,-5.60928130720678,0.38031937070545496,0.0,1.5287470973490913,1.0,0.0,13.371280589367258,19.78205287000387,13.371280589367258,8.251586267514234,1.0,5.399834909655545,HorizontalScanPath_12,Horizontal,12,evaluation,coherent latent previous state,previous posterior,previous-frame truth
overall,2501,0.9932838287488703,0.26137375853823336,-0.03464743871204708,0.028133413920870255,0.019592163134746102,0.09443655537906917,0.03078768492602959,0.9692123150739704,2.2544870575390483,11.515632014865167,3.655750885946942,1.2964455832430493,0.2987012987012987,0.2502746670273454,HorizontalScanPath_13,Horizontal,13,development,hybrid previous state,previous posterior,previous-frame truth
unsaturated,2424,0.24717088258374034,0.19413157186782032,-0.0035026456126245674,6.859990546836324e-13,0.0,0.0,0.0,1.0,,,,,,0.1941315718678067,HorizontalScanPath_13,Horizontal,13,development,hybrid previous state,previous posterior,previous-frame truth
saturated,77,5.488391542511753,2.3781927259288977,-1.015101704595166,0.9137878988887487,0.6363636363636364,3.067348376663013,1.0,0.0,2.2544870575390483,11.515632014865167,3.655750885946942,1.2964455832430493,0.2987012987012987,2.017688467893862,HorizontalScanPath_13,Horizontal,13,development,hybrid previous state,previous posterior,previous-frame truth
previous_top_1pct,26,9.263606504585857,4.83826352838156,-4.801465420770429,0.8758710576304056,0.34615384615384615,2.971558396511588,1.0,0.0,8.365006134327041,19.71304059060388,8.385249877384311,2.654795051165598,0.6538461538461539,4.521800966484844,HorizontalScanPath_13,Horizontal,13,development,hybrid previous state,previous posterior,previous-frame truth
overall,2501,1.0711371074565077,0.3795488177096113,-0.10657418098766543,2.885589527618371,0.9856057576969213,11.037495663196731,1.0,0.0,0.08327532334476823,2.026061962877765,0.24987756722907406,0.07538389407311294,0.012395041983206718,0.7580614963262494,HorizontalScanPath_13,Horizontal,13,development,coherent latent previous state,previous posterior,previous-frame truth
unsaturated,2424,0.47891203983599373,0.31620793831759053,-0.07762004877892972,2.9483094666153358,0.9966996699669967,11.29133495098626,1.0,0.0,0.01468887461283621,0.28388131129340166,0.14217736934769395,0.07284100138781313,0.0028877887788778876,0.7182408250043842,HorizontalScanPath_13,Horizontal,13,development,coherent latent previous state,previous posterior,previous-frame truth
saturated,77,5.481401079024892,2.373552605323356,-1.0180653040263061,0.9111332662074351,0.6363636363636364,3.046503019017322,1.0,0.0,2.2424123587500047,11.43648516575893,3.640335744689664,1.3169132618873727,0.3116883116883117,2.011636915601587,HorizontalScanPath_13,Horizontal,13,development,coherent latent previous state,previous posterior,previous-frame truth
previous_top_1pct,26,9.253040767249706,4.837329323661991,-4.80037282914704,0.8768400949183112,0.34615384615384615,2.9941111439726367,1.0,0.0,8.333459836522307,19.578280071360645,8.354147951010976,2.6388521649261403,0.6538461538461539,4.516335920716558,HorizontalScanPath_13,Horizontal,13,development,coherent latent previous state,previous posterior,previous-frame truth
overall,2501,0.9256605463688148,0.25278677247156506,-0.055102247913427924,0.01963784543996535,0.02039184326269492,0.07062602147958945,0.028788484606157537,0.9712115153938424,2.2724816287603176,7.0811306626256005,3.028190388769209,0.7583941278647861,0.2361111111111111,0.24794288824612587,SpiralScanPath_1,Spiral,1,evaluation,hybrid previous state,previous posterior,previous-frame truth
unsaturated,2429,0.25056236892508293,0.1984678713874814,-0.007312847978057303,6.820290213781171e-13,0.0,0.0,0.0,1.0,,,,,,0.19846787138746858,SpiralScanPath_1,Spiral,1,evaluation,hybrid previous state,previous posterior,previous-frame truth
saturated,72,5.2579030462544845,2.085295254877664,-1.6673307540664173,0.6821423811624541,0.7083333333333334,2.453273329450739,1.0,0.0,2.2724816287603176,7.0811306626256005,3.028190388769209,0.7583941278647861,0.2361111111111111,1.9170375542138816,SpiralScanPath_1,Spiral,1,evaluation,hybrid previous state,previous posterior,previous-frame truth
previous_top_1pct,26,8.728947968973426,5.129822986674812,-5.127700526473494,0.8052308762255542,0.34615384615384615,2.8129838108201435,1.0,0.0,7.228096680452996,11.732860836755519,7.229975309701697,5.384673147643845,0.6538461538461539,4.833434791601457,SpiralScanPath_1,Spiral,1,evaluation,hybrid previous state,previous posterior,previous-frame truth
overall,2501,0.9404079982641274,0.2723356684380897,-0.026196874057320782,2.874311485758368,0.9888044782087165,10.998855415563014,1.0,0.0,0.05199269127907828,1.2084127427685671,0.19562083798828594,0.05970482484129003,0.009996001599360257,0.7345825352067823,SpiralScanPath_1,Spiral,1,evaluation,coherent latent previous state,previous posterior,previous-frame truth
unsaturated,2429,0.3008029739914934,0.21847764283970394,0.02248524938401711,2.939365052104155,0.9975298476739399,11.252212824500614,1.0,0.0,-0.013176642205491647,0.25176514168637526,0.11188493023059538,0.05800694371698379,0.002881844380403458,0.6994999203036455,SpiralScanPath_1,Spiral,1,evaluation,coherent latent previous state,previous posterior,previous-frame truth
saturated,72,5.25993841689532,2.0892960042502966,-1.6685423995991226,0.6796571433428513,0.6944444444444444,2.4515617168209607,1.0,0.0,2.2505525667515833,6.9703238216822205,3.020544726091485,0.7856379586492336,0.25,1.9181335296473319,SpiralScanPath_1,Spiral,1,evaluation,coherent latent previous state,previous posterior,previous-frame truth
previous_top_1pct,26,8.731876588826204,5.1300590766200465,-5.1300590766200465,0.8066724621244331,0.34615384615384615,2.8032751711914576,1.0,0.0,7.180755476882703,11.545078834512346,7.180755476882703,5.419377349815443,0.6538461538461539,4.833465731170355,SpiralScanPath_1,Spiral,1,evaluation,coherent latent previous state,previous posterior,previous-frame truth
overall,2501,0.9946917400353323,0.2664651834379615,-0.07154694519641833,0.01006483563799039,0.018392642942822873,0.038894876199258126,0.03558576569372251,0.9644142343062775,5.75124559815937,16.600636695785088,6.807077472911175,1.7285397489139722,0.48314606741573035,0.26198827979599076,SpiralScanPath_2,Spiral,2,evaluation,hybrid previous state,previous posterior,previous-frame truth
unsaturated,2412,0.25239036176130564,0.20207080934358715,-0.010571039932710507,7.085780733363604e-13,0.0,0.0,0.0,1.0,,,,,,0.20207080934358618,SpiralScanPath_2,Spiral,2,evaluation,hybrid previous state,previous posterior,previous-frame truth
saturated,89,5.106585303216588,2.011625074624826,-1.7240624900960055,0.28283319021241426,0.5168539325842697,1.0929897233072423,1.0,0.0,5.75124559815937,16.600636695785088,6.807077472911175,1.7285397489139722,0.48314606741573035,1.8858190520566636,SpiralScanPath_2,Spiral,2,evaluation,hybrid previous state,previous posterior,previous-frame truth
previous_top_1pct,26,9.413251538173252,5.848533298396621,-5.848533298396621,0.29887739037880895,0.0,1.1505232895188224,1.0,0.0,19.456355713891792,30.560073633184313,19.456355713891792,10.270441059421014,1.0,5.6803108282012955,SpiralScanPath_2,Spiral,2,evaluation,hybrid previous state,previous posterior,previous-frame truth
overall,2501,1.0055905564262324,0.2881491521379651,-0.05041743412189618,2.816121896120094,0.9820071971211516,10.79827302750884,1.0,0.0,0.19442323023185962,3.0935932683250496,0.35139238769235287,0.06708178208736501,0.01799280287884846,0.7321268073791298,SpiralScanPath_2,Spiral,2,evaluation,coherent latent previous state,previous posterior,previous-frame truth
unsaturated,2412,0.2929107999578857,0.22465897107133428,0.011389561772959,2.9095589221781024,0.9983416252072969,11.156577738603811,1.0,0.0,-0.009720793833984658,0.23929634266109406,0.11551892110855172,0.06490892840802998,0.0012437810945273632,0.6896911468455925,SpiralScanPath_2,Spiral,2,evaluation,coherent latent previous state,previous posterior,previous-frame truth
saturated,89,5.107936544729735,2.008804396325758,-1.7254564689352747,0.283873504525532,0.5393258426966292,1.0878127672721567,1.0,0.0,5.7269556577241785,16.351906347281403,6.743828358480313,1.8539930641083493,0.47191011235955055,1.8821808883554436,SpiralScanPath_2,Spiral,2,evaluation,coherent latent previous state,previous posterior,previous-frame truth
previous_top_1pct,26,9.416030775208274,5.846603428568452,-5.846603428568452,0.2937107708251623,0.0,1.1304209627358086,1.0,0.0,19.344680169071868,30.107489995393372,19.344680169071868,10.686575426746586,1.0,5.680813528198775,SpiralScanPath_2,Spiral,2,evaluation,coherent latent previous state,previous posterior,previous-frame truth
overall,2501,1.0091569422484588,0.26873546227223266,-0.0593614306494239,0.009275549640348064,0.011995201919232307,0.03532714597091834,0.032387045181927226,0.9676129548180727,6.907145603409211,20.26242658277727,7.94475901995262,2.4415865185636982,0.6049382716049383,0.26450138555902997,SpiralScanPath_3,Spiral,3,evaluation,hybrid previous state,previous posterior,previous-frame truth
unsaturated,2420,0.2560779898232451,0.2047933385092014,0.0007375858460452134,6.960365521980327e-13,0.0,0.0,0.0,1.0,,,,,,0.20479333850918302,SpiralScanPath_3,Spiral,3,evaluation,hybrid previous state,previous posterior,previous-frame truth
saturated,81,5.4300478202254014,2.17910508580971,-1.85491229384739,0.2863969092447667,0.37037037037037035,1.090780149052676,1.0,0.0,6.907145603409211,20.26242658277727,7.94475901995262,2.4415865185636982,0.6049382716049383,2.048371433221124,SpiralScanPath_3,Spiral,3,evaluation,hybrid previous state,previous posterior,previous-frame truth
previous_top_1pct,26,9.549726554830201,5.774093809980434,-5.774093809980434,0.2711720586342135,0.0,1.04025924884666,1.0,0.0,21.260495900523345,35.652907478031395,21.260495900523345,12.34692981705939,1.0,5.620721272051531,SpiralScanPath_3,Spiral,3,evaluation,hybrid previous state,previous posterior,previous-frame truth
overall,2501,1.021745011674298,0.29177863504754264,-0.05080387922394519,2.8164780724811993,0.9760095961615354,10.78400516177763,1.0,0.0,0.20751504625731426,3.535204659134459,0.3663563360423448,0.06464453230906145,0.022790883646541384,0.7334824020682028,SpiralScanPath_3,Spiral,3,evaluation,coherent latent previous state,previous posterior,previous-frame truth
unsaturated,2420,0.30251071597748075,0.2285598622122535,0.009487719020128065,2.9012575229826214,0.996694214876033,11.108484594626612,1.0,0.0,-0.013688316053534452,0.24740958472338687,0.11529065293140572,0.06183639944987191,0.003305785123966942,0.6894686046199915,SpiralScanPath_3,Spiral,3,evaluation,coherent latent previous state,previous posterior,previous-frame truth
saturated,81,5.431379244758238,2.1805370333364276,-1.8521084193555164,0.2835611562658923,0.35802469135802467,1.0896813655488082,1.0,0.0,6.816306858507365,19.59734984305984,7.867331066023487,2.3894343910306004,0.6049382716049383,2.0484625233604428,SpiralScanPath_3,Spiral,3,evaluation,coherent latent previous state,previous posterior,previous-frame truth
previous_top_1pct,26,9.552088841650114,5.772563336605705,-5.772563336605705,0.26971973442498587,0.0,1.0393508300931187,1.0,0.0,20.969171972257588,34.47368938324873,20.969171972257588,12.190649244256207,1.0,5.620239822367706,SpiralScanPath_3,Spiral,3,evaluation,coherent latent previous state,previous posterior,previous-frame truth
overall,2501,0.9905456971508204,0.2658305435408791,-0.040858325942094716,0.019935884140449243,0.01719312275089964,0.06984551550935801,0.03198720511795282,0.9680127948820472,2.3077630248282226,11.39225408368738,4.3957167970183315,1.6539971398396083,0.4125,0.25676582072799137,SpiralScanPath_4,Spiral,4,evaluation,hybrid previous state,previous posterior,previous-frame truth
unsaturated,2421,0.24744592430654053,0.19748652095721897,-0.007908547416114948,6.994926769334074e-13,0.0,0.0,0.0,1.0,,,,,,0.19748652095723193,SpiralScanPath_4,Spiral,4,evaluation,hybrid previous state,previous posterior,previous-frame truth
