observation_seed,lengthscale,unsat_neg_log_marginal_likelihood
18,2.029746686535049,233.5258134222061
18,2.2,243.4892308437519
19,0.25,246.51884225316067
19,0.270969773542972,242.84192574177905
19,0.2936984726957182,239.49007464209424
19,0.31833363454510205,236.46289183196322
19,0.3450351714551901,233.652373188788
19,0.3739764090942936,231.02387325170946
19,0.40534521153077835,228.5273986771575
19,0.43934520070089245,226.05083149686197
19,0.4761970781644497,223.6081274938691
19,0.5161400577281836,221.33783702785698
19,0.5594334182362497,219.32900193088645
19,0.6063581866073894,217.5499112064387
19,0.6572189620437259,215.88194305984828
19,0.7123458932525423,214.22753911858706
19,0.77209682151563,212.59527890049057
19,0.8368596035173551,211.0662412910264
19,0.9070546290094362,209.72192811272015
19,0.9831375496551656,208.6071092206188
19,1.065602236766611,207.75036172853328
19,1.154983987134132,207.23767280890314
19,1.251862997757979,207.24489705809268
19,1.3568681320372225,207.96336784937697
19,1.4706810018632064,209.50914047073525
19,1.5940403921152975,211.93461806027702
19,1.7277470562793298,215.35582540827923
19,1.872668914318186,219.9609941454824
19,2.029746686535049,225.8666440724575
19,2.2,232.9154454437716
20,0.25,244.0761823300708
20,0.270969773542972,240.5935486076335
20,0.2936984726957182,237.35299244833197
20,0.31833363454510205,234.225179519639
20,0.3450351714551901,231.35496770635243
20,0.3739764090942936,228.90608484658745
20,0.40534521153077835,226.87303505602497
20,0.43934520070089245,225.20826485909424
20,0.4761970781644497,223.78072966446229
20,0.5161400577281836,222.40134419265004
20,0.5594334182362497,220.98496712370925
20,0.6063581866073894,219.50528929636602
20,0.6572189620437259,217.97562515945629
20,0.7123458932525423,216.43375015303747
20,0.77209682151563,214.90180305370487
20,0.8368596035173551,213.41702943676628
20,0.9070546290094362,212.03204697626128
20,0.9831375496551656,210.77767004645182
20,1.065602236766611,209.71308323361345
20,1.154983987134132,208.92616285983763
20,1.251862997757979,208.472041007025
20,1.3568681320372225,208.4401766209109
20,1.4706810018632064,209.00138164342982
20,1.5940403921152975,210.34233620926886
20,1.7277470562793298,212.72060629560863
20,1.872668914318186,216.6016320597969
20,2.029746686535049,222.57914510555807
20,2.2,230.84278396830067
21,0.25,246.4113941170381
21,0.270969773542972,242.99737997583657
21,0.2936984726957182,239.73334513859783
21,0.31833363454510205,236.65765055561846
21,0.3450351714551901,233.71301267249254
21,0.3739764090942936,230.8915210939114
21,0.40534521153077835,228.31064534732016
21,0.43934520070089245,226.08123057610675
21,0.4761970781644497,224.23582563307852
21,0.5161400577281836,222.75104547576947
21,0.5594334182362497,221.45331372346448
21,0.6063581866073894,220.14096126583675
21,0.6572189620437259,218.74557353663482
21,0.7123458932525423,217.2440003655284
21,0.77209682151563,215.64478019643568
21,0.8368596035173551,214.01203509256536
21,0.9070546290094362,212.42036145471695
21,0.9831375496551656,210.92355518040037
21,1.065602236766611,209.5632865028402
21,1.154983987134132,208.38950905953132
21,1.251862997757979,207.47221229656273
21,1.3568681320372225,206.92894765216857
21,1.4706810018632064,206.93405811194484
21,1.5940403921152975,207.6790007694826
21,1.7277470562793298,209.36801387033714
21,1.872668914318186,212.2629499789474
21,2.029746686535049,216.70307096752944
21,2.2,222.8639414696458
22,0.25,243.2417558114163
22,0.270969773542972,239.37959796094125
22,0.2936984726957182,235.79673254681498
22,0.31833363454510205,232.45730348189943
22,0.3450351714551901,229.36214068695915
22,0.3739764090942936,226.54296058065947
22,0.40534521153077835,223.95123834426676
22,0.43934520070089245,221.43972809735442
22,0.4761970781644497,218.95251742940707
22,0.5161400577281836,216.60966040902275
22,0.5594334182362497,214.55353458160363
22,0.6063581866073894,212.83272127086033
22,0.6572189620437259,211.42151772189789
22,0.7123458932525423,210.25514075855128
22,0.77209682151563,209.20297557952497
22,0.8368596035173551,208.14100384244793
22,0.9070546290094362,207.06505928671234
22,0.9831375496551656,206.0870223145433
22,1.065602236766611,205.3462752097025
22,1.154983987134132,204.95354486955142
22,1.251862997757979,205.04831340282414
22,1.3568681320372225,205.86024623749626
22,1.4706810018632064,207.67885566787288
22,1.5940403921152975,210.8178026502632
22,1.7277470562793298,215.55915536228494
22,1.872668914318186,221.9427678398964
22,2.029746686535049,229.67504427131274
22,2.2,238.20697468337224
23,0.25,246.8411742493832
23,0.270969773542972,243.3621203570323
23,0.2936984726957182,240.0738668069488
23,0.31833363454510205,236.9638081262818
23,0.3450351714551901,233.98040485777764
23,0.3739764090942936,231.07317755885748
