method,field_rel_l2,hot_region_rel_l2,peak_true,peak_pred,peak_abs_error,peak_rel_error,true_peak_location,posterior_mean_at_true_peak,posterior_sd_at_true_peak,peak_ci_lower,peak_ci_upper,true_peak_in_95,target_frac_saturated,observation_seed,actual_frac_saturated,threshold,noise_sd,lengthscale,signal_sd,scenario
oracle true,0.008121054354508843,0.007099934555008358,1323.1498397771425,1311.3670075756304,11.782832201512065,0.008905138214351174,0.250429799426934,1311.3670075756304,7.768607136827229,1296.140537587449,1326.5934775638118,True,0.25,8,0.2545454545454545,840.05531621472,20.0,1.2029526533674666,500.0,unsat_mll_tuned
exact clipped,0.22351667158979854,0.2898803898896783,1323.1498397771425,850.0527717860404,473.0970679911021,0.3575536600380692,0.250429799426934,839.7531615766655,11.192394826987393,817.8160677157703,861.6902554375608,False,0.25,9,0.23636363636363636,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
discard saturated,0.17227710497587292,0.22304193074380954,1323.1498397771425,997.305622207493,325.84421756964946,0.24626403433229546,0.250429799426934,921.096471441454,357.3852487208557,220.62138394857686,1621.5715589343313,True,0.25,9,0.23636363636363636,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
censored Laplace,0.1426830418502396,0.1843768772916103,1323.1498397771425,1021.1416510651052,302.0081887120373,0.2282494239374313,0.250429799426934,988.2471681232779,322.54186956950565,356.0651037670468,1620.429232479509,True,0.25,9,0.23636363636363636,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
censored sampled,0.043659061539238535,0.05306060842404004,1323.1498397771425,1242.1156291760385,81.03421060110395,0.061243411868418855,0.250429799426934,1239.9069653969993,234.9321587073324,892.3802220598446,1805.6512657598735,True,0.25,9,0.23636363636363636,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
oracle true,9.041990572895926e-05,0.00011739130075366428,1323.1498397771425,1322.9435021724382,0.20633760470423113,0.00015594424644980835,0.250429799426934,1322.9435021724382,11.192394826987393,1301.006408311543,1344.8805960333334,True,0.25,9,0.23636363636363636,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
exact clipped,0.21987716197270818,0.28337803816290386,1323.1498397771425,865.5187806135203,457.6310591636221,0.3458648789472708,0.250429799426934,865.2521859336961,7.457924042983156,850.6346548094491,879.869717057943,False,0.25,9,0.23636363636363636,840.05531621472,20.0,1.3177532660734346,500.0,unsat_mll_tuned
discard saturated,0.10059976604491137,0.1294152509124565,1323.1498397771425,1108.470345963346,214.6794938137964,0.16224881518328624,0.250429799426934,1108.0543117718848,37.83981705738994,1033.8882703394006,1182.220353204369,False,0.25,9,0.23636363636363636,840.05531621472,20.0,1.3177532660734346,500.0,unsat_mll_tuned
censored Laplace,0.09907691876787693,0.12743590648902223,1323.1498397771425,1111.4627697692858,211.68707000785662,0.15998722415558844,0.250429799426934,1111.0611121427069,35.95156187137378,1040.5960508748142,1181.5261734105995,False,0.25,9,0.23636363636363636,840.05531621472,20.0,1.3177532660734346,500.0,unsat_mll_tuned
censored sampled,0.09789613511614371,0.12588848621309642,1323.1498397771425,1113.8548232986927,209.29501647844972,0.15817937635370247,0.250429799426934,1113.4397860168647,35.49519020033456,1045.1398478296846,1177.6278139264268,False,0.25,9,0.23636363636363636,840.05531621472,20.0,1.3177532660734346,500.0,unsat_mll_tuned
oracle true,0.013202361774787142,0.011468655826453181,1323.1498397771425,1303.9123715551264,19.237468222016105,0.014539145638453361,0.250429799426934,1303.9123715551264,7.457924042983156,1289.2948404308793,1318.5299026793734,False,0.25,9,0.23636363636363636,840.05531621472,20.0,1.3177532660734346,500.0,unsat_mll_tuned
exact clipped,0.22349964605644745,0.28981232283109276,1323.1498397771425,849.3838400778783,473.76599969926417,0.3580592200948763,0.250429799426934,840.7251006239602,11.192394826987393,818.7880067630649,862.6621944848555,False,0.25,10,0.23636363636363636,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
discard saturated,0.160818779848999,0.20811709345756493,1323.1498397771425,990.3829115908937,332.7669281862487,0.2514960272695166,0.250429799426934,942.7440962727613,357.3852487208557,242.2690087798842,1643.2191837656385,True,0.25,10,0.23636363636363636,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
censored Laplace,0.15556036346614752,0.20124709418306821,1323.1498397771425,999.1198076436839,324.0300321334586,0.24489292322934098,0.250429799426934,955.0177836801334,339.36672136586105,289.85900980304575,1620.1765575572213,True,0.25,10,0.23636363636363636,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
censored sampled,0.04537408666346919,0.055206649615967315,1323.1498397771425,1234.5882935786665,88.56154619847598,0.06693236361906854,0.250429799426934,1229.8471243537572,236.52250594351398,884.5041558788137,1764.5059283063938,True,0.25,10,0.23636363636363636,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
oracle true,9.041990572895926e-05,0.00011739130075366428,1323.1498397771425,1322.9435021724382,0.20633760470423113,0.00015594424644980835,0.250429799426934,1322.9435021724382,11.192394826987393,1301.006408311543,1344.8805960333334,True,0.25,10,0.23636363636363636,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
exact clipped,0.21977602361188606,0.2841871736355436,1323.1498397771425,861.0309913889072,462.1188483882353,0.34925662573943234,0.250429799426934,861.0309913889072,7.677055406827892,845.9839627915245,876.0780199862899,False,0.25,10,0.23636363636363636,840.05531621472,20.0,1.2352613943703383,500.0,unsat_mll_tuned
discard saturated,0.0750959034706406,0.09596572031811512,1323.1498397771425,1162.2898538887598,160.85998588838265,0.12157352179816326,0.250429799426934,1162.2319384948,44.05188908916369,1075.8902358800392,1248.5736411095609,False,0.25,10,0.23636363636363636,840.05531621472,20.0,1.2352613943703383,500.0,unsat_mll_tuned
censored Laplace,0.07475379596432928,0.09551464996520893,1323.1498397771425,1162.9856840685393,160.16415570860318,0.12104763262154765,0.250429799426934,1162.92926250106,43.374310499476934,1077.9156139220852,1247.942911080035,False,0.25,10,0.23636363636363636,840.05531621472,20.0,1.2352613943703383,500.0,unsat_mll_tuned
censored sampled,0.0729562024928355,0.09314714710504392,1323.1498397771425,1166.7453847207994,156.40445505634307,0.11820615500560859,0.250429799426934,1166.6977646013013,42.80091246127929,1087.4523725429622,1251.256862142886,False,0.25,10,0.23636363636363636,840.05531621472,20.0,1.2352613943703383,500.0,unsat_mll_tuned
oracle true,0.009371784901885711,0.00821921571502076,1323.1498397771425,1309.4817430369035,13.66809674023898,0.010329968934237328,0.250429799426934,1309.4817430369035,7.677055406827892,1294.4347144395208,1324.5287716342862,True,0.25,10,0.23636363636363636,840.05531621472,20.0,1.2352613943703383,500.0,unsat_mll_tuned
exact clipped,0.2234458775567259,0.2896501331587335,1323.1498397771425,851.9385675366979,471.2112722404446,0.35612842784291954,0.250429799426934,840.3748906033082,11.192394826987393,818.437796742413,862.3119844642035,False,0.25,11,0.2727272727272727,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
discard saturated,0.2059114888153535,0.26650603097521564,1323.1498397771425,1033.0504814000692,290.09935837707326,0.21924905982374193,0.250429799426934,856.8216992671066,425.2089252198814,23.41220583613915,1690.2311926980742,True,0.25,11,0.2727272727272727,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
censored Laplace,0.04828605162100163,0.05850468317138595,1323.1498397771425,1198.0992808069377,125.05055897020475,0.09450974879101143,0.250429799426934,1195.7890212317943,374.38202717087836,462.00024797687274,1929.577794486716,True,0.25,11,0.2727272727272727,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
censored sampled,0.0574338602471519,0.0709762434293838,1323.1498397771425,1383.4436705389464,60.293830761803974,0.04556840725760828,0.250429799426934,1383.3077040217802,320.0925057431675,896.4602632001946,2104.7328193912854,True,0.25,11,0.2727272727272727,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
oracle true,9.041990572895926e-05,0.00011739130075366428,1323.1498397771425,1322.9435021724382,0.20633760470423113,0.00015594424644980835,0.250429799426934,1322.9435021724382,11.192394826987393,1301.006408311543,1344.8805960333334,True,0.25,11,0.2727272727272727,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
exact clipped,0.21774921267813327,0.2813532238788406,1323.1498397771425,872.5491285829779,450.60071119416455,0.3405515366801231,0.250429799426934,872.2586537028641,7.244886014243028,858.0586771149477,886.4586302907804,False,0.25,11,0.2727272727272727,840.05531621472,20.0,1.4056212478457424,500.0,unsat_mll_tuned
discard saturated,0.13813415091753461,0.1784044518851974,1323.1498397771425,1036.6158393443761,286.53400043276633,0.2165544610435256,0.250429799426934,1035.6307423495796,43.99414827628948,949.4022117280522,1121.859272971107,False,0.25,11,0.2727272727272727,840.05531621472,20.0,1.4056212478457424,500.0,unsat_mll_tuned
censored Laplace,0.0918026172821698,0.11798169881425233,1323.1498397771425,1125.3849307387648,197.7649090383777,0.14946524051402008,0.250429799426934,1124.8493995322424,33.20771168141251,1059.762284636674,1189.9365144278108,False,0.25,11,0.2727272727272727,840.05531621472,20.0,1.4056212478457424,500.0,unsat_mll_tuned
censored sampled,0.08994185206303193,0.11540559192670848,1323.1498397771425,1129.075861359194,194.0739784179484,0.14667573738333084,0.250429799426934,1128.4724808729293,31.68675902846297,1070.501066957539,1192.6108482980208,False,0.25,11,0.2727272727272727,840.05531621472,20.0,1.4056212478457424,500.0,unsat_mll_tuned
oracle true,0.018443158478789717,0.01545858086062205,1323.1498397771425,1296.8972098736053,26.252629903537127,0.019841010529811836,0.250429799426934,1296.8972098736053,7.244886014243028,1282.697233285689,1311.0971864615217,False,0.25,11,0.2727272727272727,840.05531621472,20.0,1.4056212478457424,500.0,unsat_mll_tuned
exact clipped,0.2237229586269433,0.2897808484318933,1323.1498397771425,849.4616730583451,473.68816671879733,0.35800039608407497,0.250429799426934,840.7247924267302,11.192394826987393,818.787698565835,862.6618862876255,False,0.25,12,0.23636363636363636,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
discard saturated,0.1613141868187196,0.20834822156840793,1323.1498397771425,978.6094916603155,344.540348116827,0.2603940519501992,0.250429799426934,941.0419924584197,357.3852487208557,240.56690496554256,1641.5170799512969,True,0.25,12,0.23636363636363636,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
censored Laplace,0.15598092988167206,0.20136720108366257,1323.1498397771425,988.152814524022,334.99702525312046,0.25318147286292525,0.250429799426934,953.4858688062841,339.6070286670165,287.8560926189318,1619.1156449936364,True,0.25,12,0.23636363636363636,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
censored sampled,0.05630753180023533,0.06861517759109678,1323.1498397771425,1204.8174190142518,118.3324207628907,0.0894323660144352,0.250429799426934,1201.8400048956476,223.49866809112635,889.619460146239,1697.9217885986827,True,0.25,12,0.23636363636363636,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
oracle true,9.041990572895926e-05,0.00011739130075366428,1323.1498397771425,1322.9435021724382,0.20633760470423113,0.00015594424644980835,0.250429799426934,1322.9435021724382,11.192394826987393,1301.006408311543,1344.8805960333334,True,0.25,12,0.23636363636363636,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
exact clipped,0.21890985241649127,0.2825740511630111,1323.1498397771425,867.5879044213965,455.56193535574596,0.34430109248433727,0.250429799426934,867.5837568214196,7.310492686169133,853.2551911565281,881.912322486311,False,0.25,12,0.23636363636363636,840.05531621472,20.0,1.3776407780189501,500.0,unsat_mll_tuned
discard saturated,0.11094849912641454,0.14317072761645494,1323.1498397771425,1084.6340250180715,238.51581475907096,0.18026364632991534,0.250429799426934,1084.6340250180715,34.242100633831996,1017.5195077757608,1151.7485422603822,False,0.25,12,0.23636363636363636,840.05531621472,20.0,1.3776407780189501,500.0,unsat_mll_tuned
censored Laplace,0.1091923669911082,0.14087783955633987,1323.1498397771425,1088.0960966996286,235.0537430775139,0.1776471084462391,0.250429799426934,1088.0960966996286,32.23796547741849,1024.9096843638883,1151.2825090353688,False,0.25,12,0.23636363636363636,840.05531621472,20.0,1.3776407780189501,500.0,unsat_mll_tuned
censored sampled,0.10696537519045474,0.13794230766814866,1323.1498397771425,1092.5823228745107,230.56751690263172,0.17425654296377052,0.250429799426934,1092.5823228745107,31.77179108075681,1030.754727424909,1158.2377079213536,False,0.25,12,0.23636363636363636,840.05531621472,20.0,1.3776407780189501,500.0,unsat_mll_tuned
oracle true,0.01665953539400954,0.014137544405459472,1323.1498397771425,1299.240432938896,23.90940683824647,0.018070067440187666,0.250429799426934,1299.240432938896,7.310492686169133,1284.9118672740044,1313.5689986037876,False,0.25,12,0.23636363636363636,840.05531621472,20.0,1.3776407780189501,500.0,unsat_mll_tuned
exact clipped,0.22527193677484816,0.28976671829362965,1323.1498397771425,850.5058739349337,472.6439658422088,0.3572112179840614,0.250429799426934,841.588131857233,11.192394826987393,819.6510379963377,863.5252257181282,False,0.25,13,0.2727272727272727,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
discard saturated,0.27974210065184696,0.36122548049132225,1323.1498397771425,839.9450250363319,483.20481474081055,0.3651928150648429,0.250429799426934,692.9892907645225,425.2089252198814,-140.420202666445,1526.39878419549,True,0.25,13,0.2727272727272727,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
censored Laplace,0.11092315957150364,0.13779908700598092,1323.1498397771425,1097.8789512763622,225.2708885007803,0.17025349792486283,0.250429799426934,1058.6646500307515,367.575583771095,338.2165058394054,1779.1127942220978,True,0.25,13,0.2727272727272727,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
censored sampled,0.040968869729179534,0.03516857094869373,1323.1498397771425,1268.0172210694957,55.13261870764677,0.04166770614349523,0.250429799426934,1263.9243267228962,268.3150968957604,875.0818025311889,1884.1459615724136,True,0.25,13,0.2727272727272727,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
oracle true,9.041990572895926e-05,0.00011739130075366428,1323.1498397771425,1322.9435021724382,0.20633760470423113,0.00015594424644980835,0.250429799426934,1322.9435021724382,11.192394826987393,1301.006408311543,1344.8805960333334,True,0.25,13,0.2727272727272727,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
exact clipped,0.21858519321234776,0.2826556231031349,1323.1498397771425,865.1332320335026,458.01660774363984,0.3461562658850364,0.250429799426934,865.0899830815964,7.529126843098132,850.3328944691241,879.8470716940687,False,0.25,13,0.2727272727272727,840.05531621472,20.0,1.2901459373768345,500.0,unsat_mll_tuned
discard saturated,0.0947232383626862,0.12221693572752967,1323.1498397771425,1122.3422300430998,200.80760973404267,0.1517648294223915,0.250429799426934,1121.7505795354614,54.504087269559044,1014.9225684871257,1228.578590583797,False,0.25,13,0.2727272727272727,840.05531621472,20.0,1.2901459373768345,500.0,unsat_mll_tuned
censored Laplace,0.056501788078072206,0.07214052456918615,1323.1498397771425,1197.1089078389177,126.04093193822473,0.09525824524866643,0.250429799426934,1197.0034630821897,43.01962917695545,1112.684989895357,1281.3219362690224,False,0.25,13,0.2727272727272727,840.05531621472,20.0,1.2901459373768345,500.0,unsat_mll_tuned
censored sampled,0.05456602213229231,0.06960343206205327,1323.1498397771425,1201.3836919886144,121.76614778852809,0.09202748179226405,0.250429799426934,1201.3379264079567,45.527362720481634,1120.8506028262116,1300.1348835112926,False,0.25,13,0.2727272727272727,840.05531621472,20.0,1.2901459373768345,500.0,unsat_mll_tuned
oracle true,0.011801389438533445,0.010321522062780187,1323.1498397771425,1305.8939658007894,17.255873976353087,0.013041511594226913,0.250429799426934,1305.8939658007894,7.529126843098132,1291.136877188317,1320.6510544132618,False,0.25,13,0.2727272727272727,840.05531621472,20.0,1.2901459373768345,500.0,unsat_mll_tuned
exact clipped,0.2249622569464961,0.2897539732546335,1323.1498397771425,850.2559102689805,472.89392950816193,0.35740013359923867,0.250429799426934,841.586323864249,11.192394826987393,819.6492300033538,863.5234177251443,False,0.25,14,0.2545454545454545,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
discard saturated,0.21339522698382982,0.2745331964570307,1323.1498397771425,993.5695465833545,329.58029319378795,0.2490876568063516,0.250429799426934,827.0099726547171,392.3853554085726,57.934676053914814,1596.0852692555195,True,0.25,14,0.2545454545454545,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
censored Laplace,0.15654142210872402,0.19943647914346546,1323.1498397771425,1019.5209604519047,303.6288793252378,0.22947429701263303,0.250429799426934,943.5350117140141,360.47825522167676,236.99763147952763,1650.0723919485006,True,0.25,14,0.2545454545454545,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
censored sampled,0.05128020680484266,0.05290063606989747,1323.1498397771425,1220.5915072268415,102.55833255030097,0.07751074705762337,0.250429799426934,1215.6931879968624,231.30630884789272,882.5578924098932,1742.5419550569238,True,0.25,14,0.2545454545454545,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
oracle true,9.041990572895926e-05,0.00011739130075366428,1323.1498397771425,1322.9435021724382,0.20633760470423113,0.00015594424644980835,0.250429799426934,1322.9435021724382,11.192394826987393,1301.006408311543,1344.8805960333334,True,0.25,14,0.2545454545454545,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
exact clipped,0.22011301908962344,0.2841810343229511,1323.1498397771425,858.4044097889549,464.74542998818754,0.35124172336102494,0.250429799426934,857.7344446346455,7.742771573126914,842.5586123513167,872.9102769179742,False,0.25,14,0.2545454545454545,840.05531621472,20.0,1.211938576721273,500.0,unsat_mll_tuned
discard saturated,0.06111299796406701,0.07719524151942408,1323.1498397771425,1189.9143584366975,133.23548134044495,0.1006956864106077,0.250429799426934,1189.8582637049976,54.204314143190516,1083.6178079843442,1296.098719425651,False,0.25,14,0.2545454545454545,840.05531621472,20.0,1.211938576721273,500.0,unsat_mll_tuned
censored Laplace,0.05097533397870908,0.06340294148378944,1323.1498397771425,1211.8400519183906,111.30978785875186,0.0841248545799618,0.250429799426934,1211.5264047268738,48.66682194296182,1116.1394337186687,1306.913375735079,False,0.25,14,0.2545454545454545,840.05531621472,20.0,1.211938576721273,500.0,unsat_mll_tuned
censored sampled,0.04994027547339478,0.06211663179784074,1323.1498397771425,1213.9179815111286,109.23185826601389,0.08255441294873433,0.250429799426934,1213.6233302756248,46.52400041469498,1124.2487150726265,1299.9415796886103,False,0.25,14,0.2545454545454545,840.05531621472,20.0,1.211938576721273,500.0,unsat_mll_tuned
oracle true,0.008458275433914668,0.007402213774267578,1323.1498397771425,1310.8596590552288,12.290180721913657,0.009288578173416615,0.250429799426934,1310.8596590552288,7.742771573126914,1295.6838267719002,1326.0354913385574,True,0.25,14,0.2545454545454545,840.05531621472,20.0,1.211938576721273,500.0,unsat_mll_tuned
exact clipped,0.2242284788329079,0.28968949152810836,1323.1498397771425,852.0167617899637,471.1330779871788,0.35606933079214337,0.250429799426934,840.9021253265231,11.192394826987393,818.9650314656278,862.8392191874184,False,0.25,15,0.2727272727272727,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
discard saturated,0.22779205620318685,0.29419482021347715,1323.1498397771425,892.7804350158825,430.36940476125994,0.3252612756494358,0.250429799426934,794.4302321355898,425.2089252198814,-38.97926129537768,1627.8397255665573,True,0.25,15,0.2727272727272727,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
censored Laplace,0.07988606349048585,0.0984911455408623,1323.1498397771425,1204.499051432289,118.65078834485348,0.08967297941466537,0.250429799426934,1134.1276406118554,370.0114975119938,408.90510548834754,1859.3501757353633,True,0.25,15,0.2727272727272727,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
censored sampled,0.04570041502531313,0.04861812594074145,1323.1498397771425,1347.9724821817838,24.82264240464133,0.018760265586263605,0.250429799426934,1331.5903344114358,281.06861833595264,894.1043452888564,1974.767417546213,True,0.25,15,0.2727272727272727,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
oracle true,9.041990572895926e-05,0.00011739130075366428,1323.1498397771425,1322.9435021724382,0.20633760470423113,0.00015594424644980835,0.250429799426934,1322.9435021724382,11.192394826987393,1301.006408311543,1344.8805960333334,True,0.25,15,0.2727272727272727,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
exact clipped,0.2213924096728937,0.28665814286277863,1323.1498397771425,854.5985180054471,468.55132177169537,0.35411811095454865,0.250429799426934,847.0301171491232,8.203112405858846,830.9520168336398,863.1082174646065,False,0.25,15,0.2727272727272727,840.05531621472,20.0,1.0677958339820794,500.0,unsat_mll_tuned
discard saturated,0.08030908708247048,0.1003522421891064,1323.1498397771425,1177.1955556160833,145.95428416105915,0.11030820529415034,0.250429799426934,1169.2127899205448,90.90997047377041,991.0292477919547,1347.3963320491348,True,0.25,15,0.2727272727272727,840.05531621472,20.0,1.0677958339820794,500.0,unsat_mll_tuned
censored Laplace,0.030506575998646004,0.028508401000646347,1323.1498397771425,1301.833287860718,21.316551916424487,0.01611045950775675,0.250429799426934,1298.198128659013,70.16036384671533,1160.683815519451,1435.7124417985751,True,0.25,15,0.2727272727272727,840.05531621472,20.0,1.0677958339820794,500.0,unsat_mll_tuned
censored sampled,0.031996380506240416,0.029881236538068758,1323.1498397771425,1302.1481271741873,21.001712602955195,0.01587251267512718,0.250429799426934,1297.9409716559999,74.35972931775605,1156.5134450833327,1445.2816119691317,True,0.25,15,0.2727272727272727,840.05531621472,20.0,1.0677958339820794,500.0,unsat_mll_tuned
oracle true,0.003696400148220908,0.0033904651748895708,1323.1498397771425,1317.4822755111204,5.667564266022055,0.0042833880907824015,0.250429799426934,1317.4822755111204,8.203112405858846,1301.404175195637,1333.5603758266038,True,0.25,15,0.2727272727272727,840.05531621472,20.0,1.0677958339820794,500.0,unsat_mll_tuned
exact clipped,0.2237893512061327,0.2897478066630857,1323.1498397771425,850.4955693262804,472.6542704508621,0.35721900592186223,0.250429799426934,841.844713082948,11.192394826987393,819.9076192220527,863.7818069438433,False,0.25,16,0.2727272727272727,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
discard saturated,0.23413203946421743,0.303323571188582,1323.1498397771425,904.2892670546702,418.8605727224723,0.31656321916875324,0.250429799426934,778.0376145290091,425.2089252198814,-55.371878901958326,1611.4471079599766,True,0.25,16,0.2727272727272727,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
censored Laplace,0.11394427665320478,0.14569866152766028,1323.1498397771425,1066.6591095941908,256.49073018295167,0.19384858953401096,0.250429799426934,1035.6254185680014,371.37200121049426,307.7362961954326,1763.51454094057,True,0.25,16,0.2727272727272727,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
censored sampled,0.03090855682413289,0.029003737093249396,1323.1498397771425,1298.035202689332,25.11463708781048,0.018980947080068065,0.250429799426934,1296.1392367027513,268.71760288165024,908.7765554857529,1900.7561530570551,True,0.25,16,0.2727272727272727,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
oracle true,9.041990572895926e-05,0.00011739130075366428,1323.1498397771425,1322.9435021724382,0.20633760470423113,0.00015594424644980835,0.250429799426934,1322.9435021724382,11.192394826987393,1301.006408311543,1344.8805960333334,True,0.25,16,0.2727272727272727,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
exact clipped,0.22127823754022205,0.2858164312131865,1323.1498397771425,851.1573663325493,471.9924734445932,0.3567188380751274,0.250429799426934,850.2371325041107,8.036326637396146,834.4859322948142,865.9883327134072,False,0.25,16,0.2727272727272727,840.05531621472,20.0,1.1161990685978322,500.0,unsat_mll_tuned
discard saturated,0.056896926660050424,0.06977658712685882,1323.1498397771425,1209.1415142968385,114.00832548030394,0.0861643345696254,0.250429799426934,1207.8055453814345,80.36394735177598,1050.2922085719536,1365.3188821909155,True,0.25,16,0.2727272727272727,840.05531621472,20.0,1.1161990685978322,500.0,unsat_mll_tuned
censored Laplace,0.02658141274514106,0.024656088628581655,1323.1498397771425,1283.0698786908652,40.07996108627731,0.030291324445179964,0.250429799426934,1282.4771348181284,63.989900491919784,1157.0569298539656,1407.8973397822913,True,0.25,16,0.2727272727272727,840.05531621472,20.0,1.1161990685978322,500.0,unsat_mll_tuned
censored sampled,0.026079301924428627,0.02170470618344449,1323.1498397771425,1290.0149962924847,33.13484348465772,0.025042396929314224,0.250429799426934,1289.3557246042794,64.7469330654437,1172.200754910776,1419.4343117283179,True,0.25,16,0.2727272727272727,840.05531621472,20.0,1.1161990685978322,500.0,unsat_mll_tuned
oracle true,0.0051547120036196485,0.004540325524505393,1323.1498397771425,1315.6081077253416,7.541732051800864,0.00569983219215075,0.250429799426934,1315.6081077253416,8.036326637396146,1299.856907516045,1331.359307934638,True,0.25,16,0.2727272727272727,840.05531621472,20.0,1.1161990685978322,500.0,unsat_mll_tuned
exact clipped,0.22375034188826048,0.2898954076421817,1323.1498397771425,847.9550293988945,475.194810378248,0.3591390756305309,0.250429799426934,841.5159931585744,11.192394826987393,819.5788992976791,863.4530870194696,False,0.25,17,0.23636363636363636,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
discard saturated,0.22592620024739443,0.2928041894679745,1323.1498397771425,916.5342482608706,406.6155915162718,0.3073088015373662,0.250429799426934,796.4277401390102,357.3852487208557,95.95265264613306,1496.9028276318872,True,0.25,17,0.23636363636363636,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
censored Laplace,0.17815273037218546,0.2304390031302506,1323.1498397771425,956.9658371880134,366.184002589129,0.2767517265095276,0.250429799426934,910.6003611639419,136.2302149429156,643.5891398758273,1177.6115824520566,False,0.25,17,0.23636363636363636,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
censored sampled,0.06757047431352513,0.08427522748981746,1323.1498397771425,1189.9003335443792,133.24950623276322,0.10070628603575721,0.250429799426934,1186.027133355971,220.68842887318502,886.8697495503923,1672.2558133356183,True,0.25,17,0.23636363636363636,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
oracle true,9.041990572895926e-05,0.00011739130075366428,1323.1498397771425,1322.9435021724382,0.20633760470423113,0.00015594424644980835,0.250429799426934,1322.9435021724382,11.192394826987393,1301.006408311543,1344.8805960333334,True,0.25,17,0.23636363636363636,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
exact clipped,0.219934604995847,0.2834888500983974,1323.1498397771425,863.2324400808697,459.9173996962728,0.3475928317942709,0.250429799426934,863.2324400808697,7.548769127533021,848.4368525909049,878.0280275708344,False,0.25,17,0.23636363636363636,840.05531621472,20.0,1.2826687534613066,500.0,unsat_mll_tuned
discard saturated,0.08679486187705308,0.11038747906929992,1323.1498397771425,1137.472897688734,185.6769420884084,0.14032948990847618,0.250429799426934,1137.472897688734,40.2852514215578,1058.5138049024808,1216.4319904749873,False,0.25,17,0.23636363636363636,840.05531621472,20.0,1.2826687534613066,500.0,unsat_mll_tuned
censored Laplace,0.086105542776795,0.10947585187722196,1323.1498397771425,1138.867969733552,184.28187004359052,0.1392751330980239,0.250429799426934,1138.867969733552,39.230069060573506,1061.9770343748278,1215.758905092276,False,0.25,17,0.23636363636363636,840.05531621472,20.0,1.2826687534613066,500.0,unsat_mll_tuned
censored sampled,0.08486666061195518,0.10786561987920215,1323.1498397771425,1141.4323470479337,181.71749272920874,0.1373370477525171,0.250429799426934,1141.4323470479337,38.92896824737503,1068.0998673900494,1217.7035805962594,False,0.25,17,0.23636363636363636,840.05531621472,20.0,1.2826687534613066,500.0,unsat_mll_tuned
oracle true,0.011443611267180732,0.010020791910662356,1323.1498397771425,1306.4107351400548,16.73910463708762,0.012650951641204129,0.250429799426934,1306.4107351400548,7.548769127533021,1291.6151476500902,1321.2063226300195,False,0.25,17,0.23636363636363636,840.05531621472,20.0,1.2826687534613066,500.0,unsat_mll_tuned
exact clipped,0.22620070163018072,0.28988730257671685,1323.1498397771425,849.6293523200824,473.5204874570601,0.35787366874247206,0.250429799426934,842.5538909239145,11.192394826987393,820.6167970630192,864.4909847848098,False,0.25,18,0.23636363636363636,840.05531621472,20.0,0.55,500.0,fixed_ell_0.55
