trajectory,method,diffusivity_m2_s,cooling_rate_1_s,signal_sd_K,source_coupling,n_frames,n_observations,n_saturated,threshold_K,excess_field_rel_l2,hot_region_rel_l2,peak_true_K,peak_predicted_K,peak_absolute_error_K,posterior_sd_at_true_peak_K,true_peak_in_95,pointwise_95_coverage,hot_region_95_coverage,mean_crps_K,hot_region_crps_K,mean_95_interval_width_K,hot_region_95_interval_width_K,hot_region_interval_score_K,interval_calibration_scale,calibrated_true_peak_in_95,calibrated_hot_region_95_coverage,calibrated_hot_region_95_interval_width_K,calibrated_hot_region_interval_score_K,fixed_top_01_crps_K,fixed_top_01_mae_K,fixed_top_03_crps_K,fixed_top_03_mae_K,fixed_top_05_crps_K,fixed_top_05_mae_K,fixed_top_10_crps_K,fixed_top_10_mae_K,true_peak_location_crps_K,true_peak_location_mae_K,field_maximum_crps_K,family,run_index,role,fraction_saturated,observation_design,previous_posterior_design,prior_mean_field_rel_l2,prior_mean_peak_absolute_error_K,propagated_prior_sd_at_true_peak_K,propagated_prior_sd_hot_mean_K,uses_propagated_covariance,crps_estimator,previous_n_saturated,previous_saturated_fraction,previous_clipped_hot_mae_K,previous_posterior_hot_mae_K,previous_posterior_hot_95_coverage
DiagonalScanPath_4,posterior-mean propagation,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,117,2,295.3585248883726,0.40156888139266955,0.3831209781722815,331.63935958961497,341.79302799975164,10.153668410136675,3.4196320745675792,False,0.998000799680128,0.9342105263157895,0.7309875829418098,1.4613899023850807,11.454065921869729,12.142901514172047,18.803880724188723,1.0,False,0.9342105263157895,12.142901514172047,18.803880724188723,2.32364795455399,2.840442897000239,1.4613899023850807,1.7833016936915653,1.1887438983940375,1.2334244745162848,0.9567076342154041,0.7168396867224014,8.086675295046511,10.153668410136675,8.086675295046527,Diagonal,4,evaluation,0.03,fixed_stride_5,saturation_only_correction,0.3832553054183481,10.200184996978749,0.0,0.0,False,unbiased_M_times_M_minus_1,74,0.02958816473410636,2.5943551655465518,2.2136483751588187,0.7162162162162162
DiagonalScanPath_4,full-posterior propagation,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,117,2,295.3585248883726,0.40156193115909666,0.3830561992452827,331.63935958961497,341.8213337991219,10.181974209506905,3.7445683069884543,False,0.998000799680128,0.9342105263157895,0.7311342774352139,1.465617253972147,11.465762904888804,12.516029435457883,17.959157590602757,1.0,False,0.9342105263157895,12.516029435457883,17.959157590602757,2.3080845683779203,2.8302127405097988,1.465617253972147,1.7860072239573188,1.1916555868611372,1.2353994273032374,0.9581692783694787,0.7178314443799185,7.918852072624141,10.181974209506905,7.918852072624088,Diagonal,4,evaluation,0.03,fixed_stride_5,saturation_only_correction,0.3832553054183481,10.200184996978749,1.5264665350173914,0.716713527418217,True,unbiased_M_times_M_minus_1,74,0.02958816473410636,2.5943551655465518,2.2136483751588187,0.7162162162162162
DiagonalScanPath_5,clipped propagation,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,117,3,295.50866552712534,0.4360165725593188,0.4236794777730493,334.0359159203151,331.1163002554594,2.919615664855712,3.419709830259627,True,0.9976009596161536,0.9342105263157895,0.7342967272761362,1.5199621663710026,11.46830074307598,12.08344281063672,22.006855169493605,1.0,True,0.9342105263157895,12.08344281063672,22.006855169493605,2.869609770643911,3.882566158591927,1.5199621663710026,1.7617654037670554,1.239014213280456,1.2628886865629756,0.9817252731532157,0.749469574979578,1.9472738438656347,2.919615664855712,1.9471598614192167,Diagonal,5,evaluation,0.03,fixed_stride_5,saturation_only_correction,0.4390119481881109,2.9740814163643563,0.0,0.0,False,unbiased_M_times_M_minus_1,83,0.03318672530987605,2.531485381547889,2.128748577688744,0.6626506024096386
DiagonalScanPath_5,posterior-mean propagation,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,117,3,295.50866552712534,0.4058642033429323,0.3837936309414323,334.0359159203151,332.2259205852149,1.8099953351002114,3.4197576367316946,True,0.9984006397441023,0.9473684210526315,0.7306322800640732,1.3944923618876892,11.476651412422546,12.169279075714606,19.879134789695033,1.0,True,0.9473684210526315,12.169279075714606,19.879134789695033,2.3261693106322916,2.9676981869417864,1.3944923618876892,1.628461406857042,1.1809149369110359,1.2201862861248085,0.9477827175163458,0.7274773534355974,1.2177953881679633,1.8099953351002114,1.215758761063208,Diagonal,5,evaluation,0.03,fixed_stride_5,saturation_only_correction,0.3837209916282354,1.849046354247207,0.0,0.0,False,unbiased_M_times_M_minus_1,83,0.03318672530987605,2.531485381547889,2.128748577688744,0.6626506024096386
DiagonalScanPath_5,full-posterior propagation,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,117,3,295.50866552712534,0.40565703168775336,0.38377852934040657,334.0359159203151,332.3427526816264,1.6931632386887259,3.4658328969570413,True,0.9992003198720512,0.9736842105263158,0.7313900373067226,1.3977962333826037,11.486220160379142,12.705875293198156,18.990267618917162,1.0,True,0.9736842105263158,12.705875293198156,18.990267618917162,2.244531246682074,2.8682056439451875,1.3977962333826037,1.6889619911964069,1.1857983189935937,1.2532319028620196,0.9513185474372343,0.7442944148438875,1.049669535574362,1.6931632386887259,1.049669535574329,Diagonal,5,evaluation,0.03,fixed_stride_5,saturation_only_correction,0.3837209916282354,1.849046354247207,0.5717491900491504,0.6176759411322146,True,unbiased_M_times_M_minus_1,83,0.03318672530987605,2.531485381547889,2.128748577688744,0.6626506024096386
DiagonalScanPath_6,clipped propagation,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,117,3,295.76268867732483,0.4359741873638291,0.43457244897436426,331.21807173731014,328.0688985403601,3.1491731969500165,3.419748163482276,False,0.998000799680128,0.9342105263157895,0.7383182381050429,1.6408740221533913,11.490970697714316,12.187262138001998,21.425043454766875,1.0,False,0.9342105263157895,12.187262138001998,21.425043454766875,3.060811418758272,4.1567329517490395,1.6408740221533913,2.0132843827838767,1.3138510350653698,1.3936815058114909,1.0186111597347327,0.8082970105346368,5.455000627395694,7.7290354517776905,1.785155901368305,Diagonal,6,evaluation,0.03,fixed_stride_5,saturation_only_correction,0.4353943950236874,3.1619099981942327,0.0,0.0,False,unbiased_M_times_M_minus_1,79,0.03158736505397841,2.7201208277385236,2.283562412780356,0.7468354430379747
DiagonalScanPath_6,posterior-mean propagation,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,117,3,295.76268867732483,0.4240090286443735,0.41812360145802213,331.21807173731014,329.90536177192325,1.3127099653868868,3.41982578945228,True,0.9984006397441023,0.9473684210526315,0.7377647500037998,1.6258251783727367,11.492428167575532,12.28748103823416,21.20750614147604,1.0,True,0.9473684210526315,12.28748103823416,21.20750614147604,2.665518600388066,3.600400311077091,1.6258251783727367,2.1423623350105427,1.3126365865478289,1.5091480589689206,1.0110761871146388,0.8662949819690692,3.8109736100308074,5.8326712305620845,0.8158858105267084,Diagonal,6,evaluation,0.03,fixed_stride_5,saturation_only_correction,0.3882572504079895,1.3214053988870091,0.0,0.0,False,unbiased_M_times_M_minus_1,79,0.03158736505397841,2.7201208277385236,2.283562412780356,0.7468354430379747
DiagonalScanPath_6,full-posterior propagation,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,117,3,295.76268867732483,0.42756014593619934,0.4220859556227912,331.21807173731014,330.0516166977358,1.1664550395743163,3.4787291857331417,True,0.998000799680128,0.9342105263157895,0.7404005815576595,1.6757999508178418,11.506404329808342,12.96611088828763,22.48216445960654,1.0,True,0.9342105263157895,12.96611088828763,22.48216445960654,2.6757451536820662,3.581079425386041,1.6757999508178418,2.210724528328099,1.3471083127686296,1.5524998767483265,1.0326132482666721,0.8880536882524165,3.6249761295265377,5.75853073804393,0.7963959929027797,Diagonal,6,evaluation,0.03,fixed_stride_5,saturation_only_correction,0.3882572504079895,1.3214053988870091,0.6410036816083091,0.9174983412634209,True,unbiased_M_times_M_minus_1,79,0.03158736505397841,2.7201208277385236,2.283562412780356,0.7468354430379747
DiagonalScanPath_7,clipped propagation,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,117,2,295.92680693793324,0.4133053381591006,0.41701931622486327,329.2427619913974,336.7380730137076,7.495311022310204,3.419631653086831,False,0.998000799680128,0.9342105263157895,0.734025984905315,1.638524541154861,11.41845514625767,12.00189701868436,22.170445698395014,1.0,False,0.9342105263157895,12.00189701868436,22.170445698395014,3.224109325072933,4.37635854794108,1.638524541154861,1.9239700037911225,1.27894374488702,1.256666814581293,0.9994594961876951,0.736586199642416,5.691649902559669,7.495311022310204,5.6916499025596385,Diagonal,7,evaluation,0.03,fixed_stride_5,saturation_only_correction,0.4322249792696431,7.526603468208748,0.0,0.0,False,unbiased_M_times_M_minus_1,80,0.03198720511795282,2.846539173110377,2.5218178195117296,0.4875
DiagonalScanPath_7,posterior-mean propagation,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,117,2,295.92680693793324,0.37827388561890135,0.37435106299091664,329.2427619913974,337.85134223323166,8.608580241834261,3.4196322519221654,False,0.998000799680128,0.9342105263157895,0.7294115717335561,1.5045396682955847,11.413770108058557,12.045068490034984,20.647314187887968,1.0,False,0.9342105263157895,12.045068490034984,20.647314187887968,2.7843438115026538,3.76206007426679,1.5045396682955847,1.7689237239756204,1.2155105848991614,1.2271479595696104,0.9664823791240168,0.7217906844338421,6.704500341609169,8.608580241834261,6.704500341609211,Diagonal,7,evaluation,0.03,fixed_stride_5,saturation_only_correction,0.38564253399025494,8.640663508653688,0.0,0.0,False,unbiased_M_times_M_minus_1,80,0.03198720511795282,2.846539173110377,2.5218178195117296,0.4875
DiagonalScanPath_7,full-posterior propagation,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,117,2,295.92680693793324,0.3790308110482537,0.37516117599687365,329.2427619913974,337.8569711263401,8.614209134942712,3.452795255301376,False,0.9976009596161536,0.9210526315789473,0.7307228270248649,1.5257818229912488,11.426281890956325,12.157431699651777,20.96513550164185,1.0,False,0.9210526315789473,12.157431699651777,20.96513550164185,2.8405622516165274,3.7736295451009445,1.5257818229912488,1.778688621622362,1.2256325817658031,1.234084363367437,0.974389858892555,0.7252703965654614,6.943184879506656,8.614209134942712,6.943184879506569,Diagonal,7,evaluation,0.03,fixed_stride_5,saturation_only_correction,0.38564253399025494,8.640663508653688,0.48038495349526866,0.4573998713600796,True,unbiased_M_times_M_minus_1,80,0.03198720511795282,2.846539173110377,2.5218178195117296,0.4875
DiagonalScanPath_8,clipped propagation,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,117,2,296.12149833303096,0.40795547371406965,0.40806993183092566,336.214847986714,341.9503822639727,5.735534277258694,3.419633737138535,True,0.998000799680128,0.9342105263157895,0.737763320820427,1.662979354317943,11.462016301022482,12.092053455064564,23.340494136517677,1.0,True,0.9342105263157895,12.092053455064564,23.340494136517677,3.265039197482454,4.428517173375028,1.662979354317943,1.9840938857535892,1.3105836200569838,1.3424097052651274,1.011815549970832,0.7856081792551403,3.9446457025239146,5.735534277258694,3.9446457025239066,Diagonal,8,calibration,0.03,fixed_stride_5,saturation_only_correction,0.4261726272252346,5.711545293487802,0.0,0.0,False,unbiased_M_times_M_minus_1,77,0.03078768492602959,3.06156684424828,2.5942242004168845,0.5584415584415584
DiagonalScanPath_8,posterior-mean propagation,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,117,2,296.12149833303096,0.3797623426757166,0.36997365472246835,336.214847986714,344.47822433254817,8.26337634583416,3.419634282108638,False,0.998000799680128,0.9342105263157895,0.7367773133634241,1.5719234426562265,11.457536749096038,11.886350083692934,22.96120439905801,1.0,False,0.9342105263157895,11.886350083692934,22.96120439905801,2.82021915034288,3.596876463466948,1.5719234426562265,1.9099089249195569,1.2742804122009934,1.3737254149923466,0.9993267370865087,0.8013932146890059,6.207315401883909,8.26337634583416,6.207315401883918,Diagonal,8,calibration,0.03,fixed_stride_5,saturation_only_correction,0.37074374448686387,8.244532961711286,0.0,0.0,False,unbiased_M_times_M_minus_1,77,0.03078768492602959,3.06156684424828,2.5942242004168845,0.5584415584415584
DiagonalScanPath_8,full-posterior propagation,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,117,2,296.12149833303096,0.3807383222899892,0.3706878213154211,336.214847986714,344.6630873626854,8.448239375971411,3.84608889449919,False,0.998000799680128,0.9342105263157895,0.7376064037359493,1.58422120794294,11.476778843164706,12.158475498430807,20.652986285450794,1.0,False,0.9342105263157895,12.158475498430807,20.652986285450794,2.7873065627698668,3.600881009555285,1.58422120794294,1.9287932982336833,1.2785589681866307,1.3877163934606624,0.9993591762656443,0.80841523662203,6.576628865707752,8.448239375971411,6.576628865707769,Diagonal,8,calibration,0.03,fixed_stride_5,saturation_only_correction,0.37074374448686387,8.244532961711286,1.840430371703031,0.7864771233394974,True,unbiased_M_times_M_minus_1,77,0.03078768492602959,3.06156684424828,2.5942242004168845,0.5584415584415584
HorizontalScanPath_1,clipped propagation,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,117,0,294.63123831934564,0.6379234561111172,0.6138755867858618,317.4810532811467,304.01753636804693,13.463516913099795,3.4196267389530575,False,0.9984006397441023,0.9473684210526315,0.7272701858162937,1.4889195207950392,11.420653687015182,12.370223486315556,20.931340429240908,1.0,False,0.9473684210526315,12.370223486315556,20.931340429240908,2.7072478043010024,3.7697601624132173,1.4889195207950392,1.7184600236447434,1.1935264038553792,1.1104172179033849,0.920000136004017,0.6703435687185808,11.589704939011975,13.463516913099795,10.654390394852916,Horizontal,1,evaluation,0.03,fixed_stride_5,saturation_only_correction,0.6284608182155302,13.482583378182937,0.0,0.0,False,unbiased_M_times_M_minus_1,81,0.032387045181927226,2.3362551184433964,2.072788496217603,0.5802469135802469
HorizontalScanPath_1,posterior-mean propagation,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,117,0,294.63123831934564,0.560028389800216,0.5197099516838922,317.4810532811467,304.6076738615685,12.873379419578214,3.4196267389530575,False,0.9988004798080767,0.9605263157894737,0.7212347708474484,1.2715929714973029,11.420653687015182,12.370223486315556,18.381416866158354,1.0,False,0.9605263157894737,12.370223486315556,18.381416866158354,2.093338584506004,2.683293817236638,1.2715929714973029,1.3698868966059359,1.0737302524112369,0.9608756148242258,0.8598626557413572,0.5952722637902147,10.999567445490445,12.873379419578214,10.160827986389517,Horizontal,1,evaluation,0.03,fixed_stride_5,saturation_only_correction,0.5490284554739996,12.892427997532536,0.0,0.0,False,unbiased_M_times_M_minus_1,81,0.032387045181927226,2.3362551184433964,2.072788496217603,0.5802469135802469
