method,mean_crps_K_mean,mean_crps_K_std,mean_crps_K_count,fixed_top_01_crps_K_mean,fixed_top_01_crps_K_std,fixed_top_01_crps_K_count,hot_region_crps_K_mean,hot_region_crps_K_std,hot_region_crps_K_count,excess_field_rel_l2_mean,excess_field_rel_l2_std,excess_field_rel_l2_count,peak_absolute_error_K_mean,peak_absolute_error_K_std,peak_absolute_error_K_count,hot_region_95_coverage_mean,hot_region_95_coverage_std,hot_region_95_coverage_count,pointwise_95_coverage_mean,pointwise_95_coverage_std,pointwise_95_coverage_count,mean_95_interval_width_K_mean,mean_95_interval_width_K_std,mean_95_interval_width_K_count,hot_region_95_interval_width_K_mean,hot_region_95_interval_width_K_std,hot_region_95_interval_width_K_count
regular mean + RBF,0.7797075480511235,0.017849778478154558,30,5.746757123344891,0.8422891055284498,30,2.8201223558673165,0.3504756208171629,30,0.9078149251616038,0.03789016174616693,30,28.39351286623902,7.264951522055602,30,0.8956140350877193,0.01858667229280463,30,0.9968146074903373,0.00057015192952705,30,11.450127023251534,0.01578151549958676,30,12.059280218347997,0.17193791714303044,30
regular mean + stochastic space-time,0.6188441857905194,0.008160178926619558,30,5.138101985638567,0.7759560044660382,30,2.3827416529628342,0.23922880652758868,30,0.8191622876842051,0.08701179443340479,30,27.82551971724718,7.204204765307966,30,0.8798245614035088,0.022053492800899546,30,0.9962548314007731,0.000738638228137632,30,9.079566710106906,0.018395562552511853,30,9.941201430031564,0.2931895048779846,30
physics mean + RBF,0.7267498651962424,0.002706635022956027,30,2.7001790947669573,0.20268319335461332,30,1.4761445518474272,0.07767729588651667,30,0.4353646177783243,0.08597872951946876,30,7.835490919248764,4.030036578056351,30,0.9364035087719298,0.014281989653135036,30,0.9980141276822605,0.0004634831367827836,30,11.455361275618616,0.0160410685889382,30,12.144037723028209,0.12071333270556736,30
physics mean + stochastic space-time,0.5908321366374472,0.004299346331117101,30,2.559666360714817,0.208734622895881,30,1.4335390026798616,0.08459623498230884,30,0.4606880666261173,0.08512473393271672,30,7.742622771306164,4.006591321142149,30,0.9241228070175438,0.015330338000891432,30,0.9976009596161536,0.0005654592412527635,30,9.083833957401408,0.016500664715633176,30,10.039341357012743,0.1936243002928729,30
physics mean + advective stochastic space-time,0.5657090448399332,0.010432587877454306,30,2.544733338066712,0.2031245506156436,30,1.3526698806318544,0.07559250746331914,30,0.44619328177166045,0.08204541388776265,30,7.694978312722524,3.9116585616970103,30,0.9223684210526316,0.015587792407418834,30,0.9975476476076236,0.00058211278832038,30,8.69212062821888,0.1925339477006558,30,9.482756850161042,0.3670319718163939,30
