trajectory,method,diffusivity_m2_s,cooling_rate_1_s,signal_sd_K,source_coupling,n_frames,n_observations,n_saturated,threshold_K,excess_field_rel_l2,hot_region_rel_l2,peak_true_K,peak_predicted_K,peak_absolute_error_K,posterior_sd_at_true_peak_K,true_peak_in_95,pointwise_95_coverage,hot_region_95_coverage,mean_crps_K,hot_region_crps_K,mean_95_interval_width_K,hot_region_95_interval_width_K,hot_region_interval_score_K,interval_calibration_scale,calibrated_true_peak_in_95,calibrated_hot_region_95_coverage,calibrated_hot_region_95_interval_width_K,calibrated_hot_region_interval_score_K,fixed_top_01_crps_K,fixed_top_01_mae_K,fixed_top_03_crps_K,fixed_top_03_mae_K,fixed_top_05_crps_K,fixed_top_05_mae_K,fixed_top_10_crps_K,fixed_top_10_mae_K,true_peak_location_crps_K,true_peak_location_mae_K,field_maximum_crps_K,family,run_index,role,fraction_saturated,observed_saturated_fraction,observation_design,mean_type,residual_lengthscale_m,forcing_lengthscale_m,forcing_intensity_K2_per_s,crps_estimator
DiagonalScanPath_3,physics mean + stochastic space-time,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.1702227206133784,2,234,5,294.9015209525281,0.4551650777366187,0.4482785145159207,326.4740358780628,331.604548744955,5.130512866892218,2.955767015965924,False,0.9972011195521792,0.9078947368421052,0.5901687686238304,1.5148616839556537,9.083882893524333,10.260034685624982,21.661433767109383,1.0,False,0.9078947368421052,10.260034685624982,21.661433767109383,2.7660528126538018,3.472202618100611,1.5148616839556537,1.8569678716622993,1.163318594804938,1.3063360749180088,0.8699057579619015,0.7678598861497548,5.630351846108827,7.261375660765054,3.649374943345944,Diagonal,3,evaluation,0.03,0.0213675213675213,fixed_stride_5,physics one-step clipped,0.0003125,0.0003125,1077.1162951691497,unbiased_M_times_M_minus_1
DiagonalScanPath_4,regular mean + RBF,3.6109129986233175e-06,0.0,3.4305133895116966,,1,117,2,295.3585248883726,0.9283692339004824,0.9501409064332288,331.63935958961497,297.4705153724891,34.168844217125866,3.419629760193113,False,0.9964014394242304,0.881578947368421,0.7796028660657673,2.949390656763899,11.451021489436018,12.140300129636694,56.97919491278557,1.0,False,0.881578947368421,12.140300129636694,56.97919491278557,6.440213972117205,7.949785355739544,2.949390656763899,3.825800898612769,2.12593031504139,2.742406322732387,1.4649078772678308,1.7840572578690113,36.83358388289208,38.48554318480245,26.489793127081168,Diagonal,4,evaluation,0.03,0.017094017094017,fixed_stride_5,constant ambient,0.0003125,,,unbiased_M_times_M_minus_1
DiagonalScanPath_4,regular mean + stochastic space-time,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,,2,234,3,295.3585248883726,0.8650693781760247,0.900493417299189,331.63935958961497,297.38548283445346,34.253876755161514,2.949320402477223,False,0.9964014394242304,0.881578947368421,0.6218059810747778,2.569083197488923,9.07197818511732,9.798884104145651,54.98975690617628,1.0,False,0.881578947368421,9.798884104145651,54.98975690617628,5.894279506221911,7.212948479567866,2.569083197488923,3.16020439905493,1.803884024465105,2.091860084007747,1.188720569823988,1.1781950026700398,36.2620600772239,38.054464992628766,27.924240224085622,Diagonal,4,evaluation,0.03,0.0128205128205128,fixed_stride_5,constant ambient,0.0003125,0.0003125,1077.1162951691497,unbiased_M_times_M_minus_1
DiagonalScanPath_4,physics mean + RBF,3.6109129986233175e-06,0.0,3.4305133895116966,0.1702227206133784,1,117,2,295.3585248883726,0.4145734488660652,0.4274683312640293,331.63935958961497,339.09185032019934,7.452490730584373,3.4196309546876793,False,0.9972011195521792,0.9078947368421052,0.7273167087418583,1.5244964035300363,11.457155472219451,12.01077115275171,22.45757851378129,1.0,False,0.9078947368421052,12.01077115275171,22.45757851378129,2.928728219473325,3.996763162876501,1.5244964035300363,1.7553961202762818,1.2096862647863167,1.1351624867112766,0.9572110249176142,0.6214789876099701,5.515026955954595,7.452490730584373,5.515026955954586,Diagonal,4,evaluation,0.03,0.017094017094017,fixed_stride_5,physics one-step clipped,0.0003125,,,unbiased_M_times_M_minus_1
DiagonalScanPath_4,physics mean + stochastic space-time,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.1702227206133784,2,234,3,295.3585248883726,0.4310662797763295,0.428052595663888,331.63935958961497,339.25024866769985,7.610889078084881,2.9495049800081783,False,0.9976009596161536,0.9210526315789472,0.589517038968665,1.5067223760437098,9.079702607385055,9.939940870537615,21.258863822691502,1.0,False,0.9210526315789472,9.939940870537615,21.258863822691502,2.852741984068747,3.891657141122273,1.5067223760437098,1.971954319622286,1.1808346210415803,1.430550719945537,0.8763041000201337,0.8082835431604772,5.781920574060538,7.610889078084881,5.781920574060531,Diagonal,4,evaluation,0.03,0.0128205128205128,fixed_stride_5,physics one-step clipped,0.0003125,0.0003125,1077.1162951691497,unbiased_M_times_M_minus_1
DiagonalScanPath_5,regular mean + RBF,3.6109129986233175e-06,0.0,3.4305133895116966,,1,117,3,295.50866552712534,0.9140041989925244,0.9372998520278728,334.0359159203151,297.53110536551054,36.50481055480458,3.419740820130839,False,0.9972011195521792,0.9078947368421052,0.7839596827738247,3.008377857408725,11.467255248096034,12.189715183981262,56.82822345260121,1.0,False,0.9078947368421052,12.189715183981262,56.82822345260121,6.545177155276442,8.15007403612358,3.008377857408725,3.948321996638829,2.1940685290166035,2.881196654774857,1.5035801528308634,1.877305638277822,39.06649844679597,40.79607452912376,28.93920213995679,Diagonal,5,evaluation,0.03,0.0256410256410256,fixed_stride_5,constant ambient,0.0003125,,,unbiased_M_times_M_minus_1
DiagonalScanPath_5,regular mean + stochastic space-time,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,,2,234,6,295.50866552712534,0.833810111671688,0.8672349585091919,334.0359159203151,298.55915418393505,35.47676173638007,2.972232412329879,False,0.9964014394242304,0.8947368421052632,0.6258487714770571,2.5539211829121053,9.115494229140264,10.726500460973243,53.87854476499861,1.0,False,0.8947368421052632,10.726500460973243,53.87854476499861,5.60217909155014,6.7872086628576085,2.5539211829121053,3.1934455613365493,1.866985609388904,2.3012557372861058,1.218304167645915,1.270025973163904,38.09147860194971,39.92924765059939,29.338094679499644,Diagonal,5,evaluation,0.03,0.0256410256410256,fixed_stride_5,constant ambient,0.0003125,0.0003125,1077.1162951691497,unbiased_M_times_M_minus_1
DiagonalScanPath_5,physics mean + RBF,3.6109129986233175e-06,0.0,3.4305133895116966,0.1702227206133784,1,117,3,295.50866552712534,0.4156153625443401,0.4252907651748485,334.0359159203151,331.10741203632983,2.928503883985286,3.419709830259627,True,0.9976009596161536,0.9342105263157896,0.7296620038465929,1.5262484329752188,11.46830074307598,12.083442810636724,22.08598681089993,1.0,True,0.9342105263157896,12.083442810636724,22.08598681089993,2.881594330088405,3.899053646133515,1.5262484329752188,1.7731758029453646,1.2423494699413882,1.2523813144126823,0.9788593873489588,0.6633525693806704,1.9532980812757372,2.928503883985286,1.953170672230516,Diagonal,5,evaluation,0.03,0.0256410256410256,fixed_stride_5,physics one-step clipped,0.0003125,,,unbiased_M_times_M_minus_1
DiagonalScanPath_5,physics mean + stochastic space-time,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.1702227206133784,2,234,6,295.50866552712534,0.4248428763618749,0.4136588108743557,334.0359159203151,331.5925555089752,2.4433604113399383,2.968777769661868,True,0.998000799680128,0.9342105263157896,0.5935482440707233,1.495649546077295,9.105590383096269,10.12787270907666,22.67123448572995,1.0,True,0.9342105263157896,10.12787270907666,22.67123448572995,2.5476190167608053,3.212631274134535,1.495649546077295,1.998357850112214,1.2343657310185665,1.626557397980496,0.9037691918878052,0.9070579925445442,1.2600114694589388,2.4433604113399383,1.2600114694589968,Diagonal,5,evaluation,0.03,0.0256410256410256,fixed_stride_5,physics one-step clipped,0.0003125,0.0003125,1077.1162951691497,unbiased_M_times_M_minus_1
DiagonalScanPath_6,regular mean + RBF,3.6109129986233175e-06,0.0,3.4305133895116966,,1,117,3,295.76268867732483,0.9050849314942752,0.9301742565291736,331.21807173731014,297.9727839750229,33.24528776228726,3.419731042152501,False,0.9964014394242304,0.881578947368421,0.7934988727266343,3.170623222544214,11.480754614460496,11.923855717408877,57.64461485412646,1.0,False,0.881578947368421,11.923855717408877,57.64461485412646,6.781255952335583,8.349156439986247,3.170623222544214,4.1466514598258,2.3303682008143514,3.077323207881369,1.5845192194858582,2.0195196483844944,36.21995391575914,37.97442913036781,25.79233539064848,Diagonal,6,evaluation,0.03,0.0256410256410256,fixed_stride_5,constant ambient,0.0003125,,,unbiased_M_times_M_minus_1
DiagonalScanPath_6,regular mean + stochastic space-time,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,,2,234,6,295.76268867732483,0.8134941729411851,0.8534745514444234,331.21807173731014,299.14538128408265,32.072690453227494,2.9726585046613407,False,0.9964014394242304,0.881578947368421,0.6291075912531026,2.699912784263959,9.11947816226322,10.474348324978475,54.00714157084263,1.0,False,0.881578947368421,10.474348324978475,54.00714157084263,5.867265755166121,6.926799109776368,2.699912784263959,3.3901001596523868,1.9499426845999817,2.428407205709192,1.2629227642218446,1.3293582540156188,35.193667984300454,36.90559414616865,26.117521431575764,Diagonal,6,evaluation,0.03,0.0256410256410256,fixed_stride_5,constant ambient,0.0003125,0.0003125,1077.1162951691497,unbiased_M_times_M_minus_1
DiagonalScanPath_6,physics mean + RBF,3.6109129986233175e-06,0.0,3.4305133895116966,0.1702227206133784,1,117,3,295.76268867732483,0.4134099325469158,0.4311475837006975,331.21807173731014,328.0813886069524,3.136683130357767,3.419748163482276,False,0.998000799680128,0.9342105263157896,0.7334726107687829,1.630768317908069,11.490970697714316,12.187262138001998,21.126243203579776,1.0,False,0.9342105263157896,12.187262138001998,21.126243203579776,3.0360448842046375,4.128056930581725,1.630768317908069,1.994784392699684,1.3066351345962388,1.3568240628890569,1.0104763911534262,0.7147663242379183,5.382071926634869,7.654449280545066,1.7696487998093111,Diagonal,6,evaluation,0.03,0.0256410256410256,fixed_stride_5,physics one-step clipped,0.0003125,,,unbiased_M_times_M_minus_1
DiagonalScanPath_6,physics mean + stochastic space-time,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.1702227206133784,2,234,6,295.76268867732483,0.4413739299301794,0.4309779656165135,331.21807173731014,328.4814161367271,2.736655600583049,2.9885068611385583,False,0.9976009596161536,0.9210526315789472,0.6014563085265853,1.7095917573173534,9.118313909252349,10.547218154041108,20.04525872336354,1.0,False,0.9210526315789472,10.547218154041108,20.04525872336354,2.6163909725541235,3.4650507477605856,1.7095917573173534,2.3774070800734832,1.40492569146994,1.961078852077235,0.989449727723432,1.0731037247273063,5.507465696229744,7.028795408397002,1.6685837666952312,Diagonal,6,evaluation,0.03,0.0256410256410256,fixed_stride_5,physics one-step clipped,0.0003125,0.0003125,1077.1162951691497,unbiased_M_times_M_minus_1
DiagonalScanPath_7,regular mean + RBF,3.6109129986233175e-06,0.0,3.4305133895116966,,1,117,2,295.92680693793324,0.9125146077856974,0.9387460197552424,329.2427619913974,297.37920722216313,31.86355476923427,3.419628930382332,False,0.995201919232307,0.8421052631578947,0.8043795348681795,3.538889490047667,11.417984749734773,11.831596246031856,65.04119682895616,1.0,False,0.8421052631578947,11.831596246031856,65.04119682895616,7.440252616382605,9.04882800414376,3.538889490047667,4.653176058837282,2.561077567924763,3.4481936055557805,1.7070255116441808,2.201686969025655,34.23024130300216,36.090659900142214,23.849592730230498,Diagonal,7,evaluation,0.03,0.017094017094017,fixed_stride_5,constant ambient,0.0003125,,,unbiased_M_times_M_minus_1
DiagonalScanPath_7,regular mean + stochastic space-time,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,,2,234,5,295.92680693793324,0.8066882164052586,0.8523032185984454,329.2427619913974,298.6294844896856,30.61327750171182,2.9528307343804214,False,0.9948020791683326,0.8289473684210527,0.6269617462909913,2.744846401084555,9.064633157951084,10.020216999517151,60.10186743145643,1.0,False,0.8289473684210527,10.020216999517151,60.10186743145643,6.252401611658953,7.448788058118433,2.744846401084555,3.3310087094536875,1.9225162700430112,2.2298733997748275,1.2458674964599312,1.2040323845163654,33.83919373690958,35.46404119528131,24.66572941611191,Diagonal,7,evaluation,0.03,0.0213675213675213,fixed_stride_5,constant ambient,0.0003125,0.0003125,1077.1162951691497,unbiased_M_times_M_minus_1
DiagonalScanPath_7,physics mean + RBF,3.6109129986233175e-06,0.0,3.4305133895116966,0.1702227206133784,1,117,2,295.92680693793324,0.3965165590390421,0.4169767148236795,329.2427619913974,336.7530916471486,7.510329655751207,3.419631653086831,False,0.998000799680128,0.9342105263157896,0.7301007009295126,1.6370422243781482,11.41845514625767,12.001897018684357,22.203638432052315,1.0,False,0.9342105263157896,12.001897018684357,22.203638432052315,3.2213586231328484,4.372624870657669,1.6370422243781482,1.9189235845456525,1.2773937767299957,1.2085371853632332,0.9943635721180348,0.636052120645994,5.706334788590781,7.510329655751207,5.706334788590854,Diagonal,7,evaluation,0.03,0.017094017094017,fixed_stride_5,physics one-step clipped,0.0003125,,,unbiased_M_times_M_minus_1
DiagonalScanPath_7,physics mean + stochastic space-time,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.1702227206133784,2,234,5,295.92680693793324,0.3908496779425252,0.3951511342636757,329.2427619913974,337.10602994158194,7.863267950184536,2.9549080072160514,False,0.9972011195521792,0.9078947368421052,0.5899196534586607,1.553011720593238,9.055076680230616,10.026679182388158,21.279011474023655,1.0,False,0.9078947368421052,10.026679182388158,21.279011474023655,2.794966235944356,3.5510833093642327,1.553011720593238,2.0179497761943903,1.2167204974095966,1.4668305041662004,0.8911445196048173,0.8119850665238459,6.542850955004259,7.863267950184536,6.542850955004279,Diagonal,7,evaluation,0.03,0.0213675213675213,fixed_stride_5,physics one-step clipped,0.0003125,0.0003125,1077.1162951691497,unbiased_M_times_M_minus_1
DiagonalScanPath_8,regular mean + RBF,3.6109129986233175e-06,0.0,3.4305133895116966,,1,117,2,296.12149833303096,0.910417597150291,0.9339788799186698,336.214847986714,297.9803401438464,38.23450784286763,3.4196295054474395,False,0.9956017592962816,0.8552631578947368,0.8116258399826322,3.655469880411259,11.45055812014929,11.962702350434077,66.46547226144506,1.0,False,0.8552631578947368,11.962702350434077,66.46547226144506,7.565524020787631,9.1744805944484,3.655469880411259,4.850364409792977,2.6343575626576734,3.577617777423908,1.760774147621828,2.343232797261455,41.0281872293739,43.01085635620069,30.947152886661417,Diagonal,8,calibration,0.03,0.017094017094017,fixed_stride_5,constant ambient,0.0003125,,,unbiased_M_times_M_minus_1
DiagonalScanPath_8,regular mean + stochastic space-time,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,,2,234,5,296.12149833303096,0.8021590133753516,0.8462272288278937,336.214847986714,298.9105483866982,37.30429960001578,2.952477974923541,False,0.9956017592962816,0.8552631578947368,0.6328371617858611,2.8299012978868165,9.080722854755608,9.752001334931268,63.84996528483213,1.0,False,0.8552631578947368,9.752001334931268,63.84996528483213,6.386315276278926,7.546909502981896,2.8299012978868165,3.4292003733643437,1.9787386186930631,2.296897797160644,1.2838400909816308,1.314645310981839,40.82813388595575,42.21984778294717,31.822374279675607,Diagonal,8,calibration,0.03,0.0213675213675213,fixed_stride_5,constant ambient,0.0003125,0.0003125,1077.1162951691497,unbiased_M_times_M_minus_1
DiagonalScanPath_8,physics mean + RBF,3.6109129986233175e-06,0.0,3.4305133895116966,0.1702227206133784,1,117,2,296.12149833303096,0.3902426364859307,0.4081589371319107,336.214847986714,341.95751471187026,5.742666725156255,3.419633737138535,True,0.998000799680128,0.9342105263157896,0.7334476685151307,1.664553736002474,11.462016301022482,12.09205345506457,23.306042962330583,1.0,True,0.9342105263157896,12.09205345506457,23.306042962330583,3.2646510516971032,4.427124178138528,1.664553736002474,1.980217750287604,1.3079252104053225,1.278279954492549,1.0071694267831597,0.6916969668167506,3.9509856562105607,5.742666725156255,3.9509856562105328,Diagonal,8,calibration,0.03,0.017094017094017,fixed_stride_5,physics one-step clipped,0.0003125,,,unbiased_M_times_M_minus_1
DiagonalScanPath_8,physics mean + stochastic space-time,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.1702227206133784,2,234,5,296.12149833303096,0.3755161227468006,0.3769399314661291,336.214847986714,342.4614680135042,6.246620026790197,2.957872115101697,False,0.9968012794882048,0.8947368421052632,0.5925265462524422,1.5405915592029735,9.089870019709815,10.066392640514485,23.17582963663509,1.0,False,0.8947368421052632,10.066392640514485,23.17582963663509,2.850641293432285,3.550665912060212,1.5405915592029735,1.906816717323084,1.216972739353475,1.4149073979486326,0.8887393240905831,0.7976159198633975,4.56667243881862,6.246620026790197,4.566672438818695,Diagonal,8,calibration,0.03,0.0213675213675213,fixed_stride_5,physics one-step clipped,0.0003125,0.0003125,1077.1162951691497,unbiased_M_times_M_minus_1
HorizontalScanPath_1,regular mean + RBF,3.6109129986233175e-06,0.0,3.4305133895116966,,1,117,0,294.63123831934564,0.9748464083259986,0.9798142275747947,317.4810532811467,294.44889993806026,23.032153343086463,3.4196267389530575,False,0.9972011195521792,0.9078947368421052,0.752101701532455,2.322588970231788,11.420653687015182,12.370223486315556,32.65173490945246,1.0,False,0.9078947368421052,12.370223486315556,32.65173490945246,4.415367658790547,5.9239814484135005,2.322588970231788,3.2576671844434006,1.741979105325734,2.357754456825747,1.2067901221261963,1.3933458958860163,22.430829356604992,24.304641330692732,12.382991409672224,Horizontal,1,evaluation,0.03,0.0,fixed_stride_5,constant ambient,0.0003125,,,unbiased_M_times_M_minus_1
HorizontalScanPath_1,regular mean + stochastic space-time,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,,2,234,0,294.63123831934564,0.9429987087332375,0.9480465126074084,317.4810532811467,294.4361210034294,23.04493227771735,2.948016687543056,False,0.9964014394242304,0.881578947368421,0.6077305611383561,2.178036385912446,9.04014914864725,10.032576970497203,34.40884100566954,1.0,False,0.881578947368421,10.032576970497203,34.40884100566954,4.443467712864388,5.74194280788621,2.178036385912446,2.9373182034307797,1.575731008490751,2.03598629704195,1.045509619977877,1.1602149828032398,22.605229909562915,24.22061936303885,14.38045227231879,Horizontal,1,evaluation,0.03,0.0,fixed_stride_5,constant ambient,0.0003125,0.0003125,1077.1162951691497,unbiased_M_times_M_minus_1
