method,field_rel_l2,hot_region_rel_l2,peak_true,peak_pred,peak_abs_error,true_peak_x,true_peak_y,posterior_mean_at_true_peak,posterior_sd_at_true_peak,peak_ci_lower,peak_ci_upper,true_peak_in_95,shape,shape_label,obs_n,n_observations,n_saturated,actual_frac_saturated,selected_lengthscale,lengthscale,threshold,kernel,kernel_label,observation_seed,kernel_lengthscale,kernel_lengthscale_y,kernel_angle_degrees
censored sampled,0.03501472015412894,0.04097530028121944,1302.3172913701162,1271.9450817206678,30.37220964944845,0.36206896551724155,-0.1206896551724137,1271.9450817206678,213.59202263145164,905.679735612695,1670.125009814639,True,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,0.75,0.75,808.9584790988589,anisotropic_informed,anisotropic informed,6,0.75,0.48,0.0
oracle true,0.0005216724313355512,0.0009326150203460863,1302.3172913701162,1300.4120070590438,1.9052843110723643,0.36206896551724155,-0.1206896551724137,1300.4120070590438,22.75300564775162,1255.8161159894507,1345.007898128637,True,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,0.75,0.75,808.9584790988589,anisotropic_informed,anisotropic informed,6,0.75,0.48,0.0
exact clipped,0.10369694375108521,0.25143648223956677,1302.3172913701162,835.2129796580115,467.10431171210473,0.36206896551724155,-0.1206896551724137,804.8494570495853,15.146832796686091,775.1616647680806,834.53724933109,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,0.7,0.7,808.9584790988589,isotropic_fixed,isotropic fixed,7,0.7,,0.0
discard saturated,0.045014478490956175,0.09093935486978034,1302.3172913701162,1133.0271279814847,169.29016338863153,0.36206896551724155,-0.1206896551724137,1119.715046461576,123.53910657401686,877.578397576503,1361.8516953466492,True,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,0.7,0.7,808.9584790988589,isotropic_fixed,isotropic fixed,7,0.7,,0.0
censored Laplace,0.030811386448036326,0.038642781987052205,1302.3172913701162,1262.5082959828737,39.808995387242476,0.36206896551724155,-0.1206896551724137,1244.2111678562437,90.52997424094903,1066.7724183439836,1421.6499173685038,True,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,0.7,0.7,808.9584790988589,isotropic_fixed,isotropic fixed,7,0.7,,0.0
censored sampled,0.03043275479452446,0.036552661207094286,1302.3172913701162,1275.22181591775,27.095475452366145,0.36206896551724155,-0.1206896551724137,1257.8594244656726,96.93385944601629,1102.8508120278893,1458.6598876394655,True,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,0.7,0.7,808.9584790988589,isotropic_fixed,isotropic fixed,7,0.7,,0.0
oracle true,0.0015770389686947316,0.0030837502102339744,1302.3172913701162,1296.622702100061,5.694589270055303,0.36206896551724155,-0.1206896551724137,1296.622702100061,15.146832796686091,1266.9349098185562,1326.3104943815656,True,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,0.7,0.7,808.9584790988589,isotropic_fixed,isotropic fixed,7,0.7,,0.0
exact clipped,0.0980186340498938,0.23864634455653955,1302.3172913701162,877.931898012021,424.38539335809526,0.36206896551724155,-0.1206896551724137,877.931898012021,8.293423764181682,861.6767874342248,894.1870085898171,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,1.3846806245536867,1.3846806245536867,808.9584790988589,isotropic_tuned,isotropic tuned,7,1.3846806245536867,,0.0
discard saturated,0.08982449222749021,0.21825997608944628,1302.3172913701162,909.3470443553769,392.97024701473936,0.36206896551724155,-0.1206896551724137,909.3470443553769,18.029014613848243,874.0101757122343,944.6839129985194,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,1.3846806245536867,1.3846806245536867,808.9584790988589,isotropic_tuned,isotropic tuned,7,1.3846806245536867,,0.0
censored Laplace,0.07803638450833723,0.18729538685864305,1302.3172913701162,958.2627698177441,344.0545215523721,0.36206896551724155,-0.1206896551724137,958.2627698177441,13.985267188453696,930.8516461283749,985.6738935071133,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,1.3846806245536867,1.3846806245536867,808.9584790988589,isotropic_tuned,isotropic tuned,7,1.3846806245536867,,0.0
censored sampled,0.07489559552734451,0.17841336961773666,1302.3172913701162,971.1747236104272,331.142567759689,0.36206896551724155,-0.1206896551724137,971.1747236104272,13.565530262210736,944.1996388087232,997.4597385409763,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,1.3846806245536867,1.3846806245536867,808.9584790988589,isotropic_tuned,isotropic tuned,7,1.3846806245536867,,0.0
oracle true,0.037971742227029905,0.061111818771420516,1302.3172913701162,1170.8164852434625,131.50080612665374,0.36206896551724155,-0.1206896551724137,1170.8164852434625,8.293423764181682,1154.5613746656663,1187.0715958212586,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,1.3846806245536867,1.3846806245536867,808.9584790988589,isotropic_tuned,isotropic tuned,7,1.3846806245536867,,0.0
exact clipped,0.09646856124306348,0.2349958027919099,1302.3172913701162,883.9103545377424,418.40693683237384,0.36206896551724155,-0.1206896551724137,883.9103545377424,9.08471663291297,866.104309937233,901.7163991382517,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,1.75,1.75,808.9584790988589,anisotropic_tuned,anisotropic tuned,7,1.75,0.9,0.0
discard saturated,0.06611117465052327,0.15802070379730787,1302.3172913701162,1007.9369176662839,294.38037370383233,0.36206896551724155,-0.1206896551724137,1007.9369176662839,22.914824526081837,963.0238615951635,1052.8499737374043,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,1.75,1.75,808.9584790988589,anisotropic_tuned,anisotropic tuned,7,1.75,0.9,0.0
censored Laplace,0.05684356449156133,0.1337601945487125,1302.3172913701162,1047.212484928843,255.10480644127324,0.36206896551724155,-0.1206896551724137,1047.212484928843,20.967958511168344,1006.115286246953,1088.309683610733,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,1.75,1.75,808.9584790988589,anisotropic_tuned,anisotropic tuned,7,1.75,0.9,0.0
censored sampled,0.05762748549474067,0.13578379244275446,1302.3172913701162,1044.589462621144,257.7278287489721,0.36206896551724155,-0.1206896551724137,1044.589462621144,16.39900959840141,1016.70199249215,1080.536622025453,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,1.75,1.75,808.9584790988589,anisotropic_tuned,anisotropic tuned,7,1.75,0.9,0.0
oracle true,0.020316090082124778,0.033587466453411347,1302.3172913701162,1222.6069710627312,79.71032030738502,0.36206896551724155,-0.1206896551724137,1222.6069710627312,9.08471663291297,1204.8009264622217,1240.4130156632407,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,1.75,1.75,808.9584790988589,anisotropic_tuned,anisotropic tuned,7,1.75,0.9,0.0
exact clipped,0.10510893618306431,0.25446129262156203,1302.3172913701162,846.4779543726285,455.83933699748775,0.36206896551724155,-0.1206896551724137,781.5502655241661,22.75300564775162,736.9543744545729,826.1461565937593,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,0.75,0.75,808.9584790988589,anisotropic_informed,anisotropic informed,7,0.75,0.48,0.0
discard saturated,0.04455748505866739,0.08605535136818512,1302.3172913701162,1167.0221211636353,135.29517020648086,0.36206896551724155,-0.1206896551724137,1126.3586661775648,243.23073255849053,649.6264303629234,1603.0909019922062,True,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,0.75,0.75,808.9584790988589,anisotropic_informed,anisotropic informed,7,0.75,0.48,0.0
censored Laplace,0.03580226891740361,0.05468049848368073,1302.3172913701162,1260.0827876843036,42.23450368581257,0.36206896551724155,-0.1206896551724137,1216.9970068054972,230.63599772421614,764.9504512660336,1669.0435623449607,True,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,0.75,0.75,808.9584790988589,anisotropic_informed,anisotropic informed,7,0.75,0.48,0.0
censored sampled,0.03278424259580319,0.04093180266442137,1302.3172913701162,1353.0818889898444,50.76459761972819,0.36206896551724155,-0.1206896551724137,1317.7608044173892,208.11499028974035,978.6714759065702,1750.091340266966,True,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,0.75,0.75,808.9584790988589,anisotropic_informed,anisotropic informed,7,0.75,0.48,0.0
oracle true,0.0005216724313355512,0.0009326150203460863,1302.3172913701162,1300.4120070590438,1.9052843110723643,0.36206896551724155,-0.1206896551724137,1300.4120070590438,22.75300564775162,1255.8161159894507,1345.007898128637,True,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,0.75,0.75,808.9584790988589,anisotropic_informed,anisotropic informed,7,0.75,0.48,0.0
exact clipped,0.10442771708209682,0.25148577307051095,1302.3172913701162,836.2282417019295,466.0890496681867,0.36206896551724155,-0.1206896551724137,792.7420702338699,15.146832796686091,763.0542779523652,822.4298625153746,False,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,0.7,0.7,808.9584790988589,isotropic_fixed,isotropic fixed,8,0.7,,0.0
discard saturated,0.03689582224275538,0.05548437573759274,1302.3172913701162,1179.8765907029474,122.44070066716881,0.36206896551724155,-0.1206896551724137,1179.8765907029474,87.76998257877214,1007.847424848554,1351.9057565573407,True,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,0.7,0.7,808.9584790988589,isotropic_fixed,isotropic fixed,8,0.7,,0.0
censored Laplace,0.035465539564517576,0.04889505778204949,1302.3172913701162,1190.859767611813,111.4575237583033,0.36206896551724155,-0.1206896551724137,1190.859767611813,86.06603886456972,1022.1703314372562,1359.5492037863696,True,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,0.7,0.7,808.9584790988589,isotropic_fixed,isotropic fixed,8,0.7,,0.0
censored sampled,0.03450051400483081,0.04391621290146178,1302.3172913701162,1204.848802222997,97.46848914711927,0.36206896551724155,-0.1206896551724137,1199.812451302826,87.74788052588958,1028.9024519964253,1366.5793700723368,True,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,0.7,0.7,808.9584790988589,isotropic_fixed,isotropic fixed,8,0.7,,0.0
oracle true,0.0015770389686947316,0.0030837502102339744,1302.3172913701162,1296.622702100061,5.694589270055303,0.36206896551724155,-0.1206896551724137,1296.622702100061,15.146832796686091,1266.9349098185562,1326.3104943815656,True,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,0.7,0.7,808.9584790988589,isotropic_fixed,isotropic fixed,8,0.7,,0.0
exact clipped,0.09529684362791466,0.23263819240473158,1302.3172913701162,886.7600896375556,415.55720173256066,0.36206896551724155,-0.1206896551724137,886.7600896375556,9.066211475902028,868.9903151447876,904.5298641303235,False,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,1.2492527882402238,1.2492527882402238,808.9584790988589,isotropic_tuned,isotropic tuned,8,1.2492527882402238,,0.0
discard saturated,0.06432026926269092,0.15285197489916996,1302.3172913701162,1016.7278071064487,285.5894842636675,0.36206896551724155,-0.1206896551724137,1016.7278071064487,19.049198705901542,979.3913776428817,1054.0642365700157,False,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,1.2492527882402238,1.2492527882402238,808.9584790988589,isotropic_tuned,isotropic tuned,8,1.2492527882402238,,0.0
censored Laplace,0.061865985222587266,0.1459771459881129,1302.3172913701162,1027.72085238016,274.59643898995614,0.36206896551724155,-0.1206896551724137,1027.72085238016,17.788729728360494,992.8549421125736,1062.5867626477466,False,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,1.2492527882402238,1.2492527882402238,808.9584790988589,isotropic_tuned,isotropic tuned,8,1.2492527882402238,,0.0
censored sampled,0.06189422574757356,0.14599227918734048,1302.3172913701162,1027.4380481481912,274.879243221925,0.36206896551724155,-0.1206896551724137,1027.4380481481912,17.080984650785773,997.1506946749602,1063.2013684980884,False,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,1.2492527882402238,1.2492527882402238,808.9584790988589,isotropic_tuned,isotropic tuned,8,1.2492527882402238,,0.0
oracle true,0.02811180814492552,0.04545222498994643,1302.3172913701162,1206.1767446733306,96.14054669678558,0.36206896551724155,-0.1206896551724137,1206.1767446733306,9.066211475902028,1188.4069701805627,1223.9465191660986,False,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,1.2492527882402238,1.2492527882402238,808.9584790988589,isotropic_tuned,isotropic tuned,8,1.2492527882402238,,0.0
exact clipped,0.09491957970924231,0.23121558339823808,1302.3172913701162,889.9649124619449,412.3523789081713,0.36206896551724155,-0.1206896551724137,889.2484303712466,9.08471663291297,871.4423857707372,907.054474971756,False,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,1.75,1.75,808.9584790988589,anisotropic_tuned,anisotropic tuned,8,1.75,0.9,0.0
discard saturated,0.05187554587364629,0.11965515665459334,1302.3172913701162,1070.2460887843358,232.07120258578038,0.36206896551724155,-0.1206896551724137,1069.706616082029,21.502890444043803,1027.5609508117032,1111.852281352355,False,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,1.75,1.75,808.9584790988589,anisotropic_tuned,anisotropic tuned,8,1.75,0.9,0.0
censored Laplace,0.05044294093724207,0.11536615930272517,1302.3172913701162,1078.1107849512814,224.2065064188348,0.36206896551724155,-0.1206896551724137,1077.0864541892358,20.962924052449683,1035.9991230464345,1118.1737853320371,False,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,1.75,1.75,808.9584790988589,anisotropic_tuned,anisotropic tuned,8,1.75,0.9,0.0
censored sampled,0.05051993364250122,0.11528463840313431,1302.3172913701162,1077.7605087633856,224.55678260673062,0.36206896551724155,-0.1206896551724137,1076.6963095507397,20.3528872842464,1033.8454658311173,1113.872994660182,False,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,1.75,1.75,808.9584790988589,anisotropic_tuned,anisotropic tuned,8,1.75,0.9,0.0
oracle true,0.020316090082124778,0.033587466453411347,1302.3172913701162,1222.6069710627312,79.71032030738502,0.36206896551724155,-0.1206896551724137,1222.6069710627312,9.08471663291297,1204.8009264622217,1240.4130156632407,False,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,1.75,1.75,808.9584790988589,anisotropic_tuned,anisotropic tuned,8,1.75,0.9,0.0
exact clipped,0.10595769689010147,0.2543437352662701,1302.3172913701162,838.6433321378998,463.67395923221636,0.36206896551724155,-0.1206896551724137,773.9890312379038,22.75300564775162,729.3931401683105,818.584922307497,False,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,0.75,0.75,808.9584790988589,anisotropic_informed,anisotropic informed,8,0.75,0.48,0.0
discard saturated,0.043031259590295794,0.07298586969510275,1302.3172913701162,1179.67283584808,122.6444555220362,0.36206896551724155,-0.1206896551724137,1142.8914817469363,229.58314144671297,692.9085245113788,1592.8744389824938,True,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,0.75,0.75,808.9584790988589,anisotropic_informed,anisotropic informed,8,0.75,0.48,0.0
censored Laplace,0.041166074603641974,0.06544517619757413,1302.3172913701162,1186.1922145341593,116.12507683595686,0.36206896551724155,-0.1206896551724137,1154.3120983859044,229.04466272716581,705.3845594406594,1603.2396373311494,True,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,0.75,0.75,808.9584790988589,anisotropic_informed,anisotropic informed,8,0.75,0.48,0.0
censored sampled,0.03479738913633033,0.033680185637513155,1302.3172913701162,1245.1510267344552,57.16626463566104,0.36206896551724155,-0.1206896551724137,1224.6387418491245,183.10111069665408,885.293004011164,1583.354513410951,True,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,0.75,0.75,808.9584790988589,anisotropic_informed,anisotropic informed,8,0.75,0.48,0.0
oracle true,0.0005216724313355512,0.0009326150203460863,1302.3172913701162,1300.4120070590438,1.9052843110723643,0.36206896551724155,-0.1206896551724137,1300.4120070590438,22.75300564775162,1255.8161159894507,1345.007898128637,True,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,0.75,0.75,808.9584790988589,anisotropic_informed,anisotropic informed,8,0.75,0.48,0.0
exact clipped,0.10384085004376864,0.2511536122758118,1302.3172913701162,834.6169913076868,467.7003000624294,0.36206896551724155,-0.1206896551724137,798.6267328270754,15.146832796686091,768.9389405455707,828.3145251085801,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,0.7,0.7,808.9584790988589,isotropic_fixed,isotropic fixed,9,0.7,,0.0
discard saturated,0.03613715908736764,0.0575147000155723,1302.3172913701162,1262.7591689962824,39.55812237383384,0.36206896551724155,-0.1206896551724137,1262.7591689962824,99.0121700469418,1068.6953157042765,1456.8230222882883,True,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,0.7,0.7,808.9584790988589,isotropic_fixed,isotropic fixed,9,0.7,,0.0
censored Laplace,0.03627991021084045,0.05753812148406958,1302.3172913701162,1274.6709167081985,27.646374661917662,0.36206896551724155,-0.1206896551724137,1274.6709167081985,94.09739986875194,1090.2400129654447,1459.1018204509523,True,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,0.7,0.7,808.9584790988589,isotropic_fixed,isotropic fixed,9,0.7,,0.0
censored sampled,0.035363182113447814,0.05351581731711495,1302.3172913701162,1288.6563541876242,13.660937182492034,0.36206896551724155,-0.1206896551724137,1288.6563541876242,99.97060771994632,1108.8027337573255,1486.6316360243109,True,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,0.7,0.7,808.9584790988589,isotropic_fixed,isotropic fixed,9,0.7,,0.0
oracle true,0.0015770389686947316,0.0030837502102339744,1302.3172913701162,1296.622702100061,5.694589270055303,0.36206896551724155,-0.1206896551724137,1296.622702100061,15.146832796686091,1266.9349098185562,1326.3104943815656,True,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,0.7,0.7,808.9584790988589,isotropic_fixed,isotropic fixed,9,0.7,,0.0
exact clipped,0.09563854274735212,0.23341791527629982,1302.3172913701162,883.5286417672818,418.7886496028344,0.36206896551724155,-0.1206896551724137,883.5286417672818,8.700004239288134,866.4766334582771,900.5806500762865,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,1.3100268267353106,1.3100268267353106,808.9584790988589,isotropic_tuned,isotropic tuned,9,1.3100268267353106,,0.0
discard saturated,0.07443009854073716,0.17961835215892522,1302.3172913701162,968.6059172353365,333.7113741347797,0.36206896551724155,-0.1206896551724137,968.6059172353365,19.180866603266644,931.0114186929338,1006.2004157777392,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,1.3100268267353106,1.3100268267353106,808.9584790988589,isotropic_tuned,isotropic tuned,9,1.3100268267353106,,0.0
censored Laplace,0.06719582409754501,0.15994663362182407,1302.3172913701162,1001.0978940933501,301.21939727676613,0.36206896551724155,-0.1206896551724137,1001.0978940933501,16.283124815670423,969.182969454636,1033.012818732064,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,1.3100268267353106,1.3100268267353106,808.9584790988589,isotropic_tuned,isotropic tuned,9,1.3100268267353106,,0.0
censored sampled,0.06806034208291284,0.16181430160118795,1302.3172913701162,997.3401930997813,304.97709827033486,0.36206896551724155,-0.1206896551724137,997.3401930997813,13.094060179453079,973.9944641456349,1026.662305669127,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,1.3100268267353106,1.3100268267353106,808.9584790988589,isotropic_tuned,isotropic tuned,9,1.3100268267353106,,0.0
oracle true,0.032509121502851734,0.0523258003851542,1302.3172913701162,1190.5077850171024,111.80950635301383,0.36206896551724155,-0.1206896551724137,1190.5077850171024,8.700004239288134,1173.4557767080976,1207.5597933261072,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,1.3100268267353106,1.3100268267353106,808.9584790988589,isotropic_tuned,isotropic tuned,9,1.3100268267353106,,0.0
exact clipped,0.09542969894595218,0.23241934077079318,1302.3172913701162,887.0186382300111,415.2986531401051,0.36206896551724155,-0.1206896551724137,887.0186382300111,9.08471663291297,869.2125936295017,904.8246828305205,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,1.75,1.75,808.9584790988589,anisotropic_tuned,anisotropic tuned,9,1.75,0.9,0.0
discard saturated,0.05761796834632354,0.1366471445561921,1302.3172913701162,1044.2813610675134,258.03593030260276,0.36206896551724155,-0.1206896551724137,1044.2813610675134,21.976025397100965,1001.2083512891955,1087.3543708458312,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,1.75,1.75,808.9584790988589,anisotropic_tuned,anisotropic tuned,9,1.75,0.9,0.0
censored Laplace,0.05186660140024852,0.12093223878721845,1302.3172913701162,1067.3557349190116,234.96155645110457,0.36206896551724155,-0.1206896551724137,1067.3557349190116,20.95174747581368,1026.290309866417,1108.4211599716064,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,1.75,1.75,808.9584790988589,anisotropic_tuned,anisotropic tuned,9,1.75,0.9,0.0
censored sampled,0.05125261085702948,0.11874288737633767,1302.3172913701162,1070.287174097853,232.03011727226317,0.36206896551724155,-0.1206896551724137,1070.287174097853,20.63087225386825,1029.3303526974871,1105.3609512540781,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,1.75,1.75,808.9584790988589,anisotropic_tuned,anisotropic tuned,9,1.75,0.9,0.0
oracle true,0.020316090082124778,0.033587466453411347,1302.3172913701162,1222.6069710627312,79.71032030738502,0.36206896551724155,-0.1206896551724137,1222.6069710627312,9.08471663291297,1204.8009264622217,1240.4130156632407,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,1.75,1.75,808.9584790988589,anisotropic_tuned,anisotropic tuned,9,1.75,0.9,0.0
exact clipped,0.10528750303985968,0.2544187208278522,1302.3172913701162,848.6409314848719,453.6763598852443,0.36206896551724155,-0.1206896551724137,777.7220677961799,22.75300564775162,733.1261767265867,822.3179588657731,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,0.75,0.75,808.9584790988589,anisotropic_informed,anisotropic informed,9,0.75,0.48,0.0
discard saturated,0.049427355286240114,0.10019930622023175,1302.3172913701162,1112.7858687340645,189.53142263605173,0.36206896551724155,-0.1206896551724137,1099.9610427468074,231.68079981453315,645.8666751103224,1554.0554103832924,True,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,0.75,0.75,808.9584790988589,anisotropic_informed,anisotropic informed,9,0.75,0.48,0.0
censored Laplace,0.046737215203835614,0.09127272255482421,1302.3172913701162,1137.1737889605333,165.14350240958288,0.36206896551724155,-0.1206896551724137,1120.5713759125188,205.87510636156784,717.0561674438458,1524.0865843811916,True,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,0.75,0.75,808.9584790988589,anisotropic_informed,anisotropic informed,9,0.75,0.48,0.0
censored sampled,0.03397511393412485,0.04203843731376155,1302.3172913701162,1236.804272396133,65.51301897398321,0.36206896551724155,-0.1206896551724137,1236.804272396133,187.3472372979439,895.342985403455,1597.5053150149217,True,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,0.75,0.75,808.9584790988589,anisotropic_informed,anisotropic informed,9,0.75,0.48,0.0
oracle true,0.0005216724313355512,0.0009326150203460863,1302.3172913701162,1300.4120070590438,1.9052843110723643,0.36206896551724155,-0.1206896551724137,1300.4120070590438,22.75300564775162,1255.8161159894507,1345.007898128637,True,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,0.75,0.75,808.9584790988589,anisotropic_informed,anisotropic informed,9,0.75,0.48,0.0
exact clipped,0.11256458364570564,0.2794252847697643,1561.3444342951848,943.1067201270092,618.2377141681756,0.12068965517241415,-0.1206896551724137,920.7449857390587,15.147353070786073,891.056173720318,950.4337977577994,False,rotated_wake,rotated wake,17,289,8,0.02768166089965398,0.7,0.7,870.688775816073,isotropic_fixed,isotropic fixed,0,0.7,,0.0
discard saturated,0.0944121367767659,0.22863517386661295,1561.3444342951848,1063.1707733676826,498.17366092750217,0.12068965517241415,-0.1206896551724137,1063.1707733676826,65.45402682414966,934.8808807923492,1191.460665943016,False,rotated_wake,rotated wake,17,289,8,0.02768166089965398,0.7,0.7,870.688775816073,isotropic_fixed,isotropic fixed,0,0.7,,0.0
censored Laplace,0.07206416143472759,0.16734703632908196,1561.3444342951848,1175.2833167114577,386.0611175837271,0.12068965517241415,-0.1206896551724137,1175.2833167114577,41.2610997548628,1094.4115611919267,1256.1550722309887,False,rotated_wake,rotated wake,17,289,8,0.02768166089965398,0.7,0.7,870.688775816073,isotropic_fixed,isotropic fixed,0,0.7,,0.0
censored sampled,0.07074436686878409,0.16263170297471274,1561.3444342951848,1180.7661574283388,380.57827686684595,0.12068965517241415,-0.1206896551724137,1180.7661574283388,51.535684637566995,1099.1319748372496,1287.4461361428841,False,rotated_wake,rotated wake,17,289,8,0.02768166089965398,0.7,0.7,870.688775816073,isotropic_fixed,isotropic fixed,0,0.7,,0.0
oracle true,0.02498848571677381,0.03710853899986565,1561.3444342951848,1483.661217840276,77.68321645490869,0.12068965517241415,-0.1206896551724137,1483.661217840276,15.147353070786073,1453.9724058215354,1513.3500298590168,False,rotated_wake,rotated wake,17,289,8,0.02768166089965398,0.7,0.7,870.688775816073,isotropic_fixed,isotropic fixed,0,0.7,,0.0
exact clipped,0.11279456557185236,0.27893387825774196,1561.3444342951848,936.9740567836837,624.370377511501,0.12068965517241415,-0.1206896551724137,936.9740567836837,12.662128575782114,912.1562847751508,961.7918287922167,False,rotated_wake,rotated wake,17,289,8,0.02768166089965398,0.8560380195458596,0.8560380195458596,870.688775816073,isotropic_tuned,isotropic tuned,0,0.8560380195458596,,0.0
discard saturated,0.11411588800511926,0.2796728756183321,1561.3444342951848,976.7690259577815,584.5754083374032,0.12068965517241415,-0.1206896551724137,968.5432917730362,37.06149002685291,895.9027713204046,1041.183812225668,False,rotated_wake,rotated wake,17,289,8,0.02768166089965398,0.8560380195458596,0.8560380195458596,870.688775816073,isotropic_tuned,isotropic tuned,0,0.8560380195458596,,0.0
censored Laplace,0.08762584187200116,0.20926449968271543,1561.3444342951848,1088.1435890214912,473.20084527369363,0.12068965517241415,-0.1206896551724137,1088.1435890214912,25.41350930864499,1038.333110776547,1137.9540672664352,False,rotated_wake,rotated wake,17,289,8,0.02768166089965398,0.8560380195458596,0.8560380195458596,870.688775816073,isotropic_tuned,isotropic tuned,0,0.8560380195458596,,0.0
censored sampled,0.08563786738233971,0.20242094319824375,1561.3444342951848,1098.1898652784748,463.15456901670996,0.12068965517241415,-0.1206896551724137,1098.1898652784748,27.505334969450345,1043.3679031232355,1151.8477279127576,False,rotated_wake,rotated wake,17,289,8,0.02768166089965398,0.8560380195458596,0.8560380195458596,870.688775816073,isotropic_tuned,isotropic tuned,0,0.8560380195458596,,0.0
oracle true,0.04290222384227364,0.06356890281161164,1561.3444342951848,1417.3268211483596,144.01761314682517,0.12068965517241415,-0.1206896551724137,1417.3268211483596,12.662128575782114,1392.5090491398266,1442.1445931568926,False,rotated_wake,rotated wake,17,289,8,0.02768166089965398,0.8560380195458596,0.8560380195458596,870.688775816073,isotropic_tuned,isotropic tuned,0,0.8560380195458596,,0.0
exact clipped,0.10887271360692859,0.2737464094073261,1561.3444342951848,957.0765132508881,604.2679210442967,0.12068965517241415,-0.1206896551724137,957.0765132508881,10.462240141078281,936.5705225743746,977.5825039274015,False,rotated_wake,rotated wake,17,289,8,0.02768166089965398,1.75,1.75,870.688775816073,anisotropic_tuned,anisotropic tuned,0,1.75,0.65,35.0
discard saturated,0.0942697043786782,0.23412238192748244,1561.3444342951848,1041.1814021954801,520.1630320997047,0.12068965517241415,-0.1206896551724137,1041.1814021954801,28.74701343701925,984.8372558589224,1097.5255485320379,False,rotated_wake,rotated wake,17,289,8,0.02768166089965398,1.75,1.75,870.688775816073,anisotropic_tuned,anisotropic tuned,0,1.75,0.65,35.0
