method,field_rel_l2,hot_region_rel_l2,peak_true,peak_pred,peak_abs_error,true_peak_x,true_peak_y,posterior_mean_at_true_peak,posterior_sd_at_true_peak,peak_ci_lower,peak_ci_upper,true_peak_in_95,shape,shape_label,obs_n,n_observations,n_saturated,actual_frac_saturated,selected_lengthscale,lengthscale,threshold,kernel,kernel_label,observation_seed,kernel_lengthscale,kernel_lengthscale_y,kernel_angle_degrees
exact clipped,0.09568386631139035,0.23407835366077429,1302.3172913701162,883.5135713721596,418.8037199979566,0.36206896551724155,-0.1206896551724137,882.5574843542257,9.08471663291297,864.7514397537163,900.3635289547351,False,axis_gaussian,axis Gaussian,17,289,8,0.02768166089965398,1.75,1.75,808.9584790988589,anisotropic_tuned,anisotropic tuned,1,1.75,0.9,0.0
discard saturated,0.05560157379579101,0.1325936757843181,1302.3172913701162,1047.2447165249819,255.07257484513434,0.36206896551724155,-0.1206896551724137,1046.2013501109273,20.821921481498084,1005.390384007191,1087.0123162146635,False,axis_gaussian,axis Gaussian,17,289,8,0.02768166089965398,1.75,1.75,808.9584790988589,anisotropic_tuned,anisotropic tuned,1,1.75,0.9,0.0
censored Laplace,0.055600608109338256,0.13259107737738512,1302.3172913701162,1047.2490705299547,255.06822084016153,0.36206896551724155,-0.1206896551724137,1046.2053456766173,20.817879863022032,1005.4023011450942,1087.0083902081406,False,axis_gaussian,axis Gaussian,17,289,8,0.02768166089965398,1.75,1.75,808.9584790988589,anisotropic_tuned,anisotropic tuned,1,1.75,0.9,0.0
censored sampled,0.055663311072340134,0.13269758291635378,1302.3172913701162,1046.9981557990081,255.31913557110806,0.36206896551724155,-0.1206896551724137,1046.0729918798556,22.212657389601464,1000.8054336003113,1085.483636510038,False,axis_gaussian,axis Gaussian,17,289,8,0.02768166089965398,1.75,1.75,808.9584790988589,anisotropic_tuned,anisotropic tuned,1,1.75,0.9,0.0
oracle true,0.020316090082124778,0.033587466453411347,1302.3172913701162,1222.6069710627312,79.71032030738502,0.36206896551724155,-0.1206896551724137,1222.6069710627312,9.08471663291297,1204.8009264622217,1240.4130156632407,False,axis_gaussian,axis Gaussian,17,289,8,0.02768166089965398,1.75,1.75,808.9584790988589,anisotropic_tuned,anisotropic tuned,1,1.75,0.9,0.0
exact clipped,0.10514577073752535,0.2548881323686011,1302.3172913701162,833.1472249251719,469.17006644494427,0.36206896551724155,-0.1206896551724137,783.4189183469338,22.75300564775162,738.8230272773405,828.014809416527,False,axis_gaussian,axis Gaussian,17,289,8,0.02768166089965398,0.75,0.75,808.9584790988589,anisotropic_informed,anisotropic informed,1,0.75,0.48,0.0
discard saturated,0.09342014534203397,0.2238004230097031,1302.3172913701162,911.066880767316,391.25041060280023,0.36206896551724155,-0.1206896551724137,890.0754219757503,228.8134487809839,441.60106236502185,1338.5497815864787,True,axis_gaussian,axis Gaussian,17,289,8,0.02768166089965398,0.75,0.75,808.9584790988589,anisotropic_informed,anisotropic informed,1,0.75,0.48,0.0
censored Laplace,0.06256550745546978,0.14091593878877037,1302.3172913701162,1032.8233812080268,269.4939101620894,0.36206896551724155,-0.1206896551724137,1032.8233812080268,181.2214506658084,677.6293379030424,1388.0174245130113,True,axis_gaussian,axis Gaussian,17,289,8,0.02768166089965398,0.75,0.75,808.9584790988589,anisotropic_informed,anisotropic informed,1,0.75,0.48,0.0
censored sampled,0.043745501252380574,0.08459244964995492,1302.3172913701162,1151.7506593917965,150.56663197831972,0.36206896551724155,-0.1206896551724137,1151.7506593917965,168.44490538418123,894.0312344524143,1531.4008708552235,True,axis_gaussian,axis Gaussian,17,289,8,0.02768166089965398,0.75,0.75,808.9584790988589,anisotropic_informed,anisotropic informed,1,0.75,0.48,0.0
oracle true,0.0005216724313355512,0.0009326150203460863,1302.3172913701162,1300.4120070590438,1.9052843110723643,0.36206896551724155,-0.1206896551724137,1300.4120070590438,22.75300564775162,1255.8161159894507,1345.007898128637,True,axis_gaussian,axis Gaussian,17,289,8,0.02768166089965398,0.75,0.75,808.9584790988589,anisotropic_informed,anisotropic informed,1,0.75,0.48,0.0
