shape,shape_label,observation_seed,lengthscale,lengthscale_y,angle_degrees,unsat_neg_log_marginal_likelihood,kernel
axis_gaussian,axis Gaussian,6,1.0,0.28,0.0,1628.2971198147534,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.0,0.28,15.0,1689.8677371127915,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.0,0.28,35.0,1741.3516369735785,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.0,0.28,55.0,1745.0694156892623,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.0,0.42,-55.0,1632.1036600290818,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.0,0.42,-35.0,1623.0125993462843,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.0,0.42,-15.0,1607.6175108568495,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.0,0.42,0.0,1596.4981328345425,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.0,0.42,15.0,1609.3186940760252,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.0,0.42,35.0,1626.3594423182494,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.0,0.42,55.0,1630.6683419973801,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.0,0.65,-55.0,1530.7320578945305,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.0,0.65,-35.0,1525.4121717487924,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.0,0.65,-15.0,1523.435551276788,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.0,0.65,0.0,1522.6160822076754,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.0,0.65,15.0,1523.2450700296608,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.0,0.65,35.0,1527.0846722540155,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.0,0.65,55.0,1532.2939602415968,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.0,0.9,-55.0,1474.6294621742372,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.0,0.9,-35.0,1473.1997938729578,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.0,0.9,-15.0,1472.389521654051,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.0,0.9,0.0,1472.2826228117424,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.0,0.9,15.0,1472.6438046400158,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.0,0.9,35.0,1473.8828829225995,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.0,0.9,55.0,1475.5848297243774,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.35,0.18,-55.0,1789.48622023701,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.35,0.18,-35.0,1790.4035214692994,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.35,0.18,-15.0,1753.1150679959765,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.35,0.18,0.0,1564.35974645656,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.35,0.18,15.0,1753.43188878635,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.35,0.18,35.0,1788.9098012936379,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.35,0.18,55.0,1789.5429007042944,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.35,0.28,-55.0,1689.0980426399915,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.35,0.28,-35.0,1670.9176476641665,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.35,0.28,-15.0,1634.6997592438465,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.35,0.28,0.0,1558.8028288672358,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.35,0.28,15.0,1631.609480357171,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.35,0.28,35.0,1669.8576150240756,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.35,0.28,55.0,1687.435085241213,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.35,0.42,-55.0,1587.0837112103036,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.35,0.42,-35.0,1566.8216791348827,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.35,0.42,-15.0,1551.482553996963,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.35,0.42,0.0,1533.8471827266835,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.35,0.42,15.0,1550.6498312103258,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.35,0.42,35.0,1564.5997027611952,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.35,0.42,55.0,1588.6928402797903,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.35,0.65,-55.0,1500.7058047666364,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.35,0.65,-35.0,1484.771623353432,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.35,0.65,-15.0,1475.6271126829297,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.35,0.65,0.0,1472.5715232922898,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.35,0.65,15.0,1473.2224366392452,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.35,0.65,35.0,1482.7336183337407,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.35,0.65,55.0,1503.6837914293028,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.35,0.9,-55.0,1453.0479345702765,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.35,0.9,-35.0,1441.1134361295235,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.35,0.9,-15.0,1431.4408360876032,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.35,0.9,0.0,1429.7009799761759,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.35,0.9,15.0,1432.1252479295486,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.35,0.9,35.0,1441.3840741000467,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.35,0.9,55.0,1456.0760141280052,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.75,0.18,-55.0,1752.2679051167265,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.75,0.18,-35.0,1752.2976158393853,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.75,0.18,-15.0,1711.4020004067106,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.75,0.18,0.0,1520.4683834418715,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.75,0.18,15.0,1712.5477951499465,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.75,0.18,35.0,1748.5914759914326,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.75,0.18,55.0,1748.9413968048611,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.75,0.28,-55.0,1688.039864907982,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.75,0.28,-35.0,1646.8662609686376,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.75,0.28,-15.0,1597.4373238226808,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.75,0.28,0.0,1514.6751651956797,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.75,0.28,15.0,1594.4631253771981,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.75,0.28,35.0,1636.5571984604212,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.75,0.28,55.0,1682.7624775678419,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.75,0.42,-55.0,1596.9411657254318,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.75,0.42,-35.0,1555.1745908217754,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.75,0.42,-15.0,1516.8733976950957,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.75,0.42,0.0,1491.9941489039848,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.75,0.42,15.0,1512.2198810055115,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.75,0.42,35.0,1540.61978470637,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.75,0.42,55.0,1597.7166040783331,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.75,0.65,-55.0,1521.3674848347296,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.75,0.65,-35.0,1484.2192656976276,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.75,0.65,-15.0,1448.7930801502212,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.75,0.65,0.0,1440.6716149838767,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.75,0.65,15.0,1444.3754289831086,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.75,0.65,35.0,1472.8668985094532,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.75,0.65,55.0,1522.2657168128758,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.75,0.9,-55.0,1477.8106227372882,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.75,0.9,-35.0,1444.4424350504823,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.75,0.9,-15.0,1412.233709408541,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.75,0.9,0.0,1404.3196586999138,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.75,0.9,15.0,1411.76566646041,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.75,0.9,35.0,1442.2432102309344,anisotropic_tuned
axis_gaussian,axis Gaussian,6,1.75,0.9,55.0,1479.69531885909,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.55,0.18,-55.0,1945.4726447030905,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.55,0.18,-35.0,1945.2291250066855,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.55,0.18,-15.0,1903.437393762205,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.55,0.18,0.0,1829.5845994644797,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.55,0.18,15.0,1903.450670586488,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.55,0.18,35.0,1945.2596648611438,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.55,0.18,55.0,1945.4646404054197,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.55,0.28,-55.0,1886.702365850558,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.55,0.28,-35.0,1886.2555665154464,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.55,0.28,-15.0,1845.8381100434904,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.55,0.28,0.0,1818.1550381680731,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.55,0.28,15.0,1845.7143637699373,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.55,0.28,35.0,1886.1888698911762,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.55,0.28,55.0,1886.5749631235842,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.55,0.42,-55.0,1781.0703425567885,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.55,0.42,-35.0,1780.640559441248,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.55,0.42,-15.0,1770.7332400937817,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.55,0.42,0.0,1766.439808964703,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.55,0.42,15.0,1770.2150450024164,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.55,0.42,35.0,1779.9255889873643,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.55,0.42,55.0,1779.9842041980905,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.55,0.65,-55.0,1650.6957258067634,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.55,0.65,-35.0,1650.807754366586,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.55,0.65,-15.0,1650.2648793140843,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.55,0.65,0.0,1650.1640597778676,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.55,0.65,15.0,1650.7124846610093,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.55,0.65,35.0,1651.7088982133396,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.55,0.65,55.0,1651.5921864141003,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.55,0.9,-55.0,1564.9397585086865,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.55,0.9,-35.0,1567.7142322121272,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.55,0.9,-15.0,1570.6064146862343,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.55,0.9,0.0,1571.1738908591371,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.55,0.9,15.0,1572.8418016639416,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.55,0.9,35.0,1572.8590030559242,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.55,0.9,55.0,1571.3871747912237,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.75,0.18,-55.0,1900.117730033344,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.75,0.18,-35.0,1899.7036987244333,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.75,0.18,-15.0,1846.0120275989455,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.75,0.18,0.0,1712.733899695288,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.75,0.18,15.0,1846.0948459471244,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.75,0.18,35.0,1899.7790285254748,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.75,0.18,55.0,1900.1547470958417,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.75,0.28,-55.0,1814.3404904359973,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.75,0.28,-35.0,1812.5446260340273,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.75,0.28,-15.0,1753.7261363808823,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.75,0.28,0.0,1703.8390763283624,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.75,0.28,15.0,1753.150664229825,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.75,0.28,35.0,1812.0877905483605,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.75,0.28,55.0,1813.0582982134101,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.75,0.42,-55.0,1696.2765404954384,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.75,0.42,-35.0,1694.7125234547793,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.75,0.42,-15.0,1674.9651742165797,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.75,0.42,0.0,1663.9317262009847,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.75,0.42,15.0,1672.8001299721982,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.75,0.42,35.0,1691.8477042558673,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.75,0.42,55.0,1692.0403521161415,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.75,0.65,-55.0,1572.1277429196095,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.75,0.65,-35.0,1571.2598403067627,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.75,0.65,-15.0,1569.9384251453323,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.75,0.65,0.0,1568.9987387520289,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.75,0.65,15.0,1568.387605302993,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.75,0.65,35.0,1568.4111095356463,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.75,0.65,55.0,1569.3375864725306,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.75,0.9,-55.0,1499.489139573072,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.75,0.9,-35.0,1501.0808110983587,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.75,0.9,-15.0,1502.4743701623731,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.75,0.9,0.0,1502.945717741733,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.75,0.9,15.0,1502.9292890657591,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.75,0.9,35.0,1502.2290877792877,anisotropic_tuned
axis_gaussian,axis Gaussian,7,0.75,0.9,55.0,1501.064241332187,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.0,0.18,-55.0,1843.330223341955,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.0,0.18,-35.0,1842.9183557464671,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.0,0.18,-15.0,1794.7600019438296,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.0,0.18,0.0,1626.2767553518768,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.0,0.18,15.0,1795.2587148377402,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.0,0.18,35.0,1842.9671306346906,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.0,0.18,55.0,1843.5814406638838,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.0,0.28,-55.0,1738.5694734564618,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.0,0.28,-35.0,1733.39944270677,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.0,0.28,-15.0,1682.7726169323237,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.0,0.28,0.0,1619.0454166933828,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.0,0.28,15.0,1683.5751932656945,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.0,0.28,35.0,1733.0976198413114,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.0,0.28,55.0,1737.9540882133751,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.0,0.42,-55.0,1622.5798003274635,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.0,0.42,-35.0,1620.0997220309298,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.0,0.42,-15.0,1601.022809943615,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.0,0.42,0.0,1585.5978184661442,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.0,0.42,15.0,1599.5705758197896,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.0,0.42,35.0,1614.7104621074448,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.0,0.42,55.0,1618.1933406450953,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.0,0.65,-55.0,1513.8811555643597,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.0,0.65,-35.0,1510.7826148946006,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.0,0.65,-15.0,1507.842807792923,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.0,0.65,0.0,1505.371332534359,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.0,0.65,15.0,1504.957550469033,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.0,0.65,35.0,1507.5889160706035,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.0,0.65,55.0,1512.121104700836,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.0,0.9,-55.0,1453.1770278767178,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.0,0.9,-35.0,1451.619432563364,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.0,0.9,-15.0,1450.7512323760088,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.0,0.9,0.0,1450.7988702880402,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.0,0.9,15.0,1451.4765030981866,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.0,0.9,35.0,1453.0744490465904,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.0,0.9,55.0,1454.700786613661,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.35,0.18,-55.0,1782.4720528279308,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.35,0.18,-35.0,1784.8151494346987,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.35,0.18,-15.0,1746.6263511865445,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.35,0.18,0.0,1555.1768558787091,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.35,0.18,15.0,1747.2845397165975,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.35,0.18,35.0,1783.1450191787753,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.35,0.18,55.0,1782.6826616158921,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.35,0.28,-55.0,1675.7465256891041,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.35,0.28,-35.0,1664.963756197426,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.35,0.28,-15.0,1624.7702415184963,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.35,0.28,0.0,1548.4865382700116,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.35,0.28,15.0,1625.7840759993794,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.35,0.28,35.0,1664.3502606604663,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.35,0.28,55.0,1678.2461036077968,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.35,0.42,-55.0,1568.2909966226039,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.35,0.42,-35.0,1559.45372163332,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.35,0.42,-15.0,1540.7790297980684,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.35,0.42,0.0,1520.6793720332923,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.35,0.42,15.0,1541.723926107836,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.35,0.42,35.0,1558.0526105177141,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.35,0.42,55.0,1570.2111881474652,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.35,0.65,-55.0,1477.7860386103923,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.35,0.65,-35.0,1465.8726064360037,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.35,0.65,-15.0,1457.632672032602,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.35,0.65,0.0,1455.3047245136584,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.35,0.65,15.0,1456.2108546624445,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.35,0.65,35.0,1467.1639762627833,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.35,0.65,55.0,1482.1673335621904,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.35,0.9,-55.0,1430.6310859509306,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.35,0.9,-35.0,1418.5752578744957,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.35,0.9,-15.0,1411.2512983880001,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.35,0.9,0.0,1409.9678153719656,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.35,0.9,15.0,1413.0554193921625,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.35,0.9,35.0,1421.781352375944,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.35,0.9,55.0,1433.7524630023486,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.75,0.18,-55.0,1741.5416435616557,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.75,0.18,-35.0,1743.1924233368902,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.75,0.18,-15.0,1706.0345080473155,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.75,0.18,0.0,1511.2278087691109,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.75,0.18,15.0,1705.349915964552,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.75,0.18,35.0,1740.8439114265034,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.75,0.18,55.0,1741.257750096894,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.75,0.28,-55.0,1655.577587604182,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.75,0.28,-35.0,1628.7969209329156,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.75,0.28,-15.0,1587.6639854972225,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.75,0.28,0.0,1504.3062630846507,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.75,0.28,15.0,1586.1048301827254,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.75,0.28,35.0,1629.6898775545417,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.75,0.28,55.0,1663.2009253457768,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.75,0.42,-55.0,1558.5632034630326,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.75,0.42,-35.0,1531.0604192736146,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.75,0.42,-15.0,1505.459089537759,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.75,0.42,0.0,1479.9857891259292,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.75,0.42,15.0,1506.7027718073007,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.75,0.42,35.0,1535.1623097914292,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.75,0.42,55.0,1567.6890857404264,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.75,0.65,-55.0,1482.1680242041978,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.75,0.65,-35.0,1450.523521664052,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.75,0.65,-15.0,1431.6566595478826,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.75,0.65,0.0,1424.3116644092197,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.75,0.65,15.0,1431.817171145728,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.75,0.65,35.0,1456.131773440024,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.75,0.65,55.0,1492.0313959553787,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.75,0.9,-55.0,1443.7031563682363,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.75,0.9,-35.0,1412.9949310701898,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.75,0.9,-15.0,1393.713748884313,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.75,0.9,0.0,1386.100742850296,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.75,0.9,15.0,1394.6091486438715,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.75,0.9,35.0,1418.8142222595309,anisotropic_tuned
axis_gaussian,axis Gaussian,7,1.75,0.9,55.0,1450.4353023140304,anisotropic_tuned
axis_gaussian,axis Gaussian,8,0.55,0.18,-55.0,1952.8453946435834,anisotropic_tuned
axis_gaussian,axis Gaussian,8,0.55,0.18,-35.0,1952.5239267185334,anisotropic_tuned
axis_gaussian,axis Gaussian,8,0.55,0.18,-15.0,1910.618422569597,anisotropic_tuned
axis_gaussian,axis Gaussian,8,0.55,0.18,0.0,1837.4623336241452,anisotropic_tuned
axis_gaussian,axis Gaussian,8,0.55,0.18,15.0,1910.6273462273211,anisotropic_tuned
axis_gaussian,axis Gaussian,8,0.55,0.18,35.0,1952.5375491157488,anisotropic_tuned
axis_gaussian,axis Gaussian,8,0.55,0.18,55.0,1952.8493285006052,anisotropic_tuned
axis_gaussian,axis Gaussian,8,0.55,0.28,-55.0,1893.8960940252327,anisotropic_tuned
axis_gaussian,axis Gaussian,8,0.55,0.28,-35.0,1893.3812249745415,anisotropic_tuned
axis_gaussian,axis Gaussian,8,0.55,0.28,-15.0,1853.0417880940745,anisotropic_tuned
axis_gaussian,axis Gaussian,8,0.55,0.28,0.0,1826.8613245646925,anisotropic_tuned
axis_gaussian,axis Gaussian,8,0.55,0.28,15.0,1852.956508897319,anisotropic_tuned
axis_gaussian,axis Gaussian,8,0.55,0.28,35.0,1893.3569421283278,anisotropic_tuned
