trajectory,method,n_observations,n_saturated,threshold_K,excess_field_rel_l2,peak_true_K,peak_predicted_K,peak_absolute_error_K,posterior_sd_at_true_peak_K,true_peak_in_95,pointwise_95_coverage,hot_region_95_coverage,hot_region_95_interval_width_K,mean_95_interval_width_K,mean_crps_K,hot_region_crps_K,fixed_top_01_crps_K,prior_mean_field_rel_l2,prior_mean_peak_absolute_error_K,family,run_index,role,fraction_saturated,diffusivity_m2_s,cooling_rate_1_s,source_coupling,signal_sd_K,lengthscale_m,noise_sd_K,previous_posterior_seed,current_observation_seed,current_sampler_seed,previous_observations_reused_in_current_update,same_previous_posterior_for_pair,same_current_observations_for_pair,same_rbf_covariance_for_pair,displacement_x_m,displacement_y_m,displacement_m,crps_estimator,previous_n_saturated,previous_saturated_fraction,previous_clipped_hot_mae_K,previous_posterior_hot_mae_K
SpiralScanPath_1,posterior physics mean + RBF,117,3,294.5644045668491,0.38968188557755434,333.10510445751316,340.590293352919,7.485188895405827,3.292627719934295,False,0.998000799680128,0.9342105263157895,12.307917724129728,11.476807395409525,0.7254525929121998,1.311182866704299,2.155883029843497,0.39193316276339085,7.43435173256654,Spiral,1,evaluation,0.03,3.6109129986233175e-06,12.422901570529978,0.17022272061337845,3.4305133895116966,0.0003125,0.5,1000041,200041,2000041,False,True,True,True,2.7438947126917114e-05,0.00015464727349095286,0.00015706264679298933,unbiased_M_times_M_minus_1,72,0.028788484606157537,2.657064232673197,2.085295254877664
SpiralScanPath_1,advective posterior physics mean + RBF,117,3,294.5644045668491,0.3990970491552566,333.10510445751316,340.5730049297503,7.467900472237147,3.292627719934295,False,0.998000799680128,0.9342105263157895,12.243223078592422,11.474283823695163,0.7255527075465849,1.3199210773949817,2.180746083353276,0.396124445748848,7.4532001916843456,Spiral,1,evaluation,0.03,3.6109129986233175e-06,12.422901570529978,0.17022272061337845,3.4305133895116966,0.0003125,0.5,1000041,200041,2000041,False,True,True,True,2.7438947126917114e-05,0.00015464727349095286,0.00015706264679298933,unbiased_M_times_M_minus_1,72,0.028788484606157537,2.657064232673197,2.085295254877664
SpiralScanPath_2,posterior physics mean + RBF,117,4,294.77953556616137,0.4281613831459114,329.2630123504799,326.0332686168118,3.2297437336681014,3.358508434976481,True,0.9984006397441023,0.9605263157894737,12.240824731414643,11.474867248586312,0.7269724946966396,1.3102982495058348,2.2588463734835753,0.4225858261354164,3.285332475719258,Spiral,2,evaluation,0.03,3.6109129986233175e-06,12.422901570529978,0.17022272061337845,3.4305133895116966,0.0003125,0.5,1050041,210041,2100041,False,True,True,True,2.177353142944396e-05,0.00013964212060244702,0.00014132943259370054,unbiased_M_times_M_minus_1,89,0.03558576569372251,2.154459598727737,2.011625074624826
SpiralScanPath_2,advective posterior physics mean + RBF,117,4,294.77953556616137,0.4145812203422108,329.2630123504799,325.9942662885942,3.268746061885736,3.3585084463437145,True,0.998000799680128,0.9342105263157895,12.232243329373663,11.469570623115485,0.7240365862833446,1.2994645604317814,2.1658844430882143,0.41737664775737254,3.3156284228625736,Spiral,2,evaluation,0.03,3.6109129986233175e-06,12.422901570529978,0.17022272061337845,3.4305133895116966,0.0003125,0.5,1050041,210041,2100041,False,True,True,True,2.177353142944396e-05,0.00013964212060244702,0.00014132943259370054,unbiased_M_times_M_minus_1,89,0.03558576569372251,2.154459598727737,2.011625074624826
SpiralScanPath_3,posterior physics mean + RBF,117,3,295.09034972544174,0.39610279221215877,333.2341053416775,339.9843713004306,6.750265958753118,3.292627719934295,False,0.9976009596161536,0.9342105263157895,12.003538964049655,11.463383452435828,0.7271835456845227,1.3075180158478645,2.2674258411446244,0.3968064045568499,6.7588691701764105,Spiral,3,evaluation,0.03,3.6109129986233175e-06,12.422901570529978,0.17022272061337845,3.4305133895116966,0.0003125,0.5,1100041,220041,2200041,False,True,True,True,1.912584760716072e-05,0.00016116457327371248,0.00016229546427793407,unbiased_M_times_M_minus_1,81,0.032387045181927226,2.3269279645816527,2.17910508580971
SpiralScanPath_3,advective posterior physics mean + RBF,117,3,295.09034972544174,0.3906935998189061,333.2341053416775,339.98869351819104,6.7545881765135505,3.292627719934295,False,0.9984006397441023,0.9473684210526315,12.129107750446048,11.46600370927689,0.7267481112959974,1.3611751433782147,2.342734817414684,0.3980543821243999,6.785901333328582,Spiral,3,evaluation,0.03,3.6109129986233175e-06,12.422901570529978,0.17022272061337845,3.4305133895116966,0.0003125,0.5,1100041,220041,2200041,False,True,True,True,1.912584760716072e-05,0.00016116457327371248,0.00016229546427793407,unbiased_M_times_M_minus_1,81,0.032387045181927226,2.3269279645816527,2.17910508580971
SpiralScanPath_4,posterior physics mean + RBF,117,2,295.3171456785458,0.3712337243524635,330.1270426836271,326.8407090981548,3.2863335854723346,3.358508451016694,True,0.9984006397441023,0.9473684210526315,12.227603844864886,11.46343142934798,0.7244518650524889,1.3131547445958578,2.080768457123207,0.3720903229547625,3.266205239349688,Spiral,4,evaluation,0.03,3.6109129986233175e-06,12.422901570529978,0.17022272061337845,3.4305133895116966,0.0003125,0.5,1150041,230041,2300041,False,True,True,True,1.7062605603346964e-05,0.0001423102768983829,0.0001433295064558229,unbiased_M_times_M_minus_1,80,0.03198720511795282,2.421583203054216,2.3340915269788938
SpiralScanPath_4,advective posterior physics mean + RBF,117,2,295.3171456785458,0.36917231275865353,330.1270426836271,326.94694042444564,3.180102259181467,3.3585084694139775,True,0.9984006397441023,0.9473684210526315,12.28075342007003,11.468654536777555,0.7227597812047648,1.3120715078178744,2.1007420008893574,0.37504129583308327,3.1248453203047575,Spiral,4,evaluation,0.03,3.6109129986233175e-06,12.422901570529978,0.17022272061337845,3.4305133895116966,0.0003125,0.5,1150041,230041,2300041,False,True,True,True,1.7062605603346964e-05,0.0001423102768983829,0.0001433295064558229,unbiased_M_times_M_minus_1,80,0.03198720511795282,2.421583203054216,2.3340915269788938
SpiralScanPath_5,posterior physics mean + RBF,117,4,295.5160834229293,0.38102850792473525,326.14461910118706,334.2403547993707,8.09573569818366,3.292627719934295,False,0.998000799680128,0.9473684210526315,12.319851105507688,11.49482932135384,0.7311428915280787,1.322014562077578,1.9628791130215055,0.3332222436582428,8.09545473084745,Spiral,5,evaluation,0.03,3.6109129986233175e-06,12.422901570529978,0.17022272061337845,3.4305133895116966,0.0003125,0.5,1200041,240041,2400041,False,True,True,True,1.7566394611640782e-05,0.00016254792417078214,0.00016349436036720724,unbiased_M_times_M_minus_1,84,0.03358656537385046,2.3160661582293405,1.9500492688862512
SpiralScanPath_5,advective posterior physics mean + RBF,117,4,295.5160834229293,0.3743256770951528,326.14461910118706,334.5717399119295,8.427120810742451,3.292627719934295,False,0.998000799680128,0.9473684210526315,12.486115536131251,11.490170443475295,0.7314967453428741,1.3577678345624666,2.090059972244999,0.3398211426245098,8.451674109137457,Spiral,5,evaluation,0.03,3.6109129986233175e-06,12.422901570529978,0.17022272061337845,3.4305133895116966,0.0003125,0.5,1200041,240041,2400041,False,True,True,True,1.7566394611640782e-05,0.00016254792417078214,0.00016349436036720724,unbiased_M_times_M_minus_1,84,0.03358656537385046,2.3160661582293405,1.9500492688862512
SpiralScanPath_6,posterior physics mean + RBF,117,2,295.69040467376334,0.33904570403359274,332.8537813167321,340.8819466097917,8.028165293059601,3.292627719934295,False,0.9984006397441023,0.9473684210526315,12.300336572478116,11.462025834392074,0.7265183741717182,1.3464287145984064,2.2651925290056245,0.33782947649033546,7.958290464015192,Spiral,6,evaluation,0.03,3.6109129986233175e-06,12.422901570529978,0.17022272061337845,3.4305133895116966,0.0003125,0.5,1250041,250041,2500041,False,True,True,True,1.6566058011872626e-05,0.0001630499116441332,0.0001638893162021624,unbiased_M_times_M_minus_1,81,0.032387045181927226,2.401808793946929,2.0355564117669664
SpiralScanPath_6,advective posterior physics mean + RBF,117,2,295.69040467376334,0.3401250386966651,332.8537813167321,340.75589942095314,7.902118104221017,3.292627719934295,False,0.9984006397441023,0.9473684210526315,12.141359044812114,11.466824632766533,0.7260948526369254,1.3714337609990168,2.3400702159083324,0.3462414050319316,7.91764773587505,Spiral,6,evaluation,0.03,3.6109129986233175e-06,12.422901570529978,0.17022272061337845,3.4305133895116966,0.0003125,0.5,1250041,250041,2500041,False,True,True,True,1.6566058011872626e-05,0.0001630499116441332,0.0001638893162021624,unbiased_M_times_M_minus_1,81,0.032387045181927226,2.401808793946929,2.0355564117669664
SpiralScanPath_7,posterior physics mean + RBF,117,3,295.8140795498944,0.3305497930495399,334.45555342383483,333.8039550966785,0.6515983271563073,3.358508427192515,True,0.998000799680128,0.9342105263157895,12.17193212667452,11.444168597716319,0.7260674199371151,1.2545312857430935,2.12987105893462,0.3260086890246228,0.6507808071897898,Spiral,7,evaluation,0.03,3.6109129986233175e-06,12.422901570529978,0.17022272061337845,3.4305133895116966,0.0003125,0.5,1300041,260041,2600041,False,True,True,True,1.8803244911839252e-05,0.00013921367410055083,0.00014047778854961017,unbiased_M_times_M_minus_1,79,0.03158736505397841,2.4968012424373893,2.1202911782120935
SpiralScanPath_7,advective posterior physics mean + RBF,117,3,295.8140795498944,0.33446228745449064,334.45555342383483,333.66796647062057,0.7875869532142588,3.3585084181736864,True,0.9988004798080767,0.9605263157894737,12.269464252276048,11.448053850107563,0.7265829644664499,1.3033431852314354,2.173626771842366,0.33154014212757615,0.7554785528969319,Spiral,7,evaluation,0.03,3.6109129986233175e-06,12.422901570529978,0.17022272061337845,3.4305133895116966,0.0003125,0.5,1300041,260041,2600041,False,True,True,True,1.8803244911839252e-05,0.00013921367410055083,0.00014047778854961017,unbiased_M_times_M_minus_1,79,0.03158736505397841,2.4968012424373893,2.1202911782120935
SpiralScanPath_8,posterior physics mean + RBF,117,3,295.9806504909343,0.3433310779778139,332.0671634791022,328.32593510207613,3.7412283770260615,3.358508446644848,True,0.9984006397441023,0.9605263157894737,12.410611455328604,11.460352209630988,0.7278682142564621,1.3059467526224722,2.1023097713131396,0.33449717574044086,3.7355166028185067,Spiral,8,evaluation,0.03,3.6109129986233175e-06,12.422901570529978,0.17022272061337845,3.4305133895116966,0.0003125,0.5,1350041,270041,2700041,False,True,True,True,1.3849210398626279e-05,0.0001379892437809353,0.0001386824863776959,unbiased_M_times_M_minus_1,83,0.03318672530987605,2.37643008716828,2.098610895750184
SpiralScanPath_8,advective posterior physics mean + RBF,117,3,295.9806504909343,0.33554275883310947,332.0671634791022,328.6263455414979,3.4408179376042654,3.3585084370064218,True,0.9976009596161536,0.9342105263157895,12.04362165076608,11.459877621914583,0.7267986414479963,1.3192577016815612,2.2143439847115713,0.33206826356211366,3.494916424543703,Spiral,8,evaluation,0.03,3.6109129986233175e-06,12.422901570529978,0.17022272061337845,3.4305133895116966,0.0003125,0.5,1350041,270041,2700041,False,True,True,True,1.3849210398626279e-05,0.0001379892437809353,0.0001386824863776959,unbiased_M_times_M_minus_1,83,0.03318672530987605,2.37643008716828,2.098610895750184
SpiralScanPath_9,posterior physics mean + RBF,117,2,296.12811830237854,0.33736371420249667,329.66153916113313,328.8870767092912,0.7744624518419414,3.3585084055607584,True,0.9984006397441023,0.9473684210526315,12.27055371727247,11.438083939578775,0.7263301455654543,1.369346856282344,2.2199368988647517,0.33221501050207297,0.6525497282639776,Spiral,9,evaluation,0.03,3.6109129986233175e-06,12.422901570529978,0.17022272061337845,3.4305133895116966,0.0003125,0.5,1400041,280041,2800041,False,True,True,True,1.4391478650687978e-05,0.00015115936929977993,0.00015184291088114868,unbiased_M_times_M_minus_1,79,0.03158736505397841,2.4829704941696766,2.326264298063792
SpiralScanPath_9,advective posterior physics mean + RBF,117,2,296.12811830237854,0.3316583413307499,329.66153916113313,329.05433422089794,0.6072049402351922,3.358508419999983,True,0.9988004798080767,0.9605263157894737,12.146179632285032,11.444805607402252,0.7258880944416718,1.3612951473630397,2.2656479764662745,0.3333160035347762,0.4836617168072621,Spiral,9,evaluation,0.03,3.6109129986233175e-06,12.422901570529978,0.17022272061337845,3.4305133895116966,0.0003125,0.5,1400041,280041,2800041,False,True,True,True,1.4391478650687978e-05,0.00015115936929977993,0.00015184291088114868,unbiased_M_times_M_minus_1,79,0.03158736505397841,2.4829704941696766,2.326264298063792
SpiralScanPath_10,posterior physics mean + RBF,117,3,296.24464913741537,0.33025210897129453,327.4312034644041,334.63842993711575,7.207226472711625,3.3585084222119033,True,0.9992003198720512,0.9736842105263158,12.198094017239358,11.471174470654672,0.7300842705201938,1.3344673965814744,2.0540860066774624,0.3114198141841372,7.233733243355005,Spiral,10,evaluation,0.03,3.6109129986233175e-06,12.422901570529978,0.17022272061337845,3.4305133895116966,0.0003125,0.5,1450041,290041,2900041,False,True,True,True,1.6028907309438047e-05,0.00016259328325899503,0.00016338146048580404,unbiased_M_times_M_minus_1,78,0.031187524990004,2.4942509915903295,2.2925440864066675
SpiralScanPath_10,advective posterior physics mean + RBF,117,3,296.24464913741537,0.3282609979910261,327.4312034644041,335.01289246393196,7.581688999527842,3.358508425450709,True,0.9984006397441023,0.9473684210526315,12.370557297373885,11.469727318185127,0.7286026922171147,1.3421400482383057,2.2005172863279223,0.3238359534050969,7.669008351187813,Spiral,10,evaluation,0.03,3.6109129986233175e-06,12.422901570529978,0.17022272061337845,3.4305133895116966,0.0003125,0.5,1450041,290041,2900041,False,True,True,True,1.6028907309438047e-05,0.00016259328325899503,0.00016338146048580404,unbiased_M_times_M_minus_1,78,0.031187524990004,2.4942509915903295,2.2925440864066675
SpiralScanPath_11,posterior physics mean + RBF,117,2,296.3525026623504,0.318317874064621,330.9114233717931,338.27784866345417,7.3664252916610735,3.292627719934295,False,0.9984006397441023,0.9473684210526315,12.324728341870808,11.462539370586974,0.7253225971996792,1.3569332661506832,2.3729841909273803,0.3169333238137072,7.543066109479128,Spiral,11,evaluation,0.03,3.6109129986233175e-06,12.422901570529978,0.17022272061337845,3.4305133895116966,0.0003125,0.5,1500041,300041,3000041,False,True,True,True,1.551759589675213e-05,0.00016423142325447778,0.00016496289330211907,unbiased_M_times_M_minus_1,77,0.03078768492602959,2.510525167157445,2.1382740331159407
SpiralScanPath_11,advective posterior physics mean + RBF,117,2,296.3525026623504,0.3225324730019444,330.9114233717931,338.709764912699,7.798341540905881,3.292627719934295,False,0.9984006397441023,0.9473684210526315,12.161712849917496,11.47583176244484,0.725865600747304,1.3811064061900964,2.3871289483448375,0.3260803217565144,7.903333932641431,Spiral,11,evaluation,0.03,3.6109129986233175e-06,12.422901570529978,0.17022272061337845,3.4305133895116966,0.0003125,0.5,1500041,300041,3000041,False,True,True,True,1.551759589675213e-05,0.00016423142325447778,0.00016496289330211907,unbiased_M_times_M_minus_1,77,0.03078768492602959,2.510525167157445,2.1382740331159407
SpiralScanPath_12,posterior physics mean + RBF,117,3,296.4285472031083,0.3157372899612311,334.51052576547374,342.13649628685437,7.625970521380623,3.292627719934295,False,0.998000799680128,0.9473684210526315,12.372509990928771,11.469489736951214,0.7269839540659974,1.3442035827694006,2.2310874278377635,0.30008531319813264,7.522301860277707,Spiral,12,evaluation,0.03,3.6109129986233175e-06,12.422901570529978,0.17022272061337845,3.4305133895116966,0.0003125,0.5,1550041,310041,3100041,False,True,True,True,1.5283608779022035e-05,0.00016275641588242836,0.00016347244296273356,unbiased_M_times_M_minus_1,79,0.03158736505397841,2.4554211855889654,2.092668154393517
SpiralScanPath_12,advective posterior physics mean + RBF,117,3,296.4285472031083,0.3176056868978512,334.51052576547374,342.3230654863821,7.812539720908376,3.292627719934295,False,0.9976009596161536,0.9342105263157895,12.353582402006863,11.472208890828663,0.7268047141829731,1.386076103885343,2.2861632452631735,0.30590921324667086,7.72941975601924,Spiral,12,evaluation,0.03,3.6109129986233175e-06,12.422901570529978,0.17022272061337845,3.4305133895116966,0.0003125,0.5,1550041,310041,3100041,False,True,True,True,1.5283608779022035e-05,0.00016275641588242836,0.00016347244296273356,unbiased_M_times_M_minus_1,79,0.03158736505397841,2.4554211855889654,2.092668154393517
SpiralScanPath_13,posterior physics mean + RBF,117,2,296.4901280292387,0.3162428415962641,335.7083806056465,336.3731840851186,0.6648034794721411,3.358508441670735,True,0.998000799680128,0.9342105263157895,12.324726227044602,11.446724991996735,0.7273115200738997,1.3379076815540134,1.9688261829550808,0.2965564588010072,0.6512891479645759,Spiral,13,calibration,0.03,3.6109129986233175e-06,12.422901570529978,0.17022272061337845,3.4305133895116966,0.0003125,0.5,1600041,320041,3200041,False,True,True,True,1.818548339734341e-05,0.00013875963328549898,0.0001399462312315741,unbiased_M_times_M_minus_1,76,0.030387844862055178,2.575770072454711,2.309910217491491
SpiralScanPath_13,advective posterior physics mean + RBF,117,2,296.4901280292387,0.2973365725084951,335.7083806056465,335.7635326026855,0.05515199703899043,3.3585084271275223,True,0.9984006397441023,0.9473684210526315,12.23691899831222,11.442296998559792,0.7238352372791073,1.3132169327973144,1.9487511720829274,0.28617790693113154,0.05738248581104699,Spiral,13,calibration,0.03,3.6109129986233175e-06,12.422901570529978,0.17022272061337845,3.4305133895116966,0.0003125,0.5,1600041,320041,3200041,False,True,True,True,1.818548339734341e-05,0.00013875963328549898,0.0001399462312315741,unbiased_M_times_M_minus_1,76,0.030387844862055178,2.575770072454711,2.309910217491491
