method,field_excess_rel_l2_mean,field_excess_rel_l2_std,overall_rmse_K_mean,overall_rmse_K_std,overall_mae_K_mean,overall_mae_K_std,overall_signed_error_K_mean,overall_signed_error_K_std,overall_crps_K_mean,overall_crps_K_std,top_1pct_rmse_K_mean,top_1pct_rmse_K_std,top_1pct_mae_K_mean,top_1pct_mae_K_std,top_1pct_signed_error_K_mean,top_1pct_signed_error_K_std,top_1pct_crps_K_mean,top_1pct_crps_K_std,top_1pct_coverage_95_mean,top_1pct_coverage_95_std,top_1pct_interval_width_95_K_mean,top_1pct_interval_width_95_K_std,peak_absolute_error_K_mean,peak_absolute_error_K_std,mean_posterior_sd_K_mean,mean_posterior_sd_K_std,n_trajectories
Observed-clipped previous state + ST innovation,0.45719660975346815,0.08294897465309231,0.5556768273306705,0.030323583756320334,0.18967604811158903,0.007996090454051348,0.008912332427892262,0.008775693968652487,0.21822346011308308,0.003391502189921106,5.081271992720567,0.31190075959183855,4.139750061114571,0.2488244362704086,-3.711709247170494,0.3042864221450928,3.7562836991859703,0.25297103312229746,0.02666666666666667,0.030323921743156138,2.649597189150963,0.049794397464551506,7.835702720341382,4.03305636774707,0.6579801260192001,0.00021584100389563645,30
Posterior-mean previous state + ST innovation,0.40723775720255595,0.07455527685677106,0.4950901375344149,0.030786699348591184,0.18265884023694917,0.00789086973434173,0.03628716720227895,0.011069730908693372,0.21058002406939197,0.0037951291580838207,4.385729736417994,0.37557820420450916,3.257067513025109,0.4116706799727453,-2.7111838333496623,0.42462747131678524,2.9008675547041074,0.3960478236681197,0.2733333333333333,0.11841869998335197,2.667360872544445,0.041369507396054606,7.620219455551298,3.8881286924521836,0.6582574279636646,0.0003831040758146119,30
Moment-matched sequential advective ST,0.407393048136946,0.07565462147240298,0.49510663548743883,0.03192092013151151,0.18278301487941787,0.007998855522781536,0.03661687326378848,0.01170204807275108,0.20988940356442073,0.004038182117939868,4.383701891815464,0.37697111208373607,3.25029784564967,0.40541015377678424,-2.6980157937559484,0.4536664145348315,2.8387054103684175,0.4029184828683912,0.36533333333333334,0.1546460549087838,3.332062254970471,0.39991925246096177,7.639359342017392,3.9269688867840675,0.6632746651513071,0.0025594384572762176,30
Posterior-sample mixture sequential advective ST,0.407157475717369,0.07500351486878169,0.49497483577808216,0.03213936780754919,0.18289973870123868,0.008095740861728944,0.03690925360564507,0.011941385267612192,0.20994095736346083,0.0039991588191609214,4.37853269241327,0.3842245644845614,3.2451683663214417,0.418629040962067,-2.695216458169021,0.4532184937468431,2.834572883429648,0.41541640619604214,0.37600000000000006,0.15882325895852564,3.352202592928594,0.41416850292732404,7.635436638109591,3.919904544057974,0.6635157746828368,0.002853534401945252,30
Oracle true previous state + fixed clipped-calibrated source,0.5497707364112684,0.06321420049447203,0.6776505802126522,0.07785344029494062,0.0804018612395342,0.0043554766337272986,0.030306993866111118,0.007678183688078187,0.18168652583477307,0.0032563075337505806,6.722770199806582,0.7860851640707041,2.6102024325862754,0.33889942319596184,2.607012841520904,0.3394169954189624,2.4631812174776693,0.3241326405966587,0.756,0.04738688891855331,2.6968587534080464,0.04580916503779158,26.42962890326509,6.182765084548747,0.6582487732505188,0.000357762776777528,30
Oracle true previous state + dev-calibrated source,0.36624672306994793,0.07243530662290909,0.44536421660225306,0.04686974163296139,0.07251824903068967,0.0032728873256265075,0.015294521479885088,0.008625757671006581,0.17391844012025476,0.0016229060092558462,4.3738365485264605,0.47764477790160065,1.833460472799444,0.16263579960978913,1.2070918925677276,0.37124449510027485,1.6954917176059123,0.15169615942944717,0.7933333333333333,0.045888420395964545,2.6968587534080464,0.04580916503779158,14.063520248015118,4.7069556586796555,0.6582487732505188,0.000357762776777528,30
