region,n_pixels,rmse_K,mae_K,signed_error_K,posterior_sd_K,coverage_95,interval_width_95_K,positive_sd_fraction,zero_sd_nonzero_error_fraction,mean_z,rms_z,mean_abs_error_over_sd,median_abs_error_over_sd,fraction_abs_z_gt_1_96,crps_K,trajectory,family,run_index,role,method,stage
above_camera_ceiling,76,2.5604043163505406,1.4561256936178735,-0.5061212246735307,0.8341413266514079,0.7236842105263158,3.1436843329164144,1.0,0.0,0.6537877761374122,3.120174134046246,1.7888015940713138,0.9802291452048284,0.27631578947368424,1.1952033950775058,DiagonalScanPath_1,Diagonal,1,evaluation,Posterior-sample mixture sequential advective ST,Current sequential posterior
top_1pct,25,4.298791325971757,3.017642833032269,-2.198850586132721,0.8318720869888244,0.36,3.141126800898005,1.0,0.0,2.72545318322872,5.235248673003308,3.712363526544466,2.5379167862883056,0.64,2.6585181862166967,DiagonalScanPath_1,Diagonal,1,evaluation,Posterior-sample mixture sequential advective ST,Current sequential posterior
overall,2501,0.521982219571537,0.18760012926723002,0.043832793337677756,0.6612308029850297,0.9920031987205118,2.533362239454678,1.0,0.0,-0.07269456550425568,0.6936463191482124,0.28015901997006815,0.16008339507553074,0.007996801279488205,0.21245827265629993,DiagonalScanPath_2,Diagonal,2,evaluation,Posterior physics mean + sequential ST,Current sequential posterior
above_camera_ceiling,76,2.766254146834418,1.5136454799426045,-0.9169116668928252,0.7845087659932165,0.7368421052631579,3.0232904999738306,1.0,0.0,1.2023984780141515,3.550899799280872,1.9357690834483459,0.7232667286923267,0.2631578947368421,1.2967729892335011,DiagonalScanPath_2,Diagonal,2,evaluation,Posterior physics mean + sequential ST,Current sequential posterior
top_1pct,25,4.758452216919251,3.7252643243308445,-2.868467887586655,0.7984093897738027,0.24,3.0990905385182033,1.0,0.0,3.691275427753883,6.1034297856582125,4.7431031758105755,2.995009140784678,0.76,3.30150658196237,DiagonalScanPath_2,Diagonal,2,evaluation,Posterior physics mean + sequential ST,Current sequential posterior
overall,2501,0.5220039457691088,0.18761155763572449,0.043674896053376905,0.6600748546608661,0.9920031987205118,2.52882527612103,1.0,0.0,-0.07177032369098879,0.7122015902819864,0.28259680120729075,0.16008339522282394,0.008396641343462616,0.21257639988626753,DiagonalScanPath_2,Diagonal,2,evaluation,Posterior physics mean + sequential advective ST,Current sequential posterior
above_camera_ceiling,76,2.766454241072885,1.51384081371294,-0.9220292933640734,0.7430185440850989,0.7368421052631579,2.8621541110060096,1.0,0.0,1.2417215080834694,3.6683198291442976,2.0124396929218054,0.738250548369965,0.27631578947368424,1.2988519815352677,DiagonalScanPath_2,Diagonal,2,evaluation,Posterior physics mean + sequential advective ST,Current sequential posterior
top_1pct,25,4.758977251824033,3.7265361139470814,-2.8697914733396463,0.7621696488342958,0.24,2.957902356410054,1.0,0.0,3.8327217146666133,6.305763316627877,4.919738149928432,3.1530757142546624,0.8,3.3184447294328283,DiagonalScanPath_2,Diagonal,2,evaluation,Posterior physics mean + sequential advective ST,Current sequential posterior
overall,2501,0.5156601763051051,0.1734673777137862,0.045636740174388284,0.6600455298747966,0.991203518592563,2.528319286810673,1.0,0.0,-0.07476898219376632,0.6993564695037116,0.260389323186086,0.16255749737230626,0.008796481407437025,0.20689640553615316,DiagonalScanPath_2,Diagonal,2,evaluation,Advective posterior mean + sequential advective ST,Current sequential posterior
above_camera_ceiling,76,2.7852505187251255,1.5087750701379052,-1.059358752146366,0.7425505662854852,0.7236842105263158,2.8221279337199032,1.0,0.0,1.4328432211776316,3.692759731115273,2.008768304244783,0.6585921188876271,0.27631578947368424,1.3173137966896296,DiagonalScanPath_2,Diagonal,2,evaluation,Advective posterior mean + sequential advective ST,Current sequential posterior
top_1pct,25,4.773431430366152,3.764041056689548,-2.9362555151155085,0.7621696488058427,0.2,2.8949643735682797,1.0,0.0,3.9142152671077612,6.322015158532529,4.965508315721732,3.2010205250977286,0.8,3.355524552882905,DiagonalScanPath_2,Diagonal,2,evaluation,Advective posterior mean + sequential advective ST,Current sequential posterior
overall,2501,0.5220289557598506,0.18784049903969846,0.04400977181917255,0.6601968024849122,0.9916033586565374,2.5321615206826196,1.0,0.0,-0.07225386008653754,0.7116949500074539,0.28279783373847234,0.16044363398628136,0.008396641343462616,0.2121573242828607,DiagonalScanPath_2,Diagonal,2,evaluation,Posterior-sample mixture sequential advective ST,Current sequential posterior
above_camera_ceiling,76,2.7658698703961018,1.5162721051846935,-0.9166906640112932,0.7458415698178728,0.7236842105263158,2.856542331593482,1.0,0.0,1.2333158951081422,3.6640483111728344,2.0124850454107865,0.7406645397820726,0.27631578947368424,1.296721038676308,DiagonalScanPath_2,Diagonal,2,evaluation,Posterior-sample mixture sequential advective ST,Current sequential posterior
top_1pct,25,4.7570316034254,3.723570552789279,-2.8659003996739103,0.7637234547272408,0.2,2.9266186809277337,1.0,0.0,3.8223907481120944,6.297201336219858,4.909443196497559,3.1532524056214277,0.8,3.3101793999312155,DiagonalScanPath_2,Diagonal,2,evaluation,Posterior-sample mixture sequential advective ST,Current sequential posterior
overall,2501,0.5468201624665715,0.1845566999623533,0.02602476187434847,0.6651099607775811,0.9936025589764095,2.5433695966512584,1.0,0.0,-0.049832908249544984,0.6244114806853616,0.2659648055202037,0.15283909686371383,0.0059976009596161535,0.21324341676416775,DiagonalScanPath_3,Diagonal,3,evaluation,Posterior physics mean + sequential ST,Current sequential posterior
above_camera_ceiling,76,2.907845271775586,1.5220223732823481,-0.9524363854158269,0.8832179102875484,0.8026315789473685,3.3849905367798088,1.0,0.0,1.060391990215673,3.078928365248656,1.6566442601772338,0.7673001217481719,0.19736842105263158,1.2938683750510342,DiagonalScanPath_3,Diagonal,3,evaluation,Posterior physics mean + sequential ST,Current sequential posterior
top_1pct,25,4.995731263106488,3.6584420340865993,-2.9022926146271106,0.9333278839308492,0.44,3.581828967768215,1.0,0.0,3.2556693606874503,5.2689598038853225,3.9144568917018825,2.465282080938439,0.56,3.2244331210599797,DiagonalScanPath_3,Diagonal,3,evaluation,Posterior physics mean + sequential ST,Current sequential posterior
overall,2501,0.5418747311580223,0.18446721944089187,0.027298188646991038,0.6635976345941629,0.9924030387844862,2.537007334882019,1.0,0.0,-0.050140270413707826,0.632982828030402,0.2686516987065985,0.15283910077786336,0.006797281087564974,0.21273780380177743,DiagonalScanPath_3,Diagonal,3,evaluation,Posterior physics mean + sequential advective ST,Current sequential posterior
above_camera_ceiling,76,2.8583032597311107,1.4395219011185987,-0.8459219748369092,0.8370994193122095,0.8157894736842105,3.1491900688528602,1.0,0.0,0.976503813740259,3.089496637335674,1.6139103837660285,0.6751286498006523,0.18421052631578946,1.2420375592994382,DiagonalScanPath_3,Diagonal,3,evaluation,Posterior physics mean + sequential advective ST,Current sequential posterior
top_1pct,25,4.927168201271908,3.548329712841687,-2.684161948224755,0.8915495354407023,0.44,3.34441316579931,1.0,0.0,3.1300944579926755,5.311503779373656,3.8949520565482243,2.226561013065053,0.56,3.1532217785097405,DiagonalScanPath_3,Diagonal,3,evaluation,Posterior physics mean + sequential advective ST,Current sequential posterior
overall,2501,0.5356998410946449,0.16844345713150166,0.021014937755954553,0.6634228834832704,0.9924030387844862,2.53772600362751,1.0,0.0,-0.040517939377449616,0.6133465996181281,0.24218764855774058,0.14328775017896947,0.0075969612155137945,0.2065963829036789,DiagonalScanPath_3,Diagonal,3,evaluation,Advective posterior mean + sequential advective ST,Current sequential posterior
above_camera_ceiling,76,2.915051401998282,1.5794600938135854,-1.015768219855705,0.8317592309246628,0.75,3.1604740266005895,1.0,0.0,1.2059577267504338,3.174084210146174,1.7897552640395376,0.8079932291043893,0.25,1.3330225488174512,DiagonalScanPath_3,Diagonal,3,evaluation,Advective posterior mean + sequential advective ST,Current sequential posterior
top_1pct,25,4.964987947078227,3.68917349648043,-2.8901148142596638,0.8856614132740391,0.36,3.3458690792073047,1.0,0.0,3.391156488630534,5.384408749204334,4.089363721324272,2.5600947016769693,0.64,3.2546418647805226,DiagonalScanPath_3,Diagonal,3,evaluation,Advective posterior mean + sequential advective ST,Current sequential posterior
overall,2501,0.542586666914056,0.18474491754279426,0.026122868428882232,0.661971063216108,0.9932027189124351,2.5306041647945756,1.0,0.0,-0.04630919736826868,0.6766129029327886,0.2730123529965862,0.15322398843166937,0.0075969612155137945,0.2132053252278899,DiagonalScanPath_3,Diagonal,3,evaluation,Posterior-sample mixture sequential advective ST,Current sequential posterior
above_camera_ceiling,76,2.862952115540343,1.4460139924229158,-0.878572335572196,0.7927994983625435,0.8157894736842105,3.018157098995161,1.0,0.0,1.092855055801499,3.377015326115917,1.7427224355138269,0.7276244647241068,0.19736842105263158,1.2462858644342933,DiagonalScanPath_3,Diagonal,3,evaluation,Posterior-sample mixture sequential advective ST,Current sequential posterior
top_1pct,25,4.937836855056334,3.586866258671155,-2.723805021834835,0.8291377433291757,0.44,3.1503082576984163,1.0,0.0,3.4127178498819983,5.815499775615549,4.2649213173516,2.5826109699387585,0.6,3.1825209321521557,DiagonalScanPath_3,Diagonal,3,evaluation,Posterior-sample mixture sequential advective ST,Current sequential posterior
overall,2501,0.5199217924600676,0.1875435546723875,0.055636202208932464,0.668626692261176,0.995201919232307,2.5586775528834083,1.0,0.0,-0.08829198933960494,0.49785008668765607,0.25987867694252387,0.15019853520285908,0.004798080767692923,0.2113286921069084,DiagonalScanPath_4,Diagonal,4,evaluation,Posterior physics mean + sequential ST,Current sequential posterior
above_camera_ceiling,76,2.741608966372821,1.5913860039398344,-0.18180564412886357,1.020968547279039,0.8421052631578947,3.920940860771646,1.0,0.0,0.12722397845655767,2.1986985855745287,1.4240477908886922,0.9445295278682985,0.15789473684210525,1.2523239603602905,DiagonalScanPath_4,Diagonal,4,evaluation,Posterior physics mean + sequential ST,Current sequential posterior
