percentile_bin,percentile_lower,percentile_upper,n_pixels,rmse_K,mae_K,signed_error_K,posterior_sd_K,coverage_95,interval_width_95_K,positive_sd_fraction,zero_sd_nonzero_error_fraction,mean_z,rms_z,mean_abs_error_over_sd,median_abs_error_over_sd,fraction_abs_z_gt_1_96,crps_K,trajectory,family,run_index,role,method,stage
99-100%,99.0,100.0,25,5.401196660336738,4.351261953120809,-3.5745505070536208,0.7920835400028058,0.04,2.975623961802248,1.0,0.0,4.513494188290644,6.642122091278675,5.411103044597613,4.04956817608143,0.96,3.899786630255795,DiagonalScanPath_7,Diagonal,7,evaluation,Posterior physics mean + sequential advective ST,Current sequential posterior
0-10%,0.0,10.0,250,0.12699523828434092,0.09550851897662029,0.041559185718966316,0.6583409774366171,1.0,2.5270971362260446,1.0,0.0,-0.05787975763464901,0.2089979702545818,0.15079333401859,0.10705327416953972,0.0,0.163627650127118,DiagonalScanPath_7,Diagonal,7,evaluation,Advective posterior mean + sequential advective ST,Current sequential posterior
10-20%,10.0,20.0,250,0.13541081776292516,0.09890202810894948,0.06783939655193694,0.6580089101162038,1.0,2.5126740823721483,1.0,0.0,-0.10033359770820835,0.2090462323036175,0.15313498739640583,0.11370490326964353,0.0,0.16453780779938817,DiagonalScanPath_7,Diagonal,7,evaluation,Advective posterior mean + sequential advective ST,Current sequential posterior
20-30%,20.0,30.0,250,0.1262773346306574,0.08958326763445257,0.032237546360394845,0.6476029800967258,1.0,2.4537013235336764,1.0,0.0,-0.04001869269792121,0.2029849540285369,0.14334355003208596,0.10321129811659643,0.0,0.16087164933251502,DiagonalScanPath_7,Diagonal,7,evaluation,Advective posterior mean + sequential advective ST,Current sequential posterior
30-40%,30.0,40.0,250,0.1526969597507514,0.11167610645140849,0.07688503867898726,0.6546274115542047,1.0,2.493603944584947,1.0,0.0,-0.11626030897401374,0.24322219710981555,0.17531045171250242,0.1305615113325491,0.0,0.16725828386162844,DiagonalScanPath_7,Diagonal,7,evaluation,Advective posterior mean + sequential advective ST,Current sequential posterior
40-50%,40.0,50.0,250,0.13847721773538474,0.10429362930296497,0.07539380860639153,0.659037248103505,1.0,2.511676885284767,1.0,0.0,-0.1166098242119534,0.22590003702664418,0.16575629945747455,0.12489558429487113,0.0,0.16675923667002007,DiagonalScanPath_7,Diagonal,7,evaluation,Advective posterior mean + sequential advective ST,Current sequential posterior
50-60%,50.0,60.0,251,0.16834946625834663,0.12413795406537899,0.10474134472445373,0.6549806022540711,1.0,2.4919461957504527,1.0,0.0,-0.16367395161463114,0.26941727265516574,0.19552683017800498,0.1414115299787896,0.0,0.17103045366115308,DiagonalScanPath_7,Diagonal,7,evaluation,Advective posterior mean + sequential advective ST,Current sequential posterior
60-70%,60.0,70.0,250,0.16583099710686208,0.1261616527137139,0.0735275168954804,0.6613617346578403,1.0,2.519854733948237,1.0,0.0,-0.10685694848380856,0.2627982151376026,0.19714121804634213,0.14770492698794993,0.0,0.17059247612331643,DiagonalScanPath_7,Diagonal,7,evaluation,Advective posterior mean + sequential advective ST,Current sequential posterior
70-80%,70.0,80.0,250,0.16590546918389087,0.12908326759520286,0.04363489351611725,0.6654899308397925,1.0,2.5463859213224134,1.0,0.0,-0.06836115117686022,0.26119335241191083,0.19882876624896453,0.15452406279775627,0.0,0.17226248669035096,DiagonalScanPath_7,Diagonal,7,evaluation,Advective posterior mean + sequential advective ST,Current sequential posterior
80-90%,80.0,90.0,250,0.2653065683851165,0.1803136015174864,0.005321398412973849,0.6524393294752041,0.996,2.4876433917047014,1.0,0.0,-0.011653081646313148,0.3971227427003819,0.2784091958580685,0.22328218880510445,0.004,0.18940144508536458,DiagonalScanPath_7,Diagonal,7,evaluation,Advective posterior mean + sequential advective ST,Current sequential posterior
90-95%,90.0,95.0,125,0.21156542725050578,0.15052324098809594,0.018138646544017773,0.660030439902661,1.0,2.4889740867159897,1.0,0.0,-0.03153682377567722,0.3115428038910152,0.2262366999001254,0.18415417446711024,0.0,0.17514471811112342,DiagonalScanPath_7,Diagonal,7,evaluation,Advective posterior mean + sequential advective ST,Current sequential posterior
95-99%,95.0,99.0,100,0.5786371334589977,0.42401377122066947,-0.11813707703152546,0.7275411413738179,0.98,2.818419998619797,1.0,0.0,0.16737291700937282,0.7680045121524367,0.5691126372875126,0.43863942044602866,0.02,0.3230477479517873,DiagonalScanPath_7,Diagonal,7,evaluation,Advective posterior mean + sequential advective ST,Current sequential posterior
99-100%,99.0,100.0,25,5.576285577648034,4.5459360817168815,-3.803126068643219,0.783843937823942,0.04,2.9902133823396637,1.0,0.0,4.830141262657546,6.874735529123007,5.691067017470803,4.464441848885801,0.96,4.115801862967684,DiagonalScanPath_7,Diagonal,7,evaluation,Advective posterior mean + sequential advective ST,Current sequential posterior
0-10%,0.0,10.0,250,0.16642454321896005,0.11032466840543907,0.03550947810787443,0.6583377781763652,1.0,2.5255170940819878,1.0,0.0,-0.04844588036590307,0.2678966010441051,0.1742273205525333,0.09381715695260476,0.0,0.17062044394287354,DiagonalScanPath_7,Diagonal,7,evaluation,Posterior-sample mixture sequential advective ST,Current sequential posterior
10-20%,10.0,20.0,250,0.15440061506421285,0.10157517368584422,0.06236249876171769,0.6580089079402092,1.0,2.5136482849935384,1.0,0.0,-0.09363683349051334,0.23912669520746718,0.15860601736580354,0.08948766507767619,0.0,0.16719661101226366,DiagonalScanPath_7,Diagonal,7,evaluation,Posterior-sample mixture sequential advective ST,Current sequential posterior
20-30%,20.0,30.0,250,0.16693389535903647,0.11738572167777443,0.03447797394849635,0.6476029774862336,1.0,2.4578055760464257,1.0,0.0,-0.043875982396158114,0.2643311529175693,0.18655884664538777,0.10705664609842835,0.0,0.16818605714449036,DiagonalScanPath_7,Diagonal,7,evaluation,Posterior-sample mixture sequential advective ST,Current sequential posterior
30-40%,30.0,40.0,250,0.18141416926118026,0.12166294795824728,0.08085833587723414,0.654627409236989,1.0,2.5035478804714275,1.0,0.0,-0.12291989472036888,0.28889788040895475,0.19179002768341682,0.10832495023637315,0.0,0.1755705529303583,DiagonalScanPath_7,Diagonal,7,evaluation,Posterior-sample mixture sequential advective ST,Current sequential posterior
40-50%,40.0,50.0,250,0.17892396942285427,0.12120136756019906,0.08040614156107609,0.6590372455566659,1.0,2.4981658636251756,1.0,0.0,-0.1251999131698454,0.2855246583145592,0.1922949424718584,0.09395362051034822,0.0,0.17397406144122585,DiagonalScanPath_7,Diagonal,7,evaluation,Posterior-sample mixture sequential advective ST,Current sequential posterior
50-60%,50.0,60.0,251,0.1985917168937166,0.12759840570017844,0.08965730359953597,0.65497844881793,1.0,2.4917750491879795,1.0,0.0,-0.14020903682436028,0.3152423431796229,0.20153578581305778,0.1019866422528403,0.0,0.17497484309634498,DiagonalScanPath_7,Diagonal,7,evaluation,Posterior-sample mixture sequential advective ST,Current sequential posterior
60-70%,60.0,70.0,250,0.2038672075129221,0.1453070863306268,0.05581684620401143,0.6613544650158487,1.0,2.5147717092219186,1.0,0.0,-0.07867259727852217,0.3207861154369532,0.22676906396792657,0.14338113638075933,0.0,0.17888798170410472,DiagonalScanPath_7,Diagonal,7,evaluation,Posterior-sample mixture sequential advective ST,Current sequential posterior
70-80%,70.0,80.0,250,0.1949204637962181,0.1550824262514575,0.03156539028133921,0.6654727265134445,1.0,2.543117941052934,1.0,0.0,-0.05056175966393956,0.30163149066930284,0.23620321170871922,0.19552194846681287,0.0,0.17844290552061065,DiagonalScanPath_7,Diagonal,7,evaluation,Posterior-sample mixture sequential advective ST,Current sequential posterior
80-90%,80.0,90.0,250,0.25448457763789417,0.20595648550911141,-0.006127127396098558,0.6523400383342426,1.0,2.4966328559535036,1.0,0.0,0.006827863711300165,0.39433037588428427,0.31817511207680305,0.29546443427305014,0.0,0.19177269983821393,DiagonalScanPath_7,Diagonal,7,evaluation,Posterior-sample mixture sequential advective ST,Current sequential posterior
90-95%,90.0,95.0,125,0.2534486295090666,0.20844975872800978,0.02909466509942513,0.6601129960111842,1.0,2.4992806201445097,1.0,0.0,-0.052358217306282456,0.38385567204528714,0.3169930475603284,0.2732601880912957,0.0,0.19121438556464238,DiagonalScanPath_7,Diagonal,7,evaluation,Posterior-sample mixture sequential advective ST,Current sequential posterior
95-99%,95.0,99.0,100,0.6028887152892981,0.4547542019274704,0.011274143302604216,0.7189419926478205,0.96,2.773049644676269,1.0,0.0,-0.02362844343073167,0.8118279875800563,0.619385107583944,0.4628262591354352,0.01,0.3373365904115526,DiagonalScanPath_7,Diagonal,7,evaluation,Posterior-sample mixture sequential advective ST,Current sequential posterior
99-100%,99.0,100.0,25,5.4076972312695535,4.3590834356828125,-3.5885471956096056,0.7836732919904802,0.04,3.029782314785641,1.0,0.0,4.543214156853142,6.662002186934297,5.454250625671442,4.175961304032661,0.96,3.9128492050366095,DiagonalScanPath_7,Diagonal,7,evaluation,Posterior-sample mixture sequential advective ST,Current sequential posterior
0-10%,0.0,10.0,250,0.19276516806348978,0.12292761623508,0.08879818147232732,0.6582916744739805,1.0,2.536235801361029,1.0,0.0,-0.13020307846500548,0.28704248218883704,0.18644204860112118,0.10062146861170071,0.0,0.17522888634503977,DiagonalScanPath_8,Diagonal,8,development,Posterior physics mean + sequential ST,Current sequential posterior
10-20%,10.0,20.0,250,0.18344497364861684,0.1296001263947446,0.08287287530542199,0.6541126765140506,1.0,2.5002676033161695,1.0,0.0,-0.12801268341237795,0.29262652667870936,0.20499525870241836,0.13764987054726227,0.0,0.1739322471525686,DiagonalScanPath_8,Diagonal,8,development,Posterior physics mean + sequential ST,Current sequential posterior
20-30%,20.0,30.0,250,0.18811637377062748,0.13845423149980934,0.06868900289724206,0.6470072832065462,1.0,2.4719656885739227,1.0,0.0,-0.1019533572846098,0.30664640564021634,0.2228420734225621,0.15612074952897792,0.0,0.17368162808169324,DiagonalScanPath_8,Diagonal,8,development,Posterior physics mean + sequential ST,Current sequential posterior
30-40%,30.0,40.0,250,0.1927368338151584,0.13792434839044404,0.09077158138782238,0.6593469781105512,1.0,2.5153274542985526,1.0,0.0,-0.1395737875236222,0.30625439085490225,0.21771082194545288,0.1423467228899613,0.0,0.17608102943026607,DiagonalScanPath_8,Diagonal,8,development,Posterior physics mean + sequential ST,Current sequential posterior
40-50%,40.0,50.0,250,0.203885260333237,0.13270782614514406,0.09782364359048848,0.6590828340637319,1.0,2.5149610993733496,1.0,0.0,-0.1549867102136879,0.3326560675599179,0.211740351533458,0.11764965177420197,0.0,0.18029941283508377,DiagonalScanPath_8,Diagonal,8,development,Posterior physics mean + sequential ST,Current sequential posterior
50-60%,50.0,60.0,251,0.17246209193358986,0.1250559132149049,0.07563718506987988,0.6554849262168808,1.0,2.5035892019901427,1.0,0.0,-0.11590351731913634,0.2717605325977998,0.19659543615365116,0.13111519155444085,0.0,0.17220459420624615,DiagonalScanPath_8,Diagonal,8,development,Posterior physics mean + sequential ST,Current sequential posterior
60-70%,60.0,70.0,250,0.18137187120117032,0.1280093215837412,0.08229012117111484,0.6601818292549658,1.0,2.5106825889825055,1.0,0.0,-0.12507483389213775,0.2794586675211459,0.1973465224546816,0.12113450477596109,0.0,0.17414662110643736,DiagonalScanPath_8,Diagonal,8,development,Posterior physics mean + sequential ST,Current sequential posterior
70-80%,70.0,80.0,250,0.2198526602230393,0.16878267401746597,0.046188621231653994,0.6656415256481116,1.0,2.5603493382621227,1.0,0.0,-0.06746832400387161,0.3450606649780188,0.26035847219160746,0.19940570075235825,0.0,0.1842284376624545,DiagonalScanPath_8,Diagonal,8,development,Posterior physics mean + sequential ST,Current sequential posterior
80-90%,80.0,90.0,250,0.27173142454596527,0.21787878564208335,-0.015383675681013073,0.6528089445072655,1.0,2.4969573366346123,1.0,0.0,0.02906525439945626,0.4293947967112219,0.33998399715002064,0.28322974721183514,0.0,0.19684012146858554,DiagonalScanPath_8,Diagonal,8,development,Posterior physics mean + sequential ST,Current sequential posterior
90-95%,90.0,95.0,125,0.2703141762647359,0.2186864165066586,-0.04418956727737941,0.6575158822646708,1.0,2.5239505007905736,1.0,0.0,0.07641435887796656,0.4192910989135992,0.3354296683683875,0.2556051784767645,0.0,0.19556167697238722,DiagonalScanPath_8,Diagonal,8,development,Posterior physics mean + sequential ST,Current sequential posterior
95-99%,95.0,99.0,100,0.8043018886354734,0.5965494985768219,0.32615427137597125,0.8383807248298922,0.98,3.224744525956268,1.0,0.0,-0.2851272902697521,0.8214797580516763,0.6609749769560811,0.5356179671435728,0.02,0.41547101215841975,DiagonalScanPath_8,Diagonal,8,development,Posterior physics mean + sequential ST,Current sequential posterior
99-100%,99.0,100.0,25,5.433463717425757,3.989828815031583,-3.3131130195148764,1.1048142812850033,0.4,4.376953780589945,1.0,0.0,3.3196809419053186,5.049497750398029,3.7335088547601907,3.0507504520893747,0.64,3.5127007736845,DiagonalScanPath_8,Diagonal,8,development,Posterior physics mean + sequential ST,Current sequential posterior
0-10%,0.0,10.0,250,0.19274800424913996,0.12290361969342098,0.08877336773697994,0.6582947895475697,1.0,2.538672526701998,1.0,0.0,-0.13016656642987542,0.28701795141625536,0.18640699662287763,0.10062145085610402,0.0,0.17472285968345572,DiagonalScanPath_8,Diagonal,8,development,Posterior physics mean + sequential advective ST,Current sequential posterior
10-20%,10.0,20.0,250,0.1834449742614211,0.1296001270884617,0.08287287256088621,0.6541126721489507,1.0,2.5139311805764772,1.0,0.0,-0.1280126805076165,0.29262653323302196,0.20499526273229746,0.13764987356609942,0.0,0.17375383539594197,DiagonalScanPath_8,Diagonal,8,development,Posterior physics mean + sequential advective ST,Current sequential posterior
20-30%,20.0,30.0,250,0.1881163764879513,0.13845423458068262,0.0686890001218344,0.6470072783163694,1.0,2.489963377440048,1.0,0.0,-0.10195335288032478,0.3066464172716595,0.22284208236462688,0.15612076060263608,0.0,0.17486729759209207,DiagonalScanPath_8,Diagonal,8,development,Posterior physics mean + sequential advective ST,Current sequential posterior
30-40%,30.0,40.0,250,0.19273685731011977,0.13792436998776567,0.09077159981717478,0.6593469741766892,1.0,2.5224550016903735,1.0,0.0,-0.13957381497270863,0.30625442663768854,0.21771085598059717,0.14234675970584282,0.0,0.17726872033859173,DiagonalScanPath_8,Diagonal,8,development,Posterior physics mean + sequential advective ST,Current sequential posterior
40-50%,40.0,50.0,250,0.2038852442148931,0.13270781033218304,0.09782368282274388,0.6590828301791043,1.0,2.506752278295643,1.0,0.0,-0.1549867658679668,0.3326560077942282,0.2117403247171539,0.11764965225622945,0.0,0.17941774740166985,DiagonalScanPath_8,Diagonal,8,development,Posterior physics mean + sequential advective ST,Current sequential posterior
50-60%,50.0,60.0,251,0.17244918138117352,0.12502234174155366,0.07559630500799515,0.655492784153476,1.0,2.508026017733399,1.0,0.0,-0.11584414249019591,0.27174344041037596,0.1965465884153805,0.13111519624503146,0.0,0.17241243478094515,DiagonalScanPath_8,Diagonal,8,development,Posterior physics mean + sequential advective ST,Current sequential posterior
60-70%,60.0,70.0,250,0.18134394970300172,0.12796328310751687,0.08223727397391213,0.6602035839433145,1.0,2.5099919797024115,1.0,0.0,-0.12499184019883586,0.2794177291201291,0.19727333477210277,0.12113450517681364,0.0,0.17235246182839614,DiagonalScanPath_8,Diagonal,8,development,Posterior physics mean + sequential advective ST,Current sequential posterior
70-80%,70.0,80.0,250,0.21980543682888265,0.16871410536384815,0.046107595991670906,0.6656886997858807,1.0,2.5325827905246503,1.0,0.0,-0.06733030163437155,0.34498688579842085,0.26023713818788335,0.1994056357207843,0.0,0.18361837051954968,DiagonalScanPath_8,Diagonal,8,development,Posterior physics mean + sequential advective ST,Current sequential posterior
80-90%,80.0,90.0,250,0.2716024177477726,0.21776501820636962,-0.01531140700662786,0.6537543192401836,1.0,2.490262053937513,1.0,0.0,0.028543135951189784,0.4288822735472982,0.3394187109352099,0.28286129113206127,0.0,0.19655043083038856,DiagonalScanPath_8,Diagonal,8,development,Posterior physics mean + sequential advective ST,Current sequential posterior
90-95%,90.0,95.0,125,0.2700229870701715,0.21839274135135747,-0.04443958467926677,0.6610131659947858,1.0,2.525003614145079,1.0,0.0,0.0774048183286585,0.41811125465662247,0.33417670191307225,0.2555995073800231,0.0,0.1969632263759579,DiagonalScanPath_8,Diagonal,8,development,Posterior physics mean + sequential advective ST,Current sequential posterior
95-99%,95.0,99.0,100,0.8542210098838124,0.6289927943633518,0.35750552284173975,0.8024781508824854,0.95,3.0851788395061974,1.0,0.0,-0.3747938386393715,0.9991636711168035,0.7590168921937941,0.5530695669140743,0.05,0.4501695960103519,DiagonalScanPath_8,Diagonal,8,development,Posterior physics mean + sequential advective ST,Current sequential posterior
99-100%,99.0,100.0,25,5.346103860943078,3.905669370877124,-3.1783510437652036,1.0222052389458205,0.4,3.9459056588079964,1.0,0.0,3.4971196035126866,5.641762106653621,4.027943659511185,2.9456541756027765,0.6,3.472881961653149,DiagonalScanPath_8,Diagonal,8,development,Posterior physics mean + sequential advective ST,Current sequential posterior
0-10%,0.0,10.0,250,0.14016456622403559,0.1029700609718725,0.08155979069637988,0.6582948513130769,1.0,2.5406081993782554,1.0,0.0,-0.12008226365072866,0.20998326797678243,0.15571667084519203,0.120843379905445,0.0,0.16599376586494755,DiagonalScanPath_8,Diagonal,8,development,Advective posterior mean + sequential advective ST,Current sequential posterior
10-20%,10.0,20.0,250,0.15268789047830006,0.11360112159872301,0.07810604743160116,0.654112672148951,1.0,2.527722259822445,1.0,0.0,-0.11935249239524669,0.24473421219652688,0.17961655172840943,0.13533249839729583,0.0,0.16752581875755806,DiagonalScanPath_8,Diagonal,8,development,Advective posterior mean + sequential advective ST,Current sequential posterior
20-30%,20.0,30.0,250,0.1638599253916188,0.12635965013181544,0.06713742548283858,0.6470072783163694,1.0,2.4716519171713336,1.0,0.0,-0.09904515454649662,0.2724711753930552,0.2049861391393601,0.16021813070693802,0.0,0.16926725070197826,DiagonalScanPath_8,Diagonal,8,development,Advective posterior mean + sequential advective ST,Current sequential posterior
30-40%,30.0,40.0,250,0.14664992754807488,0.1118697760653024,0.08181302427182958,0.6593469741767658,1.0,2.520019783982153,1.0,0.0,-0.12551065855383942,0.2377783802527439,0.17679204110138086,0.13628230862298965,0.0,0.16846758811492943,DiagonalScanPath_8,Diagonal,8,development,Advective posterior mean + sequential advective ST,Current sequential posterior
40-50%,40.0,50.0,250,0.17319695054272916,0.12477502205307564,0.09870806418963275,0.6590828301810425,1.0,2.513327641376898,1.0,0.0,-0.15450860362961777,0.2848674605419271,0.19856993627218483,0.12362400538389445,0.0,0.17339783736056946,DiagonalScanPath_8,Diagonal,8,development,Advective posterior mean + sequential advective ST,Current sequential posterior
50-60%,50.0,60.0,251,0.1297962566548575,0.0994337963680196,0.07460871511161953,0.6554929401645848,1.0,2.4935756631531025,1.0,0.0,-0.11506804293834509,0.20884152949752843,0.1564552760302854,0.11550944459299015,0.0,0.1634679430569715,DiagonalScanPath_8,Diagonal,8,development,Advective posterior mean + sequential advective ST,Current sequential posterior
60-70%,60.0,70.0,250,0.1555117116963882,0.1143529262722791,0.08149028477644743,0.6602041006966701,1.0,2.5279090612733888,1.0,0.0,-0.12424305222591202,0.24113261567223462,0.1765734575663701,0.12107828702495661,0.0,0.16830541226320325,DiagonalScanPath_8,Diagonal,8,development,Advective posterior mean + sequential advective ST,Current sequential posterior
70-80%,70.0,80.0,250,0.1778667749239722,0.13227191028853622,0.03205590885719721,0.6656898629607527,1.0,2.5381863910791798,1.0,0.0,-0.04651335097885689,0.28582326832572386,0.20535667247668188,0.15055860151059958,0.0,0.17549782990461274,DiagonalScanPath_8,Diagonal,8,development,Advective posterior mean + sequential advective ST,Current sequential posterior
80-90%,80.0,90.0,250,0.25267674556833614,0.18555850190218848,-0.024532888739164493,0.6538782046789832,0.996,2.4899378216229207,1.0,0.0,0.042793008181887235,0.3932070655724566,0.2908981336426183,0.22263382270016477,0.004,0.18758086042576852,DiagonalScanPath_8,Diagonal,8,development,Advective posterior mean + sequential advective ST,Current sequential posterior
90-95%,90.0,95.0,125,0.28959322525766035,0.19735389068492942,-0.03812848828493907,0.6613158613452008,1.0,2.510836538132651,1.0,0.0,0.07617612378385646,0.3938767098490473,0.29325857448380355,0.24874519356098782,0.0,0.19616787161906923,DiagonalScanPath_8,Diagonal,8,development,Advective posterior mean + sequential advective ST,Current sequential posterior
95-99%,95.0,99.0,100,0.7879060624132392,0.5844849856359855,0.32047983684761616,0.8081945349155096,0.98,3.0864920746373623,1.0,0.0,-0.3045637316454936,0.8546275262733695,0.6838765288573825,0.5873439873794467,0.02,0.4078885026868416,DiagonalScanPath_8,Diagonal,8,development,Advective posterior mean + sequential advective ST,Current sequential posterior
99-100%,99.0,100.0,25,5.421301987092838,3.9604194704594535,-3.3280196649180676,1.0743590929269136,0.4,4.100169565348818,1.0,0.0,3.545877646421086,5.625999833246208,3.98220518283802,2.7409673350554216,0.6,3.5221280986079155,DiagonalScanPath_8,Diagonal,8,development,Advective posterior mean + sequential advective ST,Current sequential posterior
0-10%,0.0,10.0,250,0.19274753465982863,0.12290295710602299,0.08877267198238337,0.6582954510092707,1.0,2.5244462939234564,1.0,0.0,-0.13016532665512437,0.28701706460023857,0.1864058190994704,0.10062155441253473,0.0,0.1741662958514835,DiagonalScanPath_8,Diagonal,8,development,Posterior-sample mixture sequential advective ST,Current sequential posterior
10-20%,10.0,20.0,250,0.18344498640188406,0.12960014007171888,0.08287286670932167,0.6541126474219519,1.0,2.52313346477606,1.0,0.0,-0.12801267782314169,0.2926265805897687,0.20499529846549042,0.1376498906438905,0.0,0.17220122537142463,DiagonalScanPath_8,Diagonal,8,development,Posterior-sample mixture sequential advective ST,Current sequential posterior
20-30%,20.0,30.0,250,0.18811639273246364,0.13845425275698062,0.06868898493089,0.6470072506150727,1.0,2.462750257304775,1.0,0.0,-0.10195332842547626,0.30664648386833593,0.22284213379108495,0.15612082166801217,0.0,0.17367251192770788,DiagonalScanPath_8,Diagonal,8,development,Posterior-sample mixture sequential advective ST,Current sequential posterior
30-40%,30.0,40.0,250,0.19273687432939943,0.13792438805838333,0.09077159894787133,0.6593469518768402,1.0,2.5145495280706474,1.0,0.0,-0.13957382044434746,0.3062544812749194,0.21771090026324408,0.14234696825654777,0.0,0.1754302528316066,DiagonalScanPath_8,Diagonal,8,development,Posterior-sample mixture sequential advective ST,Current sequential posterior
40-50%,40.0,50.0,250,0.20388526223233325,0.13270782653132004,0.09782368635971102,0.6590828078108288,1.0,2.4955713755152718,1.0,0.0,-0.15498678228364893,0.3326560725249946,0.21174036675240454,0.1176496549555727,0.0,0.1775719288185269,DiagonalScanPath_8,Diagonal,8,development,Posterior-sample mixture sequential advective ST,Current sequential posterior
50-60%,50.0,60.0,251,0.1724488174330824,0.12502139766944723,0.07559513353756589,0.6554944840004826,1.0,2.508565222100911,1.0,0.0,-0.11584230332307185,0.2717429417508032,0.19654508627743,0.13111522299943623,0.0,0.17044946100211622,DiagonalScanPath_8,Diagonal,8,development,Posterior-sample mixture sequential advective ST,Current sequential posterior
60-70%,60.0,70.0,250,0.18134319398078344,0.12796655063129606,0.08223108322303528,0.6602081929010328,1.0,2.532350146643871,1.0,0.0,-0.12498213982316568,0.27941632495210744,0.19727726754487798,0.12113451903240535,0.0,0.17314064282749086,DiagonalScanPath_8,Diagonal,8,development,Posterior-sample mixture sequential advective ST,Current sequential posterior
70-80%,70.0,80.0,250,0.21980399056515426,0.1687113900773661,0.046087570580454214,0.6656985366839504,1.0,2.5409845984536767,1.0,0.0,-0.06729845168575181,0.3449848629802115,0.26023228637412704,0.19940562354664038,0.0,0.18539019375328694,DiagonalScanPath_8,Diagonal,8,development,Posterior-sample mixture sequential advective ST,Current sequential posterior
80-90%,80.0,90.0,250,0.2717413215340382,0.21793758892893605,-0.015485150488695353,0.6540061950521472,1.0,2.4988527900037822,1.0,0.0,0.028681589370386076,0.4289635122640319,0.3395495312778325,0.283229813345359,0.0,0.19757743183852,DiagonalScanPath_8,Diagonal,8,development,Posterior-sample mixture sequential advective ST,Current sequential posterior
90-95%,90.0,95.0,125,0.2698030925640678,0.2178285041404033,-0.04528015631770086,0.6614155034023694,1.0,2.5383431931317673,1.0,0.0,0.07836949169595712,0.4178807544586688,0.3336380874903732,0.25560649790665785,0.0,0.19607424715055294,DiagonalScanPath_8,Diagonal,8,development,Posterior-sample mixture sequential advective ST,Current sequential posterior
95-99%,95.0,99.0,100,0.8444592142136006,0.62488372351046,0.3491031415652492,0.8165539824102559,0.94,3.101762163650061,1.0,0.0,-0.3561083402810393,0.9702849185005481,0.7438049039699028,0.5843201798406541,0.05,0.45167334397936826,DiagonalScanPath_8,Diagonal,8,development,Posterior-sample mixture sequential advective ST,Current sequential posterior
99-100%,99.0,100.0,25,5.361278038035387,3.922921094978078,-3.214728121376743,1.114933612143439,0.4,4.090489879727861,1.0,0.0,3.374957939142733,5.439697750570223,3.8516268742459103,2.9569522098357583,0.6,3.4568132725843133,DiagonalScanPath_8,Diagonal,8,development,Posterior-sample mixture sequential advective ST,Current sequential posterior
0-10%,0.0,10.0,250,0.18664579202578643,0.1294728372837842,0.09339953966018424,0.6602712159386263,1.0,2.5184913344366247,1.0,0.0,-0.1419448718680213,0.29452112175673606,0.20297869143788536,0.12465269621964195,0.0,0.17450265175483248,HorizontalScanPath_1,Horizontal,1,evaluation,Posterior physics mean + sequential ST,Current sequential posterior
10-20%,10.0,20.0,250,0.17568578848459523,0.1207737349872491,0.07652088550706367,0.6576976938944291,1.0,2.5165045401722836,1.0,0.0,-0.11566306740094551,0.273696747526717,0.18824242036526642,0.11282419669576674,0.0,0.17191962280595016,HorizontalScanPath_1,Horizontal,1,evaluation,Posterior physics mean + sequential ST,Current sequential posterior
20-30%,20.0,30.0,250,0.19305815775998092,0.13072835412141512,0.10009732148525927,0.659866495298836,1.0,2.509731102869773,1.0,0.0,-0.15381474992056343,0.3050798993128918,0.20566559016041594,0.116240745219405,0.0,0.1758856123856549,HorizontalScanPath_1,Horizontal,1,evaluation,Posterior physics mean + sequential ST,Current sequential posterior
30-40%,30.0,40.0,250,0.18422609195373407,0.13153900418703302,0.07867521971373867,0.6549106832644798,1.0,2.5080182733131213,1.0,0.0,-0.12068060368385843,0.29444515930619153,0.20839307553634212,0.14697621831097965,0.0,0.17404789156662684,HorizontalScanPath_1,Horizontal,1,evaluation,Posterior physics mean + sequential ST,Current sequential posterior
40-50%,40.0,50.0,250,0.18808424914179545,0.12794603879100624,0.05591481701557268,0.6484759481804399,1.0,2.4910618429711384,1.0,0.0,-0.08268317925868911,0.29538706709418344,0.20178543158819598,0.11598533970198563,0.0,0.17414572515483037,HorizontalScanPath_1,Horizontal,1,evaluation,Posterior physics mean + sequential ST,Current sequential posterior
50-60%,50.0,60.0,251,0.20205749763554426,0.1363204631831749,0.10913380942100794,0.6556214763854887,1.0,2.513919549308005,1.0,0.0,-0.16638059592160184,0.3189138661027956,0.21477848092018723,0.13746208549112032,0.0,0.17774013231399094,HorizontalScanPath_1,Horizontal,1,evaluation,Posterior physics mean + sequential ST,Current sequential posterior
60-70%,60.0,70.0,250,0.18910416688349102,0.13650679256865214,0.08587044248141273,0.6600578868776394,1.0,2.5160373197127903,1.0,0.0,-0.1273262981204717,0.2938318868247609,0.21192668626713732,0.13486398247528625,0.0,0.17569172109849143,HorizontalScanPath_1,Horizontal,1,evaluation,Posterior physics mean + sequential ST,Current sequential posterior
70-80%,70.0,80.0,250,0.19138053458477502,0.1284189893407597,0.06982160344693966,0.6541686389132891,1.0,2.4817882964675992,1.0,0.0,-0.10778153052985896,0.30741623263527484,0.2052027268918101,0.11006481877529999,0.0,0.17499515308221397,HorizontalScanPath_1,Horizontal,1,evaluation,Posterior physics mean + sequential ST,Current sequential posterior
