percentile_bin,percentile_lower,percentile_upper,n_pixels,rmse_K,mae_K,signed_error_K,posterior_sd_K,coverage_95,interval_width_95_K,positive_sd_fraction,zero_sd_nonzero_error_fraction,mean_z,rms_z,mean_abs_error_over_sd,median_abs_error_over_sd,fraction_abs_z_gt_1_96,crps_K,trajectory,family,run_index,role,method,stage
0-10%,0.0,10.0,250,0.24715492372329917,0.19984136007559755,0.00041702553542199896,6.639590422743316e-13,0.0,0.0,0.0,1.0,,,,,,0.19984136007560385,SpiralScanPath_9,Spiral,9,evaluation,Hybrid previous censored representation,Previous censored representation
10-20%,10.0,20.0,250,0.23639701274418307,0.18635566545544247,0.016003460098551612,7.070525378065598e-13,0.0,0.0,0.0,1.0,,,,,,0.1863556654555284,SpiralScanPath_9,Spiral,9,evaluation,Hybrid previous censored representation,Previous censored representation
20-30%,20.0,30.0,250,0.2541198072837984,0.20571578190786796,0.026951750672887555,6.947401105116374e-13,0.0,0.0,0.0,1.0,,,,,,0.20571578190792103,SpiralScanPath_9,Spiral,9,evaluation,Hybrid previous censored representation,Previous censored representation
30-40%,30.0,40.0,250,0.24934266522483384,0.19866516017086724,0.006891298148080295,6.858478019097491e-13,0.0,0.0,0.0,1.0,,,,,,0.19866516017080774,SpiralScanPath_9,Spiral,9,evaluation,Hybrid previous censored representation,Previous censored representation
40-50%,40.0,50.0,250,0.23580943925991638,0.1906323584963793,-0.0021036645745748503,6.951961263373753e-13,0.0,0.0,0.0,1.0,,,,,,0.1906323584963314,SpiralScanPath_9,Spiral,9,evaluation,Hybrid previous censored representation,Previous censored representation
50-60%,50.0,60.0,251,0.24731478336452542,0.19703660249484822,0.0022783813849908048,6.440542240002915e-13,0.0,0.0,0.0,1.0,,,,,,0.1970366024947521,SpiralScanPath_9,Spiral,9,evaluation,Hybrid previous censored representation,Previous censored representation
60-70%,60.0,70.0,250,0.25167231478051666,0.19851714728836556,0.012743574613391729,7.325894240478802e-13,0.0,0.0,0.0,1.0,,,,,,0.19851714728845551,SpiralScanPath_9,Spiral,9,evaluation,Hybrid previous censored representation,Previous censored representation
70-80%,70.0,80.0,250,0.23576812491059504,0.19104037465432133,-0.025489326910693534,7.275732499647638e-13,0.0,0.0,0.0,1.0,,,,,,0.19104037465429421,SpiralScanPath_9,Spiral,9,evaluation,Hybrid previous censored representation,Previous censored representation
80-90%,80.0,90.0,250,0.2673321646014887,0.21382819507686826,-0.019625368359154436,7.03176403287788e-13,0.0,0.0,0.0,1.0,,,,,,0.2138281950768179,SpiralScanPath_9,Spiral,9,evaluation,Hybrid previous censored representation,Previous censored representation
90-95%,90.0,95.0,125,0.23965685724364708,0.1973563213452694,-0.03625491285610542,7.255211787489434e-13,0.0,0.0,0.0,1.0,,,,,,0.19735632134536218,SpiralScanPath_9,Spiral,9,evaluation,Hybrid previous censored representation,Previous censored representation
95-99%,95.0,99.0,100,0.7442276085770564,0.5047716810603106,0.29959412788210554,0.39398409812331403,0.37,1.3356795985475378,0.54,0.46,-0.873847332752426,1.3333706557479104,1.1240058948695653,0.899878578599083,0.12962962962962962,0.3593291963620321,SpiralScanPath_9,Spiral,9,evaluation,Hybrid previous censored representation,Previous censored representation
99-100%,99.0,100.0,25,9.900278116045833,5.60121181155557,-5.60121181155557,0.6057782363059718,0.12,2.1692849381219026,1.0,0.0,10.485525441313916,18.350745069109667,10.485525441313916,4.510421995352333,0.84,5.334190679000325,SpiralScanPath_9,Spiral,9,evaluation,Hybrid previous censored representation,Previous censored representation
0-10%,0.0,10.0,250,0.2629106616328617,0.2150011385819098,-0.01685971757571906,6.678351767931034e-13,0.0,0.0,0.0,1.0,,,,,,0.21500113858193298,SpiralScanPath_10,Spiral,10,evaluation,Hybrid previous censored representation,Previous censored representation
10-20%,10.0,20.0,250,0.24345835343560876,0.200985692581188,0.016387046907422927,6.596268919298218e-13,0.0,0.0,0.0,1.0,,,,,,0.200985692581222,SpiralScanPath_10,Spiral,10,evaluation,Hybrid previous censored representation,Previous censored representation
20-30%,20.0,30.0,250,0.24339197301413726,0.1928843804719884,0.010457930862876538,7.134367593668899e-13,0.0,0.0,0.0,1.0,,,,,,0.19288438047215925,SpiralScanPath_10,Spiral,10,evaluation,Hybrid previous censored representation,Previous censored representation
30-40%,30.0,40.0,250,0.24234393089067938,0.19324893469312338,0.008839146848153177,6.671511530544966e-13,0.0,0.0,0.0,1.0,,,,,,0.19324893469308302,SpiralScanPath_10,Spiral,10,evaluation,Hybrid previous censored representation,Previous censored representation
40-50%,40.0,50.0,250,0.2568580994206484,0.20427134116302909,-0.017371521273179723,6.767274853949918e-13,0.0,0.0,0.0,1.0,,,,,,0.20427134116302847,SpiralScanPath_10,Spiral,10,evaluation,Hybrid previous censored representation,Previous censored representation
50-60%,50.0,60.0,251,0.24340370425205626,0.20043218153700013,-0.025744047889538907,7.203596609763486e-13,0.0,0.0,0.0,1.0,,,,,,0.20043218153700224,SpiralScanPath_10,Spiral,10,evaluation,Hybrid previous censored representation,Previous censored representation
60-70%,60.0,70.0,250,0.23901608919255413,0.19363464374391082,-0.011215430491181679,6.744474062663024e-13,0.0,0.0,0.0,1.0,,,,,,0.19363464374396158,SpiralScanPath_10,Spiral,10,evaluation,Hybrid previous censored representation,Previous censored representation
70-80%,70.0,80.0,250,0.2743306959775693,0.21868508591338628,0.013524559816456304,7.034044112006569e-13,0.0,0.0,0.0,1.0,,,,,,0.2186850859134176,SpiralScanPath_10,Spiral,10,evaluation,Hybrid previous censored representation,Previous censored representation
80-90%,80.0,90.0,250,0.2462783723721925,0.19433518051330634,-0.01946894396476705,6.908639759928656e-13,0.0,0.0,0.0,1.0,,,,,,0.19433518051332943,SpiralScanPath_10,Spiral,10,evaluation,Hybrid previous censored representation,Previous censored representation
90-95%,90.0,95.0,125,0.25223627445467856,0.20589207976986473,-0.011794997566264101,6.849357702582734e-13,0.0,0.0,0.0,1.0,,,,,,0.20589207976990076,SpiralScanPath_10,Spiral,10,evaluation,Hybrid previous censored representation,Previous censored representation
95-99%,95.0,99.0,100,0.8414405717737143,0.5761155296766549,0.38451045221057256,0.3649084759829233,0.38,1.259852961384824,0.53,0.47,-1.1219567995899857,1.3975896431361132,1.2229151702818168,1.2628951155930357,0.11320754716981132,0.41554950179236966,SpiralScanPath_10,Spiral,10,evaluation,Hybrid previous censored representation,Previous censored representation
99-100%,99.0,100.0,25,9.561055067824446,5.223587102985136,-4.909141308614378,0.9500768821926399,0.32,3.214304817097311,1.0,0.0,6.5886545187243,13.233759279457649,6.817052694890284,3.774255305153258,0.68,4.794070248872504,SpiralScanPath_10,Spiral,10,evaluation,Hybrid previous censored representation,Previous censored representation
0-10%,0.0,10.0,250,0.26932957016239284,0.21407754402480486,0.015669500383620288,7.282572737033705e-13,0.0,0.0,0.0,1.0,,,,,,0.21407754402475399,SpiralScanPath_11,Spiral,11,evaluation,Hybrid previous censored representation,Previous censored representation
10-20%,10.0,20.0,250,0.24466268017016604,0.1876542475582937,0.03352137307672092,6.931440551215549e-13,0.0,0.0,0.0,1.0,,,,,,0.18765424755833715,SpiralScanPath_11,Spiral,11,evaluation,Hybrid previous censored representation,Previous censored representation
20-30%,20.0,30.0,250,0.2580847964704448,0.2045917615518281,0.029689571260967797,6.728513508762199e-13,0.0,0.0,0.0,1.0,,,,,,0.20459176155182512,SpiralScanPath_11,Spiral,11,evaluation,Hybrid previous censored representation,Previous censored representation
30-40%,30.0,40.0,250,0.2431751305383429,0.19745660103590376,-0.0049063549687869,6.796915882622879e-13,0.0,0.0,0.0,1.0,,,,,,0.1974566010359433,SpiralScanPath_11,Spiral,11,evaluation,Hybrid previous censored representation,Previous censored representation
40-50%,40.0,50.0,250,0.24378333681475675,0.19584964389464632,0.01704492839568593,6.500505595893266e-13,0.0,0.0,0.0,1.0,,,,,,0.19584964389461368,SpiralScanPath_11,Spiral,11,evaluation,Hybrid previous censored representation,Previous censored representation
50-60%,50.0,60.0,251,0.2448618600649745,0.19929436428238176,-0.030564506971728293,6.481420152668661e-13,0.0,0.0,0.0,1.0,,,,,,0.19929436428239994,SpiralScanPath_11,Spiral,11,evaluation,Hybrid previous censored representation,Previous censored representation
60-70%,60.0,70.0,250,0.2632514937165919,0.21055779010212042,0.008733541289969934,6.473144646348995e-13,0.0,0.0,0.0,1.0,,,,,,0.21055779010211165,SpiralScanPath_11,Spiral,11,evaluation,Hybrid previous censored representation,Previous censored representation
70-80%,70.0,80.0,250,0.24923820781573888,0.20204298067453239,-0.009668157379528565,7.008963241590986e-13,0.0,0.0,0.0,1.0,,,,,,0.2020429806745574,SpiralScanPath_11,Spiral,11,evaluation,Hybrid previous censored representation,Previous censored representation
80-90%,80.0,90.0,250,0.26270430246128285,0.21047850163905923,-0.0038844730426749264,6.625909947971179e-13,0.0,0.0,0.0,1.0,,,,,,0.21047850163911075,SpiralScanPath_11,Spiral,11,evaluation,Hybrid previous censored representation,Previous censored representation
90-95%,90.0,95.0,125,0.22766886044235793,0.18247905660579591,-0.02186422377372901,7.483219700358365e-13,0.0,0.0,0.0,1.0,,,,,,0.1824790566055816,SpiralScanPath_11,Spiral,11,evaluation,Hybrid previous censored representation,Previous censored representation
95-99%,95.0,99.0,100,0.4340021474633827,0.3214361443012325,0.07274122508141943,0.2566648578627697,0.46,0.9187892789473835,0.52,0.48,-0.46232148778680054,1.1794890508958622,0.9659975229723622,0.8578509985697216,0.038461538461538464,0.2506609035303972,SpiralScanPath_11,Spiral,11,evaluation,Hybrid previous censored representation,Previous censored representation
99-100%,99.0,100.0,25,9.867018249811705,5.643683621899688,-5.643683621899688,0.5117717974163727,0.16,1.8421859383186687,1.0,0.0,10.613093178151345,15.970837242788056,10.613093178151345,6.815457455249168,0.88,5.357311042744851,SpiralScanPath_11,Spiral,11,evaluation,Hybrid previous censored representation,Previous censored representation
0-10%,0.0,10.0,250,0.2604498214927155,0.208987238482988,-0.0252811978244647,7.102446485867247e-13,0.0,0.0,0.0,1.0,,,,,,0.20898723848294248,SpiralScanPath_12,Spiral,12,evaluation,Hybrid previous censored representation,Previous censored representation
10-20%,10.0,20.0,250,0.24675835879085098,0.19011638495817373,-0.02475031476182153,6.680631847059723e-13,0.0,0.0,0.0,1.0,,,,,,0.190116384958232,SpiralScanPath_12,Spiral,12,evaluation,Hybrid previous censored representation,Previous censored representation
20-30%,20.0,30.0,250,0.2274692938929713,0.183137225729585,0.006210915217631055,6.917760076443413e-13,0.0,0.0,0.0,1.0,,,,,,0.18313722572962474,SpiralScanPath_12,Spiral,12,evaluation,Hybrid previous censored representation,Previous censored representation
30-40%,30.0,40.0,250,0.2602845765342301,0.20566065527728483,0.03932105064095117,6.801476040880257e-13,0.0,0.0,0.0,1.0,,,,,,0.20566065527726426,SpiralScanPath_12,Spiral,12,evaluation,Hybrid previous censored representation,Previous censored representation
40-50%,40.0,50.0,250,0.25252130919696125,0.20539438818147937,-0.019259820725891132,7.195929730143511e-13,0.0,0.0,0.0,1.0,,,,,,0.20539438818151137,SpiralScanPath_12,Spiral,12,evaluation,Hybrid previous censored representation,Previous censored representation
50-60%,50.0,60.0,251,0.2345539025940001,0.1894682273740627,-0.02851721287440642,6.928806196843757e-13,0.0,0.0,0.0,1.0,,,,,,0.18946822737399513,SpiralScanPath_12,Spiral,12,evaluation,Hybrid previous censored representation,Previous censored representation
60-70%,60.0,70.0,250,0.2626110279451211,0.21139695013305368,0.002107103542089362,6.75587445830647e-13,0.0,0.0,0.0,1.0,,,,,,0.21139695013310028,SpiralScanPath_12,Spiral,12,evaluation,Hybrid previous censored representation,Previous censored representation
70-80%,70.0,80.0,250,0.24505410872212913,0.2027574707927133,0.009489760796443534,6.564347811496568e-13,0.0,0.0,0.0,1.0,,,,,,0.20275747079277073,SpiralScanPath_12,Spiral,12,evaluation,Hybrid previous censored representation,Previous censored representation
80-90%,80.0,90.0,250,0.2591623306027122,0.2035860306296013,-0.016119449654269376,6.997562845947541e-13,0.0,0.0,0.0,1.0,,,,,,0.20358603062954944,SpiralScanPath_12,Spiral,12,evaluation,Hybrid previous censored representation,Previous censored representation
90-95%,90.0,95.0,125,0.2634442299908404,0.202142599569564,-0.03096710011159075,0.0032418624704030124,0.0,0.011911971818588881,0.008,0.992,-2.2844258278812135,2.2844258278812135,2.2844258278812135,2.2844258278812135,1.0,0.20028669272706873,SpiralScanPath_12,Spiral,12,evaluation,Hybrid previous censored representation,Previous censored representation
95-99%,95.0,99.0,100,0.5154262433272555,0.3583942418376978,0.20096794209621863,0.2736967237448735,0.43,1.0020581625417413,0.53,0.47,-0.7847103506499792,1.4366453107356323,1.092437358786201,0.8242301712723112,0.1509433962264151,0.2793319731781517,SpiralScanPath_12,Spiral,12,evaluation,Hybrid previous censored representation,Previous censored representation
99-100%,99.0,100.0,25,9.503201480335404,5.4379639606376005,-5.4379639606376005,0.5026364507796074,0.2,1.849413708532338,1.0,0.0,10.116874140682008,14.628075249036016,10.116874140682008,6.798928173758074,0.88,5.1652284623794165,SpiralScanPath_12,Spiral,12,evaluation,Hybrid previous censored representation,Previous censored representation
0-10%,0.0,10.0,250,0.24956579088640554,0.1970116338976791,-0.015980988596165844,6.785515486979433e-13,0.0,0.0,0.0,1.0,,,,,,0.19701163389775053,SpiralScanPath_13,Spiral,13,development,Hybrid previous censored representation,Previous censored representation
10-20%,10.0,20.0,250,0.26169936380771525,0.2027575424987906,-0.013372088939131345,6.983882371175403e-13,0.0,0.0,0.0,1.0,,,,,,0.20275754249880662,SpiralScanPath_13,Spiral,13,development,Hybrid previous censored representation,Previous censored representation
20-30%,20.0,30.0,250,0.25750276778639053,0.20188059911208894,0.006902509440596532,6.956521421631131e-13,0.0,0.0,0.0,1.0,,,,,,0.20188059911211814,SpiralScanPath_13,Spiral,13,development,Hybrid previous censored representation,Previous censored representation
30-40%,30.0,40.0,250,0.25094594892105526,0.19726037706226499,-0.009833043854142489,6.835677227810597e-13,0.0,0.0,0.0,1.0,,,,,,0.1972603770621961,SpiralScanPath_13,Spiral,13,development,Hybrid previous censored representation,Previous censored representation
40-50%,40.0,50.0,250,0.2468808706941842,0.18797440363103396,0.015738342357942203,7.091046090223801e-13,0.0,0.0,0.0,1.0,,,,,,0.18797440363103618,SpiralScanPath_13,Spiral,13,development,Hybrid previous censored representation,Previous censored representation
50-60%,50.0,60.0,251,0.2563990093741686,0.19952233289541005,0.00431224252447369,6.515485079890115e-13,0.0,0.0,0.0,1.0,,,,,,0.19952233289544488,SpiralScanPath_13,Spiral,13,development,Hybrid previous censored representation,Previous censored representation
60-70%,60.0,70.0,250,0.26089096820783964,0.20943571133868433,0.016716527238192384,6.685192005317103e-13,0.0,0.0,0.0,1.0,,,,,,0.2094357113387864,SpiralScanPath_13,Spiral,13,development,Hybrid previous censored representation,Previous censored representation
70-80%,70.0,80.0,250,0.2763817226975819,0.2228908002600499,0.03228163148627777,6.509625912408023e-13,0.0,0.0,0.0,1.0,,,,,,0.22289080026002278,SpiralScanPath_13,Spiral,13,development,Hybrid previous censored representation,Previous censored representation
80-90%,80.0,90.0,250,0.24248848218150038,0.19392893197897093,-0.02325389354189656,6.717113113118752e-13,0.0,0.0,0.0,1.0,,,,,,0.19392893197901417,SpiralScanPath_13,Spiral,13,development,Hybrid previous censored representation,Previous censored representation
90-95%,90.0,95.0,125,0.28119756974764826,0.23040415630986763,-0.013820666637040176,7.109286723253317e-13,0.0,0.0,0.0,1.0,,,,,,0.23040415630983,SpiralScanPath_13,Spiral,13,development,Hybrid previous censored representation,Previous censored representation
95-99%,95.0,99.0,100,0.9106165293425191,0.6624734688073051,0.4352709464013975,0.4267185811337732,0.34,1.4751595188760251,0.51,0.49,-1.10301155863299,1.4125406733021242,1.2846724262880225,1.3577754454671582,0.1568627450980392,0.4695706775452018,SpiralScanPath_13,Spiral,13,development,Hybrid previous censored representation,Previous censored representation
99-100%,99.0,100.0,25,8.923600074391485,4.812365004600422,-4.680584727356092,0.9291498955920927,0.4,3.3155537181687054,1.0,0.0,6.68102657947815,12.577318750275186,6.7967234407840875,2.08587569796224,0.52,4.542482900746216,SpiralScanPath_13,Spiral,13,development,Hybrid previous censored representation,Previous censored representation
