trajectory,family,run_index,role,method,field_excess_rel_l2,overall_rmse_K,overall_mae_K,overall_signed_error_K,overall_crps_K,top_1pct_rmse_K,top_1pct_mae_K,top_1pct_signed_error_K,top_1pct_crps_K,top_1pct_coverage_95,top_1pct_interval_width_95_K,peak_absolute_error_K,mean_posterior_sd_K
HorizontalScanPath_12,Horizontal,12,evaluation,Posterior-sample mixture sequential advective ST,0.4036979492963061,0.5072153939967712,0.19648345445658735,0.021640912565351854,0.21467273240605023,4.4809336563097295,3.480047303516526,-3.480047303516526,3.0439002566161792,0.2,3.1343849477617436,8.264886470194881,0.6616730168662504
HorizontalScanPath_13,Horizontal,13,development,Posterior physics mean + sequential ST,0.38416563670285603,0.49650950306716657,0.18759720328866528,0.023315667169675165,0.20965167935621132,4.35386435400865,3.110583882242386,-3.110583882242386,2.6336358724478597,0.44,4.024332560494022,12.053390564788685,0.6690079890116702
HorizontalScanPath_13,Horizontal,13,development,Posterior physics mean + sequential advective ST,0.38494094763300823,0.49751154283302446,0.18797778866457882,0.02279011911235473,0.20998323942735922,4.361103034684156,3.128410338475446,-3.128410338475446,2.659010097269018,0.44,3.8693417645587056,12.064646120459997,0.6676224312133554
HorizontalScanPath_13,Horizontal,13,development,Advective posterior mean + sequential advective ST,0.37658213009205765,0.48670830603364196,0.1717610476419932,0.021552058826965387,0.20432080914329154,4.374983640595573,3.1387166673665705,-3.1387166673665705,2.66598359861219,0.44,3.875078397018178,12.120501776187439,0.6676019841354486
HorizontalScanPath_13,Horizontal,13,development,Posterior-sample mixture sequential advective ST,0.38746233966722465,0.5007702806959183,0.18756315598283918,0.018597419006578738,0.21080781366650214,4.429582058399344,3.267762418126945,-3.267762418126945,2.8319878923398756,0.4,3.761001592896439,12.094127151907458,0.6657571944136796
SpiralScanPath_1,Spiral,1,evaluation,Posterior physics mean + sequential ST,0.3822328802129097,0.45015768327187083,0.1603855508568324,0.03737054465037619,0.20224437430268455,4.049125019586162,3.138130906991862,-2.204023230044984,2.7663064118801968,0.32,3.992038950171716,7.646267435023333,0.6664405179040039
SpiralScanPath_1,Spiral,1,evaluation,Posterior physics mean + sequential advective ST,0.381863840373897,0.44972306310295057,0.1602971797221124,0.03836815383940794,0.20231293090862265,4.044548352071216,3.139726890530337,-2.2032079263991453,2.753083984164236,0.32,3.5013860602021714,7.727357093524972,0.6639417219096388
SpiralScanPath_1,Spiral,1,evaluation,Advective posterior mean + sequential advective ST,0.3853198739979581,0.4537932521684503,0.14630721359497345,0.03141963355073208,0.1996664964307109,4.118459026437544,3.256988173734121,-2.3339611316949322,2.8273719980560763,0.36,3.6844653850849203,7.716458612789438,0.6645923005932689
SpiralScanPath_1,Spiral,1,evaluation,Posterior-sample mixture sequential advective ST,0.3831506612507191,0.45123855885091835,0.16027727580544537,0.037731782324549344,0.20275202602740428,4.064560486164126,3.159653883161318,-2.228177343774005,2.763634544680562,0.36,3.6961411216669378,7.687831101566928,0.6650904307574765
SpiralScanPath_2,Spiral,2,evaluation,Posterior physics mean + sequential ST,0.418569427306036,0.48324967636966565,0.1667816831604087,0.042662116513420154,0.2074925490995635,4.404312894576499,3.616523235331183,-2.999732041971456,3.22523569439084,0.12,2.848609783983427,3.196468958251046,0.6603227617903824
SpiralScanPath_2,Spiral,2,evaluation,Posterior physics mean + sequential advective ST,0.4186414839766733,0.4833328677364835,0.16700985386585213,0.042801896479691466,0.20706687488370762,4.402880579483699,3.6143299429579203,-2.997928230403677,3.238114993557226,0.12,2.7851730788095437,3.1965140220901276,0.6593575370183852
SpiralScanPath_2,Spiral,2,evaluation,Advective posterior mean + sequential advective ST,0.4097158168580479,0.4730279446697891,0.1536916656035366,0.03818861927433862,0.20172551486172116,4.389650632583375,3.627509044492226,-3.00978125791049,3.2283959059720098,0.08,2.770100603794228,3.2256040210534707,0.6595066007541616
