region,n_pixels,rmse_K,mae_K,signed_error_K,posterior_sd_K,coverage_95,interval_width_95_K,positive_sd_fraction,zero_sd_nonzero_error_fraction,mean_z,rms_z,mean_abs_error_over_sd,median_abs_error_over_sd,fraction_abs_z_gt_1_96,crps_K,trajectory,family,run_index,role,method,stage
overall,2501,0.5169643759928554,0.1884640572082463,0.06020004658092466,0.6656761481098267,0.991203518592563,2.5459927814390486,1.0,0.0,-0.09369230199916381,0.5272208110954723,0.26642152968088684,0.1507802946912023,0.007197121151539384,0.21290663378858954,DiagonalScanPath_4,Diagonal,4,evaluation,Moment-matched sequential advective ST,Oracle controlled current update
above_camera_ceiling,76,2.720646781835601,1.603460621132577,-0.050116854706103414,0.9099049089708472,0.7368421052631579,3.462846213931556,1.0,0.0,-0.013699156245035555,2.3934893871057996,1.603056167048632,1.147663125427337,0.21052631578947367,1.2869122536992847,DiagonalScanPath_4,Diagonal,4,evaluation,Moment-matched sequential advective ST,Oracle controlled current update
top_1pct,25,4.474709700904035,3.0464586654690926,-1.822237965604179,1.0706879221072318,0.48,4.049162806637794,1.0,0.0,1.877745289373541,3.7863398068478227,2.751860050358192,1.8699675199335133,0.48,2.6497929124397372,DiagonalScanPath_4,Diagonal,4,evaluation,Moment-matched sequential advective ST,Oracle controlled current update
overall,2501,0.5166911093746591,0.1887006199052554,0.0616774297811509,0.6661124621257726,0.9916033586565374,2.5476053781598327,1.0,0.0,-0.09522041356773603,0.5232905151784666,0.2661207242338104,0.15069611200148345,0.007197121151539384,0.21307583320074144,DiagonalScanPath_4,Diagonal,4,evaluation,Posterior-sample mixture sequential advective ST,Oracle controlled current update
above_camera_ceiling,76,2.718141173436145,1.6075320932723707,-0.005438361591876179,0.9242345484781833,0.75,3.504032219748584,1.0,0.0,-0.06019951999036384,2.3641957706757957,1.5896925905494712,1.1542091201944966,0.21052631578947367,1.2861194607726676,DiagonalScanPath_4,Diagonal,4,evaluation,Posterior-sample mixture sequential advective ST,Oracle controlled current update
top_1pct,25,4.450061735990607,3.007732368415018,-1.7637090065186294,1.0972782718458298,0.48,4.158159579936587,1.0,0.0,1.8075226956421815,3.712640188819347,2.6751058762155173,1.761969513177773,0.44,2.597214359859826,DiagonalScanPath_4,Diagonal,4,evaluation,Posterior-sample mixture sequential advective ST,Oracle controlled current update
overall,2501,0.7221120489450713,0.07933596561004365,0.03644406999439729,0.6580762437621138,0.9976009596161536,2.5180703120615657,1.0,0.0,-0.05310853940179295,1.0169267171268686,0.12517390198294967,0.04511829914806103,0.0023990403838464614,0.18357419721763615,DiagonalScanPath_4,Diagonal,4,evaluation,Oracle true previous state + fixed clipped-calibrated source,Oracle controlled current update
above_camera_ceiling,76,4.1176657376828665,1.0014760386399628,0.9987928287609751,0.686138399036449,0.9210526315789473,2.6450353859469327,1.0,0.0,-1.4133479672403144,5.773931337893017,1.4173843932837116,0.16737360193013395,0.07894736842105263,0.9968749873069122,DiagonalScanPath_4,Diagonal,4,evaluation,Oracle true previous state + fixed clipped-calibrated source,Oracle controlled current update
top_1pct,25,7.176566619940038,2.8359627219662933,2.8359627219662933,0.6970903490157394,0.76,2.7112378189224726,1.0,0.0,-3.992548027486012,10.062157185302418,3.992548027486012,0.44661230292006143,0.24,2.677268112518218,DiagonalScanPath_4,Diagonal,4,evaluation,Oracle true previous state + fixed clipped-calibrated source,Oracle controlled current update
overall,2501,0.5029825654955429,0.07202637412824059,0.015801709109559234,0.6580762437621138,0.998000799680128,2.5180703120615657,1.0,0.0,-0.024145672401054512,0.7119246413295182,0.11491751921000475,0.04511829914806103,0.001999200319872051,0.17613528035777548,DiagonalScanPath_4,Diagonal,4,evaluation,Oracle true previous state + dev-calibrated source,Oracle controlled current update
above_camera_ceiling,76,2.8482117174875827,0.752399916615577,0.33274782721514534,0.686138399036449,0.9342105263157895,2.6450353859469327,1.0,0.0,-0.47906112578168814,3.9960617787598305,1.0677499640537016,0.16737360193013395,0.06578947368421052,0.7475611380210841,DiagonalScanPath_4,Diagonal,4,evaluation,Oracle true previous state + dev-calibrated source,Oracle controlled current update
top_1pct,25,4.954834507810555,2.0387637432881864,0.8815981818521322,0.6970903490157394,0.84,2.7112378189224726,1.0,0.0,-1.2523163851903407,6.949881123424348,2.872840127679541,0.44661230292006143,0.16,1.890962340994835,DiagonalScanPath_4,Diagonal,4,evaluation,Oracle true previous state + dev-calibrated source,Oracle controlled current update
overall,2501,0.6031226418626269,0.19882574907280487,0.0037604788367948463,0.6580563835966042,0.989204318272691,2.519099766787883,1.0,0.0,-0.008216541548739563,0.872990346877125,0.3048283771146126,0.16598184661551085,0.011195521791283487,0.22138051408804996,DiagonalScanPath_5,Diagonal,5,evaluation,Observed-clipped previous state + ST innovation,Oracle controlled current update
above_camera_ceiling,76,3.2622531641249646,1.836216244129712,-1.5777684062585902,0.6801131381762332,0.6447368421052632,2.6077917670008572,1.0,0.0,2.2820411871329918,4.662065593906084,2.6521550606843767,1.319860922755042,0.3684210526315789,1.5785397048447027,DiagonalScanPath_5,Diagonal,5,evaluation,Observed-clipped previous state + ST innovation,Oracle controlled current update
top_1pct,25,5.593132892219499,4.347763929656669,-3.757266672643898,0.694102660225147,0.08,2.712756546211383,1.0,0.0,5.400119692010452,7.980247574524815,6.228003252533946,4.767097027792048,0.96,3.9473148693321543,DiagonalScanPath_5,Diagonal,5,evaluation,Observed-clipped previous state + ST innovation,Oracle controlled current update
overall,2501,0.5359715751595145,0.18985275822447434,0.03528413743197084,0.6587276723720318,0.9908036785285885,2.521359566397075,1.0,0.0,-0.05403019937332265,0.7755408181719214,0.2910567150627972,0.16618010241277525,0.008396641343462616,0.2123331552598184,DiagonalScanPath_5,Diagonal,5,evaluation,Posterior-mean previous state + ST innovation,Oracle controlled current update
above_camera_ceiling,76,2.8166921198234443,1.4108394464763787,-0.6515457022213546,0.694530494577313,0.75,2.688170039016473,1.0,0.0,0.9290275301601753,4.007671370183146,2.0180139700689375,0.8961528281749753,0.23684210526315788,1.1921979514907013,DiagonalScanPath_5,Diagonal,5,evaluation,Posterior-mean previous state + ST innovation,Oracle controlled current update
