method,field_rel_l2,hot_region_rel_l2,peak_true,peak_pred,peak_abs_error,true_peak_x,true_peak_y,posterior_mean_at_true_peak,posterior_sd_at_true_peak,peak_ci_lower,peak_ci_upper,true_peak_in_95,shape,shape_label,obs_n,n_observations,n_saturated,actual_frac_saturated,selected_lengthscale,lengthscale,threshold,scenario,observation_seed
exact clipped,0.09774214022392996,0.23818288612502936,1302.3172913701162,880.3800460485094,421.93724532160684,0.36206896551724155,-0.1206896551724137,880.3800460485094,8.429357036222653,863.858506257513,896.9015858395057,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,1.3588064045316732,1.3588064045316732,808.9584790988589,unsat_mll_tuned,14
discard saturated,0.08954226442483532,0.21719159350382042,1302.3172913701162,913.3201956699444,388.9970957001718,0.36206896551724155,-0.1206896551724137,913.1689361365246,18.743531369695248,876.4316146519219,949.9062576211273,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,1.3588064045316732,1.3588064045316732,808.9584790988589,unsat_mll_tuned,14
censored Laplace,0.07587993196793888,0.18183388896200642,1302.3172913701162,969.2737944746324,333.0434968954838,0.36206896551724155,-0.1206896551724137,969.2737944746324,14.681364417585584,940.4983202161646,998.0492687331001,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,1.3588064045316732,1.3588064045316732,808.9584790988589,unsat_mll_tuned,14
censored sampled,0.07708430062420508,0.18382576181314592,1302.3172913701162,965.9969184860538,336.3203728840624,0.36206896551724155,-0.1206896551724137,965.9969184860538,10.929636978922229,950.3013145852194,992.4730266035141,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,1.3588064045316732,1.3588064045316732,808.9584790988589,unsat_mll_tuned,14
oracle true,0.03607487013230486,0.058025148250352904,1302.3172913701162,1177.6837878616902,124.63350350842597,0.36206896551724155,-0.1206896551724137,1177.6837878616902,8.429357036222653,1161.1622480706937,1194.2053276526867,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,1.3588064045316732,1.3588064045316732,808.9584790988589,unsat_mll_tuned,14
exact clipped,0.10416367383677952,0.25122924665664104,1302.3172913701162,835.1986291196534,467.11866225046276,0.36206896551724155,-0.1206896551724137,800.7628493097562,15.146832796686091,771.0750570282515,830.4506415912609,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,0.7,0.7,808.9584790988589,fixed_ell_0.70,15
discard saturated,0.04513867529954573,0.08665206700672749,1302.3172913701162,1149.7758195508227,152.54147181929352,0.36206896551724155,-0.1206896551724137,1127.8396765073103,123.53910657401686,885.7030276222372,1369.9763253923834,True,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,0.7,0.7,808.9584790988589,fixed_ell_0.70,15
censored Laplace,0.031090033324771414,0.02965422250787227,1302.3172913701162,1281.8154382394182,20.50185313069801,0.36206896551724155,-0.1206896551724137,1264.7560329015082,91.5182747287906,1085.3802144330787,1444.1318513699377,True,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,0.7,0.7,808.9584790988589,fixed_ell_0.70,15
censored sampled,0.031358691416890176,0.02770323035070725,1302.3172913701162,1307.3455073751288,5.0282160050126095,0.36206896551724155,-0.1206896551724137,1287.3948756071468,77.52210449614385,1128.3912581700454,1442.8611020977498,True,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,0.7,0.7,808.9584790988589,fixed_ell_0.70,15
oracle true,0.0015770389686947316,0.0030837502102339744,1302.3172913701162,1296.622702100061,5.694589270055303,0.36206896551724155,-0.1206896551724137,1296.622702100061,15.146832796686091,1266.9349098185562,1326.3104943815656,True,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,0.7,0.7,808.9584790988589,fixed_ell_0.70,15
exact clipped,0.09578925423269334,0.23349975597225547,1302.3172913701162,886.0214092438058,416.2958821263104,0.36206896551724155,-0.1206896551724137,886.0214092438058,8.560836981316875,869.2421687604248,902.8006497271869,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,1.3346708556053677,1.3346708556053677,808.9584790988589,unsat_mll_tuned,15
discard saturated,0.07887535944822545,0.19009083485673753,1302.3172913701162,954.6203974945405,347.6968938755757,0.36206896551724155,-0.1206896551724137,954.5145644384887,19.461410008445426,916.3702008219357,992.6589280550418,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,1.3346708556053677,1.3346708556053677,808.9584790988589,unsat_mll_tuned,15
censored Laplace,0.06893049306150054,0.16354855949350372,1302.3172913701162,997.4852270663706,304.8320643037456,0.36206896551724155,-0.1206896551724137,997.4852270663706,15.660297532470032,966.7910439027294,1028.1794102300119,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,1.3346708556053677,1.3346708556053677,808.9584790988589,unsat_mll_tuned,15
censored sampled,0.06808740856974081,0.16081398695171076,1302.3172913701162,1001.9736337168572,300.343657653259,0.36206896551724155,-0.1206896551724137,1001.9736337168572,14.791169896975841,970.5341023783249,1028.2012840715954,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,1.3346708556053677,1.3346708556053677,808.9584790988589,unsat_mll_tuned,15
oracle true,0.03430828626544584,0.05518540311745757,1302.3172913701162,1184.0509855704026,118.26630579971356,0.36206896551724155,-0.1206896551724137,1184.0509855704026,8.560836981316875,1167.2717450870216,1200.8302260537837,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,1.3346708556053677,1.3346708556053677,808.9584790988589,unsat_mll_tuned,15
exact clipped,0.10401092813107214,0.25193954611371355,1302.3172913701162,832.3345636143607,469.9827277557555,0.36206896551724155,-0.1206896551724137,799.0814307180557,15.146832796686091,769.393638436551,828.7692229995604,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,0.7,0.7,808.9584790988589,fixed_ell_0.70,16
discard saturated,0.033972566613841994,0.047651094954311524,1302.3172913701162,1265.2081635889895,37.109127781126745,0.36206896551724155,-0.1206896551724137,1265.2081635889895,123.53910657401686,1023.0715147039164,1507.3448124740626,True,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,0.7,0.7,808.9584790988589,fixed_ell_0.70,16
censored Laplace,0.03396861415441562,0.047620102308200504,1302.3172913701162,1265.4601701267377,36.857121243378515,0.36206896551724155,-0.1206896551724137,1265.4601701267377,122.67589123129255,1025.0154233134042,1505.9049169400712,True,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,0.7,0.7,808.9584790988589,fixed_ell_0.70,16
censored sampled,0.0336421885675403,0.04513948632994582,1302.3172913701162,1285.8242911947686,16.49300017534756,0.36206896551724155,-0.1206896551724137,1285.8242911947686,106.96588998757319,1085.3931456113144,1491.7239511064272,True,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,0.7,0.7,808.9584790988589,fixed_ell_0.70,16
oracle true,0.0015770389686947316,0.0030837502102339744,1302.3172913701162,1296.622702100061,5.694589270055303,0.36206896551724155,-0.1206896551724137,1296.622702100061,15.146832796686091,1266.9349098185562,1326.3104943815656,True,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,0.7,0.7,808.9584790988589,fixed_ell_0.70,16
exact clipped,0.09694030176946944,0.2354670547800806,1302.3172913701162,883.845064539097,418.47222683101916,0.36206896551724155,-0.1206896551724137,882.3997425370638,8.3540606185218,866.0257837247611,898.7737013493665,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,1.3730196757865603,1.3730196757865603,808.9584790988589,unsat_mll_tuned,16
discard saturated,0.08285063354740126,0.19961064979058615,1302.3172913701162,937.8537606211961,364.4635307489201,0.36206896551724155,-0.1206896551724137,937.6404107675083,18.344364476178704,901.6854563941981,973.5953651408186,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,1.3730196757865603,1.3730196757865603,808.9584790988589,unsat_mll_tuned,16
censored Laplace,0.07416002635749172,0.1760983678022515,1302.3172913701162,976.5335771964177,325.7837141736985,0.36206896551724155,-0.1206896551724137,975.5099340218601,14.707748689995665,946.6827465894686,1004.3371214542516,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,1.3730196757865603,1.3730196757865603,808.9584790988589,unsat_mll_tuned,16
censored sampled,0.07433862162997855,0.1763105962930889,1302.3172913701162,975.5719918796434,326.7452994904728,0.36206896551724155,-0.1206896551724137,974.6369192524164,14.442566663006746,944.0924195590941,1000.275723622544,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,1.3730196757865603,1.3730196757865603,808.9584790988589,unsat_mll_tuned,16
oracle true,0.03711656954158413,0.05971533894492077,1302.3172913701162,1173.916397735226,128.40089363489028,0.36206896551724155,-0.1206896551724137,1173.916397735226,8.3540606185218,1157.542438922923,1190.2903565475287,False,axis_gaussian,axis Gaussian,17,289,10,0.03460207612456748,1.3730196757865603,1.3730196757865603,808.9584790988589,unsat_mll_tuned,16
exact clipped,0.10421325620304,0.2529106153463528,1302.3172913701162,822.5467253968958,479.7705659732204,0.36206896551724155,-0.1206896551724137,801.2598435844433,15.146832796686091,771.5720513029386,830.947635865948,False,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,0.7,0.7,808.9584790988589,fixed_ell_0.70,17
discard saturated,0.0552796576188013,0.12166822455195184,1302.3172913701162,1081.8258998856722,220.49139148444397,0.36206896551724155,-0.1206896551724137,1078.110736814177,93.64064106166995,894.575080333304,1261.64639329505,False,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,0.7,0.7,808.9584790988589,fixed_ell_0.70,17
censored Laplace,0.049275280575917235,0.10384264870719331,1302.3172913701162,1130.811997077458,171.50529429265816,0.36206896551724155,-0.1206896551724137,1130.811997077458,84.39790167809421,965.3921097883933,1296.2318843665228,False,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,0.7,0.7,808.9584790988589,fixed_ell_0.70,17
censored sampled,0.04444049674608349,0.08889928325582082,1302.3172913701162,1149.4577052712941,152.8595860988221,0.36206896551724155,-0.1206896551724137,1149.4577052712941,78.27814074024079,986.4587196514293,1295.2889727871914,False,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,0.7,0.7,808.9584790988589,fixed_ell_0.70,17
oracle true,0.0015770389686947316,0.0030837502102339744,1302.3172913701162,1296.622702100061,5.694589270055303,0.36206896551724155,-0.1206896551724137,1296.622702100061,15.146832796686091,1266.9349098185562,1326.3104943815656,True,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,0.7,0.7,808.9584790988589,fixed_ell_0.70,17
exact clipped,0.09763201647394414,0.23804483838101226,1302.3172913701162,879.1261494316699,423.1911419384463,0.36206896551724155,-0.1206896551724137,879.1261494316699,8.286257391187645,862.8850849449422,895.3672139183976,False,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,1.3860716941493725,1.3860716941493725,808.9584790988589,unsat_mll_tuned,17
discard saturated,0.08173582346294417,0.19760873600701193,1302.3172913701162,942.1853021820083,360.1319891881079,0.36206896551724155,-0.1206896551724137,942.1853021820083,16.04833186012776,910.7305717361579,973.6400326278587,False,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,1.3860716941493725,1.3860716941493725,808.9584790988589,unsat_mll_tuned,17
censored Laplace,0.07772895666323287,0.1867784066474655,1302.3172913701162,959.6245588740122,342.692732496104,0.36206896551724155,-0.1206896551724137,959.6245588740122,14.051803803008282,932.083023420116,987.1660943279085,False,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,1.3860716941493725,1.3860716941493725,808.9584790988589,unsat_mll_tuned,17
censored sampled,0.07791804874760871,0.18714725758122897,1302.3172913701162,957.6003532779841,344.71693809213207,0.36206896551724155,-0.1206896551724137,957.6003532779841,14.328466464399435,924.8531130417455,983.3907878919957,False,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,1.3860716941493725,1.3860716941493725,808.9584790988589,unsat_mll_tuned,17
oracle true,0.03807378514436585,0.061278995748426435,1302.3172913701162,1170.4461648897982,131.87112648031803,0.36206896551724155,-0.1206896551724137,1170.4461648897982,8.286257391187645,1154.2051004030704,1186.687229376526,False,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,1.3860716941493725,1.3860716941493725,808.9584790988589,unsat_mll_tuned,17
exact clipped,0.10445678320264672,0.2518064607213291,1302.3172913701162,831.7799693665696,470.5373220035466,0.36206896551724155,-0.1206896551724137,796.7804378246896,15.146832796686091,767.0926455431849,826.4682301061943,False,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,0.7,0.7,808.9584790988589,fixed_ell_0.70,18
discard saturated,0.04140804396134604,0.0739248821659266,1302.3172913701162,1141.9566927504588,160.36059861965737,0.36206896551724155,-0.1206896551724137,1137.5968081911992,93.64064106166995,954.0611517103262,1321.1324646720723,True,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,0.7,0.7,808.9584790988589,fixed_ell_0.70,18
censored Laplace,0.037842118896723065,0.0606178753700099,1302.3172913701162,1174.812261189697,127.50503018041923,0.36206896551724155,-0.1206896551724137,1174.812261189697,87.03971996167873,1004.2144100648067,1345.4101123145872,True,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,0.7,0.7,808.9584790988589,fixed_ell_0.70,18
censored sampled,0.03850876296607111,0.06229687469722722,1302.3172913701162,1171.0875216286388,131.2297697414774,0.36206896551724155,-0.1206896551724137,1171.0875216286388,91.35005287431436,1012.9067583433241,1354.4584755318347,True,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,0.7,0.7,808.9584790988589,fixed_ell_0.70,18
oracle true,0.0015770389686947316,0.0030837502102339744,1302.3172913701162,1296.622702100061,5.694589270055303,0.36206896551724155,-0.1206896551724137,1296.622702100061,15.146832796686091,1266.9349098185562,1326.3104943815656,True,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,0.7,0.7,808.9584790988589,fixed_ell_0.70,18
exact clipped,0.0972600242201812,0.23631477595237974,1302.3172913701162,886.1163178773335,416.20097349278274,0.36206896551724155,-0.1206896551724137,886.1163178773335,8.391015752516438,869.6699270024012,902.5627087522657,False,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,1.3660074255146988,1.3660074255146988,808.9584790988589,unsat_mll_tuned,18
discard saturated,0.07893869023488938,0.18901236206331135,1302.3172913701162,960.2862309754404,342.0310603946758,0.36206896551724155,-0.1206896551724137,960.2862309754404,16.48320863848441,927.9791420440109,992.5933199068699,False,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,1.3660074255146988,1.3660074255146988,808.9584790988589,unsat_mll_tuned,18
censored Laplace,0.075039975638046,0.17847685939996796,1302.3172913701162,977.4392185790025,324.8780727911137,0.36206896551724155,-0.1206896551724137,977.4392185790025,14.470609327504329,949.076824297094,1005.801612860911,False,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,1.3660074255146988,1.3660074255146988,808.9584790988589,unsat_mll_tuned,18
censored sampled,0.07468132814878854,0.17732860958067662,1302.3172913701162,979.6971903954602,322.620100974656,0.36206896551724155,-0.1206896551724137,979.6971903954602,15.256086601386608,952.522456554381,1010.6649196360522,False,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,1.3660074255146988,1.3660074255146988,808.9584790988589,unsat_mll_tuned,18
oracle true,0.03660253631735074,0.05887982110605538,1302.3172913701162,1175.776633059741,126.54065831037519,0.36206896551724155,-0.1206896551724137,1175.776633059741,8.391015752516438,1159.3302421848089,1192.2230239346732,False,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,1.3660074255146988,1.3660074255146988,808.9584790988589,unsat_mll_tuned,18
exact clipped,0.10409671834579842,0.2520871750276695,1302.3172913701162,830.055360544858,472.2619308252582,0.36206896551724155,-0.1206896551724137,794.3972938428755,15.146832796686091,764.7095015613708,824.0850861243802,False,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,0.7,0.7,808.9584790988589,fixed_ell_0.70,19
discard saturated,0.050159644253265606,0.10653899752330911,1302.3172913701162,1119.116805888153,183.20048548196314,0.36206896551724155,-0.1206896551724137,1062.4945076458894,93.64064106166995,878.9588511650163,1246.0301641267624,False,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,0.7,0.7,808.9584790988589,fixed_ell_0.70,19
censored Laplace,0.04587431761096401,0.09328280686721545,1302.3172913701162,1138.3128532491387,164.0044381209775,0.36206896551724155,-0.1206896551724137,1095.0641191165478,87.2460044047894,924.0619504831606,1266.0662877499349,False,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,0.7,0.7,808.9584790988589,fixed_ell_0.70,19
censored sampled,0.04440789968387764,0.08882157444098963,1302.3172913701162,1140.5617756056122,161.75551576450403,0.36206896551724155,-0.1206896551724137,1106.3058219605475,83.39547242746141,942.8353411656253,1272.4535871518347,False,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,0.7,0.7,808.9584790988589,fixed_ell_0.70,19
oracle true,0.0015770389686947316,0.0030837502102339744,1302.3172913701162,1296.622702100061,5.694589270055303,0.36206896551724155,-0.1206896551724137,1296.622702100061,15.146832796686091,1266.9349098185562,1326.3104943815656,True,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,0.7,0.7,808.9584790988589,fixed_ell_0.70,19
exact clipped,0.09578710832340559,0.23323448015398834,1302.3172913701162,887.1988940153009,415.11839735481533,0.36206896551724155,-0.1206896551724137,887.1988940153009,8.530189257159932,870.4797230712674,903.9180649593344,False,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,1.3402210184016519,1.3402210184016519,808.9584790988589,unsat_mll_tuned,19
discard saturated,0.07211085868382561,0.17209515808332193,1302.3172913701162,984.4863288848304,317.8309624852858,0.36206896551724155,-0.1206896551724137,984.4863288848304,17.07772330290715,951.0139912111324,1017.9586665585284,False,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,1.3402210184016519,1.3402210184016519,808.9584790988589,unsat_mll_tuned,19
censored Laplace,0.0698085213892033,0.16563855041667794,1302.3172913701162,995.3411354028237,306.97615596729247,0.36206896551724155,-0.1206896551724137,995.3411354028237,15.49881374050434,964.9634604714353,1025.7188103342123,False,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,1.3402210184016519,1.3402210184016519,808.9584790988589,unsat_mll_tuned,19
censored sampled,0.06961575481411325,0.1650789090234532,1302.3172913701162,996.208115187204,306.10917618291217,0.36206896551724155,-0.1206896551724137,996.208115187204,16.72058151522866,965.5566534158518,1028.6334450411036,False,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,1.3402210184016519,1.3402210184016519,808.9584790988589,unsat_mll_tuned,19
oracle true,0.034714204628778354,0.05583501857187588,1302.3172913701162,1182.5903747829511,119.72691658716508,0.36206896551724155,-0.1206896551724137,1182.5903747829511,8.530189257159932,1165.8712038389176,1199.3095457269847,False,axis_gaussian,axis Gaussian,17,289,9,0.031141868512110725,1.3402210184016519,1.3402210184016519,808.9584790988589,unsat_mll_tuned,19
exact clipped,0.11256458364570564,0.2794252847697643,1561.3444342951848,943.1067201270092,618.2377141681756,0.12068965517241415,-0.1206896551724137,920.7449857390587,15.147353070786073,891.056173720318,950.4337977577994,False,rotated_wake,rotated wake,17,289,8,0.02768166089965398,0.7,0.7,870.688775816073,fixed_ell_0.70,0
discard saturated,0.0944121367767659,0.22863517386661295,1561.3444342951848,1063.1707733676826,498.17366092750217,0.12068965517241415,-0.1206896551724137,1063.1707733676826,65.45402682414966,934.8808807923492,1191.460665943016,False,rotated_wake,rotated wake,17,289,8,0.02768166089965398,0.7,0.7,870.688775816073,fixed_ell_0.70,0
censored Laplace,0.07206416143472759,0.16734703632908196,1561.3444342951848,1175.2833167114577,386.0611175837271,0.12068965517241415,-0.1206896551724137,1175.2833167114577,41.2610997548628,1094.4115611919267,1256.1550722309887,False,rotated_wake,rotated wake,17,289,8,0.02768166089965398,0.7,0.7,870.688775816073,fixed_ell_0.70,0
censored sampled,0.07152367290162798,0.16484133005444004,1561.3444342951848,1173.8252206225034,387.5192136726814,0.12068965517241415,-0.1206896551724137,1173.8252206225034,35.297386563365365,1105.901990843072,1238.7686493443096,False,rotated_wake,rotated wake,17,289,8,0.02768166089965398,0.7,0.7,870.688775816073,fixed_ell_0.70,0
oracle true,0.02498848571677381,0.03710853899986565,1561.3444342951848,1483.661217840276,77.68321645490869,0.12068965517241415,-0.1206896551724137,1483.661217840276,15.147353070786073,1453.9724058215354,1513.3500298590168,False,rotated_wake,rotated wake,17,289,8,0.02768166089965398,0.7,0.7,870.688775816073,fixed_ell_0.70,0
exact clipped,0.11279456557185236,0.27893387825774196,1561.3444342951848,936.9740567836837,624.370377511501,0.12068965517241415,-0.1206896551724137,936.9740567836837,12.662128575782114,912.1562847751508,961.7918287922167,False,rotated_wake,rotated wake,17,289,8,0.02768166089965398,0.8560380195458596,0.8560380195458596,870.688775816073,unsat_mll_tuned,0
discard saturated,0.11411588800511926,0.2796728756183321,1561.3444342951848,976.7690259577815,584.5754083374032,0.12068965517241415,-0.1206896551724137,968.5432917730362,37.06149002685291,895.9027713204046,1041.183812225668,False,rotated_wake,rotated wake,17,289,8,0.02768166089965398,0.8560380195458596,0.8560380195458596,870.688775816073,unsat_mll_tuned,0
censored Laplace,0.08762584187200116,0.20926449968271543,1561.3444342951848,1088.1435890214912,473.20084527369363,0.12068965517241415,-0.1206896551724137,1088.1435890214912,25.41350930864499,1038.333110776547,1137.9540672664352,False,rotated_wake,rotated wake,17,289,8,0.02768166089965398,0.8560380195458596,0.8560380195458596,870.688775816073,unsat_mll_tuned,0
censored sampled,0.08637639798938375,0.2045430971090393,1561.3444342951848,1095.1412885962611,466.20314569892366,0.12068965517241415,-0.1206896551724137,1095.1412885962611,29.39146342492255,1037.3509602198767,1149.3596226444922,False,rotated_wake,rotated wake,17,289,8,0.02768166089965398,0.8560380195458596,0.8560380195458596,870.688775816073,unsat_mll_tuned,0
oracle true,0.04290222384227364,0.06356890281161164,1561.3444342951848,1417.3268211483596,144.01761314682517,0.12068965517241415,-0.1206896551724137,1417.3268211483596,12.662128575782114,1392.5090491398266,1442.1445931568926,False,rotated_wake,rotated wake,17,289,8,0.02768166089965398,0.8560380195458596,0.8560380195458596,870.688775816073,unsat_mll_tuned,0
exact clipped,0.11281509702729767,0.281519212796461,1561.3444342951848,935.4715283275422,625.8729059676426,0.12068965517241415,-0.1206896551724137,919.6984340654966,15.147353070786073,890.0096220467559,949.3872460842373,False,rotated_wake,rotated wake,17,289,9,0.031141868512110725,0.7,0.7,870.688775816073,fixed_ell_0.70,1
discard saturated,0.10733093296959269,0.26422939036273474,1561.3444342951848,1022.8858911783321,538.4585431168526,0.12068965517241415,-0.1206896551724137,1011.9747830419195,65.47565332203577,883.6425025307294,1140.3070635531096,False,rotated_wake,rotated wake,17,289,9,0.031141868512110725,0.7,0.7,870.688775816073,fixed_ell_0.70,1
censored Laplace,0.0759108690295983,0.1810744904872655,1561.3444342951848,1151.4706078548825,409.8738264403023,0.12068965517241415,-0.1206896551724137,1151.4706078548825,40.95642219647346,1071.1960203497945,1231.7451953599705,False,rotated_wake,rotated wake,17,289,9,0.031141868512110725,0.7,0.7,870.688775816073,fixed_ell_0.70,1
censored sampled,0.07252939885241022,0.1695186473946219,1561.3444342951848,1183.8788117974182,377.4656224977666,0.12068965517241415,-0.1206896551724137,1183.8788117974182,37.414262987948085,1111.9608915968652,1257.6567487434236,False,rotated_wake,rotated wake,17,289,9,0.031141868512110725,0.7,0.7,870.688775816073,fixed_ell_0.70,1
oracle true,0.02498848571677381,0.03710853899986565,1561.3444342951848,1483.661217840276,77.68321645490869,0.12068965517241415,-0.1206896551724137,1483.661217840276,15.147353070786073,1453.9724058215354,1513.3500298590168,False,rotated_wake,rotated wake,17,289,9,0.031141868512110725,0.7,0.7,870.688775816073,fixed_ell_0.70,1
exact clipped,0.11737826758845477,0.2868917885468524,1561.3444342951848,928.1042687096618,633.240165585523,0.12068965517241415,-0.1206896551724137,928.1042687096618,11.064708409769134,906.4174402265144,949.7910971928093,False,rotated_wake,rotated wake,17,289,9,0.031141868512110725,0.9959858012073107,0.9959858012073107,870.688775816073,unsat_mll_tuned,1
discard saturated,0.13084600631555446,0.32178798084071697,1561.3444342951848,893.106110810941,668.2383234842438,0.12068965517241415,-0.1206896551724137,888.2204567017237,26.23478582166488,836.8002764912605,939.6406369121869,False,rotated_wake,rotated wake,17,289,9,0.031141868512110725,0.9959858012073107,0.9959858012073107,870.688775816073,unsat_mll_tuned,1
censored Laplace,0.10506731994545991,0.25236453906018586,1561.3444342951848,998.8971022247516,562.4473320704332,0.12068965517241415,-0.1206896551724137,998.8971022247516,18.58602865149182,962.4684860678276,1035.3257183816756,False,rotated_wake,rotated wake,17,289,9,0.031141868512110725,0.9959858012073107,0.9959858012073107,870.688775816073,unsat_mll_tuned,1
censored sampled,0.10976156844866504,0.26316576131889163,1561.3444342951848,974.8636945511578,586.480739744027,0.12068965517241415,-0.1206896551724137,974.8636945511578,21.886244264735726,937.4489749476992,1017.0492966407742,False,rotated_wake,rotated wake,17,289,9,0.031141868512110725,0.9959858012073107,0.9959858012073107,870.688775816073,unsat_mll_tuned,1
oracle true,0.05950510461657291,0.0892259668600134,1561.3444342951848,1351.0337160917593,210.3107182034255,0.12068965517241415,-0.1206896551724137,1351.0337160917593,11.064708409769134,1329.3468876086117,1372.7205445749069,False,rotated_wake,rotated wake,17,289,9,0.031141868512110725,0.9959858012073107,0.9959858012073107,870.688775816073,unsat_mll_tuned,1
exact clipped,0.11284735308708191,0.2800271358380256,1561.3444342951848,937.9512301013114,623.3932041938734,0.12068965517241415,-0.1206896551724137,922.972657564513,15.147353070786073,893.2838455457724,952.6614695832537,False,rotated_wake,rotated wake,17,289,9,0.031141868512110725,0.7,0.7,870.688775816073,fixed_ell_0.70,2
discard saturated,0.09074450054094683,0.21913075642837082,1561.3444342951848,1086.7807299124865,474.56370438269823,0.12068965517241415,-0.1206896551724137,1086.7807299124865,65.47565332203577,958.4484494012964,1215.1130104236768,False,rotated_wake,rotated wake,17,289,9,0.031141868512110725,0.7,0.7,870.688775816073,fixed_ell_0.70,2
censored Laplace,0.07183204934745938,0.1662566415193994,1561.3444342951848,1183.0924191374547,378.25201515773006,0.12068965517241415,-0.1206896551724137,1183.0924191374547,41.88371986591077,1101.0003282002697,1265.1845100746398,False,rotated_wake,rotated wake,17,289,9,0.031141868512110725,0.7,0.7,870.688775816073,fixed_ell_0.70,2
censored sampled,0.07014320005613021,0.16073431157783283,1561.3444342951848,1187.8648291064092,373.4796051887756,0.12068965517241415,-0.1206896551724137,1187.8648291064092,35.6494341552328,1128.6600085485723,1253.9043713917936,False,rotated_wake,rotated wake,17,289,9,0.031141868512110725,0.7,0.7,870.688775816073,fixed_ell_0.70,2
oracle true,0.02498848571677381,0.03710853899986565,1561.3444342951848,1483.661217840276,77.68321645490869,0.12068965517241415,-0.1206896551724137,1483.661217840276,15.147353070786073,1453.9724058215354,1513.3500298590168,False,rotated_wake,rotated wake,17,289,9,0.031141868512110725,0.7,0.7,870.688775816073,fixed_ell_0.70,2
exact clipped,0.11464219862623373,0.2816544352650834,1561.3444342951848,934.0359684843155,627.3084658108693,0.12068965517241415,-0.1206896551724137,934.0359684843155,11.896090749675379,910.7196306149517,957.3523063536793,False,rotated_wake,rotated wake,17,289,9,0.031141868512110725,0.9182114518472051,0.9182114518472051,870.688775816073,unsat_mll_tuned,2
discard saturated,0.11856811657271772,0.2906596476034471,1561.3444342951848,952.1341737045572,609.2102605906276,0.12068965517241415,-0.1206896551724137,945.5940885859949,31.38897690067931,884.0716938606635,1007.1164833113263,False,rotated_wake,rotated wake,17,289,9,0.031141868512110725,0.9182114518472051,0.9182114518472051,870.688775816073,unsat_mll_tuned,2
