trajectory,method,region,rmse_K_rerun,mae_K_rerun,signed_error_K_rerun,crps_K_rerun,coverage_95_rerun,interval_width_95_K_rerun,posterior_sd_K_rerun,rmse_K_saved,mae_K_saved,signed_error_K_saved,crps_K_saved,coverage_95_saved,interval_width_95_K_saved,posterior_sd_K_saved,rmse_K_difference,mae_K_difference,signed_error_K_difference,crps_K_difference,coverage_95_difference,interval_width_95_K_difference,posterior_sd_K_difference
DiagonalScanPath_1,posterior physics mean + RBF,Q4,0.9988212065110349,0.4090524436269247,0.030691908593638163,0.8046719301813672,0.9952,11.59754390685106,3.031944078465752,0.9988212065110348,0.4090524436269247,0.0306919085936381,0.8046719301813672,0.9952,11.59754390685106,3.031944078465752,1.1102230246251565e-16,0.0,6.245004513516506e-17,0.0,0.0,0.0,0.0
DiagonalScanPath_1,posterior physics mean + RBF,top_1pct,4.225606089674847,2.953976025595654,-2.1450250588065214,2.3011106844812397,0.8846153846153846,12.777439276290464,3.300578673697914,4.225606089674847,2.953976025595654,-2.1450250588065214,2.3011106844812397,0.8846153846153846,12.777439276290464,3.300578673697914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DiagonalScanPath_1,posterior physics mean + RBF,above_camera_ceiling,2.659053736309719,1.6249916330145744,-0.3236636704180973,1.3916884388202955,0.9605263157894737,12.319257041988285,3.200272404519634,2.659053736309719,1.6249916330145744,-0.3236636704180973,1.3916884388202957,0.9605263157894736,12.319257041988283,3.200272404519634,0.0,0.0,0.0,-2.220446049250313e-16,1.1102230246251565e-16,1.7763568394002505e-15,0.0
DiagonalScanPath_1,posterior physics mean + RBF,overall,0.5284608269326978,0.20635729631174565,0.05061790400225436,0.7299683265097255,0.9988004798080767,11.45332749617605,2.995921994172222,0.5284608269326978,0.2063572963117456,0.0506179040022543,0.7299683265097255,0.9988004798080768,11.45332749617605,2.995921994172222,0.0,5.551115123125783e-17,6.245004513516506e-17,0.0,-1.1102230246251565e-16,0.0,0.0
DiagonalScanPath_2,full-posterior mixture sequential advective stochastic ST,Q1,0.17902123728031988,0.12919648080939736,0.07911632275841447,0.17225604059800864,1.0,2.512217460889208,0.6566654234454519,0.1790212372803198,0.1291964808093973,0.0791163227584144,0.1722560405980086,1.0,2.512217460889208,0.6566654234454519,8.326672684688674e-17,5.551115123125783e-17,6.938893903907228e-17,5.551115123125783e-17,0.0,0.0,0.0
DiagonalScanPath_2,full-posterior mixture sequential advective stochastic ST,Q2,0.18973889101007577,0.13414726455656145,0.08255177894221852,0.17487728769600394,1.0,2.5121749808019174,0.6542205544657589,0.1897388910100757,0.1341472645565614,0.0825517789422185,0.1748772876960039,1.0,2.512174980801918,0.6542205544657589,5.551115123125783e-17,5.551115123125783e-17,1.3877787807814457e-17,2.7755575615628914e-17,0.0,-4.440892098500626e-16,0.0
DiagonalScanPath_2,full-posterior mixture sequential advective stochastic ST,Q3,0.18598448186593863,0.1290180041122213,0.09628363091222918,0.17527343262983422,1.0,2.528171719888986,0.6573915126000464,0.1859844818659386,0.1290180041122213,0.0962836309122291,0.1752734326298342,1.0,2.528171719888986,0.6573915126000464,2.7755575615628914e-17,0.0,6.938893903907228e-17,2.7755575615628914e-17,0.0,0.0,0.0
DiagonalScanPath_2,full-posterior mixture sequential advective stochastic ST,Q4,0.9938822817398628,0.3590940771097822,-0.08196881581767475,0.3262863782614867,0.9664,2.576113831646036,0.6725153696348553,0.9938822817398628,0.3590940771097822,-0.0819688158176747,0.3262863782614867,0.9664,2.576113831646036,0.6725153696348553,0.0,0.0,-4.163336342344337e-17,0.0,0.0,0.0,0.0
DiagonalScanPath_2,full-posterior mixture sequential advective stochastic ST,top_1pct,4.668243337932007,3.6162545485633606,-2.7915717090293524,3.204804754253714,0.23076923076923078,2.908213403668734,0.7608362328254386,4.668243337932007,3.6162545485633606,-2.7915717090293524,3.204804754253714,0.2307692307692307,2.908213403668734,0.7608362328254386,0.0,0.0,0.0,0.0,8.326672684688674e-17,0.0,0.0
DiagonalScanPath_2,full-posterior mixture sequential advective stochastic ST,above_camera_ceiling,2.7658698703961018,1.5162721051846935,-0.9166906640112932,1.2967210386763106,0.7236842105263158,2.856542331593482,0.7458415698178728,2.7658698703961018,1.5162721051846937,-0.9166906640112932,1.2967210386763106,0.7236842105263158,2.856542331593482,0.7458415698178728,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0
