trajectory,method,n_observations,n_saturated,threshold_K,excess_field_rel_l2,peak_true_K,peak_predicted_K,peak_absolute_error_K,posterior_sd_at_true_peak_K,true_peak_in_95,pointwise_95_coverage,hot_region_95_coverage,hot_region_95_interval_width_K,mean_95_interval_width_K,mean_crps_K,hot_region_crps_K,fixed_top_01_crps_K,family,run_index,role,rmse_K,signed_error_K,fraction_saturated,previous_frame_offset,time_lag_s,diffusivity_m2_s,cooling_rate_1_s,source_coupling,signal_sd_K,lengthscale_m,forcing_lengthscale_m,previous_observations_reused_in_current_update,same_previous_posterior_for_all_models,same_current_observations_for_all_models,same_sampler_seed_for_all_models,crps_estimator,uncertainty_propagation,mixture_component_count,mixture_component_weight_ess,mixture_max_component_weight,mixture_normalized_weight_entropy,mixture_resampled_unique_components,mixture_log_weight_range,mixture_mvn_integration_failures
DiagonalScanPath_7,full-posterior mixture sequential advective stochastic ST,117,2,295.92680693793324,0.38479267486121643,329.2427619913974,337.7679408367482,8.525178845350808,0.840973590224529,False,0.9888044782087165,0.6710526315789473,2.9487481709009096,2.5206705072224076,0.22012722965348636,1.5524945122363345,3.794541747971841,Diagonal,7,evaluation,0.5855509048928915,0.012503772537922687,0.03,1,0.0005000000000000004,3.6109129986233175e-06,12.422901570529978,0.1702227206133784,3.4305133895116966,0.0003125,0.0003125,False,True,True,True,unbiased_M_times_M_minus_1,likelihood-reweighted propagated-draw mixture with shared C,180.0,126.46849593227896,0.014481337023715585,0.955474860706124,132.0,3.5353375795883295,0.0
DiagonalScanPath_7,posterior physics mean + RBF,117,2,295.92680693793324,0.378273885618912,329.2427619913974,337.85134223323195,8.608580241834545,3.419632251921138,False,0.998000799680128,0.9342105263157895,12.045068490034978,11.413770108058557,0.7294115717335564,1.504539668295585,2.7843438115026617,Diagonal,7,evaluation,0.5756310618475057,0.019895546649430978,0.03,1,0.0005000000000000004,3.6109129986233175e-06,12.422901570529978,0.1702227206133784,3.4305133895116966,0.0003125,0.0003125,False,True,True,True,unbiased_M_times_M_minus_1,current spatial RBF residual,,,,,,,
DiagonalScanPath_8,mean-only sequential advective stochastic ST,117,2,296.12149833303096,0.3735719751025212,336.214847986714,344.46961990813077,8.254771921416761,0.7140672550034076,False,0.9884046381447421,0.6578947368421053,2.689989777625059,2.5193642121928543,0.22458195770400116,1.550822067721345,3.4817642815295717,Diagonal,8,calibration,0.5975049320964853,0.04078135068456312,0.03,1,0.0005000000000000004,3.6109129986233175e-06,12.422901570529978,0.1702227206133784,3.4305133895116966,0.0003125,0.0003125,False,True,True,True,unbiased_M_times_M_minus_1,previous posterior collapsed to mean; innovation C only,,,,,,,
DiagonalScanPath_8,moment-matched sequential advective stochastic ST,117,2,296.12149833303096,0.3727657478395237,336.214847986714,344.46479558698405,8.249947600270048,1.3737528990880747,False,0.9920031987205118,0.7763157894736842,3.593292113650998,2.5503631766722576,0.22305992161811075,1.5049374384511183,3.350226195400187,Diagonal,8,calibration,0.596215422181028,0.04206417319743539,0.03,1,0.0005000000000000004,3.6109129986233175e-06,12.422901570529978,0.1702227206133784,3.4305133895116966,0.0003125,0.0003125,False,True,True,True,unbiased_M_times_M_minus_1,Gaussian C + B Sigma B^T from propagated draws,,,,,,,
DiagonalScanPath_8,full-posterior mixture sequential advective stochastic ST,117,2,296.12149833303096,0.3732701092406944,336.214847986714,344.37201321869196,8.157165231977956,1.4901175794889059,False,0.9916033586565374,0.7631578947368421,3.6689639454790908,2.5519955405517343,0.22237800184842318,1.5011563612564554,3.3360889099288524,Diagonal,8,calibration,0.5970221165929305,0.04130239830530415,0.03,1,0.0005000000000000004,3.6109129986233175e-06,12.422901570529978,0.1702227206133784,3.4305133895116966,0.0003125,0.0003125,False,True,True,True,unbiased_M_times_M_minus_1,likelihood-reweighted propagated-draw mixture with shared C,180.0,161.8419982409503,0.010769000695195078,0.9892804729804527,156.0,1.5801946738969548,0.0
DiagonalScanPath_8,posterior physics mean + RBF,117,2,296.12149833303096,0.37976234267571846,336.214847986714,344.4782243325479,8.263376345833876,3.419634282108782,False,0.998000799680128,0.9342105263157895,11.886350083692928,11.457536749096038,0.7367773133634268,1.5719234426562192,2.820219150342865,Diagonal,8,calibration,0.6074060365769817,0.04715924295512686,0.03,1,0.0005000000000000004,3.6109129986233175e-06,12.422901570529978,0.1702227206133784,3.4305133895116966,0.0003125,0.0003125,False,True,True,True,unbiased_M_times_M_minus_1,current spatial RBF residual,,,,,,,
HorizontalScanPath_1,mean-only sequential advective stochastic ST,117,0,294.63123831934564,0.5528430202220639,317.4810532811467,304.6034974550395,12.877555826107255,0.7140626955142604,False,0.9896041583366654,0.6973684210526315,2.617993313895827,2.510256252969198,0.20723283122668437,1.1317590652681695,2.368077313034522,Horizontal,1,evaluation,0.48007473072258383,0.04833325095358878,0.03,1,0.0005000000000000004,3.6109129986233175e-06,12.422901570529978,0.1702227206133784,3.4305133895116966,0.0003125,0.0003125,False,True,True,True,unbiased_M_times_M_minus_1,previous posterior collapsed to mean; innovation C only,,,,,,,
HorizontalScanPath_1,moment-matched sequential advective stochastic ST,117,0,294.63123831934564,0.552601087498723,317.4810532811467,304.6085612868855,12.872491994261225,0.8882017441951962,False,0.995201919232307,0.8421052631578947,3.4831993699409862,2.538963799942066,0.20602675995343722,1.0975256729703422,2.2945554788536167,Horizontal,1,evaluation,0.4798646425370367,0.048528434778012615,0.03,1,0.0005000000000000004,3.6109129986233175e-06,12.422901570529978,0.1702227206133784,3.4305133895116966,0.0003125,0.0003125,False,True,True,True,unbiased_M_times_M_minus_1,Gaussian C + B Sigma B^T from propagated draws,,,,,,,
HorizontalScanPath_1,full-posterior mixture sequential advective stochastic ST,117,0,294.63123831934564,0.552513664021694,317.4810532811467,304.6089060964163,12.872147184730409,0.89214566411339,False,0.9948020791683326,0.8289473684210527,3.5076132521932926,2.5381638400015745,0.20595125293978878,1.1043509786779768,2.3135137190434034,Horizontal,1,evaluation,0.4797887262268756,0.0485824259837892,0.03,1,0.0005000000000000004,3.6109129986233175e-06,12.422901570529978,0.1702227206133784,3.4305133895116966,0.0003125,0.0003125,False,True,True,True,unbiased_M_times_M_minus_1,likelihood-reweighted propagated-draw mixture with shared C,180.0,179.96837630136343,0.005710872123791183,0.999983104202181,178.0,0.055106174442968836,0.0
HorizontalScanPath_1,posterior physics mean + RBF,117,0,294.63123831934564,0.560028389800197,317.4810532811467,304.60767386156874,12.873379419577986,3.4196267389534687,False,0.9988004798080767,0.9605263157894737,12.370223486315556,11.420653687015182,0.7212347708474458,1.2715929714972674,2.0933385845059256,Horizontal,1,evaluation,0.4863143217804195,0.040954153856051695,0.03,1,0.0005000000000000004,3.6109129986233175e-06,12.422901570529978,0.1702227206133784,3.4305133895116966,0.0003125,0.0003125,False,True,True,True,unbiased_M_times_M_minus_1,current spatial RBF residual,,,,,,,
