trajectory,role,method,region,n_pixels,true_temperature_min_K,true_temperature_max_K,true_temperature_mean_K,rmse_K,mae_K,signed_error_K,crps_K,coverage_95,interval_width_95_K,posterior_sd_K
HorizontalScanPath_12,evaluation,full-posterior mixture sequential advective stochastic ST,above_camera_ceiling,76,296.3525815864646,315.46455223645467,298.5375103997625,2.640790620957309,1.5366568786197519,-1.1372256644599468,1.2764029078430967,0.7105263157894737,2.9784394637367395,0.7824940648154862
HorizontalScanPath_12,evaluation,full-posterior mixture sequential advective stochastic ST,overall,2501,293.1441736480382,315.46455223645467,293.54731011352163,0.5072153939967712,0.19648345445658735,0.021640912565351854,0.21467273240605023,0.9908036785285885,2.5270700385074245,0.6616730168662504
HorizontalScanPath_12,evaluation,posterior physics mean + RBF,Q1,626,293.1441736480382,293.15000004058277,293.14972453999906,0.2067781468295007,0.14928028842130073,0.06010435487719313,0.6923551322569015,1.0,11.22036000386677,2.9417060361758725
HorizontalScanPath_12,evaluation,posterior physics mean + RBF,Q2,625,293.15000004290545,293.15196542508903,293.1502205701899,0.21599412602288895,0.15607129877839143,0.07901122293052286,0.7105683553142765,1.0,11.444511875320156,2.9988463298832335
HorizontalScanPath_12,evaluation,posterior physics mean + RBF,Q3,625,293.15200129318646,293.30864883515414,293.191580338638,0.20962002429015417,0.1503828407545684,0.05158916755439577,0.7090031812543437,1.0,11.477474193164182,2.998206717641061
HorizontalScanPath_12,evaluation,posterior physics mean + RBF,Q4,625,293.3097449306623,315.46455223645467,294.6983511421773,1.0274981204812332,0.46066648431780294,-0.03761773307782742,0.8168081599785609,0.9936,11.656368661084143,3.0480481210768082
HorizontalScanPath_12,evaluation,posterior physics mean + RBF,top_1pct,26,298.44354489676465,315.46455223645467,301.2811164148619,4.350376794266516,3.233761771921488,-3.233761771921488,2.3736678493939536,0.8461538461538461,13.168828209792329,3.3829709883185433
HorizontalScanPath_12,evaluation,posterior physics mean + RBF,above_camera_ceiling,76,296.3525815864646,315.46455223645467,298.5375103997625,2.764912549123352,1.831235652299816,-0.6682624283549314,1.4359135089030346,0.9473684210526315,12.017914188071023,3.1754865953245806
HorizontalScanPath_12,evaluation,posterior physics mean + RBF,overall,2501,293.1441736480382,315.46455223645467,293.54731011352163,0.5451368038313616,0.22906831285824114,0.03828048261997397,0.732167782141067,0.9984006397441023,11.449586992563335,2.9966798116840407
HorizontalScanPath_13,calibration,mean-only sequential advective stochastic ST,Q1,626,293.1449609017077,293.15000009115334,293.14971717704884,0.17280304439300728,0.12117772709859428,0.04597894664711718,0.1713641710928817,1.0,2.478433862603345,0.6501722404329743
HorizontalScanPath_13,calibration,mean-only sequential advective stochastic ST,Q2,625,293.15000009282215,293.15286031961045,293.1503490456947,0.17757304651118463,0.12540049466111278,0.07844242144543778,0.17406271518829794,1.0,2.535361276037504,0.660524661089937
