method,field_rel_l2,hot_region_rel_l2,peak_true,peak_pred,peak_abs_error,peak_rel_error,true_peak_location,posterior_mean_at_true_peak,posterior_sd_at_true_peak,peak_ci_lower,peak_ci_upper,true_peak_in_95,target_frac_saturated,observation_seed,actual_frac_saturated,threshold,noise_sd,lengthscale,signal_sd
exact clipped,0.2237229586269433,0.2897808484318933,1323.1498397771425,849.4616730583451,473.68816671879733,0.35800039608407497,0.250429799426934,840.7247924267302,11.192394826987393,818.787698565835,862.6618862876255,False,0.25,12,0.23636363636363636,840.05531621472,20.0,0.55,500.0
discard saturated,0.1613141868187196,0.20834822156840793,1323.1498397771425,978.6094916603155,344.540348116827,0.2603940519501992,0.250429799426934,941.0419924584197,357.3852487208557,240.56690496554256,1641.5170799512969,True,0.25,12,0.23636363636363636,840.05531621472,20.0,0.55,500.0
censored Laplace,0.15598092988167206,0.20136720108366257,1323.1498397771425,988.152814524022,334.99702525312046,0.25318147286292525,0.250429799426934,953.4858688062841,339.6070286670165,287.8560926189318,1619.1156449936364,True,0.25,12,0.23636363636363636,840.05531621472,20.0,0.55,500.0
censored sampled,0.050086721438534786,0.06028861687096363,1323.1498397771425,1219.835841608839,103.31399816830344,0.07808185820111241,0.250429799426934,1217.130907895001,235.71026475034637,885.269959860099,1741.5795243358598,True,0.25,12,0.23636363636363636,840.05531621472,20.0,0.55,500.0
oracle true,9.041990572895926e-05,0.00011739130075366428,1323.1498397771425,1322.9435021724382,0.20633760470423113,0.00015594424644980835,0.250429799426934,1322.9435021724382,11.192394826987393,1301.006408311543,1344.8805960333334,True,0.25,12,0.23636363636363636,840.05531621472,20.0,0.55,500.0
