trajectory,method,diffusivity_m2_s,cooling_rate_1_s,signal_sd_K,source_coupling,n_frames,n_observations,n_saturated,threshold_K,excess_field_rel_l2,hot_region_rel_l2,peak_true_K,peak_predicted_K,peak_absolute_error_K,posterior_sd_at_true_peak_K,true_peak_in_95,pointwise_95_coverage,hot_region_95_coverage,mean_crps_K,hot_region_crps_K,mean_95_interval_width_K,hot_region_95_interval_width_K,hot_region_interval_score_K,interval_calibration_scale,calibrated_true_peak_in_95,calibrated_hot_region_95_coverage,calibrated_hot_region_95_interval_width_K,calibrated_hot_region_interval_score_K,family,run_index,role,fraction_saturated,signal_multiplier,noise_multiplier,beta_multiplier,length_multiplier
DiagonalScanPath_1,physics mean + RBF,3.6109129986233175e-06,0.0,3.4305133895116966,0.1747785923051746,1,237,122,294.23818076389324,0.4281974034622696,0.4120003336277415,334.19579037327884,341.2125780940286,7.016787720749733,0.471441702179628,False,0.9808076769292284,0.6349206349206349,0.7118843910543757,1.045313803591183,10.647566614779567,2.12541220862125,28.71591088833272,2.543914110254416,False,0.8571428571428571,5.406866107618603,19.26878952889984,Diagonal,1,evaluation,0.05,1.0,2.0,1.0,1.25
DiagonalScanPath_1,physics mean + space-time,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.1747785923051746,2,466,237,294.23818076389324,0.4503925912432284,0.4401144677227523,334.19579037327884,341.1077083491121,6.911917975833262,0.4624589551458826,False,0.9800079968012796,0.6190476190476191,0.711434165506514,1.128729748518294,10.591089418803923,2.0619069442039475,32.351941211684405,5.9480177743203875,False,0.9444444444444444,12.264259153119715,19.436499228250696,Diagonal,1,evaluation,0.05,1.0,2.0,1.0,1.25
DiagonalScanPath_1,snapshot RBF,3.6109129986233175e-06,0.0,3.4305133895116966,0.1824470001662968,1,461,359,293.5803161254567,0.9608700859857294,0.9301400657857238,334.19579037327884,294.3590982905682,39.83669208271061,0.4273414844733421,False,0.9672131147540984,0.6932270916334662,0.6788869387671435,1.1145846424529844,8.91602797001396,1.71816433236219,33.669942799692116,4.251194481970554,False,0.9243027888446216,7.304250728856763,22.52978117497759,Diagonal,1,evaluation,0.1,1.0,2.0,1.0,1.25
DiagonalScanPath_1,space-time heat,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.1824470001662968,2,860,655,293.5803161254567,0.9609188092583112,0.9209923989748344,334.19579037327884,294.2941712814685,39.901619091810346,0.4259063262620172,False,0.9676129548180727,0.6972111553784861,0.6685578272599638,1.0940403674038242,8.69297045757354,1.736369716763098,33.273498155534945,10.937169061701004,False,0.9840637450199204,18.990969145855896,28.459456114542373,Diagonal,1,evaluation,0.1,1.0,2.0,1.0,1.25
DiagonalScanPath_1,physics mean + RBF,3.6109129986233175e-06,0.0,3.4305133895116966,0.1824470001662968,1,461,359,293.5803161254567,0.5651142377565699,0.5074553275622936,334.19579037327884,342.55420970101324,8.358419327734396,0.4272543559637908,False,0.9684126349460216,0.701195219123506,0.6596868861986157,0.8880310396099359,8.935321462768423,1.7294655836868331,24.462788113291236,2.543914110254416,False,0.8446215139442231,4.399611901540324,16.72039780044312,Diagonal,1,evaluation,0.1,1.0,2.0,1.0,1.25
DiagonalScanPath_1,physics mean + space-time,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.1824470001662968,2,860,655,293.5803161254567,0.5795440372245569,0.5101135549117897,334.19579037327884,342.5306340645295,8.334843691250683,0.4249936190324569,False,0.9684126349460216,0.6972111553784861,0.6467585940932422,0.889573694445095,8.689853218931225,1.7167945658661,24.869290538242836,5.9480177743203875,False,0.9721115537848606,10.21152459262822,15.292229123137831,Diagonal,1,evaluation,0.1,1.0,2.0,1.0,1.25
DiagonalScanPath_2,snapshot RBF,3.6109129986233175e-06,0.0,3.4305133895116966,0.1576595047349801,1,141,24,296.7456039606019,0.7132542088808885,0.657272506953253,330.73381085494185,301.5462491647783,29.187561690163538,1.5758649829346314,False,0.9964014394242304,0.6923076923076923,0.7583494033852523,3.1848591381388713,11.359160418311369,5.453220001861629,84.2924063489895,4.251194481970554,False,0.9615384615384616,23.18269878088561,45.97553874810398,Diagonal,2,evaluation,0.01,1.0,2.0,1.0,1.25
DiagonalScanPath_2,space-time heat,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.1576595047349801,2,284,50,296.7456039606019,0.7002596870590303,0.6531793022082626,330.73381085494185,301.3191970778682,29.41461377707367,1.560977402107505,False,0.9948020791683326,0.6923076923076923,0.7471190203963115,3.084132240026378,11.180849194390962,4.918324735305884,86.2367559323393,10.937169061701004,True,1.0,53.7925491303863,53.7925491303863,Diagonal,2,evaluation,0.01,1.0,2.0,1.0,1.25
DiagonalScanPath_2,physics mean + RBF,3.6109129986233175e-06,0.0,3.4305133895116966,0.1576595047349801,1,141,24,296.7456039606019,0.3229222138876529,0.2981581311233936,330.73381085494185,328.9672203057353,1.766590549206569,2.7041144357676337,True,0.9976009596161536,0.7692307692307693,0.7269822683316634,1.8722014829018871,11.389023972724717,8.690081871684471,15.649723019146313,2.543914110254416,True,1.0,22.10682189264423,22.10682189264423,Diagonal,2,evaluation,0.01,1.0,2.0,1.0,1.25
DiagonalScanPath_2,physics mean + space-time,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.1576595047349801,2,284,50,296.7456039606019,0.3951162374517672,0.3023881519996211,330.73381085494185,329.53166883155166,1.202142023390195,2.299884618454786,True,0.9976009596161536,0.7692307692307693,0.7275518442506298,1.8878434636018449,11.217166787331298,6.18343862080536,29.118063577455143,5.9480177743203875,True,1.0,36.77920282296942,36.77920282296942,Diagonal,2,evaluation,0.01,1.0,2.0,1.0,1.25
DiagonalScanPath_2,snapshot RBF,3.6109129986233175e-06,0.0,3.4305133895116966,0.1702227206133784,1,194,78,294.7833581687172,0.8200591080433237,0.7801002988580749,330.73381085494185,300.2462322394361,30.48757861550575,0.7335147413653067,False,0.9900039984006398,0.7105263157894737,0.7685170099455125,2.1425121407216743,11.087932812550113,4.686224584471494,46.01735122170705,4.251194481970554,False,0.9473684210526316,19.92205209477997,42.94874761824814,Diagonal,2,evaluation,0.03,1.0,2.0,1.0,1.25
DiagonalScanPath_2,space-time heat,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.1702227206133784,2,380,149,294.7833581687172,0.8191437844431765,0.832578357483953,330.73381085494185,295.63174236499003,35.10206848995182,0.4329514926953485,False,0.9872051179528188,0.5921052631578947,0.7378804321719122,2.0843080874708497,10.787679779718976,1.861997290644125,71.38222351775087,10.937169061701004,False,0.9473684210526316,20.36497916020401,45.91680956451625,Diagonal,2,evaluation,0.03,1.0,2.0,1.0,1.25
DiagonalScanPath_2,physics mean + RBF,3.6109129986233175e-06,0.0,3.4305133895116966,0.1702227206133784,1,194,78,294.7833581687172,0.4277220680706869,0.3983694387895401,330.73381085494185,326.3583934512713,4.3754174036705535,0.5987411347370186,False,0.9872051179528188,0.5789473684210527,0.7329943480114565,1.4714564271618336,11.025060661211835,3.2641997416236976,29.89663840108271,2.543914110254416,False,0.9078947368421052,8.303843781405345,18.975971152681847,Diagonal,2,evaluation,0.03,1.0,2.0,1.0,1.25
DiagonalScanPath_2,physics mean + space-time,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.1702227206133784,2,380,149,294.7833581687172,0.4267670577950554,0.4194703796573656,330.73381085494185,326.57179500341533,4.162015851526519,0.4493618536856651,False,0.9888044782087164,0.631578947368421,0.715526423472112,1.3638305954097845,10.838450801100574,1.9129597575354695,41.538987666239834,5.9480177743203875,True,0.9210526315789472,11.3783186393806,20.49565345592713,Diagonal,2,evaluation,0.03,1.0,2.0,1.0,1.25
