fraction_saturated,method,baseline,n_held_out,mean_crps_K_mean_change,mean_crps_K_median_change,mean_crps_K_win_count,fixed_top_01_crps_K_mean_change,fixed_top_01_crps_K_median_change,fixed_top_01_crps_K_win_count,excess_field_rel_l2_mean_change,excess_field_rel_l2_median_change,excess_field_rel_l2_win_count,peak_absolute_error_K_mean_change,peak_absolute_error_K_median_change,peak_absolute_error_K_win_count,hot_region_95_coverage_mean_change,hot_region_95_coverage_median_change,hot_region_95_coverage_win_count
0.03,physics mean + forced space-time,physics mean + space-time,30,-0.13310085505367028,-0.13339025719669922,30,-0.14429643689004354,-0.11299020119440506,26,0.018353919530548806,0.01876682707514518,2,-0.07610020399638602,-0.0565819156612406,19,-0.010087719298245642,-0.013157894736842035,4
