trajectory,method,diffusivity_m2_s,cooling_rate_1_s,signal_sd_K,source_coupling,n_frames,n_observations,n_saturated,threshold_K,excess_field_rel_l2,hot_region_rel_l2,peak_true_K,peak_predicted_K,peak_absolute_error_K,posterior_sd_at_true_peak_K,true_peak_in_95,pointwise_95_coverage,hot_region_95_coverage,mean_crps_K,hot_region_crps_K,mean_95_interval_width_K,hot_region_95_interval_width_K,hot_region_interval_score_K,interval_calibration_scale,calibrated_true_peak_in_95,calibrated_hot_region_95_coverage,calibrated_hot_region_95_interval_width_K,calibrated_hot_region_interval_score_K,fixed_top_01_crps_K,fixed_top_01_mae_K,fixed_top_03_crps_K,fixed_top_03_mae_K,fixed_top_05_crps_K,fixed_top_05_mae_K,fixed_top_10_crps_K,fixed_top_10_mae_K,true_peak_location_crps_K,true_peak_location_mae_K,field_maximum_crps_K,stage,forcing_length_multiplier,forcing_lengthscale_m,base_forcing_intensity_K2_per_s,forcing_amplitude_multiplier,forcing_marginal_variance_K2
SpiralScanPath_13,sequential diffusive SPDE,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,2,296.4901280292387,0.28909567541543707,0.30252351138179784,335.7083806056465,335.5117952209943,0.1965853846521668,0.8859852513481244,True,0.9944022391043582,0.8157894736842105,0.19677558106306384,1.1273393045199045,2.310175652608389,3.4115970347804856,24.0626695409168,1.0,True,0.8157894736842105,3.4115970347804856,24.0626695409168,2.4399991690305014,2.8644027108171883,1.1273393045199045,1.3980883004995004,0.7735653697758285,0.9570105143228281,0.48403637324892507,0.5928445784582757,0.22721424035088766,0.1965853846521668,0.22721424035093246,amplitude,0.5,0.000125,3702.393201358145,0.25,0.3782301821586932
SpiralScanPath_13,sequential advective SPDE,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,2,296.4901280292387,0.28382997130947724,0.30342232967645566,335.7083806056465,335.50632486676403,0.20205573888245,0.8107918683873608,True,0.9920031987205118,0.7631578947368421,0.1924420734723361,1.1686755936862225,2.307458941036471,3.242881641352411,25.12965079613998,1.0,True,0.7631578947368421,3.242881641352411,25.12965079613998,2.49339243691769,2.894641685394563,1.1686755936862225,1.4673106448223023,0.8104997087690954,1.024522612789912,0.507934587665819,0.6248530577138537,0.2258361622787156,0.20205573888245,0.22583616227872072,amplitude,0.5,0.000125,3702.393201358145,0.25,0.3782301821586932
DiagonalScanPath_8,sequential diffusive SPDE,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,2,296.12149833303096,0.3723349464816734,0.3711251208198251,336.214847986714,344.42075328005274,8.20590529333873,1.8124158197678,False,0.9932027189124351,0.8026315789473685,0.25730404030010107,1.4759341597348064,3.2367780577996306,4.327052730836461,32.806205945850216,1.0,False,0.8026315789473685,4.327052730836461,32.806205945850216,3.281436421237607,3.7981203920894653,1.4759341597348064,1.824370901067924,1.0342273086584666,1.2663546087169777,0.6339460653486343,0.7450680699219275,7.377757709403014,8.20590529333873,7.377757709403027,amplitude,0.5,0.000125,3702.393201358145,0.5,0.7564603643173864
DiagonalScanPath_8,sequential advective SPDE,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,2,296.12149833303096,0.36643261297728785,0.3697735215380908,336.214847986714,343.93826798321425,7.72341999650024,1.4892878287253104,False,0.9928028788484606,0.7894736842105263,0.25293670449041383,1.4579995928818874,3.2296249691163674,4.174681835722886,34.742444621899395,1.0,False,0.7894736842105263,4.174681835722886,34.742444621899395,3.3212005592828833,3.7883169595583124,1.4579995928818874,1.7638013863765145,1.0241295512537412,1.236356100712028,0.6278423748188227,0.7119622183084223,6.817542657332058,7.72341999650024,6.817542657332086,amplitude,0.5,0.000125,3702.393201358145,0.5,0.7564603643173864
HorizontalScanPath_13,sequential diffusive SPDE,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,1,296.4959614680289,0.3802292682474739,0.3994359063956966,319.1296936365724,307.0715399090322,12.05815372754023,0.9628185062707556,False,0.995201919232307,0.8421052631578947,0.24513708560537104,1.1888745235499754,3.2291145368750898,4.36623100797159,23.079289734877673,1.0,False,0.8421052631578947,4.36623100797159,23.079289734877673,2.473426938817714,2.9557007377592868,1.1888745235499754,1.508724432645398,0.823354423556396,1.0092224549093238,0.5253718471763416,0.6003603842703318,11.503741225188415,12.05815372754023,11.503741225188392,amplitude,0.5,0.000125,3702.393201358145,0.5,0.7564603643173864
HorizontalScanPath_13,sequential advective SPDE,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,1,296.4959614680289,0.3725144001765551,0.3986535530702133,319.1296936365724,307.0098105437155,12.119883092856924,0.9464662619437424,False,0.9948020791683326,0.8289473684210527,0.2411575291758018,1.1766460518388264,3.2246066550210433,4.228764056486313,23.2900662724386,1.0,False,0.8289473684210527,4.228764056486313,23.2900662724386,2.4982812502830742,2.982365119286542,1.1766460518388264,1.486099840371976,0.8090916481338136,0.9855641033097057,0.5151936307043885,0.5767281596041485,11.574028073611291,12.119883092856924,11.574028073611327,amplitude,0.5,0.000125,3702.393201358145,0.5,0.7564603643173864
SpiralScanPath_13,sequential diffusive SPDE,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,2,296.4901280292387,0.2887152491766929,0.3015953078583437,335.7083806056465,335.5961830605434,0.11219754510307212,1.0908848549502532,True,0.9956017592962815,0.8552631578947368,0.2449216755827531,1.1171946669347987,3.2250369587147385,4.162450662003598,22.85119573467032,1.0,True,0.8552631578947368,4.162450662003598,22.85119573467032,2.3786506541770884,2.8093558127351037,1.1171946669347987,1.3899600361130247,0.7806792256871139,0.9538022587190667,0.5068511410655547,0.5912056119332962,0.23225197239635365,0.11219754510307212,0.23225197239639184,amplitude,0.5,0.000125,3702.393201358145,0.5,0.7564603643173864
SpiralScanPath_13,sequential advective SPDE,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,2,296.4901280292387,0.28391199815713397,0.3024002370763983,335.7083806056465,335.605868905792,0.1025116998544604,1.023679212653285,True,0.9956017592962815,0.8552631578947368,0.24175357198675126,1.1486437626351371,3.222115390090243,4.047529761165075,22.00622132417405,1.0,True,0.8552631578947368,4.047529761165075,22.00622132417405,2.3511522739004582,2.8032862184983243,1.1486437626351371,1.4786146603370545,0.8134201982217639,1.0403183667784246,0.5296611145457941,0.6336092674507878,0.23103463769187105,0.1025116998544604,0.23103463769181598,amplitude,0.5,0.000125,3702.393201358145,0.5,0.7564603643173864
DiagonalScanPath_8,sequential diffusive SPDE,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,2,296.12149833303096,0.37374697517570643,0.3727357448603461,336.214847986714,344.24048616095854,8.025638174244534,1.9722572003558279,False,0.995201919232307,0.8421052631578947,0.3301759041420497,1.4736821278339942,4.524999653441166,5.490751966639598,31.678595121808467,1.0,False,0.8421052631578947,5.490751966639598,31.678595121808467,3.274449477738304,3.836688042175198,1.4736821278339942,1.8470010128784464,1.0461039738074935,1.277977931973205,0.6739071804805139,0.7510784041543913,6.718949546877501,8.025638174244534,6.718949546877508,amplitude,0.5,0.000125,3702.393201358145,1.0,1.5129207286347728
DiagonalScanPath_8,sequential advective SPDE,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,2,296.12149833303096,0.36657636566689644,0.3696178128779182,336.214847986714,343.9785994666172,7.763751479903192,1.7849617462443208,False,0.9940023990403839,0.8026315789473685,0.3263671969722063,1.43646924517292,4.522505322648372,5.2175086190408635,30.89791552911545,1.0,False,0.8026315789473685,5.2175086190408635,30.89791552911545,3.1921521432679887,3.7787321495776167,1.43646924517292,1.776340628452205,1.0269521944910613,1.2439897808308178,0.6680994554355891,0.7164219017449001,6.467427631677266,7.763751479903192,6.467427631677306,amplitude,0.5,0.000125,3702.393201358145,1.0,1.5129207286347728
