forcing_length_multiplier,forcing_amplitude_multiplier,mean_crps_K,fixed_top_01_crps_K,excess_field_rel_l2,hot_region_95_coverage,hot_region_95_interval_width_K,forcing_marginal_variance_K2,selection_score_K,selected
0.5,0.0,0.1580138471037128,3.073725552143779,0.34775002662428856,0.5986842105263158,2.344160438275155,0.0,1.615869699623746,False
0.5,0.25,0.19770658697027768,2.8367442389613884,0.34438568312727197,0.7719298245614036,3.4656640294707137,0.37823018215869314,1.5172254129658331,False
0.5,0.5,0.24720176785686535,2.7173580162831374,0.3440230792028029,0.8289473684210527,4.217785009030988,0.7564603643173863,1.4822798920700013,False
0.5,1.0,0.32084647851175213,2.589599230504431,0.3448236457825545,0.8706140350877193,5.3394347150664565,1.5129207286347726,1.4552228545080914,False
0.5,2.0,0.42861361005276527,2.46836941155107,0.3458901971728659,0.9078947368421053,7.066719714542804,3.025841457269545,1.4484915108019176,True
0.5,4.0,0.5827099565636688,2.381967824270332,0.3472240683796386,0.9166666666666666,9.586988098242088,6.05168291453909,1.4823388904170003,False
0.5,8.0,0.8043564398905073,2.3532111741524804,0.3493106107620574,0.9429824561403509,13.1448472971931,12.10336582907818,1.578783807021494,False
0.5,16.0,1.1207246417340941,2.4091356604452647,0.35374120107372425,0.9692982456140351,18.419044638976867,24.20673165815636,1.7649301510896795,False
0.5,32.0,1.5700398232276473,2.6400222287837347,0.3604851037758832,0.9934210526315789,25.858883416717788,48.41346331631272,2.1050310260056913,False
