trajectory,method,diffusivity_m2_s,cooling_rate_1_s,signal_sd_K,source_coupling,n_frames,n_observations,n_saturated,threshold_K,excess_field_rel_l2,hot_region_rel_l2,peak_true_K,peak_predicted_K,peak_absolute_error_K,posterior_sd_at_true_peak_K,true_peak_in_95,pointwise_95_coverage,hot_region_95_coverage,mean_crps_K,hot_region_crps_K,mean_95_interval_width_K,hot_region_95_interval_width_K,hot_region_interval_score_K,interval_calibration_scale,calibrated_true_peak_in_95,calibrated_hot_region_95_coverage,calibrated_hot_region_95_interval_width_K,calibrated_hot_region_interval_score_K,fixed_top_01_crps_K,fixed_top_01_mae_K,fixed_top_03_crps_K,fixed_top_03_mae_K,fixed_top_05_crps_K,fixed_top_05_mae_K,fixed_top_10_crps_K,fixed_top_10_mae_K,true_peak_location_crps_K,true_peak_location_mae_K,field_maximum_crps_K,family,run_index,role,fraction_saturated,filter_architecture,previous_observations_reused_in_final_update,forcing_length_multiplier,forcing_lengthscale_m,base_forcing_intensity_K2_per_s,forcing_amplitude_multiplier,forcing_marginal_variance_K2,displacement_m,crps_estimator,previous_n_saturated,previous_saturated_fraction,previous_clipped_hot_mae_K,previous_posterior_hot_mae_K,previous_posterior_hot_95_coverage
DiagonalScanPath_1,posterior mean + RBF,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,2,294.6560504149699,0.4294029991440326,0.3851136907518022,334.19579037327884,341.3672500501756,7.171459676896745,3.4196267389530575,True,0.9988004798080767,0.9605263157894737,0.7299683265097286,1.3916884388203061,11.45332749617605,12.319257041988282,17.9848650143598,1.0,True,0.9605263157894737,12.319257041988282,17.9848650143598,2.301110684481217,2.953976025595632,1.3916884388203061,1.624991633014635,1.1862983418401283,1.2461193665618913,0.9486735806358431,0.7642456147443686,5.235796354021552,7.171459676896745,5.235796354021631,Diagonal,1,evaluation,0.03,previous posterior; predict; current-only update,False,0.5,0.000125,3702.393201358145,2.0,3.0258414572695114,0.0001437529593419603,unbiased_M_times_M_minus_1,85,0.03398640543782487,2.331933136134589,2.0635505257513413,0.47058823529411764
SpiralScanPath_1,sequential diffusive SPDE,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,3,294.5644045668491,0.38170442591494713,0.35249375720037424,333.10510445751316,340.69989926863707,7.594794811123904,1.8537163517914106,False,0.9976009596161536,0.9210526315789473,0.42350487083964694,1.1549906859588137,6.427900485680153,7.041491685065879,18.257304428678303,1.0,False,0.9210526315789473,7.041491685065879,18.257304428678303,2.4124388047227012,2.994223753217052,1.1549906859588137,1.3264916003676663,0.8692452787710916,0.9102788004300252,0.6381545882595732,0.526421281224488,6.490778067027302,7.594794811123904,6.4907780670273425,Spiral,1,evaluation,0.03,previous posterior; predict; current-only update,False,0.5,0.000125,3702.393201358145,2.0,3.0258414572695456,0.00015706264679298933,unbiased_M_times_M_minus_1,72,0.028788484606157537,2.657064232673197,2.085295254877664,0.7083333333333334
SpiralScanPath_1,sequential advective SPDE,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,3,294.5644045668491,0.38903980553164663,0.36748810144877797,333.10510445751316,340.75454470082457,7.649440243311403,1.8612341673321227,False,0.9968012794882047,0.8947368421052632,0.4236073801852142,1.2156372018379227,6.421103885793412,6.784669172508658,18.930110983127104,1.0,False,0.8947368421052632,6.784669172508658,18.930110983127104,2.4990855994568335,3.1787900037178227,1.2156372018379227,1.4757493836054045,0.9169430113645205,1.0605120553854495,0.6630391619924415,0.6000139310998455,6.751614079510555,7.649440243311403,6.75161407951056,Spiral,1,evaluation,0.03,previous posterior; predict; current-only update,False,0.5,0.000125,3702.393201358145,2.0,3.0258414572695456,0.00015706264679298933,unbiased_M_times_M_minus_1,72,0.028788484606157537,2.657064232673197,2.085295254877664,0.7083333333333334
SpiralScanPath_2,posterior mean + RBF,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,4,294.77953556616137,0.42816138314590607,0.3852548665667992,329.2630123504799,326.03326861681217,3.2297437336677604,3.358508434976481,True,0.9984006397441023,0.9605263157894737,0.7269724946966376,1.3102982495058357,11.474867248586312,12.240824731414644,16.547910249536287,1.0,True,0.9605263157894737,12.240824731414644,16.547910249536287,2.2588463734835846,3.0127303323250354,1.3102982495058357,1.4972908116785173,1.11172802499572,1.1175509620086328,0.9362638435009254,0.7301630581214473,2.1488347505445904,3.2297437336677604,1.7713726247114188,Spiral,2,evaluation,0.03,previous posterior; predict; current-only update,False,0.5,0.000125,3702.393201358145,2.0,3.0258414572695456,0.00014132943259370054,unbiased_M_times_M_minus_1,89,0.03558576569372251,2.154459598727737,2.011625074624826,0.5168539325842697
SpiralScanPath_2,sequential diffusive SPDE,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,4,294.77953556616137,0.4195796492521774,0.4007562650690606,329.2630123504799,326.01129608987617,3.2517162606037573,1.7703558938383759,True,0.9960015993602559,0.868421052631579,0.4259173041638464,1.2494101655545375,6.416191666215708,6.573408311758901,21.726814811392916,1.0,True,0.868421052631579,6.573408311758901,21.726814811392916,2.7432974468347977,3.5373799446618603,1.2494101655545375,1.490865676630884,0.9225080654690015,1.0142279629211355,0.665004493706717,0.6062560805743376,2.178039357865978,3.2517162606037573,2.1431878773500244,Spiral,2,evaluation,0.03,previous posterior; predict; current-only update,False,0.5,0.000125,3702.393201358145,2.0,3.0258414572695456,0.00014132943259370054,unbiased_M_times_M_minus_1,89,0.03558576569372251,2.154459598727737,2.011625074624826,0.5168539325842697
SpiralScanPath_2,sequential advective SPDE,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,4,294.77953556616137,0.413094748829276,0.4042172269253204,329.2630123504799,325.97582942892535,3.2871829215545745,1.7530120677338465,True,0.9960015993602559,0.868421052631579,0.42489629106264126,1.2847083271587454,6.4136258355240265,6.5850120202297715,21.807056029183958,1.0,True,0.868421052631579,6.5850120202297715,21.807056029183958,2.7615867865317605,3.5716532733539825,1.2847083271587454,1.5599192635016543,0.9430754833913193,1.0406907707038149,0.6807824089992972,0.6309155777699997,2.2703724653196478,3.2871829215545745,2.250875804003636,Spiral,2,evaluation,0.03,previous posterior; predict; current-only update,False,0.5,0.000125,3702.393201358145,2.0,3.0258414572695456,0.00014132943259370054,unbiased_M_times_M_minus_1,89,0.03558576569372251,2.154459598727737,2.011625074624826,0.5168539325842697
SpiralScanPath_3,posterior mean + RBF,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,3,295.09034972544174,0.39610279221216255,0.35986542812592165,333.2341053416775,339.98437130043027,6.750265958752777,3.292627719934295,False,0.9976009596161536,0.9342105263157895,0.7271835456845241,1.307518015847865,11.463383452435828,12.003538964049655,18.27394843483744,1.0,False,0.9342105263157895,12.003538964049655,18.27394843483744,2.2674258411446204,2.9919917898172366,1.307518015847865,1.4728588233062336,1.1071449604506751,1.1006208127494015,0.9299872574932715,0.7124642904165105,5.226058131830875,6.750265958752777,5.226058131830872,Spiral,3,evaluation,0.03,previous posterior; predict; current-only update,False,0.5,0.000125,3702.393201358145,2.0,3.0258414572695456,0.00016229546427793407,unbiased_M_times_M_minus_1,81,0.032387045181927226,2.3269279645816527,2.17910508580971,0.37037037037037035
SpiralScanPath_3,sequential diffusive SPDE,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,3,295.09034972544174,0.3945312435921687,0.3794341199395507,333.2341053416775,339.99124111992154,6.757135778244049,1.758185069822471,False,0.9964014394242303,0.881578947368421,0.42913851748756654,1.2849120880868345,6.414411869388827,6.5963036219881195,21.812416108538564,1.0,False,0.881578947368421,6.5963036219881195,21.812416108538564,2.8857554118526534,3.6747821925470485,1.2849120880868345,1.527936434252804,0.9529344037305192,1.0487139305786657,0.6835790558131652,0.634676909366394,5.744424206481016,6.757135778244049,5.74442420648102,Spiral,3,evaluation,0.03,previous posterior; predict; current-only update,False,0.5,0.000125,3702.393201358145,2.0,3.0258414572695456,0.00016229546427793407,unbiased_M_times_M_minus_1,81,0.032387045181927226,2.3269279645816527,2.17910508580971,0.37037037037037035
SpiralScanPath_3,sequential advective SPDE,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,3,295.09034972544174,0.39673073502714795,0.39014935790749905,333.2341053416775,340.01811986873753,6.784014527060037,1.748433114227709,False,0.9960015993602559,0.868421052631579,0.42977598954572244,1.3842705623556502,6.413096763692409,6.587691809745358,23.350545260406324,1.0,False,0.868421052631579,6.587691809745358,23.350545260406324,2.9733865062061344,3.7745917560484985,1.3842705623556502,1.6811443480453572,1.0106084578374195,1.1429003542943934,0.717032705500289,0.6943046304403114,5.7603660928991065,6.784014527060037,5.760366092899074,Spiral,3,evaluation,0.03,previous posterior; predict; current-only update,False,0.5,0.000125,3702.393201358145,2.0,3.0258414572695456,0.00016229546427793407,unbiased_M_times_M_minus_1,81,0.032387045181927226,2.3269279645816527,2.17910508580971,0.37037037037037035
SpiralScanPath_4,posterior mean + RBF,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,2,295.3171456785458,0.3712337243524809,0.3523596618671246,330.1270426836271,326.84070909815443,3.2863335854726756,3.358508451016694,True,0.9984006397441023,0.9473684210526315,0.72445186505249,1.3131547445958596,11.463431429347978,12.227603844864882,14.4413300457338,1.0,True,0.9473684210526315,12.227603844864882,14.4413300457338,2.0807684571232157,2.603323434340233,1.3131547445958596,1.5607883681652333,1.076996749222169,1.1349408423232237,0.9082020153112251,0.6880389143565349,2.23209499502679,3.2863335854726756,1.672954148877973,Spiral,4,evaluation,0.03,previous posterior; predict; current-only update,False,0.5,0.000125,3702.393201358145,2.0,3.0258414572695456,0.0001433295064558229,unbiased_M_times_M_minus_1,80,0.03198720511795282,2.421583203054216,2.3340915269788938,0.5375
SpiralScanPath_4,sequential diffusive SPDE,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,2,295.3171456785458,0.36994288928600794,0.35759888174155235,330.1270426836271,326.86562629553896,3.2614163880881506,1.7888552149746544,True,0.9968012794882047,0.8947368421052632,0.425873751559311,1.2076378397968592,6.42580361915619,7.045439738472558,18.486258963818962,1.0,True,0.8947368421052632,7.045439738472558,18.486258963818962,2.34028611486782,2.958429985322755,1.2076378397968592,1.5652844692269772,0.9156120135932367,1.1094924690474066,0.6677070938947347,0.6635697058215535,2.360583144935067,3.2614163880881506,2.148365616906865,Spiral,4,evaluation,0.03,previous posterior; predict; current-only update,False,0.5,0.000125,3702.393201358145,2.0,3.0258414572695456,0.0001433295064558229,unbiased_M_times_M_minus_1,80,0.03198720511795282,2.421583203054216,2.3340915269788938,0.5375
SpiralScanPath_4,sequential advective SPDE,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,2,295.3171456785458,0.37298858539415897,0.3694537091479072,330.1270426836271,326.9746978350447,3.152344848582402,1.8123966774613485,True,0.9964014394242303,0.881578947368421,0.42554801502679984,1.2513342816013457,6.420207145055692,6.837005402465225,20.482090498614756,1.0,True,0.881578947368421,6.837005402465225,20.482090498614756,2.5277166857102262,3.182683144623422,1.2513342816013457,1.5838110675548418,0.9501695310562507,1.1606548208195433,0.683627472132607,0.6913566166154144,2.3569194821055905,3.152344848582402,2.156510548496486,Spiral,4,evaluation,0.03,previous posterior; predict; current-only update,False,0.5,0.000125,3702.393201358145,2.0,3.0258414572695456,0.0001433295064558229,unbiased_M_times_M_minus_1,80,0.03198720511795282,2.421583203054216,2.3340915269788938,0.5375
SpiralScanPath_5,posterior mean + RBF,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,4,295.5160834229293,0.3810285079247314,0.33802870042542615,326.14461910118706,334.2403547993712,8.095735698184114,3.292627719934295,False,0.998000799680128,0.9473684210526315,0.7311428915280772,1.3220145620775974,11.49482932135384,12.319851105507688,15.670235249924112,1.0,False,0.9473684210526315,12.319851105507688,15.670235249924112,1.96287911302152,2.3714509147129728,1.3220145620775974,1.5666641023354366,1.1622907889237128,1.2890271487251341,0.962887512627768,0.8076067039100261,6.3211810171650376,8.095735698184114,6.3211810171650775,Spiral,5,evaluation,0.03,previous posterior; predict; current-only update,False,0.5,0.000125,3702.393201358145,2.0,3.0258414572694767,0.00016349436036720724,unbiased_M_times_M_minus_1,84,0.03358656537385046,2.3160661582293405,1.9500492688862512,0.7023809523809523
SpiralScanPath_5,sequential diffusive SPDE,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,4,295.5160834229293,0.3306499699935909,0.3141400225095507,326.14461910118706,334.28015319441863,8.13553409323157,1.840891423183127,False,0.9968012794882047,0.9078947368421053,0.42394401576773355,1.086626175210957,6.445759572550986,7.258631158275786,17.072584381794503,1.0,False,0.9078947368421053,7.258631158275786,17.072584381794503,1.998980811940792,2.4197435478620637,1.086626175210957,1.293319772543382,0.8555199235162811,0.9468890577828616,0.6360778326782869,0.5731564070784303,7.02602989989237,8.13553409323157,7.026029899892428,Spiral,5,evaluation,0.03,previous posterior; predict; current-only update,False,0.5,0.000125,3702.393201358145,2.0,3.0258414572694767,0.00016349436036720724,unbiased_M_times_M_minus_1,84,0.03358656537385046,2.3160661582293405,1.9500492688862512,0.7023809523809523
SpiralScanPath_5,sequential advective SPDE,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,4,295.5160834229293,0.33684754208911255,0.32698788539076484,326.14461910118706,334.726599562217,8.581980461029957,1.8253862333293052,False,0.9976009596161536,0.9210526315789473,0.42564972841553633,1.1533998959549214,6.442139484959983,7.163997548888665,16.565624707625645,1.0,False,0.9210526315789473,7.163997548888665,16.565624707625645,2.1783386254334003,2.71062398704899,1.1533998959549214,1.474197266002068,0.9055260152283199,1.109029664017417,0.6733189054079777,0.686559306379583,7.636079770550899,8.581980461029957,7.636079770550832,Spiral,5,evaluation,0.03,previous posterior; predict; current-only update,False,0.5,0.000125,3702.393201358145,2.0,3.0258414572694767,0.00016349436036720724,unbiased_M_times_M_minus_1,84,0.03358656537385046,2.3160661582293405,1.9500492688862512,0.7023809523809523
SpiralScanPath_6,posterior mean + RBF,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,2,295.69040467376334,0.3390457040335928,0.32922650070179044,332.8537813167321,340.8819466097917,8.028165293059601,3.292627719934295,False,0.9984006397441023,0.9473684210526315,0.7265183741717196,1.3464287145984002,11.462025834392072,12.300336572478114,16.43458149994048,1.0,False,0.9473684210526315,12.300336572478114,16.43458149994048,2.265192529005626,2.9159421136087142,1.3464287145984002,1.4927681058260918,1.0967837451504618,1.0401951353361605,0.9174485347778205,0.6346944390550037,6.304797810920919,8.028165293059601,6.304797810920877,Spiral,6,evaluation,0.03,previous posterior; predict; current-only update,False,0.5,0.000125,3702.393201358145,2.0,3.0258414572695456,0.0001638893162021624,unbiased_M_times_M_minus_1,81,0.032387045181927226,2.401808793946929,2.0355564117669664,0.654320987654321
SpiralScanPath_6,sequential diffusive SPDE,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,2,295.69040467376334,0.33626668630266465,0.3360436845143388,332.8537813167321,340.8682084447452,8.014427128013097,1.8391087069944378,False,0.9960015993602559,0.868421052631579,0.4263205899658241,1.2288408544051426,6.422106499366293,6.904966576935165,21.38013645155248,1.0,False,0.868421052631579,6.904966576935165,21.38013645155248,2.6240921787893816,3.311190560726575,1.2288408544051426,1.4410618062146903,0.906340105606362,0.9784445382175004,0.6618100803161879,0.5879934432358674,6.978263749817816,8.014427128013097,6.9782637498178595,Spiral,6,evaluation,0.03,previous posterior; predict; current-only update,False,0.5,0.000125,3702.393201358145,2.0,3.0258414572695456,0.0001638893162021624,unbiased_M_times_M_minus_1,81,0.032387045181927226,2.401808793946929,2.0355564117669664,0.654320987654321
