family,method,mean_crps_K_mean,mean_crps_K_std,mean_crps_K_count,fixed_top_01_crps_K_mean,fixed_top_01_crps_K_std,fixed_top_01_crps_K_count,hot_region_crps_K_mean,hot_region_crps_K_std,hot_region_crps_K_count,excess_field_rel_l2_mean,excess_field_rel_l2_std,excess_field_rel_l2_count,peak_absolute_error_K_mean,peak_absolute_error_K_std,peak_absolute_error_K_count,hot_region_95_coverage_mean,hot_region_95_coverage_std,hot_region_95_coverage_count,pointwise_95_coverage_mean,pointwise_95_coverage_std,pointwise_95_coverage_count,mean_95_interval_width_K_mean,mean_95_interval_width_K_std,mean_95_interval_width_K_count,hot_region_95_interval_width_K_mean,hot_region_95_interval_width_K_std,hot_region_95_interval_width_K_count
Diagonal,posterior mean + RBF,0.7311650611147635,0.0029948614684684677,7,2.4850218188900506,0.18893557701504493,7,1.4590080173558193,0.08375423684509618,7,0.41757473956496244,0.023936113079584438,7,5.618202488979575,3.464737953378311,7,0.9454887218045113,0.009079809991346752,7,0.998343519734963,0.0002759158573939481,7,11.459529464178408,0.024522402806578282,7,12.179603710081917,0.09850844752187314,7
Diagonal,sequential diffusive SPDE,0.42971527752969313,0.0031512402752956435,7,2.7639050092222104,0.33877304493521815,7,1.306746334914656,0.11210501119052799,7,0.4003242836726367,0.020466869971915984,7,5.567804891336217,3.5283504644497627,7,0.8815789473684211,0.03311330892662608,7,0.9963443194150912,0.0009637326581629609,7,6.426940397888369,0.01690081813423479,7,7.019731515140192,0.24647166805075044,7
Diagonal,sequential advective SPDE,0.42798711713879917,0.0032026597099133283,7,2.793617482304735,0.3554104262319526,7,1.3137825549745514,0.1116519669037287,7,0.39632018450450046,0.01966085303162827,7,5.6430733394842445,3.5493645966311953,7,0.8740601503759399,0.02260854455221646,7,0.9961729593876736,0.0006870249444096522,7,6.423035663938346,0.015706355372797905,7,6.913292759325366,0.17761855055340434,7
Horizontal,posterior mean + RBF,0.7270223440337652,0.0031660975293507335,11,2.1628639844111692,0.18820533767066985,11,1.3337209922490256,0.05217546567956265,11,0.5021183259671911,0.06519178656295639,11,11.361711492637209,1.8518392390115614,11,0.9533492822966507,0.006871486419303884,11,0.998582385227727,0.00020880966328152022,11,11.44851078963152,0.012303231702218509,11,12.228710561611468,0.16591320101730092,11
Horizontal,sequential diffusive SPDE,0.4240148892941425,0.0022247676917551574,11,2.246235384802833,0.24928666430080693,11,1.1184666762218411,0.06874041634673189,11,0.47190371139334,0.07166104997175794,11,11.356372762600653,1.8592130910241718,11,0.9210526315789473,0.01556863100815685,11,0.9976009596161536,0.00047309714379044837,11,6.41886519423764,0.006230890237142461,11,6.920978154980246,0.15829617656564718,11
Horizontal,sequential advective SPDE,0.422312949229138,0.002380286750697044,11,2.256227896184067,0.24998756906731828,11,1.113743809605534,0.06883047469605537,11,0.4647349007356677,0.07183978503427077,11,11.423545431318674,1.769897812616295,11,0.917464114832536,0.013276973134460844,11,0.9974919123259788,0.0004034585998476531,11,6.418059462931939,0.00618858321251418,11,6.913190361296114,0.17659166470090007,11
Spiral,posterior mean + RBF,0.7270315304658793,0.0019236413948362854,12,2.1751058915147627,0.11451525100931668,12,1.3230021911232759,0.03022167270784502,12,0.35673382128945447,0.03561020725136345,12,5.353528717193403,2.8329142997918666,12,0.9484649122807017,0.011846534702348938,12,0.9982673597227776,0.000393735277023038,12,11.46509608388704,0.014723926776617364,12,12.262375215979937,0.1069659316519868,12
Spiral,sequential diffusive SPDE,0.42617686681386385,0.0016599863382298497,12,2.505233008086248,0.23586325310752382,12,1.2082899720345672,0.05718462230873259,12,0.34577671011308664,0.03683095565313622,12,5.387142824698297,2.9025980647060545,12,0.8859649122807017,0.01714049861260339,12,0.9964680794348927,0.0005067190982110508,12,6.422557257721521,0.010150834863401943,12,6.901859028638367,0.22171635458939248,12
Spiral,sequential advective SPDE,0.42687378371285667,0.002051934370894874,12,2.6386494823991735,0.20472963383371087,12,1.2708382101940765,0.060512509075274744,12,0.35002332552606547,0.034170731261235,12,5.46176659865866,3.0124865031073864,12,0.8771929824561404,0.022674748338298127,12,0.9962681594029056,0.0006890367347903717,12,6.418926025068867,0.009393085044964517,12,6.781468702382618,0.17192137780448766,12
