forcing_length_multiplier,forcing_amplitude_multiplier,mean_crps_K,fixed_top_01_crps_K,excess_field_rel_l2,hot_region_95_coverage,hot_region_95_interval_width_K,forcing_marginal_variance_K2,selection_score_K,selected
0.5,1.0,0.32084647851175213,2.589599230504431,0.3448236457825545,0.8706140350877193,5.3394347150664565,1.5129207286347726,1.4552228545080914,True
1.0,1.0,0.23120748876432004,2.754773291730045,0.34577173955456736,0.8114035087719298,3.954117784690092,0.6567947557846122,1.4929903902471826,False
2.0,1.0,0.18252243191834494,2.9155110295191626,0.35192919812891993,0.736842105263158,3.1461834802110693,0.3310160546316755,1.549016730718754,False
4.0,1.0,0.15868608278526736,3.067774080354208,0.35509740900862546,0.6798245614035087,2.6872563325120264,0.20777189572522792,1.6132300815697378,False
