method,field_rel_l2,hot_region_rel_l2,peak_true,peak_pred,peak_abs_error,true_peak_x,true_peak_y,posterior_mean_at_true_peak,posterior_sd_at_true_peak,peak_ci_lower,peak_ci_upper,true_peak_in_95,shape,shape_label,obs_n,n_observations,n_saturated,actual_frac_saturated,selected_lengthscale,lengthscale,threshold,tuning_strategy,tuning_label,observation_seed,kernel_type,kernel_lengthscale,kernel_lengthscale_y
oracle true,0.05505000248864186,0.11520809233830308,1520.195695818044,1263.2565479453829,256.9391478726611,0.6034482758620694,0.12068965517241415,1263.2565479453829,12.66706243368589,1238.4291055753586,1288.0839903154072,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,2.1,2.1,790.7890913339897,path_unsat_mll,unsat MLL tuned,4,path_aligned,2.1,0.45
exact clipped,0.10941331206664086,0.2846429734579282,1520.195695818044,862.1367444402407,658.0589513778033,0.6034482758620694,0.12068965517241415,860.4723769687611,14.204019683472072,832.6324983891558,888.3122555483664,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.6,1.6,790.7890913339897,path_censored_mll,censored MLL tuned,4,path_aligned,1.6,0.45
discard saturated,0.10516598633385231,0.2651746123475128,1520.195695818044,958.793843867676,561.401851950368,0.6034482758620694,0.12068965517241415,958.793843867676,47.30563886497608,866.0747916923228,1051.512896043029,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.6,1.6,790.7890913339897,path_censored_mll,censored MLL tuned,4,path_aligned,1.6,0.45
censored Laplace,0.08501105762729505,0.20991540108910006,1520.195695818044,1010.6642769715072,509.5314188465368,0.6034482758620694,0.12068965517241415,1010.6642769715072,35.97629968760054,940.1507295838102,1081.1778243592044,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.6,1.6,790.7890913339897,path_censored_mll,censored MLL tuned,4,path_aligned,1.6,0.45
censored sampled,0.09204970176674615,0.22883006975683554,1520.195695818044,968.8977106070217,551.2979852110223,0.6034482758620694,0.12068965517241415,968.8977106070217,23.81444910769801,925.7411637302342,1013.283509116447,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.6,1.6,790.7890913339897,path_censored_mll,censored MLL tuned,4,path_aligned,1.6,0.45
oracle true,0.04973514106132664,0.10330317343839387,1520.195695818044,1316.6437372915884,203.55195852645556,0.6034482758620694,0.12068965517241415,1316.6437372915884,14.204019683472072,1288.8038587119831,1344.4836158711937,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.6,1.6,790.7890913339897,path_censored_mll,censored MLL tuned,4,path_aligned,1.6,0.45
exact clipped,0.12017613677882188,0.29281031293637894,1520.195695818044,972.4740444840376,547.7216513340064,0.6034482758620694,0.12068965517241415,830.5273765713558,39.20841233647386,753.6788883918671,907.3758647508446,False,laser_path,moving-laser path,17,289,9,0.031141868512110725,1.1,1.1,790.7890913339897,path_fixed,fixed geometry,5,path_aligned,1.1,0.2
discard saturated,0.07642456904140218,0.13816340419134285,1520.195695818044,1242.1765765423447,278.01911927569927,0.6034482758620694,0.12068965517241415,1242.1765765423447,318.8048747137809,617.3190221033341,1867.0341309813552,True,laser_path,moving-laser path,17,289,9,0.031141868512110725,1.1,1.1,790.7890913339897,path_fixed,fixed geometry,5,path_aligned,1.1,0.2
censored Laplace,0.0931251862396691,0.18497612360534543,1520.195695818044,1215.7760083521653,304.4196874658787,0.6034482758620694,0.12068965517241415,1153.4062860739696,242.28916703285904,678.5195186895659,1628.2930534583734,True,laser_path,moving-laser path,17,289,9,0.031141868512110725,1.1,1.1,790.7890913339897,path_fixed,fixed geometry,5,path_aligned,1.1,0.2
censored sampled,0.08405809406040309,0.14576404118434708,1520.195695818044,1501.9987477334753,18.196948084568703,0.6034482758620694,0.12068965517241415,1501.9987477334753,306.5398803523299,1079.6916341199737,2198.280965853682,True,laser_path,moving-laser path,17,289,9,0.031141868512110725,1.1,1.1,790.7890913339897,path_fixed,fixed geometry,5,path_aligned,1.1,0.2
oracle true,0.06283467139547919,0.12487614142550262,1520.195695818044,1441.045794983856,79.14990083418797,0.6034482758620694,0.12068965517241415,1441.045794983856,39.20841233647386,1364.1973068043671,1517.8942831633449,False,laser_path,moving-laser path,17,289,9,0.031141868512110725,1.1,1.1,790.7890913339897,path_fixed,fixed geometry,5,path_aligned,1.1,0.2
exact clipped,0.10933775766061005,0.2833253334390748,1520.195695818044,857.8827342466506,662.3129615713934,0.6034482758620694,0.12068965517241415,857.8827342466506,12.66706243368589,833.0552918766263,882.7101766166749,False,laser_path,moving-laser path,17,289,9,0.031141868512110725,2.1,2.1,790.7890913339897,path_unsat_mll,unsat MLL tuned,5,path_aligned,2.1,0.45
discard saturated,0.09432725391601743,0.23994812234749116,1520.195695818044,954.8582390987925,565.3374567192515,0.6034482758620694,0.12068965517241415,954.8582390987925,34.75969288875076,886.729241036841,1022.987237160744,False,laser_path,moving-laser path,17,289,9,0.031141868512110725,2.1,2.1,790.7890913339897,path_unsat_mll,unsat MLL tuned,5,path_aligned,2.1,0.45
censored Laplace,0.08590602563321971,0.21222097241140586,1520.195695818044,999.422713053882,520.772982764162,0.6034482758620694,0.12068965517241415,996.4447343873132,28.224121612904128,941.1254560260212,1051.7640127486054,False,laser_path,moving-laser path,17,289,9,0.031141868512110725,2.1,2.1,790.7890913339897,path_unsat_mll,unsat MLL tuned,5,path_aligned,2.1,0.45
censored sampled,0.0892303433091911,0.2205200042299813,1520.195695818044,978.7760261917399,541.4196696263041,0.6034482758620694,0.12068965517241415,978.7760261917399,21.273871586503194,942.1056823656837,1017.825621058715,False,laser_path,moving-laser path,17,289,9,0.031141868512110725,2.1,2.1,790.7890913339897,path_unsat_mll,unsat MLL tuned,5,path_aligned,2.1,0.45
oracle true,0.05505000248864186,0.11520809233830308,1520.195695818044,1263.2565479453829,256.9391478726611,0.6034482758620694,0.12068965517241415,1263.2565479453829,12.66706243368589,1238.4291055753586,1288.0839903154072,False,laser_path,moving-laser path,17,289,9,0.031141868512110725,2.1,2.1,790.7890913339897,path_unsat_mll,unsat MLL tuned,5,path_aligned,2.1,0.45
exact clipped,0.10933775766061005,0.2833253334390748,1520.195695818044,857.8827342466506,662.3129615713934,0.6034482758620694,0.12068965517241415,857.8827342466506,12.66706243368589,833.0552918766263,882.7101766166749,False,laser_path,moving-laser path,17,289,9,0.031141868512110725,2.1,2.1,790.7890913339897,path_censored_mll,censored MLL tuned,5,path_aligned,2.1,0.45
discard saturated,0.09432725391601743,0.23994812234749116,1520.195695818044,954.8582390987925,565.3374567192515,0.6034482758620694,0.12068965517241415,954.8582390987925,34.75969288875076,886.729241036841,1022.987237160744,False,laser_path,moving-laser path,17,289,9,0.031141868512110725,2.1,2.1,790.7890913339897,path_censored_mll,censored MLL tuned,5,path_aligned,2.1,0.45
censored Laplace,0.08590602563321971,0.21222097241140586,1520.195695818044,999.422713053882,520.772982764162,0.6034482758620694,0.12068965517241415,996.4447343873132,28.224121612904128,941.1254560260212,1051.7640127486054,False,laser_path,moving-laser path,17,289,9,0.031141868512110725,2.1,2.1,790.7890913339897,path_censored_mll,censored MLL tuned,5,path_aligned,2.1,0.45
censored sampled,0.08969627261108734,0.2207166335465484,1520.195695818044,979.2860906768021,540.9096051412419,0.6034482758620694,0.12068965517241415,979.2860906768021,22.3209761817248,937.6587418013169,1020.309821714753,False,laser_path,moving-laser path,17,289,9,0.031141868512110725,2.1,2.1,790.7890913339897,path_censored_mll,censored MLL tuned,5,path_aligned,2.1,0.45
oracle true,0.05505000248864186,0.11520809233830308,1520.195695818044,1263.2565479453829,256.9391478726611,0.6034482758620694,0.12068965517241415,1263.2565479453829,12.66706243368589,1238.4291055753586,1288.0839903154072,False,laser_path,moving-laser path,17,289,9,0.031141868512110725,2.1,2.1,790.7890913339897,path_censored_mll,censored MLL tuned,5,path_aligned,2.1,0.45
exact clipped,0.12095893003242332,0.2970920873241378,1520.195695818044,992.3354981651777,527.8601976528663,0.6034482758620694,0.12068965517241415,817.5569274166031,39.20841233647386,740.7084392371144,894.4054155960919,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.1,1.1,790.7890913339897,path_fixed,fixed geometry,6,path_aligned,1.1,0.2
discard saturated,0.075235443492484,0.13939310452959935,1520.195695818044,1359.749008974501,160.44668684354292,0.6034482758620694,0.12068965517241415,1359.749008974501,320.37050360049517,731.8228219175305,1987.6751960314716,True,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.1,1.1,790.7890913339897,path_fixed,fixed geometry,6,path_aligned,1.1,0.2
censored Laplace,0.10664355448832158,0.22536067424892392,1520.195695818044,1409.1476996613908,111.0479961566532,0.6034482758620694,0.12068965517241415,1409.1476996613908,319.2084831452887,783.4990726966249,2034.7963266261568,True,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.1,1.1,790.7890913339897,path_fixed,fixed geometry,6,path_aligned,1.1,0.2
censored sampled,0.11886825166931261,0.2682349399605048,1520.195695818044,1642.030113821588,121.83441800354399,0.6034482758620694,0.12068965517241415,1642.030113821588,287.3117082858875,1037.6054970173873,2175.1228777574747,True,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.1,1.1,790.7890913339897,path_fixed,fixed geometry,6,path_aligned,1.1,0.2
oracle true,0.06283467139547919,0.12487614142550262,1520.195695818044,1441.045794983856,79.14990083418797,0.6034482758620694,0.12068965517241415,1441.045794983856,39.20841233647386,1364.1973068043671,1517.8942831633449,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.1,1.1,790.7890913339897,path_fixed,fixed geometry,6,path_aligned,1.1,0.2
exact clipped,0.10920550897150433,0.28268670970715143,1520.195695818044,864.287906639382,655.907789178662,0.6034482758620694,0.12068965517241415,864.287906639382,12.66706243368589,839.4604642693577,889.1153490094063,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,2.1,2.1,790.7890913339897,path_unsat_mll,unsat MLL tuned,6,path_aligned,2.1,0.45
discard saturated,0.10913352735896747,0.27637197962457877,1520.195695818044,933.1259269439018,587.0697688741421,0.6034482758620694,0.12068965517241415,933.1259269439018,34.76201704376757,864.9923735381174,1001.2594803496863,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,2.1,2.1,790.7890913339897,path_unsat_mll,unsat MLL tuned,6,path_aligned,2.1,0.45
censored Laplace,0.08603749323816352,0.21251910083330425,1520.195695818044,1001.4474204066247,518.7482754114193,0.6034482758620694,0.12068965517241415,1001.4474204066247,28.188990495547916,946.1969990353508,1056.6978417778987,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,2.1,2.1,790.7890913339897,path_unsat_mll,unsat MLL tuned,6,path_aligned,2.1,0.45
censored sampled,0.08677727817123529,0.20971828577718957,1520.195695818044,1010.327838247806,509.867857570238,0.6034482758620694,0.12068965517241415,1010.327838247806,23.54778445674948,965.730789011719,1049.6979219077868,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,2.1,2.1,790.7890913339897,path_unsat_mll,unsat MLL tuned,6,path_aligned,2.1,0.45
oracle true,0.05505000248864186,0.11520809233830308,1520.195695818044,1263.2565479453829,256.9391478726611,0.6034482758620694,0.12068965517241415,1263.2565479453829,12.66706243368589,1238.4291055753586,1288.0839903154072,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,2.1,2.1,790.7890913339897,path_unsat_mll,unsat MLL tuned,6,path_aligned,2.1,0.45
exact clipped,0.10985383355991654,0.28436474570056375,1520.195695818044,861.4380327249804,658.7576630930636,0.6034482758620694,0.12068965517241415,861.4380327249804,14.204019683472072,833.5981541453751,889.2779113045857,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.6,1.6,790.7890913339897,path_censored_mll,censored MLL tuned,6,path_aligned,1.6,0.45
discard saturated,0.10553951642629723,0.26516649983030444,1520.195695818044,957.3095791938525,562.8861166241915,0.6034482758620694,0.12068965517241415,957.3095791938525,47.30563886497608,864.5905270184994,1050.0286313692056,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.6,1.6,790.7890913339897,path_censored_mll,censored MLL tuned,6,path_aligned,1.6,0.45
censored Laplace,0.08426361983047577,0.20591097513132756,1520.195695818044,1019.4831485689256,500.7125472491184,0.6034482758620694,0.12068965517241415,1019.4831485689256,36.12320603315166,948.6816647439483,1090.284632393903,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.6,1.6,790.7890913339897,path_censored_mll,censored MLL tuned,6,path_aligned,1.6,0.45
censored sampled,0.08412082026002184,0.2031613946571375,1520.195695818044,1023.2984956421357,496.8972001759083,0.6034482758620694,0.12068965517241415,1023.2984956421357,21.91574779227881,980.7144091556638,1061.608312294762,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.6,1.6,790.7890913339897,path_censored_mll,censored MLL tuned,6,path_aligned,1.6,0.45
oracle true,0.04973514106132664,0.10330317343839387,1520.195695818044,1316.6437372915884,203.55195852645556,0.6034482758620694,0.12068965517241415,1316.6437372915884,14.204019683472072,1288.8038587119831,1344.4836158711937,False,laser_path,moving-laser path,17,289,10,0.03460207612456748,1.6,1.6,790.7890913339897,path_censored_mll,censored MLL tuned,6,path_aligned,1.6,0.45
exact clipped,0.11833764362986127,0.29133090762267533,1520.195695818044,1003.7327956566099,516.462900161434,0.6034482758620694,0.12068965517241415,842.8560887200478,39.20841233647386,766.007600540559,919.7045768995365,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,path_fixed,fixed geometry,7,path_aligned,1.1,0.2
discard saturated,0.08930002940605643,0.1855985828834323,1520.195695818044,1308.0017954789932,212.19390033905074,0.6034482758620694,0.12068965517241415,1308.0017954789932,317.9320808986997,684.8549169175418,1931.1486740404448,True,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,path_fixed,fixed geometry,7,path_aligned,1.1,0.2
censored Laplace,0.08814496209379444,0.18095141473208723,1520.195695818044,1327.0901676464423,193.1055281716017,0.6034482758620694,0.12068965517241415,1327.0901676464423,238.04157280640143,860.5286849458955,1793.651650346989,True,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,path_fixed,fixed geometry,7,path_aligned,1.1,0.2
censored sampled,0.08870819875648082,0.17674659168540405,1520.195695818044,1524.1123376119585,3.9166417939145504,0.6034482758620694,0.12068965517241415,1524.1123376119585,243.06156514471365,1027.6066027423856,2014.7762003869032,True,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,path_fixed,fixed geometry,7,path_aligned,1.1,0.2
oracle true,0.06283467139547919,0.12487614142550262,1520.195695818044,1441.045794983856,79.14990083418797,0.6034482758620694,0.12068965517241415,1441.045794983856,39.20841233647386,1364.1973068043671,1517.8942831633449,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,path_fixed,fixed geometry,7,path_aligned,1.1,0.2
exact clipped,0.10835692594912083,0.2821897788299143,1520.195695818044,865.0108041448933,655.1848916731507,0.6034482758620694,0.12068965517241415,865.0108041448933,12.66706243368589,840.183361774869,889.8382465149176,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,2.1,2.1,790.7890913339897,path_unsat_mll,unsat MLL tuned,7,path_aligned,2.1,0.45
discard saturated,0.09939530330173933,0.25566016962123095,1520.195695818044,925.9328880741217,594.2628077439223,0.6034482758620694,0.12068965517241415,925.9328880741217,34.734653522227624,857.8529671705555,994.0128089776879,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,2.1,2.1,790.7890913339897,path_unsat_mll,unsat MLL tuned,7,path_aligned,2.1,0.45
censored Laplace,0.08504692203342067,0.2121496730483872,1520.195695818044,1002.3381290670554,517.8575667509886,0.6034482758620694,0.12068965517241415,1002.3381290670554,27.927309864777435,947.6006017320917,1057.0756564020191,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,2.1,2.1,790.7890913339897,path_unsat_mll,unsat MLL tuned,7,path_aligned,2.1,0.45
censored sampled,0.08598269192982672,0.21406611911424372,1520.195695818044,998.1921473491899,522.0035484688541,0.6034482758620694,0.12068965517241415,998.1921473491899,27.00938764098767,943.1372441384146,1058.9341865123354,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,2.1,2.1,790.7890913339897,path_unsat_mll,unsat MLL tuned,7,path_aligned,2.1,0.45
oracle true,0.05505000248864186,0.11520809233830308,1520.195695818044,1263.2565479453829,256.9391478726611,0.6034482758620694,0.12068965517241415,1263.2565479453829,12.66706243368589,1238.4291055753586,1288.0839903154072,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,2.1,2.1,790.7890913339897,path_unsat_mll,unsat MLL tuned,7,path_aligned,2.1,0.45
exact clipped,0.10822729741246988,0.28255508470036583,1520.195695818044,864.5996141888558,655.5960816291882,0.6034482758620694,0.12068965517241415,864.0622344985535,14.204019683472072,836.2223559189482,891.9021130781588,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.6,1.6,790.7890913339897,path_censored_mll,censored MLL tuned,7,path_aligned,1.6,0.45
discard saturated,0.09636082103324779,0.24820420797202744,1520.195695818044,939.6262941079461,580.5694017100978,0.6034482758620694,0.12068965517241415,939.6262941079461,46.59504469180655,848.3000065120053,1030.952581703887,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.6,1.6,790.7890913339897,path_censored_mll,censored MLL tuned,7,path_aligned,1.6,0.45
censored Laplace,0.08273366022863231,0.20607725898986076,1520.195695818044,1020.2649901212496,499.93070569679435,0.6034482758620694,0.12068965517241415,1020.2649901212496,34.74529696556941,952.1642080687336,1088.3657721737657,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.6,1.6,790.7890913339897,path_censored_mll,censored MLL tuned,7,path_aligned,1.6,0.45
censored sampled,0.08184349071006719,0.202824933204037,1520.195695818044,1025.0054728904809,495.1902229275631,0.6034482758620694,0.12068965517241415,1025.0054728904809,33.38463874034268,966.3488549819167,1084.4296666597065,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.6,1.6,790.7890913339897,path_censored_mll,censored MLL tuned,7,path_aligned,1.6,0.45
oracle true,0.04973514106132664,0.10330317343839387,1520.195695818044,1316.6437372915884,203.55195852645556,0.6034482758620694,0.12068965517241415,1316.6437372915884,14.204019683472072,1288.8038587119831,1344.4836158711937,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.6,1.6,790.7890913339897,path_censored_mll,censored MLL tuned,7,path_aligned,1.6,0.45
exact clipped,0.1208034524855676,0.29435514758082953,1520.195695818044,1013.3147762945358,506.88091952350817,0.6034482758620694,0.12068965517241415,843.7989693736148,39.20841233647386,766.950481194126,920.6474575531035,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,path_fixed,fixed geometry,8,path_aligned,1.1,0.2
discard saturated,0.0771071411182426,0.1516124894576155,1520.195695818044,1215.280759451662,304.9149363663819,0.6034482758620694,0.12068965517241415,1215.280759451662,318.7467226984565,590.5371829626874,1840.0243359406368,True,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,path_fixed,fixed geometry,8,path_aligned,1.1,0.2
censored Laplace,0.09287751913700061,0.19612068148376863,1520.195695818044,1213.537406040867,306.65828977717706,0.6034482758620694,0.12068965517241415,1199.8315357035758,249.64047292043372,710.5362087795257,1689.126862627626,True,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,path_fixed,fixed geometry,8,path_aligned,1.1,0.2
censored sampled,0.08737077487831323,0.17418312496244448,1520.195695818044,1462.4239120463078,57.77178377173618,0.6034482758620694,0.12068965517241415,1462.4239120463078,201.3450727803366,1053.145692477231,1841.3024730770046,True,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,path_fixed,fixed geometry,8,path_aligned,1.1,0.2
oracle true,0.06283467139547919,0.12487614142550262,1520.195695818044,1441.045794983856,79.14990083418797,0.6034482758620694,0.12068965517241415,1441.045794983856,39.20841233647386,1364.1973068043671,1517.8942831633449,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,path_fixed,fixed geometry,8,path_aligned,1.1,0.2
exact clipped,0.11042149034640937,0.28713654296089636,1520.195695818044,859.9718853947692,660.2238104232748,0.6034482758620694,0.12068965517241415,858.7129075289107,14.204019683472072,830.8730289493054,886.552786108516,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.6,1.6,790.7890913339897,path_unsat_mll,unsat MLL tuned,8,path_aligned,1.6,0.45
discard saturated,0.09338630038142097,0.23680949421264444,1520.195695818044,962.401820906662,557.793874911382,0.6034482758620694,0.12068965517241415,962.401820906662,37.865539146243385,888.185364180025,1036.618277633299,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.6,1.6,790.7890913339897,path_unsat_mll,unsat MLL tuned,8,path_aligned,1.6,0.45
censored Laplace,0.0905165298567687,0.2272267486098601,1520.195695818044,979.7324615027112,540.4632343153328,0.6034482758620694,0.12068965517241415,979.7324615027112,31.882207854982862,917.2433341069448,1042.2215888984776,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.6,1.6,790.7890913339897,path_unsat_mll,unsat MLL tuned,8,path_aligned,1.6,0.45
censored sampled,0.09059202456113058,0.226974617750327,1520.195695818044,976.1121983952514,544.0834974227926,0.6034482758620694,0.12068965517241415,976.1121983952514,26.49605525908007,923.2010227330966,1024.4243963040394,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.6,1.6,790.7890913339897,path_unsat_mll,unsat MLL tuned,8,path_aligned,1.6,0.45
oracle true,0.04973514106132664,0.10330317343839387,1520.195695818044,1316.6437372915884,203.55195852645556,0.6034482758620694,0.12068965517241415,1316.6437372915884,14.204019683472072,1288.8038587119831,1344.4836158711937,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.6,1.6,790.7890913339897,path_unsat_mll,unsat MLL tuned,8,path_aligned,1.6,0.45
exact clipped,0.11042149034640937,0.28713654296089636,1520.195695818044,859.9718853947692,660.2238104232748,0.6034482758620694,0.12068965517241415,858.7129075289107,14.204019683472072,830.8730289493054,886.552786108516,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.6,1.6,790.7890913339897,path_censored_mll,censored MLL tuned,8,path_aligned,1.6,0.45
discard saturated,0.09338630038142097,0.23680949421264444,1520.195695818044,962.401820906662,557.793874911382,0.6034482758620694,0.12068965517241415,962.401820906662,37.865539146243385,888.185364180025,1036.618277633299,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.6,1.6,790.7890913339897,path_censored_mll,censored MLL tuned,8,path_aligned,1.6,0.45
censored Laplace,0.0905165298567687,0.2272267486098601,1520.195695818044,979.7324615027112,540.4632343153328,0.6034482758620694,0.12068965517241415,979.7324615027112,31.882207854982862,917.2433341069448,1042.2215888984776,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.6,1.6,790.7890913339897,path_censored_mll,censored MLL tuned,8,path_aligned,1.6,0.45
censored sampled,0.0901742103813277,0.2253534122405946,1520.195695818044,983.648921349633,536.546774468411,0.6034482758620694,0.12068965517241415,983.648921349633,24.0391755981474,943.8003110742291,1036.478793333514,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.6,1.6,790.7890913339897,path_censored_mll,censored MLL tuned,8,path_aligned,1.6,0.45
oracle true,0.04973514106132664,0.10330317343839387,1520.195695818044,1316.6437372915884,203.55195852645556,0.6034482758620694,0.12068965517241415,1316.6437372915884,14.204019683472072,1288.8038587119831,1344.4836158711937,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.6,1.6,790.7890913339897,path_censored_mll,censored MLL tuned,8,path_aligned,1.6,0.45
exact clipped,0.12199103003409476,0.2954202419177911,1520.195695818044,1031.9516198591577,488.24407595888624,0.6034482758620694,0.12068965517241415,840.7988816964611,39.20841233647386,763.9503935169723,917.6473698759498,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,path_fixed,fixed geometry,9,path_aligned,1.1,0.2
discard saturated,0.0939839837839563,0.18936415304927656,1520.195695818044,1270.5824983497891,249.61319746825484,0.6034482758620694,0.12068965517241415,1270.5824983497891,317.9320808986997,647.4356197883377,1893.7293769112407,True,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,path_fixed,fixed geometry,9,path_aligned,1.1,0.2
censored Laplace,0.09372059349370852,0.18827333802981522,1520.195695818044,1275.266156853672,244.9295389643719,0.6034482758620694,0.12068965517241415,1275.266156853672,269.528090691185,746.9910990989495,1803.5412146083947,True,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,path_fixed,fixed geometry,9,path_aligned,1.1,0.2
censored sampled,0.09628488972418262,0.18746978804664183,1520.195695818044,1490.5212867797325,29.674409038311524,0.6034482758620694,0.12068965517241415,1490.5212867797325,231.82639399927865,1085.2592079173419,1938.3238506143098,True,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,path_fixed,fixed geometry,9,path_aligned,1.1,0.2
oracle true,0.06283467139547919,0.12487614142550262,1520.195695818044,1441.045794983856,79.14990083418797,0.6034482758620694,0.12068965517241415,1441.045794983856,39.20841233647386,1364.1973068043671,1517.8942831633449,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,path_fixed,fixed geometry,9,path_aligned,1.1,0.2
exact clipped,0.1088178636025928,0.28250336287987254,1520.195695818044,866.0866935022226,654.1090023158214,0.6034482758620694,0.12068965517241415,866.0866935022226,12.66706243368589,841.2592511321983,890.9141358722469,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,2.1,2.1,790.7890913339897,path_unsat_mll,unsat MLL tuned,9,path_aligned,2.1,0.45
discard saturated,0.1036918901692393,0.26646584467679973,1520.195695818044,910.66084478751,609.534851030534,0.6034482758620694,0.12068965517241415,910.66084478751,34.734653522227624,842.5809238839438,978.7407656910761,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,2.1,2.1,790.7890913339897,path_unsat_mll,unsat MLL tuned,9,path_aligned,2.1,0.45
censored Laplace,0.0864016261547136,0.2152328085258308,1520.195695818044,997.7446404386546,522.4510553793893,0.6034482758620694,0.12068965517241415,997.7446404386546,28.40441561880834,942.0719858257903,1053.417295051519,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,2.1,2.1,790.7890913339897,path_unsat_mll,unsat MLL tuned,9,path_aligned,2.1,0.45
censored sampled,0.08571900592172438,0.2118006137297985,1520.195695818044,1005.6080144812552,514.5876813367888,0.6034482758620694,0.12068965517241415,1005.6080144812552,23.540683693937407,962.9225276387211,1053.5068959007517,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,2.1,2.1,790.7890913339897,path_unsat_mll,unsat MLL tuned,9,path_aligned,2.1,0.45
oracle true,0.05505000248864186,0.11520809233830308,1520.195695818044,1263.2565479453829,256.9391478726611,0.6034482758620694,0.12068965517241415,1263.2565479453829,12.66706243368589,1238.4291055753586,1288.0839903154072,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,2.1,2.1,790.7890913339897,path_unsat_mll,unsat MLL tuned,9,path_aligned,2.1,0.45
exact clipped,0.10906456732152951,0.28353491457301877,1520.195695818044,863.5719952109197,656.6237006071243,0.6034482758620694,0.12068965517241415,863.5719952109197,14.204019683472072,835.7321166313144,891.411873790525,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.6,1.6,790.7890913339897,path_censored_mll,censored MLL tuned,9,path_aligned,1.6,0.45
discard saturated,0.10096395621095175,0.25968369633282984,1520.195695818044,925.924507557111,594.271188260933,0.6034482758620694,0.12068965517241415,925.924507557111,46.59504469180655,834.5982199611702,1017.2507951530519,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.6,1.6,790.7890913339897,path_censored_mll,censored MLL tuned,9,path_aligned,1.6,0.45
