fraction_saturated,method,baseline,n_held_out,mean_crps_K_mean_change,mean_crps_K_median_change,mean_crps_K_win_count,fixed_top_01_crps_K_mean_change,fixed_top_01_crps_K_median_change,fixed_top_01_crps_K_win_count,excess_field_rel_l2_mean_change,excess_field_rel_l2_median_change,excess_field_rel_l2_win_count,peak_absolute_error_K_mean_change,peak_absolute_error_K_median_change,peak_absolute_error_K_win_count,hot_region_95_coverage_mean_change,hot_region_95_coverage_median_change,hot_region_95_coverage_win_count
0.03,advective physics mean + space-time,physics mean + space-time,30,0.000557944273557361,0.0002183435242221754,7,0.0011091495109339267,0.007407784082545721,9,0.0034011746114905447,0.0016372572130309848,6,0.009634471991139116,0.004870967069222409,12,-0.0021929824561403503,0.0,8
