fraction_saturated,method,mean_crps_K_mean,mean_crps_K_std,mean_crps_K_count,fixed_top_01_crps_K_mean,fixed_top_01_crps_K_std,fixed_top_01_crps_K_count,excess_field_rel_l2_mean,excess_field_rel_l2_std,excess_field_rel_l2_count,peak_absolute_error_K_mean,peak_absolute_error_K_std,peak_absolute_error_K_count,hot_region_95_coverage_mean,hot_region_95_coverage_std,hot_region_95_coverage_count,pointwise_95_coverage_mean,pointwise_95_coverage_std,pointwise_95_coverage_count,mean_95_interval_width_K_mean,mean_95_interval_width_K_std,mean_95_interval_width_K_count,hot_region_95_interval_width_K_mean,hot_region_95_interval_width_K_std,hot_region_95_interval_width_K_count
0.03,physics mean + space-time,0.7314493193382186,0.003090431122918303,33,2.725952788545486,0.20803819796960718,33,0.43578236594877406,0.08097841127880186,33,7.719779124620989,4.110040201915554,33,0.9338118022328549,0.014888220575158425,33,0.9979281014866781,0.0004943176463581572,33,11.357513389772947,0.013646423701320427,33,12.043635276544421,0.16389932946104607,33
0.03,advective physics mean + space-time,0.7319958446649519,0.002966433182021589,33,2.729541377983794,0.20061677926062157,33,0.4392967532720327,0.07855451494772094,33,7.731129072245196,4.115924416444902,33,0.932615629984051,0.016367429340665925,33,0.9978675196588032,0.00055355350279345,33,11.357996498012119,0.01435291718124874,33,12.035658426638014,0.15203163488167912,33
