fraction_saturated,method,baseline,n_held_out,mean_crps_K_mean_change,mean_crps_K_median_change,mean_crps_K_win_count,fixed_top_01_crps_K_mean_change,fixed_top_01_crps_K_median_change,fixed_top_01_crps_K_win_count,excess_field_rel_l2_mean_change,excess_field_rel_l2_median_change,excess_field_rel_l2_win_count,peak_absolute_error_K_mean_change,peak_absolute_error_K_median_change,peak_absolute_error_K_win_count,hot_region_95_coverage_mean_change,hot_region_95_coverage_median_change,hot_region_95_coverage_win_count
0.03,physics mean + advective forced + source amplitude,physics mean + RBF,30,-0.16395583452391166,-0.1599603062845772,30,-0.21789744836635586,-0.1803337616713916,27,0.01087398732063176,0.012094216788561207,8,-0.13360255224725778,-0.09087930100295671,20,-0.001754385964912249,0.0,9
0.03,physics mean + advective forced + source amplitude,physics mean + space-time,30,-0.1591956262686826,-0.15627269616213763,30,-0.21990815879551054,-0.1957051017298752,26,0.003904458003387597,0.006753021512251378,9,-0.11683460830104381,-0.11684897942700445,20,0.00043859649122809745,0.0,9
0.03,physics mean + advective forced + source amplitude,physics mean + advective space-time,30,-0.14567058545872988,-0.14285238346226725,30,-0.19573252111472877,-0.18158436007956014,28,0.005395968548815949,0.004333522423437042,11,-0.09682315717774911,-0.05412068709509388,19,0.0013157894736842664,0.0,11
0.03,physics mean + advective forced + source amplitude,physics mean + forced space-time,30,-0.026094771215012295,-0.02341365517428523,30,-0.07561172190546693,-0.06888339159816614,21,-0.014449461527161207,-0.013157780502422,20,-0.04073440430465779,-0.04403624020497521,20,0.01052631578947374,0.006578947368421018,15
0.03,physics mean + advective forced + source amplitude,physics mean + advective forced space-time,30,-0.0006505850462720934,-0.0006540878521229532,29,-0.060313025685190896,-0.05487669784657623,29,4.532332729561365e-05,0.0,1,0.00691005427898214,0.0,1,0.01228070175438601,0.013157894736842035,20
