fraction_saturated,method,baseline,n_held_out,mean_crps_K_mean_change,mean_crps_K_median_change,mean_crps_K_win_count,fixed_top_01_crps_K_mean_change,fixed_top_01_crps_K_median_change,fixed_top_01_crps_K_win_count,excess_field_rel_l2_mean_change,excess_field_rel_l2_median_change,excess_field_rel_l2_win_count,peak_absolute_error_K_mean_change,peak_absolute_error_K_median_change,peak_absolute_error_K_win_count,hot_region_95_coverage_mean_change,hot_region_95_coverage_median_change,hot_region_95_coverage_win_count
0.03,physics mean + RBF,physics mean + space-time,30,0.004760208255229096,0.004812349415763639,0,-0.0020107104291546534,-0.019730242244895724,18,-0.006969529317244163,-0.007237714409679186,22,0.01676794394621397,0.0026519586980109366,14,0.0021929824561403464,0.0,12
0.03,physics mean + advective space-time,physics mean + space-time,30,-0.01352504080995273,-0.012485555400444992,30,-0.02417563768078172,-0.007418636425228442,16,-0.0014915105454283522,-0.00015486349915158626,16,-0.02001145112329469,-0.03346416306041533,18,-0.000877192982456169,0.0,8
