method,mean_crps_K_mean,mean_crps_K_std,mean_crps_K_count,fixed_top_01_crps_K_mean,fixed_top_01_crps_K_std,fixed_top_01_crps_K_count,hot_region_crps_K_mean,hot_region_crps_K_std,hot_region_crps_K_count,excess_field_rel_l2_mean,excess_field_rel_l2_std,excess_field_rel_l2_count,peak_absolute_error_K_mean,peak_absolute_error_K_std,peak_absolute_error_K_count,hot_region_95_coverage_mean,hot_region_95_coverage_std,hot_region_95_coverage_count,pointwise_95_coverage_mean,pointwise_95_coverage_std,pointwise_95_coverage_count,mean_95_interval_width_K_mean,mean_95_interval_width_K_std,mean_95_interval_width_K_count,hot_region_95_interval_width_K_mean,hot_region_95_interval_width_K_std,hot_region_95_interval_width_K_count
legacy physics mean + RBF,0.7267498651962424,0.002706635022956027,30,2.7001790947669573,0.20268319335461335,30,1.4761445518474272,0.07767729588651681,30,0.4353646177783243,0.08597872951946876,30,7.835490919248764,4.030036578056351,30,0.9364035087719298,0.014281989653135005,30,0.9980141276822605,0.00046348313678274084,30,11.455361275618616,0.016041068588938338,30,12.144037723028209,0.12071333270556732,30
legacy physics mean + stochastic ST,0.5908321366374472,0.004299346331117101,30,2.559666360714817,0.20873462289588096,30,1.4335390026798616,0.08459623498230871,30,0.4606880666261173,0.08512473393271673,30,7.742622771306164,4.006591321142148,30,0.9241228070175438,0.01533033800089134,30,0.9976009596161536,0.0005654592412527375,30,9.083833957401408,0.016500664715633342,30,10.039341357012743,0.19362430029287278,30
legacy physics mean + advective stochastic ST,0.5657090448399332,0.010432587877454306,30,2.544733338066712,0.2031245506156436,30,1.3526698806318544,0.07559250746331914,30,0.44619328177166045,0.08204541388776265,30,7.694978312722524,3.9116585616970103,30,0.9223684210526316,0.015587792407418834,30,0.9975476476076236,0.00058211278832038,30,8.69212062821888,0.1925339477006558,30,9.482756850161042,0.3670319718163939,30
observed-clipped mean + advective stochastic ST,0.5720780955790781,0.010368035112281224,30,2.567425811962054,0.21903462935535667,30,1.3623986387093667,0.08457744151324963,30,0.47412993146221216,0.08870410647400771,30,7.724081268930056,3.884734441921125,30,0.9214912280701755,0.017443375269250543,30,0.9975743036118886,0.0005449383346349862,30,8.692306903728847,0.19417079470577567,30,9.46499847241184,0.36107919965738267,30
posterior mean + RBF,0.7286869569594974,0.003410897310800679,30,2.253216918524976,0.23368531501367115,30,1.3766123907699557,0.08786920984054594,30,0.4301335782490824,0.07848607799899725,30,7.554897189076269,3.9391968669090414,30,0.9486842105263158,0.01262533874900314,30,0.9983873117419699,0.00045143211850267906,30,11.458549360707714,0.016284086317161234,30,12.231488757429533,0.1181790071557393,30
posterior mean + stochastic ST,0.5964085563334862,0.007579482382383292,30,2.2008737309601503,0.2643996163913896,30,1.4172451521794867,0.15812411023581663,30,0.47275764671731685,0.08082891437546094,30,7.492540926531893,3.952474975704309,30,0.9324561403508772,0.01752872910758519,30,0.9978275356524057,0.0006094103680617811,30,9.08959267959229,0.018174169427038454,30,10.181949470686977,0.2590131245277108,30
posterior mean + advective stochastic ST,0.5697035377165197,0.009835194182064744,30,2.209804544174522,0.2383677512270258,30,1.2951106495409077,0.14890880095934855,30,0.44847146675924854,0.0789605770073742,30,7.495944486229164,3.859646815231002,30,0.9298245614035088,0.01632973663778854,30,0.9978008796481408,0.0005430804889417835,30,8.694694461130828,0.19152386924197287,30,9.5042019402739,0.371142444391527,30
posterior mean + sequential SPDE,0.8509904192145864,0.0034262579493883013,30,2.237150724744419,0.2035837256726048,30,1.4725484187373579,0.08027238421547674,30,0.4380603188461005,0.07893363130555918,30,7.555814628595501,3.955131291214676,30,0.9649122807017544,0.011107661238341567,30,0.9988537918166067,0.00038912603408367463,30,13.491796041036817,0.019701847329678827,30,14.617859743992572,0.1919975529447543,30
