trajectory,method,diffusivity_m2_s,cooling_rate_1_s,signal_sd_K,source_coupling,n_frames,n_observations,n_saturated,threshold_K,excess_field_rel_l2,hot_region_rel_l2,peak_true_K,peak_predicted_K,peak_absolute_error_K,posterior_sd_at_true_peak_K,true_peak_in_95,pointwise_95_coverage,hot_region_95_coverage,mean_crps_K,hot_region_crps_K,mean_95_interval_width_K,hot_region_95_interval_width_K,hot_region_interval_score_K,interval_calibration_scale,calibrated_true_peak_in_95,calibrated_hot_region_95_coverage,calibrated_hot_region_95_interval_width_K,calibrated_hot_region_interval_score_K,fixed_top_01_crps_K,fixed_top_01_mae_K,fixed_top_03_crps_K,fixed_top_03_mae_K,fixed_top_05_crps_K,fixed_top_05_mae_K,fixed_top_10_crps_K,fixed_top_10_mae_K,true_peak_location_crps_K,true_peak_location_mae_K,field_maximum_crps_K,family,run_index,role,fraction_saturated,joint_lag_s,observation_design,crps_estimator,sequential_forcing_multiplier,sequential_forcing_marginal_variance_K2,previous_n_saturated,previous_saturated_fraction,previous_clipped_hot_mae_K,previous_posterior_hot_mae_K,previous_posterior_hot_95_coverage
DiagonalScanPath_2,legacy physics mean + advective stochastic ST,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,234,3,294.7833581687172,0.47113440499875686,0.4557222490428819,330.73381085494185,326.5554382747947,4.1783725801471405,2.7520955214761855,True,0.9968012794882047,0.8947368421052632,0.5594328642971547,1.4795454890279403,8.560765846764237,9.339177757475648,21.580215245414447,1.0,True,0.8947368421052632,9.339177757475648,21.580215245414447,3.0726081259477613,4.148297503129546,1.4795454890279403,1.7809709143164958,1.1204803274009778,1.233248926609557,0.8284616727721789,0.7030694515826674,2.7171806161370684,4.1783725801471405,2.599718686358746,Diagonal,2,evaluation,0.03,0.01,shared_current_fixed_stride,unbiased_M_times_M_minus_1,,,84,0.03358656537385046,2.339937577663688,2.1268274818153,0.5833333333333334
DiagonalScanPath_2,observed-clipped mean + advective stochastic ST,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,234,3,294.7833581687172,0.49275174837834645,0.45291165816025225,330.73381085494185,326.5212044314809,4.212606423460954,2.751611028619497,True,0.9968012794882047,0.8947368421052632,0.5638587206144201,1.4617952230518394,8.554405474435702,9.18131135584091,20.293964202844265,1.0,True,0.8947368421052632,9.18131135584091,20.293964202844265,3.011644616811717,4.101208983932039,1.4617952230518394,1.7851359874949941,1.1228260924790112,1.2597788193853647,0.8375853137167083,0.7773426143904482,2.863037066993214,4.212606423460954,2.7684115507161504,Diagonal,2,evaluation,0.03,0.01,shared_current_fixed_stride,unbiased_M_times_M_minus_1,,,84,0.03358656537385046,2.339937577663688,2.1268274818153,0.5833333333333334
DiagonalScanPath_2,posterior mean + RBF,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,1,294.7833581687172,0.44048012611553816,0.4072712090290492,330.73381085494185,327.6793299711218,3.0544808838200765,3.4196267389530575,True,0.9984006397441023,0.9473684210526315,0.7287998188456721,1.3912520464658258,11.463728069978057,12.08111836607393,18.171716814427352,1.0,True,0.9473684210526315,12.08111836607393,18.171716814427352,2.48505271641468,3.396333827556145,1.3912520464658258,1.5864540645124656,1.1459054491550045,1.1491095901283175,0.9334321401954875,0.6962453532815527,1.9221686696653788,3.0544808838200765,1.6556032088739483,Diagonal,2,evaluation,0.03,0.01,shared_current_fixed_stride,unbiased_M_times_M_minus_1,,,84,0.03358656537385046,2.339937577663688,2.1268274818153,0.5833333333333334
DiagonalScanPath_2,posterior mean + stochastic ST,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,234,3,294.7833581687172,0.4756327713224727,0.41833662598721527,330.73381085494185,327.6615039975793,3.0723068573625483,2.9480178904087664,True,0.998000799680128,0.9342105263157895,0.5938906066246282,1.3671530069796096,9.089772124046258,9.856472724830793,19.34323007201756,1.0,True,0.9342105263157895,9.856472724830793,19.34323007201756,2.525452445425098,3.3998697195378216,1.3671530069796096,1.7591127209151072,1.1190690176068712,1.3756895688752502,0.8591916652108372,0.8801105031470303,1.7449827908035571,3.0723068573625483,1.5112050622691358,Diagonal,2,evaluation,0.03,0.01,shared_current_fixed_stride,unbiased_M_times_M_minus_1,,,84,0.03358656537385046,2.339937577663688,2.1268274818153,0.5833333333333334
DiagonalScanPath_2,posterior mean + advective stochastic ST,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,234,3,294.7833581687172,0.4650395861910498,0.4127884760429243,330.73381085494185,327.6304105315339,3.103400323407925,2.751635593965081,True,0.998000799680128,0.9342105263157895,0.5621378813482535,1.3546079983640205,8.559100755788496,9.203784294738924,18.512137841200417,1.0,True,0.9342105263157895,9.203784294738924,18.512137841200417,2.488560268450984,3.2809155571696285,1.3546079983640205,1.803529650905719,1.077970004844947,1.3254049754177464,0.8171116021205622,0.8104653826231694,1.9177004726773836,3.103400323407925,1.82008643359155,Diagonal,2,evaluation,0.03,0.01,shared_current_fixed_stride,unbiased_M_times_M_minus_1,,,84,0.03358656537385046,2.339937577663688,2.1268274818153,0.5833333333333334
DiagonalScanPath_2,posterior mean + sequential SPDE,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,1,294.7833581687172,0.44539873614383263,0.4095145811950763,330.73381085494185,327.68607247093485,3.0477383840070047,4.083189879214304,True,0.9988004798080767,0.9605263157894737,0.8498449931965095,1.4586697763673089,13.502489316239162,14.720631524575095,16.988494097594707,1.0,True,0.9605263157894737,14.720631524575095,16.988494097594707,2.4241970907691672,3.3919263781789786,1.4586697763673089,1.6167008446157525,1.2432611553800577,1.186146340894818,1.0430527420558486,0.7171096099504755,1.7173056258966048,3.0477383840070047,1.2601450984085583,Diagonal,2,evaluation,0.03,0.01,shared_current_fixed_stride,unbiased_M_times_M_minus_1,32.0,16.524769407829297,84,0.03358656537385046,2.339937577663688,2.1268274818153,0.5833333333333334
DiagonalScanPath_3,legacy physics mean + RBF,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,2,294.9015209525281,0.44102404519581095,0.45123682777693963,326.4740358780628,331.55694674878004,5.082910870717228,3.419839810731507,False,0.9976009596161536,0.9210526315789473,0.7282585161545088,1.5610256929407453,11.45316653449985,12.279161022384864,21.553689026623612,1.0,False,0.9210526315789473,12.279161022384864,21.553689026623612,2.8731105281736755,3.715708701766022,1.5610256929407453,1.7939708911904284,1.233570654035455,1.1495008299406397,0.9706078952401945,0.6218323896481898,5.812382617520679,7.428504981463561,3.538407082497586,Diagonal,3,evaluation,0.03,0.01,shared_current_fixed_stride,unbiased_M_times_M_minus_1,,,84,0.03358656537385046,2.4228947032126626,2.207587419887304,0.5238095238095238
DiagonalScanPath_3,legacy physics mean + stochastic ST,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,234,5,294.9015209525281,0.4551650777366187,0.4482785145159207,326.4740358780628,331.604548744955,5.130512866892218,2.955767015965924,False,0.9972011195521792,0.9078947368421053,0.5901687686238304,1.5148616839556535,9.083882893524333,10.260034685624982,21.661433767109386,1.0,False,0.9078947368421053,10.260034685624982,21.661433767109386,2.7660528126538018,3.472202618100611,1.5148616839556535,1.8569678716622993,1.163318594804938,1.3063360749180088,0.8699057579619015,0.7678598861497548,5.630351846108827,7.261375660765054,3.6493749433459444,Diagonal,3,evaluation,0.03,0.01,shared_current_fixed_stride,unbiased_M_times_M_minus_1,,,84,0.03358656537385046,2.4228947032126626,2.207587419887304,0.5238095238095238
DiagonalScanPath_3,legacy physics mean + advective stochastic ST,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,234,5,294.9015209525281,0.42342015804223104,0.4163492729371138,326.4740358780628,331.9481414615166,5.47410558345382,2.9674478212187014,False,0.9976009596161536,0.9210526315789473,0.5856517849428763,1.3916887152099002,9.076690078330207,10.19325078106481,20.099619048937072,1.0,False,0.9210526315789473,10.19325078106481,20.099619048937072,2.5349269656161653,3.195070038885997,1.3916887152099002,1.702708343778231,1.0895380833998882,1.1782081754517006,0.8293867929184816,0.6809859686541394,4.834999237402212,6.777488570923026,3.9663500744884086,Diagonal,3,evaluation,0.03,0.01,shared_current_fixed_stride,unbiased_M_times_M_minus_1,,,84,0.03358656537385046,2.4228947032126626,2.207587419887304,0.5238095238095238
DiagonalScanPath_3,observed-clipped mean + advective stochastic ST,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,2,234,5,294.9015209525281,0.4483726389041937,0.4151510511578976,326.4740358780628,331.89024066765654,5.416204789593735,2.9761702993118977,False,0.9972011195521792,0.9078947368421053,0.5916080899961741,1.3843870300797807,9.079162515108935,10.15874195924647,21.611625505612647,1.0,False,0.9078947368421053,10.15874195924647,21.611625505612647,2.62832702626443,3.267415552424034,1.3843870300797807,1.6332214226304012,1.0848396777321399,1.137014180491793,0.8350806616259451,0.7070405827845676,5.45328141936793,6.8726326412459,3.6514379712523835,Diagonal,3,evaluation,0.03,0.01,shared_current_fixed_stride,unbiased_M_times_M_minus_1,,,84,0.03358656537385046,2.4228947032126626,2.207587419887304,0.5238095238095238
